"R_ID","R_NAME","R_DESC","R_OWNER","R_STATUS"
"R_ID213","R_NAME1938","The scanner shall read and authenticate information from the clinician’s badge1","Alex","Open"
"R_ID214","R_NAME498","–removed, must scan Rx from label of drug container1","Alex","Open"
"R_ID219","R_NAME1362","After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.1","Caleb","Open"
"R_ID247","R_NAME1266","The PCA pump shall have a stop button1","Caleb","Open"
"R_ID249","R_NAME113","Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.1","Caleb","Open"
"R_ID251","R_NAME819","The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.1","Alex","Open"
"R_ID267","R_NAME905","If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.2","Alex","Open"
"R_ID268","R_NAME1597","The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.2","Caleb","Open"
"R_ID271","R_NAME211","The PCA pump must not leak current greater than 10 mA2","Alex","Open"
"R_ID276","R_NAME495","Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).2","Priya","Open"
"R_ID289","R_NAME1165","When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke2","Caleb","Open"
"R_ID326","R_NAME1607","Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop2","Priya","Open"
"R_ID328","R_NAME441","The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.32","Alex","Open"
"R_ID335","R_NAME1520","The scanner shall read and authenticate information from the patient’s wristband2","Alex","Open"
"R_ID341","R_NAME801","The Control Panel shall provide means to cancel alarm signal inactivation.2","Priya","Open"
"R_ID345","R_NAME704","The PCA pump shall detect upstream occlusion.2","Alex","Open"
"R_ID368","R_NAME1349","–removed, must scan Rx from label of drug container2","Caleb","Open"
"R_ID379","R_NAME1486","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.2","Caleb","Open"
"R_ID380","R_NAME1511","–removed all Rx entry via scanner2","Caleb","Open"
"R_ID429","R_NAME1215","The drug reservoir shall measure its contents.3","Jay","Open"
"R_ID438","R_NAME1490","Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication3","Caleb","Open"
"R_ID442","R_NAME919","Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.3","Caleb","Open"
"R_ID456","R_NAME739","Alarms shall be issued in order of occurrence.3","Alex","Open"
"R_ID462","R_NAME48","The Control Panel shall provide means to inactivate audible alarms indefinitely3","Jay","Open"
"R_ID476","R_NAME652","If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow3","Alex","Open"
"R_ID496","R_NAME1530","The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.3","Caleb","Open"
"R_ID498","R_NAME1020","If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops3","Caleb","Open"
"R_ID513","R_NAME1739","The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.3","Caleb","Open"
"R_ID523","R_NAME882","The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.3","Caleb","Open"
"R_ID549","R_NAME1865","If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.4","Caleb","Open"
"R_ID550","R_NAME628","The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.4","Caleb","Open"
"R_ID588","R_NAME1664","The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.4","Caleb","Open"
"R_ID597","R_NAME36","The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)4","Priya","Open"
"R_ID603","R_NAME276","Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.4","Caleb","Open"
"R_ID607","R_NAME805","The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.4","Priya","Open"
"R_ID625","R_NAME1535","Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.4","Alex","Open"
"R_ID649","R_NAME564","A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.4","Caleb","Open"
"R_ID654","R_NAME362","The scanner shall read and authenticate information from the patient’s wristband4","Caleb","Open"
"R_ID663","R_NAME1927","Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.5","Caleb","Open"
"R_ID674","R_NAME1155","The mechanical pump shall not allow reverse flow from the patient into the pump.5","Caleb","Open"
"R_ID702","R_NAME1722","Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions5","Caleb","Open"
"R_ID707","R_NAME1016","Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.5","Priya","Open"
"R_ID708","R_NAME395","An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi5","Alex","Open"
"R_ID709","R_NAME1809","The control panel must display currently-programmed patient data and physician’s prescription.5","Caleb","Open"
"R_ID716","R_NAME1379","Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.5","Caleb","Open"
"R_ID720","R_NAME529","The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.5","Caleb","Open"
"R_ID723","R_NAME1225","A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.5","Jay","Open"
"R_ID730","R_NAME1514","If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.5","Alex","Open"
"R_ID731","R_NAME530","A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.5","Alex","Open"
"R_ID736","R_NAME1814","The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.5","Alex","Open"
"R_ID744","R_NAME1044","–requirement removed, Rx read from drug container by scanner5","Caleb","Open"
"R_ID750","R_NAME906","A real-time clock must produce timestamps accurate to 10 ms.5","Caleb","Open"
"R_ID752","R_NAME1323","Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.5","Alex","Open"
"R_ID762","R_NAME121","The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.5","Caleb","Open"
"R_ID764","R_NAME765","If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).5","Alex","Open"
"R_ID775","R_NAME343","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)5","Alex","Open"
"R_ID778","R_NAME1414","If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops5","Alex","Open"
"R_ID779","R_NAME947","The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.5","Caleb","Open"
"R_ID783","R_NAME1371","If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).5","Alex","Open"
"R_ID802","R_NAME53","tactile response (button press).6","Priya","Open"
"R_ID803","R_NAME1501","The PCA pump shall detect battery failure and issue a battery failure alarm6","Alex","Open"
"R_ID805","R_NAME700","Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.6","Caleb","Open"
"R_ID806","R_NAME1606","The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.6","Caleb","Open"
"R_ID807","R_NAME274","All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.6","Caleb","Open"
"R_ID808","R_NAME532","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)6","Jay","Open"
"R_ID809","R_NAME167","If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow6","Caleb","Open"
"R_ID810","R_NAME1380","If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).6","Caleb","Open"
"R_ID811","R_NAME636","Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.6","Priya","Open"
"R_ID812","R_NAME881","Each log entry shall have a time stamp81 with its time of occurrence.6","Caleb","Open"
"R_ID813","R_NAME1430","The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.6","Alex","Open"
"R_ID815","R_NAME1869","Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.6","Alex","Open"
"R_ID816","R_NAME1316","The PCA pump shall issue alarms and warnings that require clinician attention.6","Alex","Open"
"R_ID817","R_NAME369","The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist6","Alex","Open"
"R_ID818","R_NAME386","If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops6","Caleb","Open"
"R_ID819","R_NAME282","Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.6","Caleb","Open"
"R_ID820","R_NAME1647","The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.6","Caleb","Open"
"R_ID821","R_NAME374","Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.6","Caleb","Open"
"R_ID822","R_NAME1043","If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided6","Priya","Open"
"R_ID823","R_NAME76","The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.6","Alex","Open"
"R_ID824","R_NAME734","Component failure must not harm patient (beyond stopping function).6","Caleb","Open"
"R_ID826","R_NAME1444","The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.6","Alex","Open"
"R_ID827","R_NAME450","A real-time clock must produce timestamps accurate to 10 ms.6","Alex","Open"
"R_ID828","R_NAME818","If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown6","Priya","Open"
"R_ID829","R_NAME680","When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke6","Caleb","Open"
"R_ID831","R_NAME661","The PCA pump shall use a physician’s prescription as device parameters.6","Jay","Open"
"R_ID832","R_NAME1116","If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.6","Caleb","Open"
"R_ID833","R_NAME1542","A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.6","Jay","Open"
"R_ID834","R_NAME1013","The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.6","Priya","Open"
"R_ID835","R_NAME533","Patient-requested bolus delivery shall be immediately halted when alarms sound.6","Priya","Open"
"R_ID836","R_NAME1979","A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.6","Caleb","Open"
"R_ID837","R_NAME257","Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.6","Caleb","Open"
"R_ID839","R_NAME256","display of visual information, and6","Priya","Open"
"R_ID841","R_NAME1276","During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)6","Caleb","Open"
"R_ID842","R_NAME1015","Clinician-requested bolus delivery shall be immediately halted when alarms sound.6","Alex","Open"
"R_ID843","R_NAME959","Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.6","Alex","Open"
"R_ID844","R_NAME581","Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.6","Alex","Open"
"R_ID845","R_NAME519","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.6","Caleb","Open"
"R_ID846","R_NAME1711","Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.6","Alex","Open"
"R_ID847","R_NAME542","Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.6","Jay","Open"
"R_ID848","R_NAME421","Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.6","Alex","Open"
"R_ID849","R_NAME357","If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE6","Caleb","Open"
"R_ID850","R_NAME31","The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.36","Caleb","Open"
"R_ID851","R_NAME956","Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.6","Caleb","Open"
"R_ID852","R_NAME1138","The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.6","Caleb","Open"
"R_ID853","R_NAME485","Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.6","Caleb","Open"
"R_ID855","R_NAME443","Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.6","Jay","Open"
"R_ID856","R_NAME1156","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.6","Caleb","Open"
"R_ID857","R_NAME1534","If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).6","Caleb","Open"
"R_ID858","R_NAME1896","When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.6","Alex","Open"
"R_ID859","R_NAME1333","The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.6","Caleb","Open"
"R_ID861","R_NAME792","If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.6","Caleb","Open"
"R_ID863","R_NAME1035","The Control Panel shall provide means to cancel alarm signal inactivation.6","Caleb","Open"
"R_ID864","R_NAME725","The PCA pump shall detect upstream occlusion.6","Caleb","Open"
"R_ID865","R_NAME1280","The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.6","Caleb","Open"
"R_ID866","R_NAME1445","For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.6","Alex","Open"
"R_ID867","R_NAME587","The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.6","Caleb","Open"
"R_ID869","R_NAME645",") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration6","Caleb","Open"
"R_ID870","R_NAME1026","At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment6","Alex","Open"
"R_ID871","R_NAME841","The PCA pump shall have a stop button6","Caleb","Open"
"R_ID872","R_NAME590","The control panel shall allow authorized clinician bolus request 60 and choice of duration.6","Jay","Open"
"R_ID873","R_NAME1625","The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.6","Caleb","Open"
"R_ID874","R_NAME1878","The scanner shall read and authenticate information from the patient’s wristband6","Priya","Open"
"R_ID876","R_NAME1106","The event log shall record 30 days of typical events before overwriting oldest event records first.6","Caleb","Open"
"R_ID877","R_NAME891","The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.6","Caleb","Open"
"R_ID878","R_NAME1943","The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.6","Priya","Open"
"R_ID879","R_NAME1197","The estimate of remaining battery energy must be accurate to within Xbtty = 25%.6","Alex","Open"
"R_ID880","R_NAME216","If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow6","Priya","Open"
"R_ID882","R_NAME1891","Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.6","Caleb","Open"
"R_ID884","R_NAME1783","The PCA pump shall have a start button.6","Caleb","Open"
"R_ID885","R_NAME307","The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)6","Jay","Open"
"R_ID886","R_NAME215","Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.6","Caleb","Open"
"R_ID887","R_NAME1110","The scanner shall read and authenticate information from the clinician’s badge6","Priya","Open"
"R_ID888","R_NAME1014","–removed all Rx entry via scanner6","Caleb","Open"
"R_ID890","R_NAME1791","The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.6","Caleb","Open"
"R_ID891","R_NAME791","–requirement removed, Rx read from drug container by scanner6","Jay","Open"
"R_ID892","R_NAME1971","Alarms shall be issued in order of occurrence.6","Jay","Open"
"R_ID893","R_NAME1102","The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump6","Caleb","Open"
"R_ID894","R_NAME1219","The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.6","Caleb","Open"
"R_ID895","R_NAME977","The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.6","Jay","Open"
"R_ID896","R_NAME733","The control panel must display currently-programmed patient data and physician’s prescription.6","Priya","Open"
"R_ID897","R_NAME97","An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.6","Priya","Open"
"R_ID898","R_NAME1863","Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.6","Caleb","Open"
"R_ID899","R_NAME1487","A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.6","Caleb","Open"
"R_ID901","R_NAME1776","After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.6","Caleb","Open"
"R_ID905","R_NAME447","The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.6","Caleb","Open"
"R_ID906","R_NAME903","The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.6","Caleb","Open"
"R_ID908","R_NAME1556","If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops6","Caleb","Open"
"R_ID909","R_NAME1410","sound of audible alarm6","Caleb","Open"
"R_ID910","R_NAME1499","If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).6","Jay","Open"
"R_ID912","R_NAME938","The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.6","Caleb","Open"
"R_ID913","R_NAME232","The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.6","Caleb","Open"
"R_ID914","R_NAME1119","The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.6","Priya","Open"
"R_ID915","R_NAME1034","The drug reservoir shall measure its contents.6","Caleb","Open"
"R_ID916","R_NAME1068","An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized6","Priya","Open"
"R_ID917","R_NAME738","The PCA pump shall detect air-in-line embolism (bubble).6","Caleb","Open"
"R_ID918","R_NAME150","The scanner shall read and authenticate information from the drug’s package label6","Caleb","Open"
"R_ID919","R_NAME1755","Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.6","Caleb","Open"
"R_ID920","R_NAME1657","Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).6","Caleb","Open"
"R_ID921","R_NAME355","When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.6","Caleb","Open"
"R_ID922","R_NAME406","A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.6","Alex","Open"
"R_ID923","R_NAME171","Upon the clinician’s pressing of the start button, prescribed infusion shall commence.6","Caleb","Open"
"R_ID924","R_NAME637","A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)6","Alex","Open"
"R_ID925","R_NAME1141","The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.7","Priya","Open"
"R_ID926","R_NAME1288","The scanner shall read and authenticate information from the clinician’s badge7","Priya","Open"
"R_ID927","R_NAME705","The PCA pump must not leak current greater than 10 mA7","Caleb","Open"
"R_ID929","R_NAME1937","The PCA pump shall issue alarms and warnings that require clinician attention.7","Caleb","Open"
"R_ID930","R_NAME1977","The PCA pump shall detect downstream occlusion.7","Caleb","Open"
"R_ID931","R_NAME566","When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.7","Caleb","Open"
"R_ID932","R_NAME178","After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.7","Caleb","Open"
"R_ID933","R_NAME418","A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.7","Caleb","Open"
"R_ID934","R_NAME1900","All materials that contact fluid shall be biocompatible7","Caleb","Open"
"R_ID935","R_NAME268","Clinician-requested bolus delivery shall be immediately halted when alarms sound.7","Priya","Open"
"R_ID936","R_NAME597","Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.7","Jay","Open"
"R_ID937","R_NAME732","The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.7","Priya","Open"
"R_ID938","R_NAME609","The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.7","Alex","Open"
"R_ID939","R_NAME1586","A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.7","Priya","Open"
"R_ID940","R_NAME1565","Component failure must not harm patient (beyond stopping function).7","Alex","Open"
"R_ID941","R_NAME1250","Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.7","Caleb","Open"
"R_ID942","R_NAME1204","For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.7","Caleb","Open"
"R_ID943","R_NAME452","The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.7","Caleb","Open"
"R_ID944","R_NAME467","The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.7","Alex","Open"
"R_ID945","R_NAME913","If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).7","Caleb","Open"
