TC_ID,BugID
TC_ID_ID61,656930
TC_ID_ID61,650064
TC_ID_ID61,713036
TC_ID_ID62,599056
TC_ID_ID62,464977
TC_ID_ID63,1025467
TC_ID_ID63,953431
TC_ID_ID64,676278
TC_ID_ID64,557433
TC_ID_ID65,344852
TC_ID_ID65,199225
TC_ID_ID65,649448
TC_ID_ID65,758594
TC_ID_ID66,635128
TC_ID_ID67,775683
TC_ID_ID67,311760
TC_ID_ID68,1225501
TC_ID_ID68,1111550
TC_ID_ID69,489699
TC_ID_ID70,695984
TC_ID_ID70,873984
TC_ID_ID70,454003
TC_ID_ID70,564634
TC_ID_ID70,612556
TC_ID_ID71,120457
TC_ID_ID71,111563
TC_ID_ID71,1064367
TC_ID_ID71,599819
TC_ID_ID72,765528
TC_ID_ID72,360668
TC_ID_ID73,974389
TC_ID_ID73,316557
TC_ID_ID74,442332
TC_ID_ID75,281199
TC_ID_ID75,898575
TC_ID_ID76,1190333
TC_ID_ID76,701950
TC_ID_ID77,586024
TC_ID_ID78,665693
TC_ID_ID79,956100
TC_ID_ID79,235347
TC_ID_ID80,609703
TC_ID_ID80,601210
TC_ID_ID81,1326549
TC_ID_ID82,1010654
TC_ID_ID82,1078088
TC_ID_ID82,926796
TC_ID_ID82,587820
TC_ID_ID82,826331
TC_ID_ID83,250622
TC_ID_ID83,615549
TC_ID_ID84,617327
TC_ID_ID84,860377
TC_ID_ID84,799860
TC_ID_ID84,438570
TC_ID_ID85,277140
TC_ID_ID85,532797
TC_ID_ID85,1012236
TC_ID_ID85,503119
TC_ID_ID86,382020
TC_ID_ID86,991352
TC_ID_ID86,589416
TC_ID_ID87,1437457
TC_ID_ID87,472739
TC_ID_ID88,1432023
TC_ID_ID88,1300441
TC_ID_ID88,1050130
TC_ID_ID89,145124
TC_ID_ID89,540787
TC_ID_ID90,187292
TC_ID_ID91,524944
TC_ID_ID91,714537
TC_ID_ID91,713351
TC_ID_ID92,593027
TC_ID_ID92,624395
TC_ID_ID92,636975
TC_ID_ID93,780118
TC_ID_ID95,1395263
TC_ID_ID95,656971
TC_ID_ID98,436122
TC_ID_ID98,1082010
TC_ID_ID99,607722
TC_ID_ID99,866040
TC_ID_ID99,516374
TC_ID_ID100,655447
TC_ID_ID101,1035552
TC_ID_ID102,901324
TC_ID_ID102,638300
TC_ID_ID102,1139742
TC_ID_ID102,1059294
TC_ID_ID103,730421
TC_ID_ID103,636447
TC_ID_ID103,680105
TC_ID_ID104,478169
TC_ID_ID105,1101060
TC_ID_ID105,635262
TC_ID_ID106,428596
TC_ID_ID107,1346743
TC_ID_ID107,774754
TC_ID_ID108,863256
TC_ID_ID109,635439
TC_ID_ID109,1004794
TC_ID_ID109,607226
TC_ID_ID109,808986
TC_ID_ID109,629184
TC_ID_ID109,414191
TC_ID_ID109,498113
TC_ID_ID110,414209
TC_ID_ID114,1108457
TC_ID_ID114,627636
TC_ID_ID115,525941
TC_ID_ID116,947953
TC_ID_ID117,708276
TC_ID_ID117,593455
TC_ID_ID117,611925
TC_ID_ID118,497389
TC_ID_ID118,698595
TC_ID_ID118,405469
TC_ID_ID119,1301041
TC_ID_ID119,497577
TC_ID_ID120,570211
TC_ID_ID122,1055950
TC_ID_ID124,903869
TC_ID_ID124,591374
TC_ID_ID125,1037075
TC_ID_ID125,1123043
TC_ID_ID127,1365619
TC_ID_ID128,988727
TC_ID_ID128,527463
TC_ID_ID128,739230
TC_ID_ID128,650478
TC_ID_ID129,535827
TC_ID_ID129,987697
TC_ID_ID129,603747
TC_ID_ID130,1473485
TC_ID_ID130,1275967
TC_ID_ID130,641420
TC_ID_ID131,619501
TC_ID_ID132,1426572
TC_ID_ID133,863256
TC_ID_ID134,642581
TC_ID_ID134,546102
TC_ID_ID134,1097679
TC_ID_ID134,600811
TC_ID_ID134,824325
TC_ID_ID135,1324955
TC_ID_ID135,1047389
TC_ID_ID136,653177
TC_ID_ID137,880944
TC_ID_ID137,736282
TC_ID_ID138,1004476
TC_ID_ID138,83272
TC_ID_ID138,764709
TC_ID_ID138,693291
TC_ID_ID138,417658
TC_ID_ID139,642193
TC_ID_ID140,445701
TC_ID_ID140,1079145
TC_ID_ID140,566590
TC_ID_ID140,507139
TC_ID_ID142,610679
TC_ID_ID142,414682
TC_ID_ID143,452772
TC_ID_ID145,627131
TC_ID_ID146,596922
TC_ID_ID149,990565
TC_ID_ID149,1091678
TC_ID_ID149,690040
TC_ID_ID149,604767
TC_ID_ID151,790899
TC_ID_ID151,714038
TC_ID_ID151,703362
TC_ID_ID152,413112
TC_ID_ID153,972528
TC_ID_ID155,690737
TC_ID_ID156,972986
TC_ID_ID157,554039
TC_ID_ID157,639154
TC_ID_ID157,700998
TC_ID_ID158,997689
TC_ID_ID159,1055323
TC_ID_ID159,511104
TC_ID_ID160,1308822
TC_ID_ID160,1348597
TC_ID_ID160,643863
TC_ID_ID160,881005
TC_ID_ID162,598003
TC_ID_ID162,451386
TC_ID_ID163,1397289
TC_ID_ID163,1069776
TC_ID_ID163,573701
TC_ID_ID165,1209362
TC_ID_ID166,979286
TC_ID_ID166,438872
TC_ID_ID167,746436
TC_ID_ID168,767256
TC_ID_ID168,431691
TC_ID_ID169,751270
TC_ID_ID169,640634
TC_ID_ID169,635278
TC_ID_ID170,925018
TC_ID_ID170,718163
TC_ID_ID171,1473683
TC_ID_ID172,1143473
TC_ID_ID172,720221
TC_ID_ID173,1084413
TC_ID_ID173,615575
TC_ID_ID173,583798
TC_ID_ID174,1017202
TC_ID_ID174,1034697
TC_ID_ID174,614162
TC_ID_ID174,726450
TC_ID_ID174,736885
TC_ID_ID174,579840
TC_ID_ID174,582624
TC_ID_ID175,1157324
TC_ID_ID175,740224
TC_ID_ID176,679519
TC_ID_ID177,1473442
TC_ID_ID177,1296944
TC_ID_ID177,699223
TC_ID_ID179,456620
TC_ID_ID179,1202166
TC_ID_ID180,624314
TC_ID_ID180,1000689
TC_ID_ID181,939428
TC_ID_ID181,1185226
TC_ID_ID181,808979
TC_ID_ID181,655802
TC_ID_ID182,1095111
TC_ID_ID182,616707
TC_ID_ID183,571015
TC_ID_ID184,700280
TC_ID_ID185,1440875
TC_ID_ID186,632264
TC_ID_ID187,409969
TC_ID_ID187,648179
TC_ID_ID187,583761
TC_ID_ID188,654333
TC_ID_ID190,974561
TC_ID_ID192,377381
TC_ID_ID192,96181
TC_ID_ID192,689079
TC_ID_ID193,974234
TC_ID_ID193,712786
TC_ID_ID193,568794
TC_ID_ID194,1219219
TC_ID_ID194,159057
TC_ID_ID195,633977
TC_ID_ID196,1183194
TC_ID_ID197,1437519
TC_ID_ID197,726407
TC_ID_ID200,1086524
TC_ID_ID200,791698
TC_ID_ID201,333593
TC_ID_ID202,1289698
TC_ID_ID202,1024382
TC_ID_ID203,859998
TC_ID_ID203,702510
TC_ID_ID204,271239
TC_ID_ID204,909015
TC_ID_ID204,412244
TC_ID_ID205,821791
TC_ID_ID206,684548
TC_ID_ID206,871246
TC_ID_ID207,1194663
TC_ID_ID207,634874
TC_ID_ID209,783358
TC_ID_ID209,1324784
TC_ID_ID209,586726
TC_ID_ID210,1036455
TC_ID_ID210,340333
TC_ID_ID210,656851
TC_ID_ID213,935093
TC_ID_ID213,683887
TC_ID_ID214,1351703
TC_ID_ID214,738499
TC_ID_ID215,1001903
TC_ID_ID215,1349822
TC_ID_ID216,604772
TC_ID_ID217,528787
TC_ID_ID217,596512
TC_ID_ID217,1235304
TC_ID_ID217,987697
TC_ID_ID217,688109
TC_ID_ID218,1322483
TC_ID_ID218,896742
TC_ID_ID219,885595
TC_ID_ID219,673758
TC_ID_ID220,530323
TC_ID_ID221,576039
TC_ID_ID221,1015598
TC_ID_ID221,673694
TC_ID_ID221,710002
TC_ID_ID222,898737
TC_ID_ID222,645426
TC_ID_ID223,915908
TC_ID_ID223,1258879
TC_ID_ID223,888788
TC_ID_ID224,501832
TC_ID_ID224,347535
TC_ID_ID226,1034346
TC_ID_ID226,688091
TC_ID_ID228,453714
TC_ID_ID228,932177
TC_ID_ID228,917659
TC_ID_ID229,1034526
TC_ID_ID229,752136
TC_ID_ID229,891981
TC_ID_ID229,796860
TC_ID_ID230,1363837
TC_ID_ID231,718151
TC_ID_ID231,574972
TC_ID_ID231,358348
TC_ID_ID232,633114
TC_ID_ID232,1066002
TC_ID_ID232,630015
TC_ID_ID233,1058431
TC_ID_ID233,532717
TC_ID_ID234,887105
TC_ID_ID234,560654
TC_ID_ID235,524944
TC_ID_ID235,405864
TC_ID_ID235,972388
TC_ID_ID235,788234
TC_ID_ID236,1322483
TC_ID_ID236,892263
TC_ID_ID236,642339
TC_ID_ID236,633930
TC_ID_ID237,277129
TC_ID_ID237,1182577
TC_ID_ID237,618687
TC_ID_ID238,767656
TC_ID_ID239,849181
TC_ID_ID240,629803
TC_ID_ID241,967059
TC_ID_ID242,698322
TC_ID_ID243,647691
TC_ID_ID243,609660
TC_ID_ID244,1418003
TC_ID_ID244,669404
TC_ID_ID244,617023
TC_ID_ID244,555779
TC_ID_ID245,681670
TC_ID_ID245,1190399
TC_ID_ID245,982411
TC_ID_ID246,1406002
TC_ID_ID246,617594
TC_ID_ID246,488013
TC_ID_ID247,880526
TC_ID_ID247,524062
TC_ID_ID247,658296
TC_ID_ID247,636616
TC_ID_ID248,581308
TC_ID_ID248,579626
TC_ID_ID249,500080
TC_ID_ID249,640762
TC_ID_ID249,925018
TC_ID_ID249,782429
TC_ID_ID249,731455
TC_ID_ID249,439106
TC_ID_ID249,344292
TC_ID_ID250,1310959
TC_ID_ID250,617317
TC_ID_ID250,346181
TC_ID_ID251,773605
TC_ID_ID251,568508
TC_ID_ID252,1409788
TC_ID_ID252,1048077
TC_ID_ID252,439696
TC_ID_ID252,704544
TC_ID_ID253,389361
TC_ID_ID253,656843
TC_ID_ID253,466973
TC_ID_ID255,1445101
TC_ID_ID255,463234
TC_ID_ID256,147274
TC_ID_ID256,562325
TC_ID_ID256,1058098
TC_ID_ID257,1437434
TC_ID_ID257,594681
TC_ID_ID257,410714
TC_ID_ID258,1220782
TC_ID_ID259,1433758
TC_ID_ID259,149544
TC_ID_ID259,649314
TC_ID_ID260,829727
TC_ID_ID260,595065
TC_ID_ID260,549163
TC_ID_ID260,399529
TC_ID_ID262,1090303
TC_ID_ID262,239200
TC_ID_ID264,851364
TC_ID_ID264,1343917
TC_ID_ID264,400852
TC_ID_ID265,722329
TC_ID_ID265,1170689
TC_ID_ID265,392803
TC_ID_ID266,565515
TC_ID_ID266,599589
TC_ID_ID268,958792
TC_ID_ID269,830261
TC_ID_ID270,576953
TC_ID_ID270,633057
TC_ID_ID270,568508
TC_ID_ID270,443685
TC_ID_ID271,952169
TC_ID_ID271,517686
TC_ID_ID272,1254156
TC_ID_ID272,626821
TC_ID_ID274,597414
TC_ID_ID275,261263
TC_ID_ID276,569953
TC_ID_ID277,269696
TC_ID_ID277,608688
TC_ID_ID277,693138
TC_ID_ID277,608017
TC_ID_ID279,669276
TC_ID_ID280,411436
TC_ID_ID280,902884
TC_ID_ID280,668342
TC_ID_ID282,589266
TC_ID_ID283,972176
TC_ID_ID283,672107
TC_ID_ID284,558301
TC_ID_ID284,840125
TC_ID_ID284,1015699
TC_ID_ID284,405592
TC_ID_ID284,665138
TC_ID_ID285,571664
TC_ID_ID285,1111100
TC_ID_ID285,693138
TC_ID_ID286,861341
TC_ID_ID286,739296
TC_ID_ID287,773600
TC_ID_ID287,1186571
TC_ID_ID287,740540
TC_ID_ID287,594161
TC_ID_ID288,1470643
TC_ID_ID290,596045
TC_ID_ID291,1012236
TC_ID_ID291,344210
TC_ID_ID292,1303644
TC_ID_ID292,1057356
TC_ID_ID292,844349
TC_ID_ID292,792367
TC_ID_ID293,1406088
TC_ID_ID293,898859
TC_ID_ID293,779875
TC_ID_ID293,664675
TC_ID_ID293,654789
TC_ID_ID293,499590
TC_ID_ID294,926373
TC_ID_ID294,1062930
TC_ID_ID294,523407
TC_ID_ID295,602102
TC_ID_ID296,839953
TC_ID_ID296,595000
TC_ID_ID297,756098
TC_ID_ID297,706768
TC_ID_ID298,1471453
TC_ID_ID298,424180
TC_ID_ID299,696296
TC_ID_ID300,385111
TC_ID_ID300,677460
TC_ID_ID300,960998
TC_ID_ID300,813829
TC_ID_ID302,833313
TC_ID_ID303,701657
TC_ID_ID303,551855
TC_ID_ID304,731106
TC_ID_ID305,815178
TC_ID_ID305,655571
TC_ID_ID306,811518
TC_ID_ID307,1153616
TC_ID_ID307,602404
TC_ID_ID308,1463705
TC_ID_ID309,997537
TC_ID_ID311,814998
TC_ID_ID311,696389
TC_ID_ID312,1440992
TC_ID_ID312,961003
TC_ID_ID312,484215
TC_ID_ID312,577233
TC_ID_ID312,613852
TC_ID_ID313,1363397
TC_ID_ID313,418468
TC_ID_ID314,629563
TC_ID_ID314,64286
TC_ID_ID315,1469830
TC_ID_ID316,640952
TC_ID_ID317,1089347
TC_ID_ID318,716881
TC_ID_ID319,942015
TC_ID_ID319,514443
TC_ID_ID320,1474137
TC_ID_ID320,571840
TC_ID_ID321,820880
TC_ID_ID321,1084591
TC_ID_ID321,616630
TC_ID_ID322,1047389
TC_ID_ID323,855066
TC_ID_ID323,749131
TC_ID_ID324,1346787
TC_ID_ID325,1031441
TC_ID_ID325,549299
TC_ID_ID326,452126
TC_ID_ID326,612304
TC_ID_ID327,651938
TC_ID_ID328,370227
TC_ID_ID330,421719
TC_ID_ID330,964241
TC_ID_ID330,629184
TC_ID_ID330,712230
TC_ID_ID330,697146
TC_ID_ID330,658349
TC_ID_ID330,595621
TC_ID_ID331,1153679
TC_ID_ID331,539403
TC_ID_ID332,1367136
TC_ID_ID332,726284
TC_ID_ID332,657085
TC_ID_ID333,1350472
TC_ID_ID333,351669
TC_ID_ID333,516046
TC_ID_ID334,1422591
TC_ID_ID334,650485
TC_ID_ID334,1212070
TC_ID_ID334,630091
TC_ID_ID334,395183
TC_ID_ID335,931836
TC_ID_ID335,704544
TC_ID_ID336,517433
TC_ID_ID336,362248
TC_ID_ID337,1437519
TC_ID_ID337,693682
TC_ID_ID337,596387
TC_ID_ID338,849571
TC_ID_ID340,497389
TC_ID_ID340,1072175
TC_ID_ID340,787364
TC_ID_ID342,791994
TC_ID_ID344,549299
TC_ID_ID344,573846
TC_ID_ID344,703222
TC_ID_ID344,427997
TC_ID_ID345,556742
TC_ID_ID346,588272
TC_ID_ID346,1018280
TC_ID_ID346,999740
TC_ID_ID346,467025
TC_ID_ID347,613784
TC_ID_ID347,545890
TC_ID_ID347,497077
TC_ID_ID348,531616
TC_ID_ID348,896559
TC_ID_ID348,767859
TC_ID_ID348,538760
TC_ID_ID349,1150379
TC_ID_ID349,1237912
TC_ID_ID349,481092
TC_ID_ID349,557235
TC_ID_ID351,702392
TC_ID_ID352,944111
TC_ID_ID352,400198
TC_ID_ID353,519834
TC_ID_ID353,692710
TC_ID_ID354,1426922
TC_ID_ID355,293240
TC_ID_ID355,1035116
TC_ID_ID356,996174
TC_ID_ID357,455948
TC_ID_ID358,949386
TC_ID_ID358,313797
TC_ID_ID359,771444
TC_ID_ID359,597727
TC_ID_ID360,644353
TC_ID_ID360,1249233
TC_ID_ID360,1172808
TC_ID_ID361,641280
TC_ID_ID361,576852
TC_ID_ID361,504048
TC_ID_ID362,1428865
TC_ID_ID362,1425401
TC_ID_ID363,620645
TC_ID_ID364,996324
TC_ID_ID364,785054
TC_ID_ID364,731285
TC_ID_ID364,615010
TC_ID_ID364,525193
TC_ID_ID365,614487
TC_ID_ID365,1066002
TC_ID_ID365,566497
TC_ID_ID365,903658
TC_ID_ID365,491588
TC_ID_ID366,868462
TC_ID_ID366,612908
TC_ID_ID366,557235
TC_ID_ID367,322426
TC_ID_ID368,1473545
TC_ID_ID368,721329
TC_ID_ID369,1012431
TC_ID_ID369,779880
TC_ID_ID370,1153616
TC_ID_ID372,935507
TC_ID_ID372,1050856
TC_ID_ID372,591578
TC_ID_ID372,514937
TC_ID_ID373,1270397
TC_ID_ID374,1063204
TC_ID_ID374,647144
TC_ID_ID377,627134
TC_ID_ID377,608226
TC_ID_ID377,592300
TC_ID_ID378,813010
TC_ID_ID378,599763
TC_ID_ID379,583299
TC_ID_ID380,1122825
TC_ID_ID380,647037
TC_ID_ID380,535949
TC_ID_ID381,944500
TC_ID_ID383,239223
TC_ID_ID383,681224
TC_ID_ID384,666680
TC_ID_ID385,658529
TC_ID_ID386,620645
TC_ID_ID387,982358
TC_ID_ID387,944140
TC_ID_ID387,684579
TC_ID_ID389,1001903
TC_ID_ID389,1019767
TC_ID_ID389,581533
TC_ID_ID389,535949
TC_ID_ID390,867172
TC_ID_ID390,688024
TC_ID_ID390,452606
TC_ID_ID391,994948
TC_ID_ID391,1087497
TC_ID_ID391,623899
TC_ID_ID392,845288
TC_ID_ID392,907555
TC_ID_ID393,173106
TC_ID_ID393,599056
TC_ID_ID393,421085
TC_ID_ID394,890360
TC_ID_ID394,714219
TC_ID_ID394,616695
TC_ID_ID395,830182
TC_ID_ID396,411935
TC_ID_ID396,411731
TC_ID_ID396,599763
TC_ID_ID397,1025687
TC_ID_ID398,895507
TC_ID_ID398,633930
TC_ID_ID399,971598
TC_ID_ID399,686437
TC_ID_ID400,988373
TC_ID_ID401,1244053
TC_ID_ID401,1305010
TC_ID_ID401,1346787
TC_ID_ID401,441984
TC_ID_ID401,566146
TC_ID_ID401,647042
TC_ID_ID402,713820
TC_ID_ID403,986503
TC_ID_ID403,602996
TC_ID_ID403,798674
TC_ID_ID403,714575
TC_ID_ID404,107959
TC_ID_ID404,745808
TC_ID_ID404,640788
TC_ID_ID404,612116
TC_ID_ID404,636688
TC_ID_ID404,534531
TC_ID_ID405,627224
TC_ID_ID405,755652
TC_ID_ID406,1392341
TC_ID_ID406,459561
TC_ID_ID407,1425401
TC_ID_ID407,685105
TC_ID_ID407,679740
TC_ID_ID408,356184
TC_ID_ID408,853042
TC_ID_ID408,984805
TC_ID_ID408,718474
TC_ID_ID408,360365
TC_ID_ID409,646883
TC_ID_ID409,523407
TC_ID_ID410,446235
TC_ID_ID413,576889
TC_ID_ID413,720080
TC_ID_ID413,987592
TC_ID_ID414,899401
TC_ID_ID414,563540
TC_ID_ID414,712230
TC_ID_ID414,494553
TC_ID_ID415,802833
TC_ID_ID415,495395
TC_ID_ID415,536112
TC_ID_ID416,786938
TC_ID_ID416,1069776
TC_ID_ID416,486069
TC_ID_ID417,698710
TC_ID_ID417,484896
TC_ID_ID417,1062128
TC_ID_ID418,906835
TC_ID_ID418,532665
TC_ID_ID418,694944
TC_ID_ID418,679967
TC_ID_ID418,611644
TC_ID_ID419,1410680
TC_ID_ID419,849644
TC_ID_ID420,713818
TC_ID_ID420,650613
TC_ID_ID420,584172
TC_ID_ID421,753139
TC_ID_ID421,1096860
TC_ID_ID421,1094800
TC_ID_ID421,493121
TC_ID_ID422,986834
TC_ID_ID422,661603
TC_ID_ID423,599699
TC_ID_ID424,961031
TC_ID_ID424,1051585
TC_ID_ID424,509106
TC_ID_ID426,416464
TC_ID_ID426,672119
TC_ID_ID427,1052580
TC_ID_ID427,680135
TC_ID_ID428,612282
TC_ID_ID429,579629
TC_ID_ID429,605901
TC_ID_ID430,1340013
TC_ID_ID430,1123986
TC_ID_ID430,372756
TC_ID_ID430,913767
TC_ID_ID430,662287
TC_ID_ID430,648413
TC_ID_ID431,1275851
TC_ID_ID432,753180
TC_ID_ID432,688130
TC_ID_ID433,782003
TC_ID_ID434,958455
TC_ID_ID435,897820
TC_ID_ID435,302244
TC_ID_ID435,623894
TC_ID_ID435,305736
TC_ID_ID436,700638
TC_ID_ID436,609441
TC_ID_ID437,370227
TC_ID_ID438,899401
TC_ID_ID438,1057775
TC_ID_ID438,973503
TC_ID_ID439,697138
TC_ID_ID440,808252
TC_ID_ID441,1395263
TC_ID_ID442,366879
TC_ID_ID442,680399
TC_ID_ID443,1236344
TC_ID_ID443,405469
TC_ID_ID443,405677
TC_ID_ID444,808593
TC_ID_ID444,342675
TC_ID_ID444,452258
TC_ID_ID444,527067
TC_ID_ID445,1190259
TC_ID_ID445,1034697
TC_ID_ID445,655674
TC_ID_ID445,524601
TC_ID_ID447,694968
TC_ID_ID448,942892
TC_ID_ID449,682441
TC_ID_ID449,465361
TC_ID_ID449,467613
TC_ID_ID450,1053840
TC_ID_ID450,1007329
TC_ID_ID450,513608
TC_ID_ID451,643740
TC_ID_ID452,643114
TC_ID_ID452,595173
TC_ID_ID453,438671
TC_ID_ID453,692905
TC_ID_ID453,450150
TC_ID_ID454,847049
TC_ID_ID455,958635
TC_ID_ID456,1042545
TC_ID_ID456,348133
TC_ID_ID456,494876
TC_ID_ID457,1409866
TC_ID_ID457,905696
TC_ID_ID457,635823
TC_ID_ID458,653522
TC_ID_ID459,646221
TC_ID_ID460,916449
TC_ID_ID460,771451
TC_ID_ID460,603203
TC_ID_ID460,555213
TC_ID_ID461,1454558
TC_ID_ID461,469576
TC_ID_ID461,1240608
TC_ID_ID462,552174
TC_ID_ID463,936387
TC_ID_ID464,762202
TC_ID_ID465,644353
TC_ID_ID466,404078
TC_ID_ID467,271370
TC_ID_ID468,1454558
TC_ID_ID468,877339
TC_ID_ID468,588230
TC_ID_ID468,741675
TC_ID_ID469,1356879
TC_ID_ID469,630775
TC_ID_ID469,120457
TC_ID_ID469,1087097
TC_ID_ID469,533669
TC_ID_ID470,554577
TC_ID_ID471,1087009
TC_ID_ID472,1424296
TC_ID_ID472,1463145
TC_ID_ID472,880884
TC_ID_ID473,802833
TC_ID_ID474,309343
TC_ID_ID474,514472
TC_ID_ID474,418468
TC_ID_ID475,480726
TC_ID_ID475,213726
TC_ID_ID475,681856
TC_ID_ID477,1415680
TC_ID_ID477,744302
TC_ID_ID477,802862
TC_ID_ID478,669571
TC_ID_ID479,728046
TC_ID_ID479,618636
TC_ID_ID479,648348
TC_ID_ID480,752476
TC_ID_ID480,528426
TC_ID_ID481,652051
TC_ID_ID481,592966
TC_ID_ID482,446373
TC_ID_ID483,919791
TC_ID_ID484,598860
TC_ID_ID485,1120853
TC_ID_ID485,754731
TC_ID_ID485,889999
TC_ID_ID485,585167
TC_ID_ID486,690323
TC_ID_ID486,623952
TC_ID_ID486,442185
TC_ID_ID487,1049860
TC_ID_ID488,1009424
TC_ID_ID488,251812
TC_ID_ID490,575537
TC_ID_ID491,713194
TC_ID_ID491,592975
TC_ID_ID492,412720
TC_ID_ID493,444126
TC_ID_ID493,749796
TC_ID_ID494,1206057
TC_ID_ID494,1200587
TC_ID_ID494,583617
TC_ID_ID496,1458930
TC_ID_ID496,581698
TC_ID_ID496,501832
TC_ID_ID497,1098344
TC_ID_ID498,734689
TC_ID_ID499,982364
TC_ID_ID499,682441
TC_ID_ID499,367791
TC_ID_ID500,1420615
TC_ID_ID500,1367756
TC_ID_ID500,1151357
TC_ID_ID500,687025
TC_ID_ID501,595362
TC_ID_ID502,923813
TC_ID_ID503,885595
TC_ID_ID503,586602
TC_ID_ID505,1360366
TC_ID_ID505,717884
TC_ID_ID505,655424
TC_ID_ID507,1355848
TC_ID_ID507,753180
TC_ID_ID508,230144
TC_ID_ID508,692414
TC_ID_ID509,691098
TC_ID_ID509,978521
TC_ID_ID509,934920
TC_ID_ID510,890258
TC_ID_ID510,464572
TC_ID_ID512,982424
TC_ID_ID512,554085
TC_ID_ID513,605659
TC_ID_ID513,439950
TC_ID_ID514,636553
TC_ID_ID514,637044
TC_ID_ID515,193346
TC_ID_ID516,383523
TC_ID_ID517,611636
TC_ID_ID518,814209
TC_ID_ID519,693117
TC_ID_ID520,807810
TC_ID_ID521,732436
TC_ID_ID526,1434551
TC_ID_ID526,438872
TC_ID_ID527,983036
TC_ID_ID528,937580
TC_ID_ID529,546453
TC_ID_ID530,691410
TC_ID_ID531,1040234
TC_ID_ID531,1016739
TC_ID_ID532,955628
TC_ID_ID533,1257561
TC_ID_ID533,1061973
TC_ID_ID534,369089
TC_ID_ID535,581759
TC_ID_ID536,688297
TC_ID_ID536,1412693
TC_ID_ID536,610731
TC_ID_ID537,727422
