"BID","CID"
"BID1459","CID835"
"BID1078","CID837"
"BID1219","CID837"
"BID1686","CID843"
"BID1427","CID847"
"BID1388","CID851"
"BID730","CID853"
"BID1533","CID853"
"BID1252","CID855"
"BID1453","CID855"
"BID2753","CID855"
"BID300","CID861"
"BID2879","CID863"
"BID708","CID867"
"BID1800","CID867"
"BID2593","CID867"
"BID56","CID873"
"BID1308","CID873"
"BID853","CID877"
"BID1864","CID885"
"BID1634","CID887"
"BID2746","CID887"
"BID2176","CID891"
"BID20","CID893"
"BID1155","CID895"
"BID2755","CID895"
"BID649","CID897"
"BID259","CID905"
"BID2000","CID905"
"BID313","CID911"
"BID618","CID911"
"BID2703","CID911"
"BID2938","CID911"
"BID605","CID913"
"BID2168","CID913"
"BID423","CID917"
"BID1465","CID921"
"BID628","CID923"
"BID1429","CID923"
"BID1595","CID923"
"BID2626","CID923"
"BID2813","CID923"
"BID1276","CID925"
"BID222","CID931"
"BID818","CID931"
"BID2934","CID943"
"BID476","CID945"
"BID2143","CID947"
"BID2696","CID947"
"BID2705","CID947"
"BID2667","CID951"
"BID1243","CID955"
"BID1049","CID957"
"BID2764","CID957"
"BID2677","CID961"
"BID864","CID963"
"BID1590","CID963"
"BID1737","CID963"
"BID1001","CID967"
"BID1879","CID971"
"BID402","CID973"
"BID608","CID973"
"BID1017","CID973"
"BID1188","CID973"
"BID1232","CID975"
"BID673","CID981"
"BID48","CID985"
"BID121","CID985"
"BID2175","CID985"
"BID1415","CID987"
"BID2052","CID991"
"BID2166","CID991"
"BID2605","CID991"
"BID2982","CID995"
"BID595","CID997"
"BID181","CID1003"
"BID1447","CID1003"
"BID131","CID1005"
"BID1944","CID1005"
"BID75","CID1007"
"BID837","CID1011"
"BID1101","CID1011"
"BID1460","CID1017"
"BID194","CID1021"
"BID630","CID1021"
"BID406","CID1025"
"BID174","CID1027"
"BID1526","CID1035"
"BID1960","CID1035"
"BID98","CID1037"
"BID158","CID1037"
"BID8","CID1051"
"BID221","CID1051"
"BID650","CID1051"
"BID1210","CID1051"
"BID2073","CID1053"
"BID2990","CID1053"
"BID88","CID1055"
"BID2037","CID1055"
"BID2333","CID1055"
"BID2930","CID1057"
"BID1771","CID1061"
"BID2075","CID1061"
"BID1356","CID1063"
"BID777","CID1067"
"BID1761","CID1073"
"BID2064","CID1073"
"BID700","CID1075"
"BID1606","CID1077"
"BID1900","CID1085"
"BID1077","CID1087"
"BID2522","CID1087"
"BID83","CID1091"
"BID2698","CID1091"
"BID374","CID1093"
"BID544","CID1093"
"BID1867","CID1093"
"BID992","CID1095"
"BID2519","CID1095"
"BID1774","CID1101"
"BID2501","CID1101"
"BID2750","CID1101"
"BID2842","CID1101"
"BID74","CID1103"
"BID1650","CID1103"
"BID1945","CID1103"
"BID2723","CID1103"
"BID1180","CID1105"
"BID1409","CID1107"
"BID2583","CID1107"
"BID1416","CID1111"
"BID2629","CID1111"
"BID1952","CID1115"
"BID895","CID1117"
"BID1794","CID1117"
"BID1422","CID1121"
"BID1511","CID1121"
"BID1832","CID1121"
"BID2408","CID1121"
"BID1611","CID1123"
"BID749","CID1125"
"BID1980","CID1125"
"BID2923","CID1125"
"BID2209","CID1131"
"BID635","CID1135"
"BID1053","CID1137"
"BID104","CID1143"
"BID1989","CID1143"
"BID2118","CID1143"
"BID123","CID1147"
"BID2758","CID1147"
"BID900","CID1151"
"BID2545","CID1151"
"BID315","CID1153"
"BID567","CID1153"
"BID2726","CID1153"
"BID790","CID1155"
"BID2422","CID1157"
"BID600","CID1161"
"BID2407","CID1161"
"BID2573","CID1161"
"BID367","CID1163"
"BID2081","CID1163"
"BID317","CID1171"
"BID924","CID1173"
"BID1444","CID1181"
"BID898","CID1183"
"BID525","CID1187"
"BID2826","CID1187"
"BID2253","CID1191"
"BID2920","CID1191"
"BID2786","CID1193"
"BID1812","CID1195"
"BID451","CID1197"
"BID505","CID1197"
"BID2702","CID1201"
"BID389","CID1205"
"BID2349","CID1205"
"BID1948","CID1207"
"BID2669","CID1211"
"BID2181","CID1213"
"BID1995","CID1215"
"BID1152","CID1217"
"BID1309","CID1221"
"BID1007","CID1223"
"BID712","CID1225"
"BID1357","CID1227"
"BID1513","CID1227"
"BID38","CID1235"
"BID771","CID1235"
"BID2385","CID1237"
"BID1090","CID1241"
"BID1395","CID1241"
"BID1792","CID1241"
"BID765","CID1243"
"BID964","CID1247"
"BID299","CID1251"
"BID1607","CID1255"
"BID2481","CID1255"
"BID1957","CID1257"
"BID1507","CID1261"
"BID2185","CID1261"
"BID2854","CID1261"
"BID1309","CID1263"
"BID1407","CID1263"
"BID1453","CID1265"
"BID2000","CID1267"
"BID928","CID1271"
"BID1003","CID1271"
"BID2050","CID1271"
"BID2148","CID1281"
"BID2666","CID1281"
"BID816","CID1283"
"BID84","CID1285"
"BID163","CID1285"
"BID323","CID1285"
"BID327","CID1285"
"BID2980","CID1285"
"BID1309","CID1287"
"BID1837","CID1295"
"BID1551","CID1297"
"BID1630","CID1303"
"BID1760","CID1307"
"BID2417","CID1307"
"BID269","CID1315"
"BID1713","CID1315"
"BID1909","CID1315"
"BID1388","CID1317"
"BID1996","CID1317"
"BID160","CID1321"
"BID2474","CID1321"
"BID2549","CID1321"
"BID767","CID1323"
"BID1180","CID1323"
"BID533","CID1325"
"BID350","CID1331"
"BID2235","CID1331"
"BID794","CID1333"
"BID2926","CID1333"
"BID2505","CID1335"
"BID328","CID1337"
"BID2370","CID1337"
"BID2018","CID1341"
"BID681","CID1345"
"BID2328","CID1345"
"BID1657","CID1347"
"BID2125","CID1347"
"BID2224","CID1347"
"BID1536","CID1351"
"BID2946","CID1351"
"BID2419","CID1353"
"BID2689","CID1353"
"BID825","CID1355"
"BID2795","CID1355"
"BID934","CID1357"
"BID558","CID1361"
"BID2442","CID1361"
"BID366","CID1365"
"BID2082","CID1365"
"BID2224","CID1365"
"BID192","CID1367"
"BID2834","CID1371"
"BID2136","CID1373"
"BID2618","CID1373"
"BID1447","CID1375"
"BID2131","CID1375"
"BID1075","CID1383"
"BID1449","CID1383"
"BID1555","CID1383"
"BID1587","CID1383"
"BID2900","CID1387"
"BID998","CID1391"
"BID2821","CID1391"
"BID1625","CID1393"
"BID2441","CID1393"
"BID1320","CID1401"
"BID282","CID1403"
"BID2186","CID1403"
"BID15","CID1405"
"BID1448","CID1405"
"BID2282","CID1405"
"BID34","CID1407"
"BID1572","CID1407"
"BID1699","CID1407"
"BID2811","CID1411"
"BID777","CID1413"
"BID910","CID1413"
"BID535","CID1417"
"BID707","CID1417"
"BID2831","CID1417"
"BID655","CID1421"
"BID2239","CID1423"
"BID2694","CID1423"
"BID154","CID1425"
"BID2732","CID1425"
"BID168","CID1427"
"BID2112","CID1427"
"BID2163","CID1427"
"BID200","CID1431"
"BID413","CID1431"
"BID2234","CID1431"
"BID1541","CID1433"
"BID275","CID1435"
"BID468","CID1435"
"BID361","CID1437"
"BID2958","CID1437"
"BID274","CID1441"
"BID1052","CID1441"
"BID2638","CID1443"
"BID1458","CID1445"
"BID1612","CID1445"
"BID1655","CID1447"
"BID2353","CID1451"
"BID2699","CID1451"
"BID2443","CID1453"
"BID2724","CID1453"
"BID1073","CID1455"
"BID1894","CID1455"
"BID2291","CID1455"
"BID2894","CID1461"
"BID1441","CID1467"
"BID765","CID1471"
"BID1062","CID1471"
"BID790","CID1473"
"BID1357","CID1483"
"BID2804","CID1485"
"BID2965","CID1485"
"BID2078","CID1487"
"BID383","CID1491"
"BID497","CID1491"
"BID920","CID1491"
"BID1765","CID1491"
"BID1997","CID1491"
"BID711","CID1493"
"BID2306","CID1493"
"BID2852","CID1495"
"BID432","CID1497"
"BID1461","CID1497"
"BID1567","CID1497"
"BID1997","CID1497"
"BID602","CID1501"
"BID626","CID1501"
"BID978","CID1505"
"BID1432","CID1507"
"BID2459","CID1507"
"BID2548","CID1507"
"BID947","CID1511"
"BID1005","CID1511"
"BID1216","CID1513"
"BID2651","CID1513"
"BID397","CID1517"
"BID1821","CID1517"
"BID155","CID1521"
"BID1011","CID1521"
"BID1075","CID1521"
"BID2490","CID1521"
"BID2657","CID1521"
"BID1560","CID1523"
"BID1828","CID1523"
"BID784","CID1525"
"BID1391","CID1531"
"BID1476","CID1533"
"BID2172","CID1533"
"BID2335","CID1533"
"BID675","CID1535"
"BID2429","CID1535"
"BID2764","CID1537"
"BID704","CID1543"
"BID2678","CID1543"
"BID622","CID1561"
"BID1526","CID1561"
"BID1870","CID1561"
"BID2133","CID1561"
"BID1718","CID1563"
"BID463","CID1565"
"BID2651","CID1565"
"BID24","CID1567"
"BID437","CID1571"
"BID2302","CID1571"
"BID899","CID1573"
"BID2622","CID1573"
"BID2640","CID1573"
"BID20","CID1575"
"BID46","CID1575"
"BID396","CID1575"
"BID591","CID1577"
"BID1894","CID1577"
"BID1541","CID1581"
"BID741","CID1583"
"BID1944","CID1585"
"BID1972","CID1585"
"BID2981","CID1585"
"BID1282","CID1591"
"BID1658","CID1591"
"BID1785","CID1591"
"BID502","CID1593"
"BID1542","CID1593"
"BID2345","CID1593"
"BID863","CID1597"
"BID413","CID1601"
"BID2546","CID1601"
"BID194","CID1603"
"BID1414","CID1605"
"BID2418","CID1607"
"BID2546","CID1607"
"BID172","CID1611"
"BID1339","CID1611"
"BID98","CID1613"
"BID1050","CID1613"
"BID1753","CID1613"
"BID2758","CID1613"
"BID19","CID1615"
"BID1904","CID1615"
"BID2401","CID1615"
"BID392","CID1617"
"BID415","CID1621"
"BID1387","CID1621"
"BID1814","CID1627"
"BID2560","CID1627"
"BID224","CID1631"
"BID1094","CID1631"
"BID1374","CID1631"
"BID2042","CID1631"
"BID2455","CID1631"
"BID2798","CID1631"
"BID649","CID1633"
"BID1290","CID1633"
"BID1564","CID1633"
"BID2334","CID1635"
"BID1433","CID1641"
"BID1855","CID1641"
"BID1368","CID1643"
"BID2055","CID1643"
"BID2433","CID1651"
"BID2560","CID1653"
"BID2976","CID1653"
"BID1631","CID1655"
"BID2565","CID1657"
"BID1252","CID1661"
"BID2198","CID1661"
"BID1008","CID1663"
"BID157","CID1667"
"BID2192","CID1667"
"BID5","CID1673"
"BID362","CID1673"
"BID1999","CID1673"
"BID2991","CID1673"
"BID2691","CID1677"
"BID2757","CID1677"
"BID2800","CID1677"
"BID2985","CID1677"
"BID189","CID1683"
"BID441","CID1685"
"BID2895","CID1685"
"BID682","CID1687"
"BID799","CID1687"
"BID100","CID1691"
"BID1181","CID1693"
"BID1698","CID1693"
"BID1400","CID1695"
"BID1311","CID1701"
"BID1991","CID1701"
"BID2136","CID1701"
"BID1613","CID1705"
"BID1900","CID1705"
"BID443","CID1707"
"BID2389","CID1707"
"BID1707","CID1711"
"BID657","CID1715"
"BID2113","CID1721"
"BID1116","CID1723"
"BID2507","CID1723"
"BID717","CID1725"
"BID1754","CID1725"
"BID750","CID1727"
"BID2031","CID1731"
"BID87","CID1733"
"BID616","CID1733"
"BID1617","CID1733"
"BID2571","CID1733"
"BID606","CID1735"
"BID2058","CID1735"
"BID2246","CID1735"
"BID2913","CID1735"
"BID690","CID1737"
"BID1158","CID1741"
"BID1359","CID1743"
"BID1598","CID1743"
"BID82","CID1745"
"BID1009","CID1745"
"BID2437","CID1747"
"BID312","CID1751"
"BID2957","CID1751"
"BID1022","CID1753"
"BID1784","CID1753"
"BID2735","CID1753"
"BID2220","CID1755"
"BID1654","CID1757"
"BID1992","CID1757"
"BID2707","CID1757"
"BID204","CID1761"
"BID544","CID1763"
"BID1810","CID1763"
"BID1313","CID1765"
"BID1865","CID1765"
"BID2046","CID1765"
"BID2511","CID1765"
"BID1413","CID1771"
"BID2940","CID1773"
"BID1336","CID1775"
"BID2790","CID1775"
"BID2962","CID1775"
"BID445","CID1777"
"BID286","CID1785"
"BID403","CID1785"
"BID1921","CID1787"
"BID1938","CID1787"
"BID2456","CID1787"
"BID223","CID1791"
"BID14","CID1793"
"BID1051","CID1795"
"BID1998","CID1801"
"BID76","CID1803"
"BID598","CID1803"
"BID2651","CID1803"
"BID835","CID1805"
"BID1310","CID1805"
"BID2533","CID1805"
"BID1158","CID1811"
"BID1644","CID1811"
"BID2414","CID1813"
"BID1756","CID1815"
"BID2267","CID1817"
"BID369","CID1821"
"BID2107","CID1821"
"BID2481","CID1821"
"BID878","CID1823"
"BID2083","CID1833"
"BID260","CID1835"
"BID399","CID1835"
"BID1272","CID1835"
"BID2084","CID1835"
"BID435","CID1837"
"BID2622","CID1837"
"BID83","CID1841"
"BID2057","CID1841"
"BID765","CID1843"
"BID819","CID1843"
"BID1651","CID1843"
"BID2573","CID1843"
"BID1701","CID1845"
"BID1722","CID1845"
"BID2914","CID1845"
"BID2651","CID1847"
"BID667","CID1851"
"BID1529","CID1853"
"BID874","CID1861"
"BID1657","CID1861"
"BID2018","CID1861"
"BID2371","CID1865"
"BID761","CID1867"
"BID1635","CID1871"
"BID187","CID1873"
"BID532","CID1873"
"BID1731","CID1875"
"BID255","CID1877"
"BID2433","CID1877"
"BID470","CID1881"
"BID2998","CID1881"
"BID389","CID1885"
"BID1065","CID1891"
"BID2012","CID1891"
"BID565","CID1893"
"BID1589","CID1893"
"BID2357","CID1893"
"BID1306","CID1895"
"BID1419","CID1897"
"BID2243","CID1897"
"BID2558","CID1901"
"BID170","CID1903"
"BID1396","CID1903"
"BID2527","CID1903"
"BID165","CID1913"
"BID1182","CID1915"
"BID2627","CID1915"
"BID1369","CID1921"
"BID1727","CID1921"
"BID1852","CID1921"
"BID1041","CID1927"
"BID1246","CID1933"
"BID1600","CID1933"
"BID1202","CID1935"
"BID591","CID1941"
"BID690","CID1945"
"BID2326","CID1945"
"BID2478","CID1945"
"BID2690","CID1947"
"BID320","CID1951"
"BID891","CID1951"
"BID567","CID1953"
"BID919","CID1953"
"BID2747","CID1953"
"BID461","CID1955"
"BID596","CID1955"
"BID1498","CID1957"
"BID2548","CID1957"
"BID678","CID1961"
"BID993","CID1963"
"BID1322","CID1963"
"BID2149","CID1967"
"BID2725","CID1971"
"BID1169","CID1973"
"BID2210","CID1973"
"BID1253","CID1975"
"BID1519","CID1975"
"BID627","CID1977"
"BID1449","CID1977"
"BID661","CID1981"
"BID1054","CID1981"
"BID2812","CID1983"
"BID31","CID1985"
"BID1669","CID1985"
"BID2669","CID1985"
"BID2826","CID1985"
"BID2964","CID1985"
"BID1193","CID1993"
"BID86","CID1995"
"BID1494","CID1995"
"BID1934","CID1995"
"BID1701","CID1997"
"BID2390","CID1997"
"BID561","CID2005"
"BID643","CID2005"
"BID837","CID2007"
"BID2748","CID2007"
"BID157","CID2011"
"BID2177","CID2011"
"BID1362","CID2013"
"BID1900","CID2015"
"BID2692","CID2015"
"BID2915","CID2015"
"BID2008","CID2017"
"BID263","CID2021"
"BID358","CID2021"
"BID2667","CID2021"
"BID445","CID2023"
"BID1453","CID2025"
"BID2095","CID2025"
"BID374","CID2027"
"BID911","CID2027"
"BID743","CID2031"
"BID1352","CID2031"
"BID1548","CID2031"
"BID1666","CID2031"
"BID848","CID2033"
"BID1215","CID2033"
"BID361","CID2035"
"BID1206","CID2035"
"BID1684","CID2035"
"BID1854","CID2035"
"BID1878","CID2035"
"BID1789","CID2037"
"BID1027","CID2041"
"BID1686","CID2041"
"BID2639","CID2041"
"BID1260","CID2043"
"BID1470","CID2045"
"BID2893","CID2045"
"BID553","CID2053"
"BID1560","CID2053"
"BID1714","CID2053"
"BID1722","CID2053"
"BID1491","CID2057"
"BID1900","CID2057"
"BID1840","CID2061"
"BID2600","CID2063"
"BID1368","CID2065"
"BID2534","CID2065"
"BID2899","CID2065"
"BID87","CID2067"
"BID1033","CID2067"
"BID1385","CID2067"
"BID1761","CID2067"
"BID1574","CID2071"
"BID1696","CID2073"
"BID1944","CID2073"
"BID2408","CID2075"
"BID274","CID2077"
"BID1349","CID2081"
"BID2476","CID2081"
"BID89","CID2085"
"BID570","CID2085"
"BID744","CID2087"
"BID1710","CID2091"
"BID2763","CID2091"
"BID1247","CID2095"
"BID1571","CID2095"
"BID141","CID2097"
"BID998","CID2097"
"BID1452","CID2097"
"BID63","CID2101"
"BID484","CID2101"
"BID986","CID2103"
"BID2872","CID2105"
"BID195","CID2107"
"BID1314","CID2107"
"BID560","CID2111"
"BID988","CID2111"
"BID1077","CID2111"
"BID2063","CID2111"
"BID196","CID2115"
"BID2059","CID2115"
"BID2377","CID2115"
"BID2476","CID2121"
"BID599","CID2123"
"BID575","CID2127"
"BID1698","CID2127"
"BID1801","CID2127"
"BID1253","CID2131"
"BID2167","CID2137"
"BID350","CID2141"
"BID1886","CID2141"
"BID2520","CID2141"
"BID169","CID2143"
"BID845","CID2143"
"BID1868","CID2143"
"BID1322","CID2145"
"BID2614","CID2145"
"BID1314","CID2147"
"BID2135","CID2153"
"BID453","CID2155"
"BID549","CID2155"
"BID490","CID2157"
"BID1491","CID2157"
"BID308","CID2161"
"BID419","CID2163"
"BID1905","CID2163"
"BID885","CID2165"
"BID1626","CID2165"
"BID1958","CID2165"
"BID2217","CID2167"
"BID2734","CID2167"
"BID371","CID2171"
"BID715","CID2171"
"BID1440","CID2173"
"BID2221","CID2175"
"BID2822","CID2177"
"BID246","CID2181"
"BID570","CID2181"
"BID1617","CID2181"
"BID2429","CID2181"
"BID1524","CID2185"
"BID2029","CID2185"
"BID1877","CID2187"
"BID2326","CID2197"
"BID1038","CID2201"
"BID99","CID2203"
"BID591","CID2203"
"BID1092","CID2203"
"BID2727","CID2203"
"BID2878","CID2203"
"BID1201","CID2205"
"BID2575","CID2205"
"BID270","CID2207"
"BID972","CID2207"
"BID1506","CID2211"
"BID2814","CID2211"
"BID13","CID2213"
"BID154","CID2215"
"BID671","CID2215"
"BID805","CID2215"
"BID1102","CID2215"
"BID413","CID2217"
"BID1549","CID2217"
"BID2029","CID2221"
"BID1833","CID2223"
"BID2310","CID2223"
"BID1085","CID2225"
"BID2008","CID2225"
"BID2937","CID2225"
"BID2994","CID2225"
"BID1536","CID2227"
"BID1985","CID2227"
"BID255","CID2231"
"BID1075","CID2231"
"BID1533","CID2231"
"BID1220","CID2233"
"BID1191","CID2237"
