"BID","CID"
"BID1753","CID1613"
"BID2758","CID1613"
"BID415","CID1621"
"BID1387","CID1621"
"BID224","CID1631"
"BID1094","CID1631"
"BID1374","CID1631"
"BID2042","CID1631"
"BID2455","CID1631"
"BID2798","CID1631"
"BID649","CID1633"
"BID1290","CID1633"
"BID1564","CID1633"
"BID1433","CID1641"
"BID1855","CID1641"
"BID1368","CID1643"
"BID2055","CID1643"
"BID2433","CID1651"
"BID2560","CID1653"
"BID2976","CID1653"
"BID1252","CID1661"
"BID2198","CID1661"
"BID1008","CID1663"
"BID5","CID1673"
"BID362","CID1673"
"BID1999","CID1673"
"BID2991","CID1673"
"BID189","CID1683"
"BID100","CID1691"
"BID1181","CID1693"
"BID1698","CID1693"
"BID1311","CID1701"
"BID1991","CID1701"
"BID2136","CID1701"
"BID1707","CID1711"
"BID2113","CID1721"
"BID1116","CID1723"
"BID2507","CID1723"
"BID2031","CID1731"
"BID87","CID1733"
"BID616","CID1733"
"BID1617","CID1733"
"BID2571","CID1733"
"BID1158","CID1741"
"BID1359","CID1743"
"BID1598","CID1743"
"BID312","CID1751"
"BID2957","CID1751"
"BID1022","CID1753"
"BID1784","CID1753"
"BID2735","CID1753"
"BID204","CID1761"
"BID544","CID1763"
"BID1810","CID1763"
"BID1413","CID1771"
"BID2940","CID1773"
"BID223","CID1791"
"BID14","CID1793"
"BID1998","CID1801"
"BID76","CID1803"
"BID598","CID1803"
"BID2651","CID1803"
"BID1158","CID1811"
"BID1644","CID1811"
"BID2414","CID1813"
"BID369","CID1821"
"BID2107","CID1821"
"BID2481","CID1821"
"BID878","CID1823"
"BID2083","CID1833"
"BID83","CID1841"
"BID2057","CID1841"
"BID765","CID1843"
"BID819","CID1843"
"BID1651","CID1843"
"BID2573","CID1843"
"BID667","CID1851"
"BID1529","CID1853"
"BID874","CID1861"
"BID1657","CID1861"
"BID2018","CID1861"
"BID1635","CID1871"
"BID187","CID1873"
"BID532","CID1873"
"BID470","CID1881"
"BID2998","CID1881"
"BID1065","CID1891"
"BID2012","CID1891"
"BID565","CID1893"
"BID1589","CID1893"
"BID2357","CID1893"
"BID2558","CID1901"
"BID170","CID1903"
"BID1396","CID1903"
"BID2527","CID1903"
"BID165","CID1913"
"BID1369","CID1921"
"BID1727","CID1921"
"BID1852","CID1921"
"BID1246","CID1933"
"BID1600","CID1933"
"BID591","CID1941"
"BID320","CID1951"
"BID891","CID1951"
"BID567","CID1953"
"BID919","CID1953"
"BID2747","CID1953"
"BID678","CID1961"
"BID993","CID1963"
"BID1322","CID1963"
"BID2725","CID1971"
"BID1169","CID1973"
"BID2210","CID1973"
"BID661","CID1981"
"BID1054","CID1981"
"BID2812","CID1983"
"BID1193","CID1993"
"BID157","CID2011"
"BID2177","CID2011"
"BID1362","CID2013"
"BID263","CID2021"
"BID358","CID2021"
"BID2667","CID2021"
"BID445","CID2023"
"BID743","CID2031"
"BID1352","CID2031"
"BID1548","CID2031"
"BID1666","CID2031"
"BID848","CID2033"
"BID1215","CID2033"
"BID1027","CID2041"
"BID1686","CID2041"
"BID2639","CID2041"
"BID1260","CID2043"
"BID553","CID2053"
"BID1560","CID2053"
"BID1714","CID2053"
"BID1722","CID2053"
"BID1840","CID2061"
"BID2600","CID2063"
"BID1574","CID2071"
"BID1696","CID2073"
"BID1944","CID2073"
"BID1349","CID2081"
"BID2476","CID2081"
"BID1710","CID2091"
"BID2763","CID2091"
"BID63","CID2101"
"BID484","CID2101"
"BID986","CID2103"
"BID560","CID2111"
"BID988","CID2111"
"BID1077","CID2111"
"BID2063","CID2111"
"BID2476","CID2121"
"BID599","CID2123"
"BID1253","CID2131"
"BID350","CID2141"
"BID1886","CID2141"
"BID2520","CID2141"
"BID169","CID2143"
"BID845","CID2143"
"BID1868","CID2143"
"BID2135","CID2153"
"BID308","CID2161"
"BID419","CID2163"
"BID1905","CID2163"
"BID371","CID2171"
"BID715","CID2171"
"BID1440","CID2173"
"BID246","CID2181"
"BID570","CID2181"
"BID1617","CID2181"
"BID2429","CID2181"
"BID1038","CID2201"
"BID99","CID2203"
"BID591","CID2203"
"BID1092","CID2203"
"BID2727","CID2203"
"BID2878","CID2203"
"BID1506","CID2211"
"BID2814","CID2211"
"BID13","CID2213"
"BID2029","CID2221"
"BID1833","CID2223"
"BID2310","CID2223"
"BID255","CID2231"
"BID1075","CID2231"
"BID1533","CID2231"
"BID1220","CID2233"
"BID1938","CID2241"
"BID590","CID2243"
"BID1064","CID2251"
"BID2981","CID2251"
"BID848","CID2261"
"BID2425","CID2263"
"BID947","CID2271"
"BID1731","CID2271"
"BID943","CID2281"
"BID1876","CID2281"
"BID2602","CID2281"
"BID2932","CID2283"
"BID1240","CID2291"
"BID2601","CID2293"
"BID1467","CID2301"
"BID1572","CID2303"
"BID379","CID2311"
"BID2132","CID2311"
"BID2525","CID2311"
"BID118","CID2313"
"BID137","CID2313"
"BID265","CID2321"
"BID915","CID2321"
"BID2213","CID2323"
"BID2766","CID2333"
"BID1946","CID2343"
"BID106","CID2351"
"BID2209","CID2351"
"BID2155","CID2353"
"BID2116","CID2361"
"BID2127","CID2371"
"BID2762","CID2371"
"BID419","CID2373"
"BID1938","CID2373"
"BID998","CID2381"
"BID2982","CID2391"
"BID1351","CID2393"
"BID2929","CID2393"
"BID1044","CID2401"
"BID453","CID2403"
"BID1804","CID2403"
"BID692","CID2411"
"BID930","CID2411"
"BID1672","CID2413"
"BID2313","CID2413"
"BID2604","CID2423"
"BID2034","CID2433"
"BID2040","CID2451"
"BID141","CID2453"
"BID472","CID2453"
"BID1496","CID2453"
"BID1907","CID2453"
"BID116","CID2461"
"BID990","CID2463"
"BID2318","CID2463"
"BID1881","CID2471"
"BID255","CID2473"
"BID1198","CID2473"
"BID2759","CID2473"
"BID1774","CID2483"
"BID442","CID2491"
"BID1437","CID2491"
"BID37","CID2501"
"BID1258","CID2501"
"BID2353","CID2501"
"BID1424","CID2521"
"BID680","CID2531"
"BID1133","CID2533"
"BID642","CID2541"
"BID1555","CID2541"
"BID1183","CID2543"
"BID1233","CID2543"
"BID2817","CID2543"
"BID2958","CID2543"
"BID487","CID2561"
"BID947","CID2561"
"BID646","CID2563"
"BID1485","CID2571"
"BID1894","CID2571"
"BID1238","CID2573"
"BID2439","CID2573"
"BID1332","CID2583"
"BID2883","CID2583"
"BID228","CID2591"
"BID275","CID2603"
"BID385","CID2603"
"BID744","CID2611"
"BID738","CID2613"
"BID2689","CID2613"
"BID2763","CID2623"
"BID62","CID2631"
"BID1159","CID2631"
"BID1438","CID2631"
"BID2159","CID2631"
"BID1384","CID2633"
"BID2533","CID2641"
"BID2537","CID2641"
"BID2884","CID2641"
"BID393","CID2643"
"BID95","CID2651"
"BID490","CID2661"
"BID1629","CID2661"
"BID1693","CID2661"
"BID2175","CID2661"
"BID1852","CID2663"
"BID2552","CID2663"
"BID1923","CID2681"
"BID2157","CID2681"
"BID237","CID2683"
"BID426","CID2683"
"BID1160","CID2683"
"BID204","CID2691"
"BID881","CID2691"
"BID849","CID2693"
"BID464","CID2701"
"BID2923","CID2701"
"BID1773","CID2703"
"BID2225","CID2703"
"BID383","CID2711"
"BID1258","CID2711"
"BID1605","CID2713"
"BID2997","CID2713"
"BID1716","CID2721"
"BID825","CID2723"
"BID1434","CID2731"
"BID1803","CID2731"
"BID1130","CID2741"
"BID2142","CID2741"
"BID2820","CID2741"
"BID91","CID2743"
"BID344","CID2743"
"BID2769","CID2751"
"BID2844","CID2753"
"BID2941","CID2753"
"BID86","CID2761"
"BID924","CID2763"
"BID1545","CID2763"
"BID2442","CID2763"
"BID703","CID2771"
"BID894","CID2773"
"BID1516","CID2773"
"BID2600","CID2773"
"BID1756","CID2781"
"BID1846","CID2781"
"BID347","CID2783"
"BID1134","CID2783"
"BID1986","CID2783"
"BID519","CID2791"
"BID2521","CID2793"
"BID206","CID2811"
"BID2222","CID2811"
"BID1692","CID2813"
"BID2840","CID2813"
"BID2989","CID2821"
"BID403","CID2823"
"BID709","CID2823"
"BID1010","CID2831"
"BID2578","CID2831"
"BID205","CID2841"
"BID1297","CID2841"
"BID1515","CID2841"
"BID629","CID2843"
"BID2511","CID2843"
"BID415","CID2853"
"BID730","CID2853"
"BID30","CID2863"
"BID625","CID2871"
"BID1374","CID2871"
"BID70","CID2893"
"BID2008","CID2893"
"BID2064","CID2893"
"BID82","CID2901"
"BID480","CID2901"
"BID1583","CID2901"
"BID1874","CID2901"
"BID2155","CID2901"
"BID1794","CID2903"
"BID2196","CID2911"
"BID2873","CID2913"
"BID673","CID2921"
"BID2557","CID2923"
"BID953","CID2931"
"BID1761","CID2931"
"BID2053","CID2931"
"BID1889","CID2933"
"BID2529","CID2941"
"BID1838","CID2951"
"BID836","CID2953"
"BID833","CID2961"
"BID2275","CID2963"
"BID903","CID2971"
"BID2499","CID2973"
"BID597","CID2981"
"BID1765","CID2981"
"BID2869","CID2981"
"BID1705","CID3003"
"BID2579","CID3011"
"BID1177","CID3013"
"BID1933","CID3013"
"BID1613","CID3023"
"BID2458","CID3031"
"BID330","CID3033"
"BID474","CID3033"
"BID1137","CID3033"
"BID1646","CID3041"
"BID1968","CID3041"
"BID1695","CID3043"
"BID583","CID3051"
"BID1831","CID3051"
"BID2526","CID3053"
"BID2802","CID3053"
"BID550","CID3061"
"BID919","CID3063"
"BID1186","CID3063"
"BID90","CID3071"
"BID1272","CID3073"
"BID29","CID3081"
"BID1898","CID3081"
"BID854","CID3083"
"BID1121","CID3091"
"BID2051","CID3091"
"BID426","CID3093"
"BID611","CID3093"
"BID2951","CID3093"
"BID975","CID3111"
"BID1492","CID3111"
"BID848","CID3113"
"BID1175","CID3113"
"BID2182","CID3113"
"BID2231","CID3113"
"BID555","CID3121"
"BID1527","CID3121"
"BID919","CID3123"
"BID2882","CID3123"
"BID1050","CID3133"
"BID2183","CID3141"
"BID647","CID3151"
"BID571","CID3161"
"BID2184","CID3161"
"BID1981","CID3163"
"BID2685","CID3163"
"BID2148","CID3171"
"BID2278","CID3171"
"BID2117","CID3173"
"BID2977","CID3183"
"BID776","CID3191"
"BID915","CID3191"
"BID2029","CID3193"
"BID2987","CID3201"
"BID157","CID3203"
"BID2514","CID3211"
"BID124","CID3213"
"BID1321","CID3213"
"BID2444","CID3213"
"BID2889","CID3213"
"BID1359","CID3221"
"BID2545","CID3221"
"BID1262","CID3223"
"BID1388","CID3223"
"BID1701","CID3223"
"BID2059","CID3223"
"BID188","CID3233"
"BID2147","CID3233"
"BID2435","CID3233"
"BID699","CID3241"
"BID2582","CID3241"
"BID1116","CID3243"
"BID2893","CID3243"
"BID1381","CID3251"
"BID2159","CID3251"
"BID568","CID3253"
"BID380","CID3261"
"BID622","CID3261"
"BID1346","CID3261"
"BID1562","CID3261"
"BID1802","CID3261"
"BID2265","CID3261"
"BID574","CID3273"
"BID530","CID3281"
"BID876","CID3281"
"BID983","CID3281"
"BID1106","CID3281"
"BID1288","CID3281"
"BID1598","CID3283"
"BID2144","CID3291"
"BID1277","CID3293"
"BID1488","CID3301"
"BID2478","CID3301"
"BID316","CID3303"
"BID1904","CID3303"
"BID2509","CID3303"
"BID1855","CID3311"
"BID1710","CID3313"
"BID986","CID3321"
"BID2515","CID3323"
"BID102","CID3331"
"BID2894","CID3331"
"BID69","CID3333"
"BID472","CID3333"
"BID1099","CID3341"
"BID857","CID3343"
"BID1434","CID3343"
"BID1170","CID3353"
"BID1144","CID3371"
"BID765","CID3373"
"BID1238","CID3381"
"BID2505","CID3383"
"BID161","CID3391"
"BID188","CID3391"
"BID1365","CID3393"
"BID1515","CID3403"
"BID2133","CID3403"
"BID2798","CID3403"
"BID201","CID3411"
"BID1324","CID3411"
"BID2045","CID3411"
"BID2844","CID3411"
"BID995","CID3421"
"BID1269","CID3421"
"BID2928","CID3421"
"BID686","CID3423"
"BID754","CID3431"
"BID246","CID3433"
"BID2520","CID3441"
"BID2832","CID3441"
"BID2450","CID3443"
"BID2840","CID3443"
"BID383","CID3453"
"BID1728","CID3461"
"BID2765","CID3461"
"BID271","CID3471"
"BID2068","CID3473"
"BID2943","CID3473"
"BID1853","CID3481"
"BID2059","CID3481"
"BID2281","CID3481"
"BID1325","CID3483"
"BID2448","CID3483"
"BID211","CID3491"
"BID1435","CID3493"
"BID1546","CID3493"
"BID1638","CID3503"
"BID1685","CID3503"
"BID312","CID3511"
"BID317","CID3511"
"BID646","CID3511"
"BID747","CID3511"
"BID2485","CID3511"
"BID2930","CID3533"
"BID2781","CID3543"
"BID2791","CID3543"
"BID1093","CID3551"
"BID2134","CID3561"
"BID2580","CID3561"
"BID148","CID3563"
"BID666","CID3571"
"BID1689","CID3571"
"BID279","CID3573"
"BID1844","CID3573"
"BID1390","CID3581"
"BID62","CID3591"
"BID1617","CID3591"
"BID2117","CID3593"
"BID2970","CID3593"
"BID1424","CID3601"
"BID1811","CID3603"
"BID615","CID3611"
"BID1845","CID3621"
"BID1639","CID3623"
"BID1508","CID3631"
"BID1863","CID3631"
"BID2601","CID3643"
"BID1184","CID3651"
"BID2207","CID3653"
"BID253","CID3661"
"BID114","CID3663"
"BID2582","CID3671"
"BID328","CID3681"
"BID1468","CID3681"
"BID2403","CID3693"
"BID318","CID3703"
"BID562","CID3711"
"BID1080","CID3711"
"BID197","CID3713"
"BID1746","CID3713"
"BID1681","CID3721"
"BID2386","CID3723"
"BID563","CID3731"
"BID629","CID3731"
"BID1929","CID3733"
"BID1733","CID3743"
"BID2033","CID3743"
"BID2904","CID3751"
"BID1275","CID3753"
"BID2423","CID3753"
"BID2118","CID3771"
"BID2653","CID3773"
"BID1146","CID3781"
"BID876","CID3783"
"BID2618","CID3783"
"BID43","CID3791"
"BID50","CID3793"
"BID142","CID3793"
"BID838","CID3801"
"BID1048","CID3801"
"BID461","CID3803"
"BID154","CID3811"
"BID176","CID3811"
"BID424","CID3811"
"BID1793","CID3811"
"BID2982","CID3811"
"BID604","CID3813"
"BID1359","CID3813"
"BID1521","CID3823"
"BID2971","CID3831"
"BID898","CID3841"
"BID2779","CID3843"
"BID389","CID3851"
"BID1463","CID3871"
"BID1976","CID3873"
"BID1166","CID3881"
"BID541","CID3883"
"BID868","CID3891"
"BID1742","CID3891"
"BID1204","CID3893"
"BID1674","CID3893"
"BID2295","CID3893"
"BID966","CID3901"
"BID5","CID3903"
"BID550","CID3903"
"BID1217","CID3903"
"BID2257","CID3903"
"BID56","CID3911"
"BID810","CID3911"
"BID2469","CID3911"
"BID3","CID3913"
"BID2883","CID3913"
"BID128","CID3921"
"BID1112","CID3921"
"BID57","CID3923"
"BID1847","CID3923"
"BID758","CID3943"
"BID2879","CID3943"
"BID2881","CID3943"
"BID2357","CID3951"
"BID141","CID3953"
"BID1206","CID3953"
"BID2829","CID3953"
"BID788","CID3963"
"BID2985","CID3971"
"BID613","CID3983"
"BID1013","CID3983"
"BID2990","CID3983"
"BID1307","CID3993"
"BID1287","CID4001"
"BID724","CID4003"
"BID1035","CID4003"
"BID2463","CID4013"
"BID2038","CID4021"
"BID252","CID4033"
"BID767","CID4043"
"BID564","CID4051"
"BID2854","CID4051"
"BID947","CID4053"
"BID2892","CID4061"
"BID720","CID4071"
"BID363","CID4073"
"BID1652","CID4083"
"BID278","CID4091"
"BID419","CID4091"
"BID938","CID4093"
"BID2125","CID4103"
"BID1702","CID4111"
"BID1982","CID4111"
"BID1331","CID4113"
"BID2639","CID4113"
"BID1675","CID4121"
"BID1892","CID4121"
"BID638","CID4123"
"BID1060","CID4123"
"BID2068","CID4131"
"BID2226","CID4131"
"BID298","CID4133"
"BID42","CID4141"
"BID706","CID4143"
"BID1405","CID4143"
"BID526","CID4151"
"BID1098","CID4151"
"BID1735","CID4151"
"BID1967","CID4151"
"BID2242","CID4151"
"BID2900","CID4151"
"BID1304","CID4153"
"BID1890","CID4161"
"BID845","CID4163"
"BID2817","CID4163"
"BID1060","CID4171"
"BID2177","CID4173"
"BID2748","CID4173"
"BID1940","CID4181"
"BID2497","CID4183"
"BID2832","CID4191"
"BID827","CID4193"
"BID1211","CID4193"
"BID1377","CID4201"
"BID1857","CID4201"
"BID2314","CID4201"
"BID2474","CID4201"
"BID2510","CID4201"
"BID116","CID4203"
"BID2571","CID4203"
"BID2738","CID4203"
"BID1417","CID4211"
"BID1758","CID4213"
"BID541","CID4221"
"BID1458","CID4221"
"BID2260","CID4221"
"BID1023","CID4223"
"BID2280","CID4223"
"BID1120","CID4231"
"BID578","CID4241"
"BID1644","CID4241"
"BID562","CID4263"
"BID977","CID4263"
"BID1639","CID4263"
"BID2357","CID4263"
"BID69","CID4271"
"BID262","CID4271"
"BID793","CID4271"
"BID1646","CID4271"
"BID2804","CID4281"
"BID709","CID4283"
"BID795","CID4291"
"BID1021","CID4291"
"BID1145","CID4291"
"BID1421","CID4291"
"BID2867","CID4293"
"BID2999","CID4293"
"BID949","CID4301"
"BID3000","CID4301"
"BID1669","CID4303"
"BID2574","CID4303"
"BID2709","CID4303"
"BID2460","CID4313"
"BID1870","CID4321"
"BID646","CID4331"
"BID1031","CID4331"
"BID1997","CID4331"
"BID2068","CID4331"
"BID2673","CID4331"
"BID1683","CID4333"
"BID2359","CID4333"
"BID2879","CID4333"
"BID1393","CID4343"
"BID1802","CID4343"
"BID254","CID4351"
"BID1871","CID4351"
"BID2187","CID4353"
"BID1464","CID4361"
"BID1786","CID4361"
"BID2465","CID4363"
"BID2646","CID4371"
"BID626","CID4373"
"BID453","CID4381"
"BID1412","CID4381"
"BID174","CID4393"
"BID2328","CID4393"
"BID492","CID4401"
"BID1966","CID4401"
"BID1378","CID4411"
"BID856","CID4413"
"BID2781","CID4413"
"BID1674","CID4421"
"BID2059","CID4421"
"BID1144","CID4431"
"BID2436","CID4431"
"BID311","CID4443"
"BID1198","CID4443"
"BID2696","CID4471"
"BID985","CID4481"
"BID1112","CID4483"
"BID1316","CID4483"
"BID2769","CID4491"
"BID78","CID4501"
"BID906","CID4501"
"BID793","CID4503"
"BID629","CID4511"
"BID1961","CID4511"
"BID907","CID4513"
"BID1014","CID4513"
"BID2487","CID4513"
"BID237","CID4521"
"BID479","CID4521"
