"BID","CID"
"BID898","CID1183"
"BID2253","CID1191"
"BID2920","CID1191"
"BID2786","CID1193"
"BID1812","CID1195"
"BID2702","CID1201"
"BID389","CID1205"
"BID2349","CID1205"
"BID2669","CID1211"
"BID2181","CID1213"
"BID1995","CID1215"
"BID1309","CID1221"
"BID1007","CID1223"
"BID712","CID1225"
"BID38","CID1235"
"BID771","CID1235"
"BID1090","CID1241"
"BID1395","CID1241"
"BID1792","CID1241"
"BID765","CID1243"
"BID299","CID1251"
"BID1607","CID1255"
"BID2481","CID1255"
"BID1507","CID1261"
"BID2185","CID1261"
"BID2854","CID1261"
"BID1309","CID1263"
"BID1407","CID1263"
"BID1453","CID1265"
"BID928","CID1271"
"BID1003","CID1271"
"BID2050","CID1271"
"BID2148","CID1281"
"BID2666","CID1281"
"BID816","CID1283"
"BID84","CID1285"
"BID163","CID1285"
"BID323","CID1285"
"BID327","CID1285"
"BID2980","CID1285"
"BID1837","CID1295"
"BID1630","CID1303"
"BID269","CID1315"
"BID1713","CID1315"
"BID1909","CID1315"
"BID160","CID1321"
"BID2474","CID1321"
"BID2549","CID1321"
"BID767","CID1323"
"BID1180","CID1323"
"BID533","CID1325"
"BID350","CID1331"
"BID2235","CID1331"
"BID794","CID1333"
"BID2926","CID1333"
"BID2505","CID1335"
"BID2018","CID1341"
"BID681","CID1345"
"BID2328","CID1345"
"BID1536","CID1351"
"BID2946","CID1351"
"BID2419","CID1353"
"BID2689","CID1353"
"BID825","CID1355"
"BID2795","CID1355"
"BID558","CID1361"
"BID2442","CID1361"
"BID366","CID1365"
"BID2082","CID1365"
"BID2224","CID1365"
"BID2834","CID1371"
"BID2136","CID1373"
"BID2618","CID1373"
"BID1447","CID1375"
"BID2131","CID1375"
"BID1075","CID1383"
"BID1449","CID1383"
"BID1555","CID1383"
"BID1587","CID1383"
"BID998","CID1391"
"BID2821","CID1391"
"BID1625","CID1393"
"BID2441","CID1393"
"BID1320","CID1401"
"BID282","CID1403"
"BID2186","CID1403"
"BID15","CID1405"
"BID1448","CID1405"
"BID2282","CID1405"
"BID2811","CID1411"
"BID777","CID1413"
"BID910","CID1413"
"BID655","CID1421"
"BID2239","CID1423"
"BID2694","CID1423"
"BID154","CID1425"
"BID2732","CID1425"
"BID200","CID1431"
"BID413","CID1431"
"BID2234","CID1431"
"BID1541","CID1433"
"BID275","CID1435"
"BID468","CID1435"
"BID274","CID1441"
"BID1052","CID1441"
"BID2638","CID1443"
"BID1458","CID1445"
"BID1612","CID1445"
"BID2353","CID1451"
"BID2699","CID1451"
"BID2443","CID1453"
"BID2724","CID1453"
"BID1073","CID1455"
"BID1894","CID1455"
"BID2291","CID1455"
"BID2894","CID1461"
"BID765","CID1471"
"BID1062","CID1471"
"BID790","CID1473"
"BID1357","CID1483"
"BID2804","CID1485"
"BID2965","CID1485"
"BID383","CID1491"
"BID497","CID1491"
"BID920","CID1491"
"BID1765","CID1491"
"BID1997","CID1491"
"BID711","CID1493"
"BID2306","CID1493"
"BID2852","CID1495"
"BID602","CID1501"
"BID626","CID1501"
"BID978","CID1505"
"BID947","CID1511"
"BID1005","CID1511"
"BID1216","CID1513"
"BID2651","CID1513"
"BID155","CID1521"
"BID1011","CID1521"
"BID1075","CID1521"
"BID2490","CID1521"
"BID2657","CID1521"
"BID1560","CID1523"
"BID1828","CID1523"
"BID784","CID1525"
"BID1391","CID1531"
"BID1476","CID1533"
"BID2172","CID1533"
"BID2335","CID1533"
"BID675","CID1535"
"BID2429","CID1535"
"BID704","CID1543"
"BID2678","CID1543"
"BID622","CID1561"
"BID1526","CID1561"
"BID1870","CID1561"
"BID2133","CID1561"
"BID1718","CID1563"
"BID463","CID1565"
"BID2651","CID1565"
"BID437","CID1571"
"BID2302","CID1571"
"BID899","CID1573"
"BID2622","CID1573"
"BID2640","CID1573"
"BID20","CID1575"
"BID46","CID1575"
"BID396","CID1575"
"BID1541","CID1581"
"BID741","CID1583"
"BID1944","CID1585"
"BID1972","CID1585"
"BID2981","CID1585"
"BID1282","CID1591"
"BID1658","CID1591"
"BID1785","CID1591"
"BID502","CID1593"
"BID1542","CID1593"
"BID2345","CID1593"
"BID413","CID1601"
"BID2546","CID1601"
"BID194","CID1603"
"BID1414","CID1605"
"BID172","CID1611"
"BID1339","CID1611"
"BID98","CID1613"
"BID1050","CID1613"
"BID1753","CID1613"
"BID2758","CID1613"
"BID19","CID1615"
"BID1904","CID1615"
"BID2401","CID1615"
"BID415","CID1621"
"BID1387","CID1621"
"BID224","CID1631"
"BID1094","CID1631"
"BID1374","CID1631"
"BID2042","CID1631"
"BID2455","CID1631"
"BID2798","CID1631"
"BID649","CID1633"
"BID1290","CID1633"
"BID1564","CID1633"
"BID2334","CID1635"
"BID1433","CID1641"
"BID1855","CID1641"
"BID1368","CID1643"
"BID2055","CID1643"
"BID2433","CID1651"
"BID2560","CID1653"
"BID2976","CID1653"
"BID1631","CID1655"
"BID1252","CID1661"
"BID2198","CID1661"
"BID1008","CID1663"
"BID5","CID1673"
"BID362","CID1673"
"BID1999","CID1673"
"BID2991","CID1673"
"BID189","CID1683"
"BID441","CID1685"
"BID2895","CID1685"
"BID100","CID1691"
"BID1181","CID1693"
"BID1698","CID1693"
"BID1400","CID1695"
"BID1311","CID1701"
"BID1991","CID1701"
"BID2136","CID1701"
"BID1613","CID1705"
"BID1900","CID1705"
"BID1707","CID1711"
"BID657","CID1715"
"BID2113","CID1721"
"BID1116","CID1723"
"BID2507","CID1723"
"BID717","CID1725"
"BID1754","CID1725"
"BID2031","CID1731"
"BID87","CID1733"
"BID616","CID1733"
"BID1617","CID1733"
"BID2571","CID1733"
"BID606","CID1735"
"BID2058","CID1735"
"BID2246","CID1735"
"BID2913","CID1735"
"BID1158","CID1741"
"BID1359","CID1743"
"BID1598","CID1743"
"BID82","CID1745"
"BID1009","CID1745"
"BID312","CID1751"
"BID2957","CID1751"
"BID1022","CID1753"
"BID1784","CID1753"
"BID2735","CID1753"
"BID2220","CID1755"
"BID204","CID1761"
"BID544","CID1763"
"BID1810","CID1763"
"BID1313","CID1765"
"BID1865","CID1765"
"BID2046","CID1765"
"BID2511","CID1765"
"BID1413","CID1771"
"BID2940","CID1773"
"BID1336","CID1775"
"BID2790","CID1775"
"BID2962","CID1775"
"BID286","CID1785"
"BID403","CID1785"
"BID223","CID1791"
"BID14","CID1793"
"BID1051","CID1795"
"BID1998","CID1801"
"BID76","CID1803"
"BID598","CID1803"
"BID2651","CID1803"
"BID835","CID1805"
"BID1310","CID1805"
"BID2533","CID1805"
"BID1158","CID1811"
"BID1644","CID1811"
"BID2414","CID1813"
"BID1756","CID1815"
"BID369","CID1821"
"BID2107","CID1821"
"BID2481","CID1821"
"BID878","CID1823"
"BID2083","CID1833"
"BID260","CID1835"
"BID399","CID1835"
"BID1272","CID1835"
"BID2084","CID1835"
"BID83","CID1841"
"BID2057","CID1841"
"BID765","CID1843"
"BID819","CID1843"
"BID1651","CID1843"
"BID2573","CID1843"
"BID1701","CID1845"
"BID1722","CID1845"
"BID2914","CID1845"
"BID667","CID1851"
"BID1529","CID1853"
"BID874","CID1861"
"BID1657","CID1861"
"BID2018","CID1861"
"BID2371","CID1865"
"BID1635","CID1871"
"BID187","CID1873"
"BID532","CID1873"
"BID1731","CID1875"
"BID470","CID1881"
"BID2998","CID1881"
"BID389","CID1885"
"BID1065","CID1891"
"BID2012","CID1891"
"BID565","CID1893"
"BID1589","CID1893"
"BID2357","CID1893"
"BID1306","CID1895"
"BID2558","CID1901"
"BID170","CID1903"
"BID1396","CID1903"
"BID2527","CID1903"
"BID165","CID1913"
"BID1182","CID1915"
"BID2627","CID1915"
"BID1369","CID1921"
"BID1727","CID1921"
"BID1852","CID1921"
"BID1246","CID1933"
"BID1600","CID1933"
"BID1202","CID1935"
"BID591","CID1941"
"BID690","CID1945"
"BID2326","CID1945"
"BID2478","CID1945"
"BID320","CID1951"
"BID891","CID1951"
"BID567","CID1953"
"BID919","CID1953"
"BID2747","CID1953"
"BID461","CID1955"
"BID596","CID1955"
"BID678","CID1961"
"BID993","CID1963"
"BID1322","CID1963"
"BID2725","CID1971"
"BID1169","CID1973"
"BID2210","CID1973"
"BID1253","CID1975"
"BID1519","CID1975"
"BID661","CID1981"
"BID1054","CID1981"
"BID2812","CID1983"
"BID31","CID1985"
"BID1669","CID1985"
"BID2669","CID1985"
"BID2826","CID1985"
"BID2964","CID1985"
"BID1193","CID1993"
"BID86","CID1995"
"BID1494","CID1995"
"BID1934","CID1995"
"BID561","CID2005"
"BID643","CID2005"
"BID157","CID2011"
"BID2177","CID2011"
"BID1362","CID2013"
"BID1900","CID2015"
"BID2692","CID2015"
"BID2915","CID2015"
"BID263","CID2021"
"BID358","CID2021"
"BID2667","CID2021"
"BID445","CID2023"
"BID1453","CID2025"
"BID2095","CID2025"
"BID743","CID2031"
"BID1352","CID2031"
"BID1548","CID2031"
"BID1666","CID2031"
"BID848","CID2033"
"BID1215","CID2033"
"BID361","CID2035"
"BID1206","CID2035"
"BID1684","CID2035"
"BID1854","CID2035"
"BID1878","CID2035"
"BID1027","CID2041"
"BID1686","CID2041"
"BID2639","CID2041"
"BID1260","CID2043"
"BID1470","CID2045"
"BID2893","CID2045"
"BID553","CID2053"
"BID1560","CID2053"
"BID1714","CID2053"
"BID1722","CID2053"
"BID1840","CID2061"
"BID2600","CID2063"
"BID1368","CID2065"
"BID2534","CID2065"
"BID2899","CID2065"
"BID1574","CID2071"
"BID1696","CID2073"
"BID1944","CID2073"
"BID2408","CID2075"
"BID1349","CID2081"
"BID2476","CID2081"
"BID89","CID2085"
"BID570","CID2085"
"BID1710","CID2091"
"BID2763","CID2091"
"BID1247","CID2095"
"BID1571","CID2095"
"BID63","CID2101"
"BID484","CID2101"
"BID986","CID2103"
"BID2872","CID2105"
"BID560","CID2111"
"BID988","CID2111"
"BID1077","CID2111"
"BID2063","CID2111"
"BID196","CID2115"
"BID2059","CID2115"
"BID2377","CID2115"
"BID2476","CID2121"
"BID599","CID2123"
"BID1253","CID2131"
"BID350","CID2141"
"BID1886","CID2141"
"BID2520","CID2141"
"BID169","CID2143"
"BID845","CID2143"
"BID1868","CID2143"
"BID1322","CID2145"
"BID2614","CID2145"
"BID2135","CID2153"
"BID453","CID2155"
"BID549","CID2155"
"BID308","CID2161"
"BID419","CID2163"
"BID1905","CID2163"
"BID885","CID2165"
"BID1626","CID2165"
"BID1958","CID2165"
"BID371","CID2171"
"BID715","CID2171"
"BID1440","CID2173"
"BID2221","CID2175"
"BID246","CID2181"
"BID570","CID2181"
"BID1617","CID2181"
"BID2429","CID2181"
"BID1524","CID2185"
"BID2029","CID2185"
"BID1038","CID2201"
"BID99","CID2203"
"BID591","CID2203"
"BID1092","CID2203"
"BID2727","CID2203"
"BID2878","CID2203"
"BID1201","CID2205"
"BID2575","CID2205"
"BID1506","CID2211"
"BID2814","CID2211"
"BID13","CID2213"
"BID154","CID2215"
"BID671","CID2215"
"BID805","CID2215"
"BID1102","CID2215"
"BID2029","CID2221"
"BID1833","CID2223"
"BID2310","CID2223"
"BID1085","CID2225"
"BID2008","CID2225"
"BID2937","CID2225"
"BID2994","CID2225"
"BID255","CID2231"
"BID1075","CID2231"
"BID1533","CID2231"
"BID1220","CID2233"
"BID1938","CID2241"
"BID590","CID2243"
"BID622","CID2245"
"BID2745","CID2245"
"BID1064","CID2251"
"BID2981","CID2251"
"BID328","CID2255"
"BID510","CID2255"
"BID1110","CID2255"
"BID2010","CID2255"
"BID2217","CID2255"
"BID2761","CID2255"
"BID848","CID2261"
"BID2425","CID2263"
"BID1493","CID2265"
"BID947","CID2271"
"BID1731","CID2271"
"BID1734","CID2275"
"BID943","CID2281"
"BID1876","CID2281"
"BID2602","CID2281"
"BID2932","CID2283"
"BID1794","CID2285"
"BID2745","CID2285"
"BID1240","CID2291"
"BID2601","CID2293"
"BID329","CID2295"
"BID384","CID2295"
"BID1194","CID2295"
"BID1467","CID2301"
"BID1572","CID2303"
"BID2439","CID2305"
"BID379","CID2311"
"BID2132","CID2311"
"BID2525","CID2311"
"BID118","CID2313"
"BID137","CID2313"
"BID265","CID2321"
"BID915","CID2321"
"BID2213","CID2323"
"BID1982","CID2325"
"BID2722","CID2325"
"BID2766","CID2333"
"BID2008","CID2335"
"BID1946","CID2343"
"BID944","CID2345"
"BID2528","CID2345"
"BID106","CID2351"
"BID2209","CID2351"
"BID2155","CID2353"
"BID525","CID2355"
"BID556","CID2355"
"BID1373","CID2355"
"BID2116","CID2361"
"BID2127","CID2371"
"BID2762","CID2371"
"BID419","CID2373"
"BID1938","CID2373"
"BID1450","CID2375"
"BID998","CID2381"
"BID2982","CID2391"
"BID1351","CID2393"
"BID2929","CID2393"
"BID1437","CID2395"
"BID1676","CID2395"
"BID1044","CID2401"
"BID453","CID2403"
"BID1804","CID2403"
"BID692","CID2411"
"BID930","CID2411"
"BID1672","CID2413"
"BID2313","CID2413"
"BID1781","CID2415"
"BID2043","CID2415"
"BID2604","CID2423"
"BID779","CID2425"
"BID838","CID2425"
"BID990","CID2425"
"BID2034","CID2433"
"BID2651","CID2435"
"BID2785","CID2435"
"BID1183","CID2445"
"BID1414","CID2445"
"BID2081","CID2445"
"BID2040","CID2451"
"BID141","CID2453"
"BID472","CID2453"
"BID1496","CID2453"
"BID1907","CID2453"
"BID116","CID2461"
"BID990","CID2463"
"BID2318","CID2463"
"BID569","CID2465"
"BID1881","CID2471"
"BID255","CID2473"
"BID1198","CID2473"
"BID2759","CID2473"
"BID637","CID2475"
"BID1774","CID2483"
"BID2540","CID2485"
"BID442","CID2491"
"BID1437","CID2491"
"BID37","CID2501"
"BID1258","CID2501"
"BID2353","CID2501"
"BID207","CID2505"
"BID1806","CID2515"
"BID1424","CID2521"
"BID680","CID2531"
"BID1133","CID2533"
"BID642","CID2541"
"BID1555","CID2541"
"BID1183","CID2543"
"BID1233","CID2543"
"BID2817","CID2543"
"BID2958","CID2543"
"BID790","CID2545"
"BID2328","CID2545"
"BID2651","CID2545"
"BID232","CID2555"
"BID329","CID2555"
"BID2444","CID2555"
"BID487","CID2561"
"BID947","CID2561"
"BID646","CID2563"
"BID1485","CID2571"
"BID1894","CID2571"
"BID1238","CID2573"
"BID2439","CID2573"
"BID1070","CID2575"
"BID1332","CID2583"
"BID2883","CID2583"
"BID63","CID2585"
"BID228","CID2591"
"BID8","CID2595"
"BID161","CID2595"
"BID2704","CID2595"
"BID275","CID2603"
"BID385","CID2603"
"BID744","CID2611"
"BID738","CID2613"
"BID2689","CID2613"
"BID700","CID2615"
"BID2080","CID2615"
"BID2763","CID2623"
"BID62","CID2631"
"BID1159","CID2631"
"BID1438","CID2631"
"BID2159","CID2631"
"BID1384","CID2633"
"BID307","CID2635"
"BID2533","CID2641"
"BID2537","CID2641"
"BID2884","CID2641"
"BID393","CID2643"
"BID2302","CID2645"
"BID95","CID2651"
"BID490","CID2661"
"BID1629","CID2661"
"BID1693","CID2661"
"BID2175","CID2661"
"BID1852","CID2663"
"BID2552","CID2663"
"BID1851","CID2665"
"BID1923","CID2681"
"BID2157","CID2681"
"BID237","CID2683"
"BID426","CID2683"
"BID1160","CID2683"
"BID204","CID2691"
"BID881","CID2691"
"BID849","CID2693"
"BID2612","CID2695"
"BID464","CID2701"
"BID2923","CID2701"
"BID1773","CID2703"
"BID2225","CID2703"
"BID2040","CID2705"
"BID383","CID2711"
"BID1258","CID2711"
"BID1605","CID2713"
"BID2997","CID2713"
"BID2084","CID2715"
"BID1716","CID2721"
"BID825","CID2723"
"BID852","CID2725"
"BID1434","CID2731"
"BID1803","CID2731"
"BID607","CID2735"
"BID1130","CID2741"
"BID2142","CID2741"
"BID2820","CID2741"
"BID91","CID2743"
"BID344","CID2743"
"BID2769","CID2751"
"BID2844","CID2753"
"BID2941","CID2753"
"BID86","CID2761"
"BID924","CID2763"
"BID1545","CID2763"
"BID2442","CID2763"
"BID703","CID2771"
"BID894","CID2773"
"BID1516","CID2773"
"BID2600","CID2773"
"BID1756","CID2781"
"BID1846","CID2781"
"BID347","CID2783"
"BID1134","CID2783"
"BID1986","CID2783"
"BID1555","CID2785"
"BID519","CID2791"
"BID2521","CID2793"
"BID206","CID2811"
"BID2222","CID2811"
"BID1692","CID2813"
"BID2840","CID2813"
"BID2783","CID2815"
"BID2989","CID2821"
"BID403","CID2823"
"BID709","CID2823"
"BID1753","CID2825"
"BID1010","CID2831"
"BID2578","CID2831"
"BID1040","CID2835"
"BID205","CID2841"
"BID1297","CID2841"
"BID1515","CID2841"
"BID629","CID2843"
"BID2511","CID2843"
"BID415","CID2853"
"BID730","CID2853"
"BID30","CID2863"
"BID625","CID2871"
"BID1374","CID2871"
"BID816","CID2875"
"BID1421","CID2875"
"BID1528","CID2875"
"BID1654","CID2875"
"BID2923","CID2875"
"BID2546","CID2885"
"BID70","CID2893"
"BID2008","CID2893"
"BID2064","CID2893"
"BID2305","CID2895"
"BID82","CID2901"
"BID480","CID2901"
"BID1583","CID2901"
"BID1874","CID2901"
"BID2155","CID2901"
"BID1794","CID2903"
"BID1459","CID2905"
"BID1526","CID2905"
"BID2196","CID2911"
"BID2873","CID2913"
"BID673","CID2921"
"BID2557","CID2923"
"BID2472","CID2925"
"BID953","CID2931"
"BID1761","CID2931"
"BID2053","CID2931"
"BID1889","CID2933"
"BID101","CID2935"
"BID1630","CID2935"
"BID2591","CID2935"
"BID2529","CID2941"
"BID897","CID2945"
"BID1410","CID2945"
"BID1838","CID2951"
"BID836","CID2953"
"BID833","CID2961"
"BID2275","CID2963"
"BID1281","CID2965"
"BID903","CID2971"
"BID2499","CID2973"
"BID573","CID2975"
"BID597","CID2981"
"BID1765","CID2981"
"BID2869","CID2981"
"BID8","CID2995"
"BID1304","CID2995"
"BID1705","CID3003"
"BID255","CID3005"
"BID2640","CID3005"
"BID2938","CID3005"
"BID2579","CID3011"
"BID1177","CID3013"
"BID1933","CID3013"
"BID1613","CID3023"
"BID448","CID3025"
"BID1090","CID3025"
"BID2049","CID3025"
"BID2458","CID3031"
"BID330","CID3033"
"BID474","CID3033"
"BID1137","CID3033"
