"CID","AID"
"CID8075","AID411"
"CID1235","AID651"
"CID2036","AID651"
"CID2507","AID651"
"CID4260","AID651"
"CID1318","AID2331"
"CID3115","AID2331"
"CID3220","AID2331"
"CID4748","AID2331"
"CID4881","AID2331"
"CID5698","AID2331"
"CID1318","AID991"
"CID3115","AID991"
"CID3220","AID991"
"CID4748","AID991"
"CID4881","AID991"
"CID5698","AID991"
"CID1074","AID1267"
"CID2549","AID1267"
"CID5084","AID1267"
"CID6399","AID1267"
"CID7445","AID1267"
"CID7545","AID1267"
"CID7670","AID1267"
"CID2589","AID585"
"CID3616","AID585"
"CID6041","AID585"
"CID8205","AID585"
"CID4141","AID808"
"CID4689","AID808"
"CID6474","AID808"
"CID7207","AID808"
"CID8571","AID808"
"CID3791","AID2257"
"CID5077","AID1395"
"CID6800","AID1395"
"CID5077","AID209"
"CID6800","AID209"
"CID4826","AID2787"
"CID4927","AID2787"
"CID8050","AID2787"
"CID966","AID1018"
"CID1300","AID1018"
"CID1394","AID1018"
"CID1575","AID1018"
"CID4917","AID1018"
"CID6415","AID1018"
"CID7466","AID1018"
"CID761","AID1182"
"CID1092","AID1182"
"CID4710","AID1182"
"CID7202","AID1182"
"CID8000","AID1182"
"CID985","AID194"
"CID3267","AID194"
"CID7703","AID194"
"CID1152","AID3840"
"CID5892","AID3840"
"CID1152","AID3850"
"CID5892","AID3850"
"CID2428","AID1797"
"CID3793","AID1797"
"CID270","AID3662"
"CID1732","AID3662"
"CID3789","AID3662"
"CID269","AID3753"
"CID1528","AID3753"
"CID3146","AID3753"
"CID4230","AID3753"
"CID4420","AID3753"
"CID7322","AID3753"
"CID2384","AID3117"
"CID4398","AID2197"
"CID7186","AID2197"
"CID4398","AID3040"
"CID7186","AID3040"
"CID238","AID209"
"CID3955","AID209"
"CID5288","AID209"
"CID5592","AID209"
"CID6128","AID209"
"CID6785","AID209"
"CID238","AID2932"
"CID3955","AID2932"
"CID5288","AID2932"
"CID5592","AID2932"
"CID6128","AID2932"
"CID6785","AID2932"
"CID68","AID1068"
"CID873","AID1068"
"CID1244","AID1068"
"CID3911","AID1068"
"CID6244","AID1068"
"CID7044","AID1068"
"CID7110","AID1068"
"CID411","AID3161"
"CID2990","AID3161"
"CID3297","AID3161"
"CID3923","AID3161"
"CID7800","AID3161"
"CID8141","AID3161"
"CID2776","AID1006"
"CID5694","AID1006"
"CID5893","AID1006"
"CID2776","AID1291"
"CID5694","AID1291"
"CID5893","AID1291"
"CID2776","AID1324"
"CID5694","AID1324"
"CID5893","AID1324"
"CID2776","AID1516"
"CID5694","AID1516"
"CID5893","AID1516"
"CID6326","AID3220"
"CID7943","AID3220"
"CID316","AID706"
"CID2670","AID706"
"CID3118","AID706"
"CID6316","AID706"
"CID7768","AID706"
"CID8734","AID706"
"CID3494","AID1395"
"CID3605","AID1395"
"CID5531","AID1395"
"CID6846","AID1395"
"CID7117","AID1395"
"CID8364","AID1395"
"CID8596","AID1395"
"CID3494","AID466"
"CID3605","AID466"
"CID5531","AID466"
"CID6846","AID466"
"CID7117","AID466"
"CID8364","AID466"
"CID8596","AID466"
"CID1229","AID1562"
"CID2631","AID1562"
"CID3591","AID1562"
"CID6229","AID1562"
"CID1229","AID3115"
"CID2631","AID3115"
"CID3591","AID3115"
"CID6229","AID3115"
"CID2101","AID101"
"CID2585","AID101"
"CID5249","AID101"
"CID7972","AID101"
"CID8796","AID101"
"CID2101","AID16"
"CID2585","AID16"
"CID5249","AID16"
"CID7972","AID16"
"CID8796","AID16"
"CID271","AID1619"
"CID722","AID1619"
"CID4942","AID1619"
"CID7674","AID1619"
"CID8651","AID1619"
"CID8949","AID1619"
"CID271","AID2336"
"CID722","AID2336"
"CID4942","AID2336"
"CID7674","AID2336"
"CID8651","AID2336"
"CID8949","AID2336"
"CID271","AID2479"
"CID722","AID2479"
"CID4942","AID2479"
"CID7674","AID2479"
"CID8651","AID2479"
"CID8949","AID2479"
"CID271","AID3608"
"CID722","AID3608"
"CID4942","AID3608"
"CID7674","AID3608"
"CID8651","AID3608"
"CID8949","AID3608"
"CID2130","AID1723"
"CID3559","AID1723"
"CID6695","AID1723"
"CID7476","AID1723"
"CID7732","AID1723"
"CID8084","AID1723"
"CID2130","AID3794"
"CID3559","AID3794"
"CID6695","AID3794"
"CID7476","AID3794"
"CID7732","AID3794"
"CID8084","AID3794"
"CID3497","AID3382"
"CID5858","AID3382"
"CID3497","AID83"
"CID5858","AID83"
"CID762","AID2078"
"CID2086","AID2078"
"CID2110","AID2078"
"CID2760","AID2078"
"CID4880","AID2078"
"CID6860","AID2078"
"CID7546","AID2078"
"CID762","AID3329"
"CID2086","AID3329"
"CID2110","AID3329"
"CID2760","AID3329"
"CID4880","AID3329"
"CID6860","AID3329"
"CID7546","AID3329"
"CID1556","AID2169"
"CID2879","AID2169"
"CID3352","AID2169"
"CID3390","AID2169"
"CID5092","AID2169"
"CID5473","AID2169"
"CID39","AID3894"
"CID3333","AID3894"
"CID4271","AID3894"
"CID4708","AID3894"
"CID34","AID115"
"CID614","AID115"
"CID1059","AID115"
"CID2893","AID115"
"CID4415","AID115"
"CID7648","AID115"
"CID8964","AID115"
"CID34","AID3608"
"CID614","AID3608"
"CID1059","AID3608"
"CID2893","AID3608"
"CID4415","AID3608"
"CID7648","AID3608"
"CID8964","AID3608"
"CID6154","AID1448"
"CID6910","AID1448"
"CID8403","AID1448"
"CID8573","AID1448"
"CID8627","AID1448"
"CID6154","AID2816"
"CID6910","AID2816"
"CID8403","AID2816"
"CID8573","AID2816"
"CID8627","AID2816"
"CID2889","AID3010"
"CID3137","AID3010"
"CID5178","AID3010"
"CID6970","AID3010"
"CID7827","AID3010"
"CID958","AID1071"
"CID958","AID1761"
"CID84","AID1641"
"CID748","AID1641"
"CID1103","AID1641"
"CID4349","AID1641"
"CID4910","AID1641"
"CID5190","AID1641"
"CID5377","AID1641"
"CID84","AID2376"
"CID748","AID2376"
"CID1103","AID2376"
"CID4349","AID2376"
"CID4910","AID2376"
"CID5190","AID2376"
"CID5377","AID2376"
"CID1007","AID2540"
"CID2100","AID2540"
"CID5882","AID2540"
"CID6332","AID2540"
"CID1007","AID501"
"CID2100","AID501"
"CID5882","AID501"
"CID6332","AID501"
"CID1803","AID3113"
"CID2090","AID3113"
"CID3158","AID3113"
"CID4480","AID3113"
"CID4723","AID3113"
"CID5097","AID3113"
"CID2979","AID1230"
"CID3727","AID1230"
"CID3884","AID1230"
"CID4336","AID1230"
"CID7704","AID1230"
"CID2979","AID2121"
"CID3727","AID2121"
"CID3884","AID2121"
"CID4336","AID2121"
"CID7704","AID2121"
"CID371","AID2130"
"CID3704","AID2130"
"CID3818","AID2130"
"CID3828","AID2130"
"CID4440","AID2130"
"CID4501","AID2130"
"CID8646","AID2130"
"CID371","AID2299"
"CID3704","AID2299"
"CID3818","AID2299"
"CID3828","AID2299"
"CID4440","AID2299"
"CID4501","AID2299"
"CID8646","AID2299"
"CID371","AID3100"
"CID3704","AID3100"
"CID3818","AID3100"
"CID3828","AID3100"
"CID4440","AID3100"
"CID4501","AID3100"
"CID8646","AID3100"
"CID919","AID2720"
"CID3629","AID2720"
"CID919","AID3118"
"CID3629","AID3118"
"CID2932","AID2811"
"CID3125","AID2811"
"CID3169","AID2811"
"CID7676","AID2811"
"CID8976","AID2811"
"CID5034","AID3131"
"CID5153","AID3131"
"CID7270","AID3131"
"CID7399","AID3131"
"CID5034","AID3692"
"CID5153","AID3692"
"CID7270","AID3692"
"CID7399","AID3692"
"CID97","AID1296"
"CID1745","AID1296"
"CID2901","AID1296"
"CID3568","AID1296"
"CID4334","AID1296"
"CID4620","AID1296"
"CID5922","AID1296"
"CID97","AID997"
"CID1745","AID997"
"CID2901","AID997"
"CID3568","AID997"
"CID4334","AID997"
"CID4620","AID997"
"CID5922","AID997"
"CID1091","AID495"
"CID1841","AID495"
"CID4294","AID495"
"CID6780","AID495"
"CID7772","AID495"
"CID1285","AID2017"
"CID1334","AID2017"
"CID2326","AID2017"
"CID2612","AID2017"
"CID2899","AID2017"
"CID7112","AID2017"
"CID1285","AID22"
"CID1334","AID22"
"CID2326","AID22"
"CID2612","AID22"
"CID2899","AID22"
"CID7112","AID22"
"CID509","AID2324"
"CID2764","AID2324"
"CID5090","AID2324"
"CID509","AID3554"
"CID2764","AID3554"
"CID5090","AID3554"
"CID1995","AID1554"
"CID2761","AID1554"
"CID1995","AID3461"
"CID2761","AID3461"
"CID483","AID348"
"CID1726","AID348"
"CID1733","AID348"
"CID2067","AID348"
"CID483","AID385"
"CID1726","AID385"
"CID1733","AID385"
"CID2067","AID385"
"CID1055","AID3787"
"CID5074","AID3787"
"CID5397","AID3787"
"CID5678","AID3787"
"CID6937","AID3787"
"CID7195","AID3787"
"CID8075","AID3787"
"CID2085","AID1368"
"CID7171","AID1368"
"CID3071","AID1280"
"CID3071","AID2084"
"CID3071","AID999"
"CID2579","AID2435"
"CID2743","AID2435"
"CID4515","AID2435"
"CID4879","AID2435"
"CID5662","AID2435"
"CID7088","AID2435"
"CID2579","AID946"
"CID2743","AID946"
"CID4515","AID946"
"CID4879","AID946"
"CID5662","AID946"
"CID7088","AID946"
"CID441","AID1708"
"CID2364","AID1708"
"CID2568","AID1708"
"CID4204","AID1708"
"CID6522","AID1708"
"CID8344","AID1708"
"CID8682","AID1708"
"CID441","AID2746"
"CID2364","AID2746"
"CID2568","AID2746"
"CID4204","AID2746"
"CID6522","AID2746"
"CID8344","AID2746"
"CID8682","AID2746"
"CID2569","AID1221"
"CID2569","AID1699"
"CID2569","AID1965"
"CID2569","AID1977"
"CID5120","AID378"
"CID87","AID936"
"CID1796","AID936"
"CID2651","AID936"
"CID5134","AID936"
"CID6732","AID936"
"CID7948","AID936"
"CID4856","AID2540"
"CID6553","AID2540"
"CID7362","AID2540"
"CID7614","AID2540"
"CID8691","AID2540"
"CID8912","AID2540"
"CID4856","AID2643"
"CID6553","AID2643"
"CID7362","AID2643"
"CID7614","AID2643"
"CID8691","AID2643"
"CID8912","AID2643"
"CID4856","AID771"
"CID6553","AID771"
"CID7362","AID771"
"CID7614","AID771"
"CID8691","AID771"
"CID8912","AID771"
"CID4856","AID835"
"CID6553","AID835"
"CID7362","AID835"
"CID7614","AID835"
"CID8691","AID835"
"CID8912","AID835"
"CID693","AID308"
"CID787","AID308"
"CID3454","AID308"
"CID6706","AID308"
"CID7315","AID308"
"CID693","AID3509"
"CID787","AID3509"
"CID3454","AID3509"
"CID6706","AID3509"
"CID7315","AID3509"
"CID65","AID1517"
"CID1037","AID1517"
"CID1613","AID1517"
"CID4550","AID1517"
"CID2138","AID1196"
"CID2203","AID1196"
"CID3366","AID1196"
"CID5814","AID1196"
"CID2138","AID2972"
"CID2203","AID2972"
"CID3366","AID2972"
"CID5814","AID2972"
"CID1691","AID284"
"CID3860","AID284"
"CID4138","AID284"
"CID5657","AID284"
"CID8666","AID284"
"CID1691","AID630"
"CID3860","AID630"
"CID4138","AID630"
"CID5657","AID630"
"CID8666","AID630"
"CID1570","AID2638"
"CID1764","AID2638"
"CID2792","AID2638"
"CID2935","AID2638"
"CID3334","AID2638"
"CID7117","AID2638"
"CID1570","AID3409"
"CID1764","AID3409"
"CID2792","AID3409"
"CID2935","AID3409"
"CID3334","AID3409"
"CID7117","AID3409"
"CID1570","AID3800"
"CID1764","AID3800"
"CID2792","AID3800"
"CID2935","AID3800"
"CID3334","AID3800"
"CID7117","AID3800"
"CID1570","AID467"
"CID1764","AID467"
"CID2792","AID467"
"CID2935","AID467"
"CID3334","AID467"
"CID7117","AID467"
"CID1750","AID2462"
"CID3331","AID2462"
"CID5506","AID2462"
"CID6537","AID2462"
"CID1750","AID3290"
"CID3331","AID3290"
"CID5506","AID3290"
"CID6537","AID3290"
"CID3819","AID22"
"CID6407","AID22"
"CID7601","AID22"
"CID3819","AID3425"
"CID6407","AID3425"
"CID7601","AID3425"
"CID3819","AID3483"
"CID6407","AID3483"
"CID7601","AID3483"
"CID3819","AID3488"
"CID6407","AID3488"
"CID7601","AID3488"
"CID89","AID2350"
"CID1143","AID2350"
"CID4921","AID2350"
"CID8062","AID2350"
"CID8686","AID2350"
"CID8835","AID2350"
"CID89","AID2892"
"CID1143","AID2892"
"CID4921","AID2892"
"CID8062","AID2892"
"CID8686","AID2892"
"CID8835","AID2892"
"CID776","AID1858"
"CID5115","AID1858"
"CID776","AID3453"
"CID5115","AID3453"
"CID776","AID475"
"CID5115","AID475"
"CID776","AID52"
"CID5115","AID52"
"CID208","AID145"
"CID2351","AID145"
"CID5566","AID145"
"CID3880","AID79"
"CID1569","AID1920"
"CID4689","AID1920"
"CID8077","AID1920"
"CID1569","AID3709"
"CID4689","AID3709"
"CID8077","AID3709"
"CID464","AID1023"
"CID5713","AID1023"
"CID464","AID810"
"CID5713","AID810"
"CID4310","AID1525"
"CID4310","AID3463"
"CID2844","AID1502"
"CID6565","AID1502"
"CID7224","AID1502"
"CID1050","AID442"
"CID1050","AID458"
"CID284","AID189"
"CID8407","AID189"
"CID8709","AID189"
"CID284","AID2991"
"CID8407","AID2991"
"CID8709","AID2991"
"CID3032","AID1616"
"CID3663","AID1616"
"CID3965","AID1616"
"CID5243","AID1616"
"CID7739","AID1616"
"CID3032","AID3255"
"CID3663","AID3255"
"CID3965","AID3255"
"CID5243","AID3255"
"CID7739","AID3255"
"CID672","AID325"
"CID8260","AID325"
"CID2461","AID3123"
"CID4203","AID3123"
"CID4652","AID3123"
"CID2461","AID3935"
"CID4203","AID3935"
"CID4652","AID3935"
"CID5051","AID1384"
"CID5312","AID1384"
"CID6516","AID1384"
"CID2313","AID2018"
"CID3914","AID2018"
"CID5212","AID2018"
"CID5741","AID2018"
"CID7154","AID2018"
"CID8542","AID2018"
"CID2313","AID2786"
"CID3914","AID2786"
"CID5212","AID2786"
"CID5741","AID2786"
"CID7154","AID2786"
"CID8542","AID2786"
"CID2313","AID2848"
"CID3914","AID2848"
"CID5212","AID2848"
"CID5741","AID2848"
"CID7154","AID2848"
"CID8542","AID2848"
"CID2313","AID632"
"CID3914","AID632"
"CID5212","AID632"
"CID5741","AID632"
"CID7154","AID632"
"CID8542","AID632"
"CID7","AID139"
"CID6436","AID139"
"CID7376","AID139"
"CID8012","AID139"
"CID8190","AID139"
"CID7","AID1993"
"CID6436","AID1993"
"CID7376","AID1993"
"CID8012","AID1993"
"CID8190","AID1993"
"CID406","AID1754"
"CID2049","AID1754"
"CID985","AID2394"
"CID2896","AID2394"
"CID3874","AID2394"
"CID4640","AID2394"
"CID985","AID3302"
"CID2896","AID3302"
"CID3874","AID3302"
"CID4640","AID3302"
"CID2802","AID1185"
"CID1147","AID2554"
"CID2842","AID2554"
"CID1147","AID30"
"CID2842","AID30"
"CID1147","AID554"
"CID2842","AID554"
"CID1147","AID612"
"CID2842","AID612"
"CID596","AID1707"
"CID2788","AID1707"
"CID3213","AID1707"
"CID3656","AID1707"
"CID6654","AID1707"
"CID8723","AID1707"
"CID596","AID3871"
"CID2788","AID3871"
"CID3213","AID3871"
"CID3656","AID3871"
"CID6654","AID3871"
"CID8723","AID3871"
"CID2248","AID118"
"CID4337","AID118"
"CID7822","AID118"
"CID2248","AID3142"
"CID4337","AID3142"
"CID7822","AID3142"
"CID4467","AID3497"
"CID4660","AID3497"
"CID309","AID3948"
"CID3255","AID3948"
"CID4650","AID3948"
"CID5910","AID3948"
"CID6277","AID3948"
"CID8460","AID3948"
"CID775","AID1375"
"CID1188","AID1375"
"CID3475","AID1375"
"CID3921","AID1375"
"CID5042","AID1375"
"CID7762","AID1375"
"CID8363","AID1375"
"CID775","AID3629"
"CID1188","AID3629"
"CID3475","AID3629"
"CID3921","AID3629"
"CID5042","AID3629"
"CID7762","AID3629"
"CID8363","AID3629"
"CID43","AID264"
"CID2122","AID264"
"CID3772","AID264"
"CID4647","AID264"
"CID5186","AID264"
"CID6714","AID264"
"CID3724","AID431"
"CID5133","AID431"
"CID6967","AID431"
"CID3724","AID498"
"CID5133","AID498"
"CID6967","AID498"
"CID77","AID3696"
"CID1005","AID3696"
"CID4016","AID3696"
"CID7621","AID3696"
"CID8835","AID3696"
"CID285","AID2958"
"CID5533","AID1848"
"CID8813","AID1848"
"CID8918","AID1848"
"CID5533","AID3593"
"CID8813","AID3593"
"CID8918","AID3593"
"CID1076","AID3911"
"CID2572","AID3911"
"CID3722","AID3911"
"CID3789","AID3911"
"CID4145","AID3911"
"CID6835","AID3911"
"CID7652","AID3911"
"CID765","AID147"
"CID6115","AID147"
"CID6264","AID147"
"CID6573","AID147"
"CID765","AID2665"
"CID6115","AID2665"
"CID6264","AID2665"
"CID6573","AID2665"
"CID765","AID3688"
"CID6115","AID3688"
"CID6264","AID3688"
"CID6573","AID3688"
"CID765","AID41"
"CID6115","AID41"
"CID6264","AID41"
"CID6573","AID41"
"CID160","AID3590"
"CID676","AID3590"
"CID3775","AID3590"
"CID4009","AID3590"
"CID6226","AID3590"
"CID6374","AID3590"
"CID7791","AID3590"
"CID160","AID491"
"CID676","AID491"
"CID3775","AID491"
"CID4009","AID491"
"CID6226","AID491"
"CID6374","AID491"
"CID7791","AID491"
"CID160","AID803"
"CID676","AID803"
"CID3775","AID803"
"CID4009","AID803"
"CID6226","AID803"
"CID6374","AID803"
"CID7791","AID803"
"CID252","AID3449"
"CID2214","AID3449"
"CID2313","AID3449"
"CID6022","AID3449"
"CID6341","AID3449"
"CID7103","AID3449"
"CID7668","AID3449"
"CID252","AID3492"
"CID2214","AID3492"
"CID2313","AID3492"
"CID6022","AID3492"
"CID6341","AID3492"
"CID7103","AID3492"
"CID7668","AID3492"
"CID6219","AID2035"
"CID1230","AID2264"
"CID1586","AID2264"
"CID6450","AID2264"
"CID6525","AID2264"
"CID1230","AID2954"
"CID1586","AID2954"
"CID6450","AID2954"
"CID6525","AID2954"
"CID200","AID3641"
"CID6925","AID3641"
"CID200","AID70"
"CID6925","AID70"
"CID654","AID1600"
"CID1250","AID1600"
"CID2097","AID1600"
"CID2453","AID1600"
"CID2527","AID1600"
"CID3953","AID1600"
"CID7965","AID1600"
"CID156","AID2685"
"CID3019","AID2685"
"CID3793","AID2685"
"CID6617","AID2685"
"CID6711","AID2685"
"CID7257","AID2685"
"CID156","AID924"
"CID3019","AID924"
"CID3793","AID924"
"CID6617","AID924"
"CID6711","AID924"
"CID7257","AID924"
"CID3497","AID1450"
"CID5986","AID1450"
"CID3497","AID1708"
"CID5986","AID1708"
"CID7566","AID1094"
"CID7566","AID2671"
"CID4492","AID2130"
"CID6081","AID2130"
"CID6510","AID2130"
"CID7170","AID2130"
"CID4492","AID3507"
"CID6081","AID3507"
"CID6510","AID3507"
"CID7170","AID3507"
"CID184","AID2386"
"CID305","AID2386"
"CID4904","AID2386"
"CID7746","AID2386"
"CID184","AID2811"
"CID305","AID2811"
"CID4904","AID2811"
"CID7746","AID2811"
"CID2059","AID1936"
"CID6545","AID1936"
"CID7839","AID1936"
"CID517","AID3243"
"CID3563","AID3243"
"CID3832","AID3243"
"CID5655","AID3243"
"CID6279","AID3243"
"CID7176","AID3243"
"CID517","AID3982"
"CID3563","AID3982"
"CID3832","AID3982"
"CID5655","AID3982"
"CID6279","AID3982"
"CID7176","AID3982"
"CID227","AID2762"
"CID7791","AID2762"
"CID94","AID837"
"CID1736","AID837"
"CID3486","AID837"
"CID5886","AID837"
"CID7828","AID837"
"CID8273","AID837"
"CID8344","AID837"
"CID517","AID3610"
"CID3747","AID3610"
"CID5248","AID3610"
"CID5585","AID3610"
"CID5759","AID3610"
"CID8438","AID3610"
"CID517","AID3969"
"CID3747","AID3969"
"CID5248","AID3969"
"CID5585","AID3969"
"CID5759","AID3969"
"CID8438","AID3969"
"CID678","AID2587"
"CID752","AID2587"
"CID6214","AID2587"
"CID7666","AID2587"
"CID377","AID398"
"CID2059","AID398"
"CID2552","AID398"
"CID6416","AID398"
"CID6882","AID398"
"CID8727","AID398"
"CID8863","AID398"
"CID407","AID2260"
"CID810","AID2260"
"CID1425","AID2260"
"CID2215","AID2260"
"CID3811","AID2260"
"CID407","AID2366"
"CID810","AID2366"
"CID1425","AID2366"
"CID2215","AID2366"
"CID3811","AID2366"
"CID407","AID3939"
"CID810","AID3939"
"CID1425","AID3939"
"CID2215","AID3939"
"CID3811","AID3939"
"CID407","AID669"
"CID810","AID669"
"CID1425","AID669"
"CID2215","AID669"
"CID3811","AID669"
"CID1460","AID1437"
"CID1521","AID1437"
"CID2504","AID1437"
"CID4516","AID1437"
"CID6760","AID1437"
"CID8995","AID1437"
"CID1460","AID2625"
"CID1521","AID2625"
"CID2504","AID2625"
"CID4516","AID2625"
"CID6760","AID2625"
"CID8995","AID2625"
"CID7318","AID2144"
"CID7318","AID587"
"CID1667","AID1550"
"CID2011","AID1550"
"CID3203","AID1550"
"CID5694","AID1550"
"CID7187","AID1550"
"CID8399","AID1550"
"CID8732","AID1550"
"CID1037","AID1791"
"CID3060","AID1791"
"CID3957","AID1791"
"CID7986","AID1791"
"CID1037","AID3769"
"CID3060","AID3769"
"CID3957","AID3769"
"CID7986","AID3769"
"CID5687","AID17"
"CID6001","AID17"
"CID7526","AID17"
"CID7560","AID17"
