R_ID,R_NAME,R_DESC,R_OWNER,R_STATUS
R_ID105,R_NAME423,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops0",Caleb,Open
R_ID106,R_NAME879,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)0",Caleb,Open
R_ID107,R_NAME186,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.0,Caleb,Completed
R_ID108,R_NAME308,Clinician-requested bolus delivery shall be immediately halted when alarms sound.0,Alex,Open
R_ID109,R_NAME927,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.0",Caleb,Deffered
R_ID110,R_NAME302,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)0,Alex,Completed
R_ID111,R_NAME224,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions0",Alex,Completed
R_ID112,R_NAME904,Each log entry shall have a time stamp81 with its time of occurrence.0,Alex,Completed
R_ID113,R_NAME311,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.0",Alex,Completed
R_ID114,R_NAME697,tactile response (button press).0,Priya,Completed
R_ID115,R_NAME801,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.0,Caleb,Completed
R_ID116,R_NAME623,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.0",Priya,Completed
R_ID117,R_NAME931,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.0,Alex,Completed
R_ID118,R_NAME941,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.0,Caleb,Open
R_ID119,R_NAME427,Patient-requested bolus delivery shall be immediately halted when alarms sound.0,Caleb,Completed
R_ID120,R_NAME141,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.0",Alex,Deffered
R_ID121,R_NAME46,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.0",Caleb,Completed
R_ID122,R_NAME677,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,Alex,Deffered
R_ID123,R_NAME424,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).0",Caleb,Deffered
R_ID124,R_NAME849,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration0",Caleb,Completed
R_ID125,R_NAME409,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.0",Caleb,Deffered
R_ID126,R_NAME96,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.0,Caleb,Completed
R_ID127,R_NAME375,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.0",Caleb,Completed
R_ID128,R_NAME201,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.0",Caleb,Completed
R_ID129,R_NAME620,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).0,Caleb,Completed
R_ID130,R_NAME346,The scanner shall read and authenticate information from the drug’s package label0,Jay,Open
R_ID131,R_NAME168,The drug reservoir shall measure its contents.0,Alex,Completed
R_ID132,R_NAME775,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow0",Caleb,Completed
R_ID133,R_NAME39,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.1,Jay,Completed
R_ID134,R_NAME29,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.1",Caleb,Completed
R_ID135,R_NAME774,sound of audible alarm1,Caleb,Completed
R_ID136,R_NAME939,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.1",Alex,Completed
R_ID137,R_NAME120,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)1",Caleb,Completed
R_ID138,R_NAME300,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.1,Jay,Open
R_ID139,R_NAME434,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).1",Caleb,Deffered
R_ID140,R_NAME650,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.1,Alex,Completed
R_ID141,R_NAME391,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.1",Caleb,Completed
R_ID142,R_NAME694,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)1,Alex,Open
R_ID143,R_NAME368,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.1,Caleb,Completed
R_ID144,R_NAME831,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.1",Caleb,Completed
R_ID145,R_NAME139,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.1,Alex,Deffered
R_ID146,R_NAME413,The drug reservoir shall measure its contents.1,Caleb,Completed
R_ID147,R_NAME795,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.1",Alex,Completed
R_ID148,R_NAME214,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop1",Jay,Completed
R_ID149,R_NAME486,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.1",Alex,Deffered
R_ID150,R_NAME154,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.1",Priya,Completed
R_ID151,R_NAME714,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Priya,Completed
R_ID152,R_NAME372,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.1",Caleb,Open
R_ID153,R_NAME6,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow1",Caleb,Completed
R_ID154,R_NAME381,Clinician-requested bolus delivery shall be immediately halted when alarms sound.1,Caleb,Completed
R_ID155,R_NAME675,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.1",Priya,Open
R_ID156,R_NAME40,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.1,Alex,Completed
R_ID157,R_NAME432,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.1,Caleb,Completed
R_ID158,R_NAME151,"–requirement removed, Rx read from drug container by scanner1",Caleb,Deffered
R_ID159,R_NAME672,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown1",Caleb,Completed
R_ID160,R_NAME496,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.1,Caleb,Completed
R_ID161,R_NAME455,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops1",Caleb,Deffered
R_ID162,R_NAME361,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke1",Alex,Completed
R_ID163,R_NAME140,"display of visual information, and1",Jay,Completed
R_ID164,R_NAME821,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.1",Caleb,Completed
R_ID165,R_NAME517,The mechanical pump shall not allow reverse flow from the patient into the pump.1,Priya,Completed
R_ID166,R_NAME136,The PCA pump shall detect upstream occlusion.1,Caleb,Completed
R_ID167,R_NAME313,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.1",Jay,Completed
R_ID168,R_NAME86,The control panel shall allow authorized clinician bolus request 60 and choice of duration.1,Caleb,Completed
R_ID169,R_NAME569,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication1",Caleb,Completed
R_ID170,R_NAME170,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.1,Caleb,Deffered
R_ID171,R_NAME85,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Jay,Completed
R_ID172,R_NAME688,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.1,Priya,Open
R_ID173,R_NAME347,The scanner shall read and authenticate information from the clinician’s badge1,Jay,Completed
R_ID174,R_NAME272,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.1",Caleb,Deffered
R_ID175,R_NAME751,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.1",Priya,Deffered
R_ID176,R_NAME971,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.1,Alex,Completed
R_ID177,R_NAME217,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.1,Caleb,Completed
R_ID178,R_NAME729,The PCA pump shall use a physician’s prescription as device parameters.1,Caleb,Completed
R_ID179,R_NAME719,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.1,Caleb,Completed
R_ID180,R_NAME581,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.1",Caleb,Completed
R_ID181,R_NAME30,The Control Panel shall provide means to inactivate audible alarms indefinitely1,Caleb,Completed
R_ID182,R_NAME12,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.1",Alex,Completed
R_ID183,R_NAME22,"–removed, must scan Rx from label of drug container1",Caleb,Completed
R_ID184,R_NAME295,Component failure must not harm patient (beyond stopping function).1,Caleb,Completed
R_ID185,R_NAME18,Alarms shall be issued in order of occurrence.1,Jay,Completed
R_ID186,R_NAME435,Patient-requested bolus delivery shall be immediately halted when alarms sound.1,Caleb,Completed
R_ID187,R_NAME448,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist1",Priya,Completed
R_ID188,R_NAME962,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.1",Caleb,Completed
R_ID189,R_NAME51,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment1,Caleb,Completed
R_ID190,R_NAME929,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi1,Caleb,Completed
R_ID191,R_NAME540,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.1,Jay,Completed
R_ID192,R_NAME662,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Priya,Completed
R_ID193,R_NAME877,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration1",Alex,Completed
R_ID194,R_NAME350,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.1,Caleb,Completed
R_ID195,R_NAME913,tactile response (button press).1,Jay,Completed
R_ID196,R_NAME783,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.1",Alex,Open
R_ID197,R_NAME416,The PCA pump shall detect air-in-line embolism (bubble).1,Caleb,Completed
R_ID198,R_NAME388,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.1,Caleb,Completed
R_ID199,R_NAME414,The Control Panel shall provide means to cancel alarm signal inactivation.1,Jay,Completed
R_ID200,R_NAME534,The PCA pump shall issue alarms and warnings that require clinician attention.1,Caleb,Completed
R_ID201,R_NAME238,The PCA pump shall have a stop button1,Caleb,Completed
R_ID202,R_NAME21,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.1,Caleb,Completed
R_ID203,R_NAME750,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms1,Caleb,Completed
R_ID204,R_NAME679,All materials that contact fluid shall be biocompatible1,Priya,Completed
