UC_ID,R_ID
UC_ID107,R_ID3335
UC_ID107,R_ID4728
UC_ID107,R_ID995
UC_ID108,R_ID5519
UC_ID110,R_ID5584
UC_ID112,R_ID1303
UC_ID112,R_ID2148
UC_ID112,R_ID3240
UC_ID112,R_ID5500
UC_ID112,R_ID7126
UC_ID112,R_ID7432
UC_ID112,R_ID7863
UC_ID113,R_ID3707
UC_ID113,R_ID4170
UC_ID113,R_ID425
UC_ID113,R_ID4676
UC_ID113,R_ID7673
UC_ID113,R_ID977
UC_ID114,R_ID1341
UC_ID114,R_ID2354
UC_ID115,R_ID6664
UC_ID117,R_ID7933
UC_ID118,R_ID2207
UC_ID118,R_ID4555
UC_ID118,R_ID5645
UC_ID118,R_ID6826
UC_ID118,R_ID7555
UC_ID118,R_ID989
UC_ID122,R_ID3607
UC_ID122,R_ID3853
UC_ID122,R_ID6650
UC_ID123,R_ID1100
UC_ID123,R_ID2457
UC_ID123,R_ID3004
UC_ID123,R_ID5465
UC_ID123,R_ID6625
UC_ID123,R_ID7926
UC_ID126,R_ID111
UC_ID126,R_ID1670
UC_ID126,R_ID3280
UC_ID126,R_ID5138
UC_ID126,R_ID5306
UC_ID126,R_ID6008
UC_ID126,R_ID7715
UC_ID127,R_ID3376
UC_ID127,R_ID371
UC_ID127,R_ID7305
UC_ID129,R_ID186
UC_ID129,R_ID5214
UC_ID129,R_ID5374
UC_ID129,R_ID7207
UC_ID129,R_ID7787
UC_ID129,R_ID7879
UC_ID131,R_ID4639
UC_ID132,R_ID6367
UC_ID134,R_ID4518
UC_ID137,R_ID6497
UC_ID138,R_ID6132
UC_ID142,R_ID4731
UC_ID142,R_ID4959
UC_ID142,R_ID5232
UC_ID142,R_ID6720
UC_ID144,R_ID1985
UC_ID144,R_ID2709
UC_ID144,R_ID4969
UC_ID144,R_ID7956
UC_ID145,R_ID7008
UC_ID148,R_ID3310
UC_ID150,R_ID1810
UC_ID150,R_ID4878
UC_ID150,R_ID6727
UC_ID150,R_ID6895
UC_ID150,R_ID7874
UC_ID151,R_ID1373
UC_ID151,R_ID368
UC_ID151,R_ID7623
UC_ID151,R_ID7899
UC_ID152,R_ID4489
UC_ID155,R_ID2581
UC_ID155,R_ID2711
UC_ID155,R_ID4142
UC_ID155,R_ID4814
UC_ID155,R_ID4877
UC_ID155,R_ID7336
UC_ID156,R_ID5088
UC_ID156,R_ID5732
UC_ID157,R_ID594
UC_ID158,R_ID1473
UC_ID160,R_ID4133
UC_ID161,R_ID7254
UC_ID162,R_ID4237
UC_ID164,R_ID379
UC_ID164,R_ID5120
UC_ID164,R_ID5282
UC_ID165,R_ID2710
UC_ID165,R_ID3646
UC_ID165,R_ID5177
UC_ID168,R_ID1394
UC_ID169,R_ID3020
UC_ID169,R_ID4411
UC_ID169,R_ID4584
UC_ID170,R_ID5979
UC_ID170,R_ID7060
UC_ID170,R_ID7194
UC_ID171,R_ID4508
UC_ID172,R_ID2091
UC_ID172,R_ID2836
UC_ID172,R_ID4483
UC_ID172,R_ID5283
UC_ID172,R_ID7077
UC_ID172,R_ID91
UC_ID174,R_ID4262
UC_ID174,R_ID6077
UC_ID175,R_ID122
UC_ID175,R_ID2315
UC_ID175,R_ID4301
UC_ID175,R_ID5523
UC_ID176,R_ID2714
UC_ID176,R_ID7996
UC_ID177,R_ID2679
UC_ID178,R_ID2364
UC_ID180,R_ID1760
UC_ID180,R_ID3113
UC_ID180,R_ID5788
UC_ID180,R_ID6173
UC_ID181,R_ID542
UC_ID185,R_ID382
UC_ID185,R_ID4776
UC_ID187,R_ID3193
UC_ID187,R_ID4089
UC_ID187,R_ID5802
UC_ID187,R_ID6526
UC_ID187,R_ID715
UC_ID187,R_ID998
UC_ID188,R_ID2760
UC_ID188,R_ID2812
UC_ID188,R_ID3782
UC_ID188,R_ID5339
UC_ID190,R_ID1405
UC_ID191,R_ID20
UC_ID191,R_ID3328
UC_ID193,R_ID2144
UC_ID194,R_ID6089
UC_ID194,R_ID6535
UC_ID194,R_ID7809
UC_ID194,R_ID998
UC_ID195,R_ID2212
UC_ID195,R_ID4809
UC_ID195,R_ID7820
UC_ID196,R_ID167
UC_ID197,R_ID3751
UC_ID198,R_ID1525
UC_ID198,R_ID2771
UC_ID198,R_ID3116
UC_ID198,R_ID6223
UC_ID198,R_ID75
UC_ID199,R_ID5239
UC_ID200,R_ID3284
UC_ID201,R_ID2849
UC_ID202,R_ID2051
UC_ID202,R_ID5049
UC_ID202,R_ID7208
UC_ID202,R_ID753
UC_ID202,R_ID7582
UC_ID203,R_ID2562
UC_ID203,R_ID4116
UC_ID203,R_ID7759
UC_ID204,R_ID6013
UC_ID206,R_ID237
UC_ID211,R_ID2400
UC_ID211,R_ID2737
UC_ID211,R_ID3104
UC_ID211,R_ID4824
UC_ID211,R_ID5027
UC_ID212,R_ID1453
UC_ID212,R_ID1635
UC_ID212,R_ID3977
UC_ID212,R_ID5177
UC_ID212,R_ID66
UC_ID215,R_ID3382
UC_ID216,R_ID7446
UC_ID216,R_ID7661
UC_ID216,R_ID918
UC_ID216,R_ID999
UC_ID217,R_ID1158
UC_ID217,R_ID825
UC_ID219,R_ID165
UC_ID219,R_ID5694
UC_ID220,R_ID4079
UC_ID220,R_ID7793
UC_ID220,R_ID799
UC_ID221,R_ID5478
UC_ID222,R_ID2829
UC_ID224,R_ID2831
UC_ID226,R_ID5673
UC_ID227,R_ID2121
UC_ID227,R_ID3656
UC_ID227,R_ID695
UC_ID227,R_ID7619
UC_ID229,R_ID2196
UC_ID229,R_ID2508
UC_ID229,R_ID3695
UC_ID229,R_ID3801
UC_ID229,R_ID5229
UC_ID229,R_ID7552
UC_ID230,R_ID122
UC_ID230,R_ID2147
UC_ID230,R_ID3987
UC_ID230,R_ID4792
UC_ID230,R_ID5915
UC_ID233,R_ID1448
UC_ID233,R_ID2309
UC_ID234,R_ID6654
UC_ID236,R_ID3923
UC_ID236,R_ID4335
UC_ID236,R_ID4983
UC_ID236,R_ID7381
UC_ID239,R_ID752
UC_ID240,R_ID2406
UC_ID240,R_ID4075
UC_ID240,R_ID7664
UC_ID243,R_ID7464
UC_ID245,R_ID1791
UC_ID245,R_ID2171
UC_ID245,R_ID4830
UC_ID245,R_ID5176
UC_ID245,R_ID5230
UC_ID245,R_ID5267
UC_ID245,R_ID7176
UC_ID246,R_ID2215
UC_ID247,R_ID1580
UC_ID250,R_ID3143
UC_ID251,R_ID2379
UC_ID251,R_ID467
UC_ID251,R_ID6150
UC_ID252,R_ID1253
UC_ID252,R_ID3203
UC_ID252,R_ID6582
UC_ID253,R_ID1713
UC_ID253,R_ID5817
UC_ID253,R_ID6773
UC_ID256,R_ID1677
UC_ID256,R_ID5293
UC_ID256,R_ID6154
UC_ID257,R_ID6075
UC_ID261,R_ID1885
UC_ID261,R_ID2431
UC_ID261,R_ID2760
UC_ID261,R_ID5865
UC_ID261,R_ID7577
UC_ID261,R_ID7834
UC_ID263,R_ID3659
UC_ID264,R_ID6957
UC_ID265,R_ID3855
UC_ID267,R_ID1353
UC_ID268,R_ID3723
UC_ID270,R_ID900
UC_ID272,R_ID6918
UC_ID273,R_ID301
UC_ID273,R_ID4560
UC_ID274,R_ID1852
UC_ID274,R_ID2621
UC_ID274,R_ID3136
UC_ID274,R_ID3547
UC_ID274,R_ID5569
UC_ID274,R_ID5998
UC_ID274,R_ID6145
UC_ID275,R_ID168
UC_ID275,R_ID2635
UC_ID275,R_ID3538
UC_ID275,R_ID4194
UC_ID275,R_ID4362
UC_ID276,R_ID3689
UC_ID277,R_ID299
UC_ID277,R_ID4878
UC_ID277,R_ID5388
UC_ID277,R_ID6064
UC_ID277,R_ID6699
UC_ID277,R_ID7378
UC_ID277,R_ID7617
UC_ID280,R_ID1712
UC_ID280,R_ID4591
UC_ID280,R_ID4625
UC_ID280,R_ID610
UC_ID280,R_ID7017
UC_ID281,R_ID468
UC_ID282,R_ID1148
UC_ID282,R_ID4989
UC_ID282,R_ID5354
UC_ID282,R_ID7438
UC_ID283,R_ID3126
UC_ID283,R_ID5147
UC_ID283,R_ID5176
UC_ID283,R_ID6528
UC_ID283,R_ID6862
UC_ID284,R_ID1751
UC_ID284,R_ID3132
UC_ID285,R_ID1659
UC_ID285,R_ID2964
UC_ID285,R_ID4393
UC_ID285,R_ID5467
UC_ID285,R_ID7045
UC_ID285,R_ID761
UC_ID285,R_ID7856
UC_ID286,R_ID6226
UC_ID289,R_ID2763
UC_ID289,R_ID7891
UC_ID291,R_ID3744
UC_ID291,R_ID6061
UC_ID291,R_ID867
UC_ID291,R_ID878
UC_ID292,R_ID52
UC_ID293,R_ID4169
UC_ID295,R_ID3430
UC_ID295,R_ID3436
UC_ID295,R_ID774
UC_ID296,R_ID104
UC_ID297,R_ID1146
UC_ID297,R_ID2017
UC_ID297,R_ID7159
UC_ID297,R_ID7591
UC_ID298,R_ID6668
UC_ID299,R_ID1214
UC_ID299,R_ID4480
UC_ID299,R_ID5958
UC_ID300,R_ID4537
UC_ID301,R_ID3172
UC_ID301,R_ID5955
UC_ID301,R_ID6089
UC_ID301,R_ID7997
UC_ID303,R_ID317
UC_ID303,R_ID3305
UC_ID303,R_ID7353
UC_ID303,R_ID7641
UC_ID303,R_ID7761
UC_ID303,R_ID927
UC_ID304,R_ID1793
UC_ID305,R_ID1929
UC_ID305,R_ID5825
UC_ID305,R_ID5929
UC_ID305,R_ID905
UC_ID306,R_ID4745
UC_ID307,R_ID4168
UC_ID307,R_ID443
UC_ID308,R_ID2481
UC_ID308,R_ID3726
UC_ID308,R_ID5546
UC_ID308,R_ID7995
UC_ID309,R_ID1615
UC_ID309,R_ID4546
UC_ID309,R_ID6898
UC_ID309,R_ID7912
UC_ID310,R_ID2183
UC_ID315,R_ID1785
UC_ID315,R_ID1804
UC_ID315,R_ID438
UC_ID315,R_ID4985
UC_ID315,R_ID6133
UC_ID315,R_ID7306
UC_ID315,R_ID7943
UC_ID317,R_ID6770
UC_ID318,R_ID635
UC_ID322,R_ID2790
UC_ID322,R_ID4651
UC_ID323,R_ID3440
UC_ID324,R_ID6619
UC_ID325,R_ID1198
UC_ID326,R_ID1864
UC_ID326,R_ID3290
UC_ID326,R_ID3389
UC_ID326,R_ID5516
UC_ID326,R_ID5947
UC_ID326,R_ID6771
UC_ID327,R_ID1891
UC_ID327,R_ID3580
UC_ID327,R_ID4411
UC_ID327,R_ID5310
UC_ID327,R_ID5639
UC_ID327,R_ID662
UC_ID327,R_ID7969
UC_ID328,R_ID6481
UC_ID329,R_ID1806
UC_ID330,R_ID7193
UC_ID332,R_ID5287
UC_ID333,R_ID1119
UC_ID333,R_ID1470
UC_ID333,R_ID5180
UC_ID333,R_ID5782
UC_ID333,R_ID6668
UC_ID333,R_ID811
UC_ID334,R_ID1364
UC_ID334,R_ID584
UC_ID336,R_ID2681
UC_ID336,R_ID6806
UC_ID336,R_ID6994
UC_ID337,R_ID1551
UC_ID337,R_ID1897
UC_ID337,R_ID3750
UC_ID337,R_ID4308
UC_ID337,R_ID6952
UC_ID338,R_ID4952
UC_ID339,R_ID3955
UC_ID343,R_ID6269
UC_ID344,R_ID2176
UC_ID344,R_ID811
UC_ID346,R_ID7917
UC_ID348,R_ID7477
UC_ID350,R_ID3729
UC_ID351,R_ID1215
UC_ID351,R_ID1777
UC_ID351,R_ID6073
UC_ID353,R_ID5593
UC_ID354,R_ID7285
UC_ID355,R_ID1107
UC_ID355,R_ID1752
UC_ID355,R_ID3309
UC_ID355,R_ID3318
UC_ID355,R_ID5284
UC_ID355,R_ID7246
UC_ID355,R_ID7845
UC_ID356,R_ID1135
UC_ID356,R_ID4030
UC_ID356,R_ID4118
UC_ID356,R_ID4657
UC_ID356,R_ID5990
UC_ID356,R_ID6405
UC_ID356,R_ID923
UC_ID357,R_ID1814
UC_ID357,R_ID5687
UC_ID357,R_ID6884
UC_ID357,R_ID6927
UC_ID358,R_ID2415
UC_ID358,R_ID5850
UC_ID358,R_ID6942
UC_ID362,R_ID2300
UC_ID362,R_ID3861
UC_ID364,R_ID5836
UC_ID365,R_ID1517
UC_ID366,R_ID5316
UC_ID368,R_ID1193
UC_ID369,R_ID1471
UC_ID369,R_ID1871
UC_ID369,R_ID2731
UC_ID369,R_ID4187
UC_ID369,R_ID4451
UC_ID369,R_ID6605
UC_ID370,R_ID3868
UC_ID370,R_ID594
UC_ID371,R_ID1167
UC_ID372,R_ID3597
UC_ID372,R_ID3999
UC_ID372,R_ID4174
UC_ID372,R_ID5123
UC_ID373,R_ID638
UC_ID374,R_ID2588
UC_ID375,R_ID4696
UC_ID377,R_ID285
UC_ID377,R_ID6685
UC_ID377,R_ID7712
UC_ID378,R_ID3862
UC_ID379,R_ID7441
UC_ID381,R_ID2407
UC_ID381,R_ID3450
UC_ID382,R_ID1667
UC_ID383,R_ID720
UC_ID384,R_ID2314
UC_ID384,R_ID2473
UC_ID384,R_ID2577
UC_ID384,R_ID2854
UC_ID384,R_ID3857
UC_ID384,R_ID459
UC_ID384,R_ID5213
UC_ID385,R_ID4577
UC_ID386,R_ID5274
UC_ID386,R_ID6784
UC_ID386,R_ID7016
UC_ID387,R_ID1077
UC_ID387,R_ID4730
UC_ID387,R_ID6839
UC_ID387,R_ID773
UC_ID387,R_ID80
UC_ID388,R_ID4981
UC_ID388,R_ID6050
UC_ID388,R_ID6102
UC_ID390,R_ID7468
UC_ID391,R_ID1880
UC_ID391,R_ID3656
UC_ID391,R_ID4469
UC_ID391,R_ID5302
UC_ID391,R_ID5690
UC_ID391,R_ID7237
UC_ID391,R_ID7783
UC_ID394,R_ID1533
UC_ID397,R_ID541
UC_ID397,R_ID5586
UC_ID397,R_ID7653
UC_ID399,R_ID1994
UC_ID399,R_ID3328
UC_ID399,R_ID488
UC_ID399,R_ID6950
UC_ID399,R_ID7797
UC_ID399,R_ID7938
UC_ID400,R_ID2171
UC_ID400,R_ID2538
UC_ID400,R_ID6918
UC_ID400,R_ID7161
UC_ID400,R_ID7436
UC_ID400,R_ID7904
UC_ID401,R_ID3594
UC_ID402,R_ID4089
UC_ID403,R_ID2288
UC_ID403,R_ID2810
UC_ID403,R_ID3753
UC_ID403,R_ID4251
UC_ID403,R_ID4880
UC_ID403,R_ID7521
UC_ID404,R_ID2635
UC_ID405,R_ID2138
UC_ID405,R_ID6169
UC_ID405,R_ID6359
UC_ID406,R_ID5538
UC_ID407,R_ID1762
UC_ID407,R_ID3212
UC_ID407,R_ID6106
UC_ID407,R_ID720
UC_ID408,R_ID5581
UC_ID410,R_ID6876
UC_ID412,R_ID2722
UC_ID412,R_ID2870
UC_ID412,R_ID85
UC_ID413,R_ID356
UC_ID414,R_ID5399
UC_ID414,R_ID7572
UC_ID415,R_ID279
UC_ID415,R_ID4633
UC_ID415,R_ID7245
UC_ID415,R_ID7470
UC_ID416,R_ID3394
UC_ID418,R_ID6109
UC_ID419,R_ID6436
UC_ID421,R_ID3879
UC_ID421,R_ID4975
UC_ID421,R_ID6999
UC_ID421,R_ID72
UC_ID421,R_ID7939
UC_ID422,R_ID135
UC_ID422,R_ID1373
UC_ID422,R_ID6453
UC_ID422,R_ID6478
UC_ID422,R_ID670
UC_ID422,R_ID7636
UC_ID425,R_ID1384
UC_ID425,R_ID7093
UC_ID427,R_ID2076
UC_ID428,R_ID2448
UC_ID428,R_ID4629
UC_ID429,R_ID1270
UC_ID429,R_ID3356
UC_ID429,R_ID4099
UC_ID429,R_ID6924
UC_ID429,R_ID7503
UC_ID432,R_ID334
UC_ID433,R_ID5877
UC_ID434,R_ID1074
UC_ID434,R_ID4234
UC_ID434,R_ID4578
UC_ID434,R_ID5038
UC_ID434,R_ID5536
UC_ID434,R_ID6985
UC_ID434,R_ID7773
UC_ID435,R_ID574
UC_ID435,R_ID583
UC_ID435,R_ID6130
UC_ID435,R_ID6768
UC_ID436,R_ID946
UC_ID438,R_ID2085
UC_ID438,R_ID296
UC_ID438,R_ID3940
UC_ID438,R_ID6002
UC_ID438,R_ID686
UC_ID439,R_ID3615
UC_ID439,R_ID3884
UC_ID439,R_ID5738
UC_ID439,R_ID5964
UC_ID439,R_ID7289
UC_ID439,R_ID7579
UC_ID440,R_ID2188
UC_ID440,R_ID6151
UC_ID442,R_ID1571
UC_ID442,R_ID1732
UC_ID442,R_ID3678
UC_ID442,R_ID6521
UC_ID443,R_ID1560
UC_ID443,R_ID3581
UC_ID443,R_ID3697
UC_ID443,R_ID4472
UC_ID443,R_ID5250
UC_ID443,R_ID6607
UC_ID445,R_ID1818
UC_ID446,R_ID5990
UC_ID446,R_ID824
UC_ID448,R_ID3206
UC_ID449,R_ID5340
UC_ID450,R_ID1418
UC_ID450,R_ID2809
UC_ID450,R_ID4864
UC_ID450,R_ID6517
UC_ID450,R_ID6731
UC_ID451,R_ID1350
UC_ID453,R_ID4933
UC_ID453,R_ID5751
UC_ID454,R_ID1134
UC_ID454,R_ID6107
UC_ID456,R_ID1339
UC_ID456,R_ID2806
UC_ID456,R_ID4433
UC_ID456,R_ID6043
UC_ID456,R_ID6400
UC_ID456,R_ID665
UC_ID456,R_ID7723
UC_ID457,R_ID5240
UC_ID461,R_ID3357
UC_ID461,R_ID3607
UC_ID461,R_ID5098
UC_ID461,R_ID700
UC_ID463,R_ID2133
UC_ID463,R_ID384
UC_ID463,R_ID6560
UC_ID463,R_ID7028
UC_ID463,R_ID7306
UC_ID465,R_ID2159
UC_ID465,R_ID2228
UC_ID465,R_ID825
UC_ID467,R_ID4170
UC_ID468,R_ID2000
UC_ID468,R_ID2860
UC_ID468,R_ID3449
UC_ID468,R_ID506
UC_ID468,R_ID5883
UC_ID468,R_ID7191
UC_ID469,R_ID4611
UC_ID470,R_ID2449
UC_ID470,R_ID3023
UC_ID470,R_ID7696
UC_ID474,R_ID7918
UC_ID476,R_ID1745
UC_ID476,R_ID4864
UC_ID476,R_ID7718
UC_ID478,R_ID496
UC_ID480,R_ID1254
UC_ID480,R_ID386
UC_ID480,R_ID7482
UC_ID480,R_ID7557
UC_ID480,R_ID7836
UC_ID482,R_ID6430
UC_ID483,R_ID2398
UC_ID483,R_ID4260
UC_ID483,R_ID470
UC_ID483,R_ID4736
UC_ID483,R_ID5240
UC_ID483,R_ID7243
UC_ID483,R_ID7259
UC_ID484,R_ID2674
UC_ID485,R_ID826
UC_ID487,R_ID3830
UC_ID488,R_ID4289
UC_ID488,R_ID582
UC_ID488,R_ID5946
UC_ID489,R_ID5561
UC_ID490,R_ID1291
UC_ID490,R_ID2387
UC_ID490,R_ID2844
UC_ID490,R_ID7999
UC_ID491,R_ID3875
UC_ID492,R_ID1344
UC_ID492,R_ID4226
UC_ID492,R_ID4825
UC_ID493,R_ID5224
UC_ID493,R_ID7823
UC_ID494,R_ID1511
UC_ID494,R_ID3070
UC_ID494,R_ID5264
UC_ID494,R_ID5652
UC_ID494,R_ID6267
UC_ID494,R_ID6384
UC_ID494,R_ID6911
UC_ID495,R_ID4950
UC_ID497,R_ID3519
UC_ID499,R_ID2425
UC_ID501,R_ID1505
UC_ID501,R_ID1799
UC_ID501,R_ID3564
UC_ID501,R_ID4208
UC_ID501,R_ID7048
UC_ID501,R_ID7473
UC_ID501,R_ID7476
UC_ID502,R_ID2029
UC_ID502,R_ID4692
UC_ID502,R_ID6470
UC_ID502,R_ID6995
UC_ID502,R_ID7522
UC_ID503,R_ID2387
UC_ID503,R_ID3544
UC_ID503,R_ID4700
UC_ID503,R_ID6244
UC_ID503,R_ID6735
UC_ID503,R_ID7783
UC_ID505,R_ID3974
UC_ID505,R_ID4213
UC_ID505,R_ID5058
UC_ID505,R_ID5524
UC_ID505,R_ID6214
UC_ID505,R_ID6358
UC_ID505,R_ID803
UC_ID507,R_ID3280
UC_ID508,R_ID6914
UC_ID509,R_ID1577
UC_ID509,R_ID3525
UC_ID509,R_ID5966
UC_ID509,R_ID7891
UC_ID511,R_ID1223
UC_ID511,R_ID6630
UC_ID513,R_ID3802
UC_ID513,R_ID5788
UC_ID513,R_ID673
UC_ID513,R_ID7282
UC_ID514,R_ID223
UC_ID514,R_ID2573
UC_ID516,R_ID1345
UC_ID516,R_ID1947
UC_ID516,R_ID2817
UC_ID516,R_ID4680
UC_ID516,R_ID7998
UC_ID517,R_ID1723
UC_ID517,R_ID4674
UC_ID517,R_ID6268
UC_ID517,R_ID7918
UC_ID518,R_ID905
UC_ID519,R_ID6841
UC_ID520,R_ID5551
UC_ID520,R_ID6673
UC_ID520,R_ID7913
UC_ID521,R_ID7515
UC_ID522,R_ID5883
UC_ID522,R_ID7105
UC_ID523,R_ID5659
UC_ID524,R_ID2546
UC_ID524,R_ID4013
UC_ID525,R_ID2921
UC_ID528,R_ID1880
UC_ID528,R_ID1977
UC_ID528,R_ID7365
UC_ID528,R_ID98
UC_ID529,R_ID1736
UC_ID531,R_ID2435
UC_ID532,R_ID5829
UC_ID535,R_ID5536
UC_ID535,R_ID6015
UC_ID535,R_ID6477
UC_ID535,R_ID6793
UC_ID536,R_ID1393
UC_ID536,R_ID3113
UC_ID536,R_ID5434
UC_ID536,R_ID7068
UC_ID537,R_ID6011
UC_ID538,R_ID751
UC_ID538,R_ID7644
UC_ID539,R_ID5020
UC_ID539,R_ID5099
UC_ID539,R_ID540
UC_ID539,R_ID7144
UC_ID539,R_ID7519
UC_ID539,R_ID7770
UC_ID539,R_ID923
UC_ID541,R_ID1203
UC_ID542,R_ID1732
UC_ID542,R_ID2480
UC_ID542,R_ID2725
UC_ID542,R_ID2836
UC_ID542,R_ID2994
UC_ID542,R_ID7577
UC_ID543,R_ID3915
UC_ID545,R_ID144
UC_ID546,R_ID7361
UC_ID547,R_ID2223
UC_ID547,R_ID4593
UC_ID547,R_ID5419
UC_ID548,R_ID6677
