R_ID,CC_ID
R_ID169,CC_ID6685
R_ID170,CC_ID11629
R_ID172,CC_ID9537
R_ID175,CC_ID11327
R_ID177,CC_ID7679
R_ID178,CC_ID9814
R_ID182,CC_ID8720
R_ID183,CC_ID12105
R_ID186,CC_ID818
R_ID187,CC_ID6752
R_ID190,CC_ID11617
R_ID190,CC_ID2334
R_ID190,CC_ID9907
R_ID191,CC_ID5755
R_ID192,CC_ID10037
R_ID193,CC_ID517
R_ID193,CC_ID7865
R_ID193,CC_ID8043
R_ID197,CC_ID10215
R_ID198,CC_ID2732
R_ID200,CC_ID3916
R_ID201,CC_ID11357
R_ID202,CC_ID10165
R_ID203,CC_ID6023
R_ID204,CC_ID2837
R_ID204,CC_ID4927
R_ID205,CC_ID10469
R_ID205,CC_ID5671
R_ID209,CC_ID914
R_ID212,CC_ID5267
R_ID213,CC_ID4712
R_ID216,CC_ID153
R_ID217,CC_ID10566
R_ID218,CC_ID1789
R_ID220,CC_ID2150
R_ID221,CC_ID5413
R_ID223,CC_ID4520
R_ID224,CC_ID9155
R_ID226,CC_ID10411
R_ID226,CC_ID8883
R_ID226,CC_ID9825
R_ID227,CC_ID1295
R_ID228,CC_ID4180
R_ID230,CC_ID8606
R_ID231,CC_ID2880
R_ID234,CC_ID3423
R_ID238,CC_ID348
R_ID240,CC_ID9082
R_ID242,CC_ID7442
R_ID244,CC_ID502
R_ID247,CC_ID1261
R_ID250,CC_ID4881
R_ID251,CC_ID7322
R_ID253,CC_ID6431
R_ID255,CC_ID4146
R_ID258,CC_ID12437
R_ID259,CC_ID376
R_ID261,CC_ID12509
R_ID262,CC_ID732
R_ID263,CC_ID6034
R_ID264,CC_ID7321
R_ID266,CC_ID5564
R_ID270,CC_ID11466
R_ID273,CC_ID8680
R_ID275,CC_ID8651
R_ID278,CC_ID7866
R_ID281,CC_ID1540
R_ID283,CC_ID5965
R_ID285,CC_ID6743
R_ID286,CC_ID7614
R_ID287,CC_ID3987
R_ID288,CC_ID10270
R_ID289,CC_ID4923
R_ID290,CC_ID2996
R_ID291,CC_ID3282
R_ID292,CC_ID11819
R_ID293,CC_ID6272
R_ID300,CC_ID9294
R_ID301,CC_ID6983
R_ID302,CC_ID9173
R_ID305,CC_ID3129
R_ID307,CC_ID8803
R_ID308,CC_ID4525
R_ID309,CC_ID4912
R_ID313,CC_ID3091
R_ID314,CC_ID113
R_ID316,CC_ID1429
R_ID316,CC_ID4424
R_ID317,CC_ID10575
R_ID318,CC_ID9396
R_ID320,CC_ID3826
R_ID322,CC_ID12885
R_ID325,CC_ID7971
R_ID327,CC_ID9872
R_ID328,CC_ID859
R_ID331,CC_ID6889
R_ID332,CC_ID5363
R_ID334,CC_ID4580
R_ID335,CC_ID10131
R_ID336,CC_ID4851
R_ID337,CC_ID5000
R_ID338,CC_ID11842
R_ID339,CC_ID6782
R_ID347,CC_ID9349
R_ID349,CC_ID853
R_ID351,CC_ID4798
R_ID352,CC_ID9737
R_ID354,CC_ID12074
R_ID357,CC_ID2777
R_ID358,CC_ID1479
R_ID362,CC_ID5984
R_ID362,CC_ID7088
R_ID363,CC_ID11519
R_ID364,CC_ID2429
R_ID367,CC_ID2808
R_ID369,CC_ID407
R_ID370,CC_ID3288
R_ID373,CC_ID6494
R_ID374,CC_ID4759
R_ID376,CC_ID2641
R_ID376,CC_ID4017
R_ID376,CC_ID4146
R_ID379,CC_ID4723
R_ID380,CC_ID8734
R_ID382,CC_ID9857
R_ID383,CC_ID4376
R_ID387,CC_ID8403
R_ID389,CC_ID8428
R_ID390,CC_ID10183
R_ID391,CC_ID10983
R_ID393,CC_ID6223
R_ID394,CC_ID4333
R_ID396,CC_ID728
R_ID398,CC_ID3437
R_ID399,CC_ID4208
R_ID401,CC_ID8211
R_ID403,CC_ID11470
R_ID406,CC_ID12301
R_ID407,CC_ID498
R_ID408,CC_ID5294
R_ID409,CC_ID6658
R_ID410,CC_ID1356
R_ID411,CC_ID3641
R_ID413,CC_ID11559
R_ID413,CC_ID1921
R_ID414,CC_ID2598
R_ID415,CC_ID3485
R_ID415,CC_ID8657
R_ID416,CC_ID6689
R_ID417,CC_ID3631
R_ID423,CC_ID1448
R_ID424,CC_ID9802
R_ID425,CC_ID11613
R_ID426,CC_ID448
R_ID427,CC_ID9423
R_ID431,CC_ID4363
R_ID433,CC_ID1435
R_ID435,CC_ID4098
R_ID437,CC_ID680
R_ID439,CC_ID1246
R_ID440,CC_ID53
R_ID441,CC_ID11043
R_ID442,CC_ID5497
R_ID443,CC_ID10919
R_ID444,CC_ID963
R_ID445,CC_ID2521
R_ID447,CC_ID5622
R_ID453,CC_ID3419
R_ID454,CC_ID12454
R_ID455,CC_ID1540
R_ID456,CC_ID7268
R_ID458,CC_ID3222
R_ID460,CC_ID191
R_ID461,CC_ID7593
R_ID462,CC_ID8544
R_ID462,CC_ID9736
R_ID465,CC_ID7592
R_ID469,CC_ID681
R_ID470,CC_ID10735
R_ID471,CC_ID8968
R_ID472,CC_ID1629
R_ID474,CC_ID9203
R_ID476,CC_ID11438
R_ID476,CC_ID12460
R_ID476,CC_ID9906
R_ID484,CC_ID387
R_ID486,CC_ID3571
R_ID489,CC_ID7375
R_ID491,CC_ID12475
R_ID494,CC_ID1621
R_ID500,CC_ID8915
R_ID503,CC_ID8491
R_ID504,CC_ID621
R_ID505,CC_ID1235
R_ID507,CC_ID11948
R_ID511,CC_ID8940
R_ID512,CC_ID8695
R_ID515,CC_ID5309
R_ID516,CC_ID1139
R_ID518,CC_ID12182
R_ID518,CC_ID4058
R_ID519,CC_ID370
R_ID520,CC_ID12037
R_ID523,CC_ID311
R_ID524,CC_ID10745
R_ID526,CC_ID11868
R_ID526,CC_ID7523
R_ID528,CC_ID2183
R_ID529,CC_ID4583
R_ID529,CC_ID7871
R_ID534,CC_ID6185
R_ID534,CC_ID6608
R_ID534,CC_ID9478
R_ID539,CC_ID6236
R_ID541,CC_ID2228
R_ID541,CC_ID3477
R_ID545,CC_ID6215
R_ID547,CC_ID12715
R_ID548,CC_ID4834
R_ID550,CC_ID3950
R_ID553,CC_ID10075
R_ID553,CC_ID5693
R_ID555,CC_ID748
R_ID558,CC_ID12758
R_ID559,CC_ID4681
R_ID560,CC_ID6448
R_ID561,CC_ID3915
R_ID563,CC_ID11599
R_ID564,CC_ID7289
R_ID566,CC_ID1471
R_ID567,CC_ID602
R_ID568,CC_ID5284
R_ID571,CC_ID4394
R_ID573,CC_ID6954
R_ID574,CC_ID10434
R_ID576,CC_ID523
R_ID577,CC_ID1025
R_ID578,CC_ID9377
R_ID580,CC_ID12444
R_ID581,CC_ID3641
R_ID581,CC_ID8620
R_ID581,CC_ID9153
R_ID584,CC_ID3981
R_ID588,CC_ID9883
R_ID590,CC_ID6983
R_ID591,CC_ID1000
R_ID592,CC_ID4410
R_ID593,CC_ID11109
R_ID597,CC_ID2108
R_ID599,CC_ID467
R_ID600,CC_ID3607
R_ID601,CC_ID4338
R_ID602,CC_ID10700
R_ID603,CC_ID1071
R_ID603,CC_ID1724
R_ID604,CC_ID2615
R_ID605,CC_ID2037
R_ID607,CC_ID1394
R_ID610,CC_ID4700
R_ID613,CC_ID10434
R_ID614,CC_ID6360
R_ID615,CC_ID3201
R_ID618,CC_ID1095
R_ID620,CC_ID5677
R_ID622,CC_ID1294
R_ID623,CC_ID10949
R_ID624,CC_ID3247
R_ID625,CC_ID8396
R_ID627,CC_ID8023
R_ID632,CC_ID4417
R_ID633,CC_ID7373
R_ID637,CC_ID724
R_ID641,CC_ID8005
R_ID642,CC_ID10924
R_ID646,CC_ID2835
R_ID646,CC_ID3969
R_ID646,CC_ID9949
R_ID647,CC_ID6135
R_ID652,CC_ID5605
R_ID653,CC_ID12057
R_ID654,CC_ID8012
R_ID655,CC_ID7228
R_ID656,CC_ID2212
R_ID657,CC_ID1319
R_ID659,CC_ID8800
R_ID661,CC_ID10164
R_ID662,CC_ID9309
R_ID664,CC_ID7168
R_ID666,CC_ID2377
R_ID666,CC_ID6896
R_ID666,CC_ID8145
R_ID667,CC_ID4238
R_ID669,CC_ID2963
R_ID673,CC_ID11931
R_ID674,CC_ID4003
R_ID675,CC_ID11854
R_ID677,CC_ID4893
R_ID678,CC_ID8353
R_ID679,CC_ID25
R_ID682,CC_ID9706
R_ID687,CC_ID4327
R_ID689,CC_ID8912
R_ID690,CC_ID9902
R_ID691,CC_ID2910
R_ID692,CC_ID6430
R_ID693,CC_ID6750
R_ID694,CC_ID8388
R_ID694,CC_ID8823
R_ID696,CC_ID12106
R_ID697,CC_ID1397
R_ID698,CC_ID11346
R_ID699,CC_ID12340
R_ID702,CC_ID6135
R_ID703,CC_ID289
R_ID704,CC_ID1680
R_ID705,CC_ID7257
R_ID708,CC_ID6550
R_ID709,CC_ID5507
R_ID710,CC_ID484
R_ID711,CC_ID1866
R_ID712,CC_ID8879
R_ID713,CC_ID2738
R_ID714,CC_ID4354
R_ID714,CC_ID4468
R_ID715,CC_ID8351
R_ID716,CC_ID9925
R_ID717,CC_ID3441
R_ID718,CC_ID9653
R_ID719,CC_ID12343
R_ID721,CC_ID12880
R_ID723,CC_ID7983
R_ID727,CC_ID4560
R_ID729,CC_ID9876
R_ID731,CC_ID8728
R_ID732,CC_ID9535
R_ID734,CC_ID8537
R_ID735,CC_ID4211
R_ID736,CC_ID11160
R_ID739,CC_ID2314
R_ID741,CC_ID9042
R_ID744,CC_ID11098
R_ID744,CC_ID11484
R_ID744,CC_ID9285
R_ID745,CC_ID2730
R_ID746,CC_ID4095
R_ID746,CC_ID6095
R_ID747,CC_ID580
R_ID752,CC_ID7581
R_ID754,CC_ID3026
R_ID754,CC_ID3885
R_ID756,CC_ID226
R_ID759,CC_ID11188
R_ID759,CC_ID9177
R_ID760,CC_ID1645
R_ID762,CC_ID8634
R_ID763,CC_ID598
R_ID764,CC_ID6875
R_ID765,CC_ID11235
R_ID765,CC_ID9064
R_ID767,CC_ID9445
R_ID768,CC_ID5560
R_ID769,CC_ID5589
R_ID770,CC_ID1278
R_ID771,CC_ID9356
R_ID773,CC_ID10416
R_ID775,CC_ID8609
R_ID776,CC_ID3489
R_ID778,CC_ID9381
R_ID780,CC_ID4621
R_ID782,CC_ID12951
R_ID783,CC_ID1742
R_ID786,CC_ID2788
R_ID787,CC_ID10919
R_ID789,CC_ID9049
R_ID792,CC_ID4638
R_ID795,CC_ID2456
R_ID797,CC_ID5929
R_ID798,CC_ID103
R_ID799,CC_ID2214
R_ID800,CC_ID11277
R_ID803,CC_ID5058
R_ID804,CC_ID3292
R_ID805,CC_ID1507
R_ID806,CC_ID3005
R_ID808,CC_ID11109
R_ID810,CC_ID12298
R_ID811,CC_ID5567
R_ID812,CC_ID8457
R_ID813,CC_ID11580
R_ID816,CC_ID11389
R_ID819,CC_ID7039
R_ID822,CC_ID4483
R_ID824,CC_ID10469
R_ID826,CC_ID71
R_ID827,CC_ID12437
R_ID828,CC_ID6153
R_ID830,CC_ID5208
R_ID835,CC_ID6839
R_ID836,CC_ID9789
R_ID837,CC_ID6022
R_ID839,CC_ID2916
R_ID840,CC_ID2031
R_ID840,CC_ID8167
R_ID841,CC_ID6946
R_ID842,CC_ID2190
R_ID843,CC_ID10491
R_ID844,CC_ID4248
R_ID847,CC_ID998
R_ID851,CC_ID11424
R_ID851,CC_ID1546
R_ID851,CC_ID5161
R_ID852,CC_ID5497
R_ID853,CC_ID11580
R_ID858,CC_ID4554
R_ID859,CC_ID10168
R_ID860,CC_ID618
R_ID860,CC_ID6645
R_ID860,CC_ID8757
R_ID863,CC_ID5346
R_ID864,CC_ID194
R_ID865,CC_ID9754
R_ID867,CC_ID493
R_ID870,CC_ID7513
R_ID873,CC_ID8114
R_ID874,CC_ID7706
R_ID875,CC_ID279
R_ID876,CC_ID2279
R_ID878,CC_ID7953
R_ID879,CC_ID11753
R_ID881,CC_ID9418
R_ID882,CC_ID7485
R_ID883,CC_ID10300
R_ID892,CC_ID12203
R_ID894,CC_ID554
R_ID895,CC_ID5349
R_ID897,CC_ID7358
R_ID900,CC_ID7637
R_ID904,CC_ID7375
R_ID906,CC_ID11148
R_ID907,CC_ID8697
R_ID911,CC_ID5047
R_ID914,CC_ID8213
R_ID916,CC_ID2978
R_ID922,CC_ID3649
R_ID923,CC_ID7850
R_ID924,CC_ID7613
R_ID925,CC_ID1454
R_ID925,CC_ID1710
R_ID925,CC_ID9790
R_ID928,CC_ID184
R_ID928,CC_ID5665
R_ID931,CC_ID694
R_ID936,CC_ID739
R_ID940,CC_ID9211
R_ID941,CC_ID12858
R_ID941,CC_ID2040
R_ID946,CC_ID1530
R_ID946,CC_ID3702
R_ID946,CC_ID478
R_ID949,CC_ID4417
R_ID952,CC_ID2565
R_ID953,CC_ID11957
R_ID954,CC_ID364
R_ID955,CC_ID6398
R_ID957,CC_ID9334
R_ID962,CC_ID4378
R_ID963,CC_ID6853
R_ID965,CC_ID5240
R_ID967,CC_ID1500
R_ID969,CC_ID4664
R_ID971,CC_ID11492
R_ID974,CC_ID5782
R_ID975,CC_ID11028
R_ID980,CC_ID10120
R_ID980,CC_ID4223
R_ID981,CC_ID322
R_ID986,CC_ID1987
R_ID988,CC_ID1692
R_ID990,CC_ID9284
R_ID991,CC_ID3735
R_ID995,CC_ID2307
R_ID996,CC_ID82
R_ID997,CC_ID2216
R_ID999,CC_ID7992
R_ID1000,CC_ID6288
R_ID1000,CC_ID8749
R_ID1000,CC_ID8969
R_ID1003,CC_ID7008
R_ID1005,CC_ID2074
R_ID1006,CC_ID9303
R_ID1007,CC_ID4417
R_ID1008,CC_ID12689
R_ID1010,CC_ID1077
R_ID1010,CC_ID4796
R_ID1011,CC_ID7349
R_ID1012,CC_ID12860
R_ID1012,CC_ID12894
R_ID1012,CC_ID5459
R_ID1013,CC_ID589
R_ID1016,CC_ID2843
R_ID1019,CC_ID10998
R_ID1020,CC_ID7894
R_ID1024,CC_ID8755
R_ID1025,CC_ID9506
R_ID1026,CC_ID2229
R_ID1027,CC_ID12876
R_ID1028,CC_ID10811
R_ID1030,CC_ID751
R_ID1033,CC_ID7123
R_ID1034,CC_ID6664
R_ID1035,CC_ID40
R_ID1035,CC_ID41
R_ID1035,CC_ID8100
R_ID1036,CC_ID3771
R_ID1038,CC_ID10708
R_ID1039,CC_ID2976
R_ID1043,CC_ID620
R_ID1046,CC_ID6578
R_ID1054,CC_ID8825
R_ID1059,CC_ID5033
R_ID1060,CC_ID9939
R_ID1061,CC_ID6188
R_ID1062,CC_ID1780
R_ID1063,CC_ID12127
R_ID1063,CC_ID1862
R_ID1063,CC_ID3533
R_ID1067,CC_ID7669
R_ID1070,CC_ID10716
R_ID1071,CC_ID12496
R_ID1071,CC_ID2348
R_ID1072,CC_ID1627
R_ID1074,CC_ID4064
R_ID1074,CC_ID4949
R_ID1075,CC_ID9328
R_ID1077,CC_ID7575
R_ID1079,CC_ID10650
R_ID1080,CC_ID12116
R_ID1084,CC_ID12277
R_ID1084,CC_ID7304
R_ID1084,CC_ID8506
R_ID1085,CC_ID4191
R_ID1086,CC_ID2295
R_ID1088,CC_ID2729
R_ID1089,CC_ID5973
R_ID1091,CC_ID4692
R_ID1092,CC_ID9047
R_ID1094,CC_ID10581
R_ID1096,CC_ID8241
R_ID1097,CC_ID4032
R_ID1098,CC_ID893
R_ID1100,CC_ID6416
R_ID1101,CC_ID10458
R_ID1101,CC_ID1726
R_ID1103,CC_ID6081
R_ID1106,CC_ID2814
R_ID1107,CC_ID8894
R_ID1107,CC_ID9444
R_ID1110,CC_ID8298
R_ID1111,CC_ID5997
R_ID1115,CC_ID4896
R_ID1118,CC_ID11474
R_ID1119,CC_ID10469
R_ID1123,CC_ID2245
R_ID1124,CC_ID7472
R_ID1127,CC_ID1595
R_ID1127,CC_ID9875
R_ID1131,CC_ID2132
R_ID1131,CC_ID8221
R_ID1133,CC_ID4626
R_ID1136,CC_ID7171
R_ID1137,CC_ID2767
R_ID1138,CC_ID1806
R_ID1139,CC_ID11853
R_ID1141,CC_ID1159
R_ID1142,CC_ID10285
R_ID1144,CC_ID3546
R_ID1145,CC_ID9739
R_ID1146,CC_ID2307
R_ID1148,CC_ID3320
R_ID1149,CC_ID5210
R_ID1153,CC_ID2647
R_ID1155,CC_ID715
R_ID1156,CC_ID161
R_ID1158,CC_ID7571
R_ID1159,CC_ID2925
R_ID1165,CC_ID12834
R_ID1165,CC_ID2820
R_ID1166,CC_ID12763
R_ID1167,CC_ID606
R_ID1171,CC_ID3828
R_ID1173,CC_ID2229
R_ID1174,CC_ID7540
R_ID1176,CC_ID8903
R_ID1177,CC_ID9937
R_ID1178,CC_ID3980
R_ID1180,CC_ID6381
R_ID1182,CC_ID3429
R_ID1183,CC_ID11268
R_ID1186,CC_ID6460
R_ID1187,CC_ID12534
R_ID1187,CC_ID2994
R_ID1188,CC_ID11070
R_ID1189,CC_ID5010
R_ID1190,CC_ID11405
R_ID1191,CC_ID7595
R_ID1194,CC_ID457
R_ID1195,CC_ID1847
R_ID1196,CC_ID364
R_ID1197,CC_ID10850
R_ID1199,CC_ID3468
R_ID1201,CC_ID5724
R_ID1202,CC_ID164
R_ID1204,CC_ID5207
R_ID1206,CC_ID8433
R_ID1207,CC_ID12587
R_ID1211,CC_ID8542
R_ID1213,CC_ID4709
R_ID1215,CC_ID7113
R_ID1216,CC_ID6750
R_ID1220,CC_ID4828
R_ID1221,CC_ID1420
R_ID1223,CC_ID11995
R_ID1224,CC_ID10902
R_ID1224,CC_ID8222
R_ID1227,CC_ID1671
R_ID1231,CC_ID6231
R_ID1232,CC_ID7765
R_ID1233,CC_ID11063
R_ID1234,CC_ID3742
R_ID1235,CC_ID1469
R_ID1237,CC_ID8341
R_ID1238,CC_ID9703
R_ID1240,CC_ID6412
R_ID1241,CC_ID848
R_ID1242,CC_ID4233
R_ID1245,CC_ID3339
R_ID1247,CC_ID11373
R_ID1249,CC_ID11870
R_ID1250,CC_ID6701
R_ID1251,CC_ID11233
R_ID1252,CC_ID6629
R_ID1254,CC_ID3511
R_ID1257,CC_ID10592
R_ID1260,CC_ID9622
R_ID1261,CC_ID11093
R_ID1263,CC_ID10529
R_ID1266,CC_ID6658
R_ID1267,CC_ID1293
R_ID1269,CC_ID12784
R_ID1271,CC_ID10874
R_ID1275,CC_ID2347
R_ID1276,CC_ID4427
R_ID1277,CC_ID36
R_ID1278,CC_ID10180
R_ID1278,CC_ID12371
R_ID1280,CC_ID10916
R_ID1281,CC_ID642
R_ID1282,CC_ID6132
R_ID1283,CC_ID10092
R_ID1285,CC_ID10263
R_ID1287,CC_ID4137
R_ID1289,CC_ID11291
R_ID1291,CC_ID7270
R_ID1291,CC_ID7915
R_ID1291,CC_ID9619
R_ID1292,CC_ID6433
R_ID1293,CC_ID541
R_ID1294,CC_ID11161
R_ID1296,CC_ID3379
R_ID1300,CC_ID5044
R_ID1300,CC_ID7594
R_ID1300,CC_ID9417
R_ID1302,CC_ID4119
R_ID1304,CC_ID2309
R_ID1305,CC_ID10757
R_ID1306,CC_ID10197
R_ID1307,CC_ID8072
R_ID1308,CC_ID6583
R_ID1313,CC_ID10753
R_ID1314,CC_ID12675
R_ID1315,CC_ID8765
R_ID1316,CC_ID12557
R_ID1317,CC_ID1255
R_ID1318,CC_ID10726
R_ID1319,CC_ID6271
R_ID1322,CC_ID9179
R_ID1325,CC_ID3904
R_ID1327,CC_ID4989
R_ID1328,CC_ID2931
R_ID1333,CC_ID8615
R_ID1334,CC_ID9738
R_ID1335,CC_ID1342
R_ID1336,CC_ID604
R_ID1337,CC_ID10841
R_ID1338,CC_ID1802
R_ID1340,CC_ID11286
R_ID1340,CC_ID3913
R_ID1340,CC_ID6188
R_ID1342,CC_ID8114
R_ID1344,CC_ID11182
R_ID1345,CC_ID9217
R_ID1348,CC_ID478
R_ID1349,CC_ID6038
R_ID1350,CC_ID4705
R_ID1356,CC_ID10048
R_ID1357,CC_ID6739
R_ID1359,CC_ID10131
R_ID1362,CC_ID10871
R_ID1369,CC_ID2407
R_ID1370,CC_ID1113
R_ID1372,CC_ID4465
R_ID1373,CC_ID10839
R_ID1377,CC_ID2259
R_ID1379,CC_ID9644
R_ID1380,CC_ID9280
R_ID1381,CC_ID12647
R_ID1383,CC_ID6373
R_ID1385,CC_ID5519
R_ID1393,CC_ID6653
R_ID1398,CC_ID9088
R_ID1399,CC_ID6817
R_ID1400,CC_ID1220
R_ID1404,CC_ID3836
R_ID1405,CC_ID1369
R_ID1407,CC_ID9317
R_ID1411,CC_ID3505
R_ID1415,CC_ID731
R_ID1417,CC_ID12037
R_ID1418,CC_ID5115
R_ID1422,CC_ID5325
R_ID1428,CC_ID6804
R_ID1429,CC_ID11626
R_ID1434,CC_ID10037
R_ID1434,CC_ID4532
R_ID1435,CC_ID1662
R_ID1438,CC_ID6055
R_ID1439,CC_ID5076
R_ID1439,CC_ID8162
R_ID1439,CC_ID8971
R_ID1440,CC_ID2710
R_ID1441,CC_ID8877
R_ID1443,CC_ID3256
R_ID1445,CC_ID9346
R_ID1447,CC_ID4042
R_ID1451,CC_ID839
R_ID1452,CC_ID11477
R_ID1453,CC_ID12360
R_ID1456,CC_ID8494
R_ID1457,CC_ID5515
R_ID1458,CC_ID12242
R_ID1462,CC_ID156
R_ID1463,CC_ID5742
R_ID1464,CC_ID8822
R_ID1465,CC_ID4885
R_ID1467,CC_ID2431
R_ID1469,CC_ID1169
R_ID1469,CC_ID9840
R_ID1470,CC_ID11924
R_ID1473,CC_ID4407
R_ID1474,CC_ID5607
R_ID1475,CC_ID10384
R_ID1477,CC_ID10804
R_ID1478,CC_ID12372
R_ID1479,CC_ID4028
R_ID1480,CC_ID10402
R_ID1482,CC_ID2554
R_ID1484,CC_ID12198
R_ID1486,CC_ID11548
R_ID1488,CC_ID4602
R_ID1491,CC_ID2804
R_ID1492,CC_ID3393
R_ID1494,CC_ID5212
R_ID1495,CC_ID1157
R_ID1495,CC_ID5818
R_ID1497,CC_ID12150
R_ID1498,CC_ID4098
R_ID1499,CC_ID11100
R_ID1503,CC_ID5114
R_ID1505,CC_ID5574
R_ID1507,CC_ID7050
R_ID1508,CC_ID10982
R_ID1509,CC_ID2488
R_ID1509,CC_ID6675
R_ID1509,CC_ID8791
R_ID1510,CC_ID859
R_ID1511,CC_ID5223
R_ID1512,CC_ID3820
R_ID1513,CC_ID2435
R_ID1515,CC_ID3374
R_ID1516,CC_ID3035
R_ID1517,CC_ID2742
R_ID1520,CC_ID12816
R_ID1521,CC_ID3676
R_ID1522,CC_ID11653
R_ID1522,CC_ID1745
R_ID1522,CC_ID6345
R_ID1524,CC_ID4886
R_ID1525,CC_ID7439
R_ID1527,CC_ID5699
R_ID1528,CC_ID6568
R_ID1530,CC_ID1971
R_ID1531,CC_ID359
R_ID1532,CC_ID12946
R_ID1533,CC_ID5901
R_ID1536,CC_ID11473
R_ID1537,CC_ID6530
R_ID1539,CC_ID2912
R_ID1541,CC_ID293
R_ID1542,CC_ID11111
R_ID1543,CC_ID3912
R_ID1544,CC_ID2392
R_ID1544,CC_ID8242
R_ID1546,CC_ID7084
R_ID1552,CC_ID10737
R_ID1553,CC_ID4141
R_ID1557,CC_ID4255
R_ID1558,CC_ID11496
R_ID1559,CC_ID5836
R_ID1563,CC_ID11031
R_ID1564,CC_ID7420
R_ID1567,CC_ID9541
R_ID1569,CC_ID2281
R_ID1571,CC_ID3811
R_ID1572,CC_ID11034
R_ID1572,CC_ID6682
R_ID1575,CC_ID9566
R_ID1576,CC_ID2777
R_ID1577,CC_ID76
R_ID1579,CC_ID9150
R_ID1580,CC_ID6603
R_ID1582,CC_ID5204
R_ID1582,CC_ID9234
R_ID1584,CC_ID6902
R_ID1585,CC_ID5738
R_ID1590,CC_ID1731
R_ID1592,CC_ID11176
R_ID1594,CC_ID9980
R_ID1595,CC_ID5598
R_ID1595,CC_ID9271
R_ID1596,CC_ID1913
R_ID1597,CC_ID12511
R_ID1598,CC_ID2811
R_ID1599,CC_ID3760
R_ID1601,CC_ID9656
R_ID1603,CC_ID12267
R_ID1603,CC_ID6433
R_ID1606,CC_ID5668
R_ID1608,CC_ID9056
R_ID1609,CC_ID788
R_ID1611,CC_ID2035
R_ID1613,CC_ID10568
R_ID1615,CC_ID10278
R_ID1616,CC_ID10423
R_ID1616,CC_ID10885
R_ID1616,CC_ID12771
R_ID1617,CC_ID9887
R_ID1620,CC_ID12396
R_ID1621,CC_ID6097
R_ID1622,CC_ID4330
R_ID1622,CC_ID6263
R_ID1622,CC_ID6922
R_ID1623,CC_ID9512
R_ID1624,CC_ID5001
R_ID1626,CC_ID671
R_ID1627,CC_ID3385
R_ID1628,CC_ID2798
R_ID1629,CC_ID10593
R_ID1630,CC_ID5035
R_ID1633,CC_ID4714
R_ID1637,CC_ID3648
R_ID1638,CC_ID1806
R_ID1640,CC_ID476
R_ID1641,CC_ID11190
R_ID1642,CC_ID6304
R_ID1643,CC_ID1013
R_ID1644,CC_ID3558
R_ID1644,CC_ID890
R_ID1645,CC_ID10797
R_ID1645,CC_ID6990
