FL_ID,FL_DESC,FL_FO,FL_REPORTEDBY,FL_ASSIGNEDTO,FL_SOLUTION,FL_STATUS
FL_ID34,The PCA pump must not leak current greater than 10 mA0,CC_ID158,Ben,Alex,pump fails to prime after loading drug reservoir1,Open
FL_ID35,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump0",CC_ID2803,Rami,Alex,indication of no ICE alarms enabled1,Open
FL_ID36,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.0",CC_ID2281,Rami,Alex,bubble detection1,Assigned
FL_ID37,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.0",CC_ID797,Ben,Alex,clinician not authorized to operate pump1,Clossed
FL_ID38,"–removed, must scan Rx from label of drug container0",CC_ID242,Rami,Caleb,basal rate or bolus VTBI exceeded hard limit1,Open
FL_ID39,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment0,CC_ID832,Jerry,Sugandha,pump temperature exceeds 55 C2,Open
FL_ID40,The fault log shall record at least 1000 faults before overwriting oldest fault records first.0,CC_ID816,Ben,Alex,measured flow rate exceeds setting2,Assigned
FL_ID41,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.0",CC_ID1279,Ben,Jane,blockage between reservoir and pump2,Open
FL_ID42,"–requirement removed, Rx read from drug container by scanner0",CC_ID2569,Ben,Sugandha,Bolus request denied because minimum time between boluses had not elapsed.2,Open
FL_ID43,The Control Panel shall provide means to cancel alarm signal inactivation.0,CC_ID2786,Ben,Jane,patient not admitted to hospital2,Open
FL_ID44,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.0",CC_ID2953,Ben,Caleb,basal rate or bolus VTBI exceeded soft limit2,Open
FL_ID45,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.0,CC_ID504,Rami,Alex,bubble detection2,Open
FL_ID46,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.0,CC_ID1522,Ben,Jane,measured flow rate below setting2,Open
FL_ID47,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.0,CC_ID1684,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit2,Open
FL_ID48,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.0,CC_ID2451,Nasim,Alex,dose reaches maximum allowed by drug library2,Clossed
FL_ID49,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.0,CC_ID2045,Ben,Alex,pump fails to prime after loading drug reservoir2,Open
FL_ID50,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.0,CC_ID1585,Rami,Alex,blockage between pump and patient2,Open
FL_ID51,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,CC_ID1761,Ben,Alex,power-on self test fails2,Open
FL_ID52,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.0",CC_ID71,Jerry,Sugandha,the drug library fails authenticity or integrity check2,Open
FL_ID53,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.0",CC_ID584,Ben,Alex,clinician not authorized to operate pump2,Open
FL_ID54,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.0",CC_ID1495,Nasim,Caleb,drug or prescription not intended for this patient2,Assigned
FL_ID55,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.0",CC_ID56,Rami,Jane,indication of no ICE alarms enabled2,Open
FL_ID56,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.0,CC_ID728,Rami,Caleb,no audible alarm2,Open
FL_ID57,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.0",CC_ID831,Rami,Caleb,PCA pump detects its own failure2,Clossed
FL_ID58,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.0",CC_ID763,Ben,Alex,pump fails to prime after loading drug reservoir3,Open
FL_ID59,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.0",CC_ID338,Rami,Jane,PCA pump detects its own failure3,Open
FL_ID60,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops0",CC_ID174,Ben,Jane,basal rate or bolus VTBI exceeded hard limit3,Open
FL_ID61,Component failure must not harm patient (beyond stopping function).0,CC_ID2308,Rami,Alex,blockage between pump and patient3,Assigned
FL_ID62,The control panel must display currently-programmed patient data and physician’s prescription.0,CC_ID846,Rami,Sugandha,pump temperature exceeds 55 C3,Open
FL_ID63,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.0,CC_ID2810,Jerry,Sugandha,the drug library fails authenticity or integrity check3,Open
FL_ID64,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.0",CC_ID1772,Jerry,Alex,measured flow rate exceeds setting3,Clossed
FL_ID65,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow0",CC_ID1387,Rami,Alex,measured flow rate below setting3,Clossed
FL_ID66,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated0",CC_ID516,Ben,Alex,blockage between reservoir and pump3,Clossed
FL_ID67,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).0",CC_ID2203,Ben,Sugandha,no audible alarm3,Assigned
FL_ID68,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.0,CC_ID1969,Ben,Alex,drug or prescription not intended for this patient3,Open
FL_ID69,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.0,CC_ID349,Ben,Alex,patient not admitted to hospital3,Open
FL_ID70,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.0,CC_ID2067,Ben,Jane,basal rate or bolus VTBI exceeded soft limit3,Open
FL_ID71,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist0",CC_ID533,Ben,Alex,bubble detection3,Open
FL_ID72,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.0,CC_ID529,Ben,Jane,indication of no ICE alarms enabled3,Assigned
FL_ID73,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).0",CC_ID91,Rami,Caleb,clinician not authorized to operate pump3,Open
FL_ID74,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.0",CC_ID214,Ben,Alex,dose reaches maximum allowed by drug library3,Clossed
FL_ID75,Patient-requested bolus delivery shall be immediately halted when alarms sound.0,CC_ID2918,Jerry,Alex,Bolus request denied because minimum time between boluses had not elapsed.3,Open
FL_ID76,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.0,CC_ID263,Ben,Alex,power-on self test fails3,Open
FL_ID77,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.0",CC_ID1365,Ben,Alex,measured flow rate exceeds setting4,Open
FL_ID78,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized0,CC_ID968,Ben,Caleb,blockage between reservoir and pump4,Assigned
FL_ID79,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).0,CC_ID2383,Rami,Sugandha,no audible alarm4,Open
FL_ID80,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.0",CC_ID1231,Jerry,Jane,bubble detection4,Open
FL_ID81,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.0",CC_ID398,Jerry,Alex,Bolus request denied because minimum time between boluses had not elapsed.4,Clossed
FL_ID82,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration0",CC_ID2114,Nasim,Alex,power-on self test fails4,Open
FL_ID83,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.0,CC_ID1272,Rami,Alex,measured flow rate below setting4,Open
FL_ID84,The control panel shall allow authorized clinician bolus request 60 and choice of duration.0,CC_ID454,Rami,Caleb,drug or prescription not intended for this patient4,Open
FL_ID85,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,CC_ID509,Jerry,Caleb,PCA pump detects its own failure4,Open
FL_ID86,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).0",CC_ID2936,Jerry,Alex,pump fails to prime after loading drug reservoir4,Open
FL_ID87,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.0,CC_ID2434,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit4,Open
FL_ID88,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.0,CC_ID2036,Ben,Alex,clinician not authorized to operate pump4,Open
FL_ID89,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.0",CC_ID2444,Nasim,Alex,dose reaches maximum allowed by drug library4,Open
FL_ID90,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",CC_ID2120,Jerry,Alex,indication of no ICE alarms enabled4,Open
FL_ID91,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.0",CC_ID1958,Ben,Sugandha,basal rate or bolus VTBI exceeded soft limit4,Open
FL_ID92,Each log entry shall have a time stamp81 with its time of occurrence.0,CC_ID333,Ben,Alex,patient not admitted to hospital4,Assigned
FL_ID93,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.0,CC_ID2978,Ben,Jane,the drug library fails authenticity or integrity check4,Open
FL_ID94,tactile response (button press).0,CC_ID442,Ben,Caleb,pump temperature exceeds 55 C4,Open
FL_ID95,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE0",CC_ID1713,Ben,Alex,blockage between pump and patient4,Open
FL_ID96,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.0",CC_ID1585,Ben,Jane,dose reaches maximum allowed by drug library5,Open
FL_ID97,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.0,CC_ID2044,Nasim,Jane,drug or prescription not intended for this patient5,Open
FL_ID98,A real-time clock must produce timestamps accurate to 10 ms.0,CC_ID2831,Ben,Alex,blockage between reservoir and pump5,Assigned
FL_ID99,The Control Panel shall provide means to inactivate audible alarms indefinitely0,CC_ID2722,Jerry,Alex,clinician not authorized to operate pump5,Open
FL_ID100,The PCA pump shall detect air-in-line embolism (bubble).0,CC_ID1133,Ben,Caleb,indication of no ICE alarms enabled5,Assigned
FL_ID101,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.0",CC_ID2938,Ben,Alex,pump fails to prime after loading drug reservoir5,Open
FL_ID102,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.0,CC_ID835,Ben,Caleb,blockage between pump and patient5,Open
FL_ID103,The PCA pump shall have a stop button0,CC_ID835,Rami,Alex,measured flow rate exceeds setting5,Open
FL_ID104,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.0",CC_ID1300,Ben,Alex,patient not admitted to hospital5,Open
FL_ID105,sound of audible alarm0,CC_ID1574,Jerry,Caleb,Bolus request denied because minimum time between boluses had not elapsed.5,Open
FL_ID106,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke0",CC_ID347,Nasim,Alex,measured flow rate below setting5,Clossed
FL_ID107,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop0",CC_ID853,Nasim,Sugandha,basal rate or bolus VTBI exceeded hard limit5,Open
FL_ID108,The PCA pump shall issue alarms and warnings that require clinician attention.0,CC_ID2766,Ben,Caleb,bubble detection5,Assigned
FL_ID109,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.0",CC_ID2975,Rami,Alex,no audible alarm5,Open
FL_ID110,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication0",CC_ID2912,Nasim,Alex,basal rate or bolus VTBI exceeded soft limit5,Open
FL_ID111,The PCA pump shall detect upstream occlusion.0,CC_ID2445,Rami,Alex,pump temperature exceeds 55 C5,Open
FL_ID112,The drug reservoir shall measure its contents.0,CC_ID2750,Ben,Jane,power-on self test fails5,Assigned
FL_ID113,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.0",CC_ID2259,Jerry,Alex,PCA pump detects its own failure5,Clossed
FL_ID114,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.0,CC_ID437,Ben,Jane,the drug library fails authenticity or integrity check5,Open
FL_ID115,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.0,CC_ID2663,Ben,Caleb,basal rate or bolus VTBI exceeded soft limit6,Open
FL_ID116,The PCA pump shall detect downstream occlusion.0,CC_ID2608,Jerry,Caleb,indication of no ICE alarms enabled6,Open
FL_ID117,"display of visual information, and0",CC_ID708,Ben,Caleb,pump fails to prime after loading drug reservoir6,Open
FL_ID118,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.0",CC_ID637,Rami,Alex,blockage between pump and patient6,Open
FL_ID119,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.0,CC_ID1056,Ben,Alex,PCA pump detects its own failure6,Assigned
FL_ID120,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.0,CC_ID2928,Rami,Alex,no audible alarm6,Assigned
FL_ID121,All materials that contact fluid shall be biocompatible0,CC_ID2384,Ben,Jane,the drug library fails authenticity or integrity check6,Open
FL_ID122,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)0",CC_ID1934,Ben,Alex,clinician not authorized to operate pump6,Open
FL_ID123,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.0,CC_ID2876,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.6,Open
FL_ID124,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms0,CC_ID784,Ben,Alex,bubble detection6,Open
FL_ID125,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",CC_ID52,Ben,Alex,measured flow rate below setting6,Open
FL_ID126,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)0,CC_ID2950,Nasim,Alex,blockage between reservoir and pump6,Open
FL_ID127,The PCA pump shall have a start button.0,CC_ID154,Ben,Caleb,pump temperature exceeds 55 C6,Open
FL_ID128,Clinician-requested bolus delivery shall be immediately halted when alarms sound.0,CC_ID606,Rami,Caleb,dose reaches maximum allowed by drug library6,Open
FL_ID129,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)0",CC_ID1966,Nasim,Alex,patient not admitted to hospital6,Open
FL_ID130,The PCA pump shall use a physician’s prescription as device parameters.0,CC_ID740,Ben,Alex,drug or prescription not intended for this patient6,Open
FL_ID131,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow0",CC_ID2460,Rami,Jane,measured flow rate exceeds setting6,Open
FL_ID132,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions0",CC_ID1239,Ben,Alex,basal rate or bolus VTBI exceeded hard limit6,Open
FL_ID133,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.1",CC_ID454,Rami,Caleb,power-on self test fails6,Open
FL_ID134,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.1,CC_ID2758,Ben,Sugandha,clinician not authorized to operate pump7,Open
FL_ID135,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided1",CC_ID633,Rami,Jane,basal rate or bolus VTBI exceeded soft limit7,Assigned
FL_ID136,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.1,CC_ID2277,Ben,Caleb,basal rate or bolus VTBI exceeded hard limit7,Open
FL_ID137,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",CC_ID2390,Ben,Alex,Bolus request denied because minimum time between boluses had not elapsed.7,Open
FL_ID138,Each log entry shall have a time stamp81 with its time of occurrence.1,CC_ID35,Jerry,Alex,no audible alarm7,Open
FL_ID139,sound of audible alarm1,CC_ID314,Rami,Caleb,pump temperature exceeds 55 C7,Open
FL_ID140,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,CC_ID2487,Rami,Alex,indication of no ICE alarms enabled7,Open
FL_ID141,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.1",CC_ID2686,Ben,Alex,drug or prescription not intended for this patient7,Open
FL_ID142,The control panel shall allow authorized clinician bolus request 60 and choice of duration.1,CC_ID1666,Jerry,Sugandha,dose reaches maximum allowed by drug library7,Open
FL_ID143,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.1,CC_ID1096,Rami,Sugandha,power-on self test fails7,Open
FL_ID144,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.1,CC_ID2675,Ben,Caleb,bubble detection7,Open
FL_ID145,The PCA pump must not leak current greater than 10 mA1,CC_ID50,Ben,Caleb,the drug library fails authenticity or integrity check7,Open
FL_ID146,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.1",CC_ID1283,Ben,Alex,measured flow rate exceeds setting7,Open
FL_ID147,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi1,CC_ID2661,Rami,Alex,measured flow rate below setting7,Open
FL_ID148,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.1",CC_ID205,Ben,Alex,PCA pump detects its own failure7,Open
FL_ID149,The mechanical pump shall not allow reverse flow from the patient into the pump.1,CC_ID1767,Ben,Alex,pump fails to prime after loading drug reservoir7,Assigned
FL_ID150,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.1,CC_ID2189,Ben,Alex,blockage between pump and patient7,Clossed
FL_ID151,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop1",CC_ID2290,Ben,Caleb,patient not admitted to hospital7,Open
FL_ID152,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration1",CC_ID1298,Rami,Caleb,blockage between reservoir and pump7,Open
FL_ID153,The PCA pump shall detect upstream occlusion.1,CC_ID1524,Jerry,Alex,clinician not authorized to operate pump8,Open
FL_ID154,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.1,CC_ID213,Rami,Alex,no audible alarm8,Open
FL_ID155,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE1",CC_ID293,Rami,Sugandha,PCA pump detects its own failure8,Open
FL_ID156,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",CC_ID279,Nasim,Alex,basal rate or bolus VTBI exceeded hard limit8,Open
