FL_ID,CC_ID
FL_ID45,CC_ID2981
FL_ID45,CC_ID3296
FL_ID45,CC_ID5200
FL_ID45,CC_ID5290
FL_ID45,CC_ID8870
FL_ID46,CC_ID4992
FL_ID46,CC_ID6526
FL_ID46,CC_ID7581
FL_ID46,CC_ID7806
FL_ID46,CC_ID9173
FL_ID46,CC_ID9442
FL_ID47,CC_ID682
FL_ID47,CC_ID9243
FL_ID47,CC_ID9303
FL_ID48,CC_ID10573
FL_ID48,CC_ID12936
FL_ID48,CC_ID4891
FL_ID48,CC_ID5125
FL_ID48,CC_ID6408
FL_ID48,CC_ID9040
FL_ID49,CC_ID1046
FL_ID49,CC_ID10797
FL_ID49,CC_ID5313
FL_ID49,CC_ID5725
FL_ID49,CC_ID7094
FL_ID49,CC_ID7729
FL_ID50,CC_ID11742
FL_ID51,CC_ID1363
FL_ID51,CC_ID1579
FL_ID51,CC_ID8716
FL_ID52,CC_ID11954
FL_ID52,CC_ID3416
FL_ID52,CC_ID6007
FL_ID52,CC_ID6136
FL_ID52,CC_ID6720
FL_ID52,CC_ID7806
FL_ID52,CC_ID8388
FL_ID52,CC_ID9013
FL_ID53,CC_ID1246
FL_ID53,CC_ID1819
FL_ID53,CC_ID2152
FL_ID54,CC_ID4291
FL_ID54,CC_ID493
FL_ID54,CC_ID5696
FL_ID54,CC_ID6896
FL_ID54,CC_ID8266
FL_ID54,CC_ID9052
FL_ID55,CC_ID10490
FL_ID55,CC_ID11029
FL_ID55,CC_ID1118
FL_ID55,CC_ID2172
FL_ID55,CC_ID4674
FL_ID55,CC_ID5257
FL_ID55,CC_ID9095
FL_ID55,CC_ID9814
FL_ID56,CC_ID10269
FL_ID56,CC_ID11414
FL_ID56,CC_ID4241
FL_ID56,CC_ID4521
FL_ID56,CC_ID7012
FL_ID57,CC_ID10063
FL_ID57,CC_ID10461
FL_ID57,CC_ID11280
FL_ID57,CC_ID32
FL_ID57,CC_ID524
FL_ID57,CC_ID849
FL_ID58,CC_ID10953
FL_ID58,CC_ID12607
FL_ID58,CC_ID12938
FL_ID58,CC_ID3548
FL_ID58,CC_ID7115
FL_ID58,CC_ID7741
FL_ID58,CC_ID8021
FL_ID58,CC_ID9195
FL_ID59,CC_ID12442
FL_ID59,CC_ID2374
FL_ID59,CC_ID9381
FL_ID60,CC_ID10875
FL_ID60,CC_ID1110
FL_ID60,CC_ID1958
FL_ID60,CC_ID2970
FL_ID60,CC_ID3960
FL_ID60,CC_ID6278
FL_ID60,CC_ID6583
FL_ID60,CC_ID7215
FL_ID61,CC_ID3586
FL_ID61,CC_ID5337
FL_ID62,CC_ID4057
FL_ID63,CC_ID1005
FL_ID63,CC_ID1525
FL_ID63,CC_ID3817
FL_ID63,CC_ID4492
FL_ID64,CC_ID10089
FL_ID64,CC_ID12783
FL_ID64,CC_ID3505
FL_ID64,CC_ID6917
FL_ID64,CC_ID852
FL_ID64,CC_ID9997
FL_ID65,CC_ID267
FL_ID65,CC_ID7357
FL_ID65,CC_ID9886
FL_ID66,CC_ID11322
FL_ID66,CC_ID11889
FL_ID66,CC_ID254
FL_ID66,CC_ID6888
FL_ID66,CC_ID7426
FL_ID66,CC_ID8834
FL_ID67,CC_ID4580
FL_ID67,CC_ID79
FL_ID68,CC_ID792
FL_ID69,CC_ID11386
FL_ID70,CC_ID3894
FL_ID70,CC_ID4443
FL_ID70,CC_ID8936
FL_ID71,CC_ID10757
FL_ID71,CC_ID11675
FL_ID71,CC_ID11904
FL_ID71,CC_ID12659
FL_ID71,CC_ID4793
FL_ID71,CC_ID9307
FL_ID72,CC_ID11673
FL_ID72,CC_ID8068
FL_ID73,CC_ID8513
FL_ID73,CC_ID8846
FL_ID73,CC_ID930
FL_ID74,CC_ID10161
FL_ID74,CC_ID12523
FL_ID74,CC_ID5284
FL_ID74,CC_ID8273
FL_ID75,CC_ID11848
FL_ID75,CC_ID12842
FL_ID75,CC_ID5835
FL_ID75,CC_ID6502
FL_ID75,CC_ID9252
FL_ID75,CC_ID9419
FL_ID76,CC_ID10082
FL_ID76,CC_ID11972
FL_ID76,CC_ID3551
FL_ID76,CC_ID5397
FL_ID76,CC_ID5954
FL_ID77,CC_ID5950
FL_ID77,CC_ID9629
FL_ID77,CC_ID9641
FL_ID78,CC_ID10021
FL_ID78,CC_ID11991
FL_ID78,CC_ID2561
FL_ID78,CC_ID4494
FL_ID78,CC_ID461
FL_ID78,CC_ID6088
FL_ID78,CC_ID7340
FL_ID78,CC_ID7898
FL_ID79,CC_ID4701
FL_ID79,CC_ID8982
FL_ID80,CC_ID10585
FL_ID80,CC_ID1530
FL_ID80,CC_ID3019
FL_ID81,CC_ID5360
FL_ID82,CC_ID12577
FL_ID82,CC_ID5083
FL_ID82,CC_ID592
FL_ID82,CC_ID7740
FL_ID82,CC_ID8394
FL_ID82,CC_ID9611
FL_ID83,CC_ID3708
FL_ID83,CC_ID6264
FL_ID83,CC_ID6456
FL_ID84,CC_ID4286
FL_ID85,CC_ID2306
FL_ID85,CC_ID4712
FL_ID85,CC_ID5399
FL_ID85,CC_ID7647
FL_ID85,CC_ID9412
FL_ID85,CC_ID9845
FL_ID86,CC_ID170
FL_ID86,CC_ID9911
FL_ID87,CC_ID11634
FL_ID87,CC_ID3595
FL_ID87,CC_ID3620
FL_ID87,CC_ID5101
FL_ID87,CC_ID8538
FL_ID87,CC_ID9267
FL_ID87,CC_ID9676
FL_ID87,CC_ID9925
FL_ID88,CC_ID2009
FL_ID88,CC_ID3632
FL_ID89,CC_ID3777
FL_ID89,CC_ID4494
FL_ID89,CC_ID4828
FL_ID89,CC_ID4897
FL_ID89,CC_ID7287
FL_ID89,CC_ID8321
FL_ID89,CC_ID9195
FL_ID90,CC_ID3087
FL_ID91,CC_ID10099
FL_ID91,CC_ID251
FL_ID91,CC_ID4298
FL_ID91,CC_ID5011
FL_ID91,CC_ID5193
FL_ID91,CC_ID5360
FL_ID91,CC_ID6161
FL_ID91,CC_ID9655
FL_ID92,CC_ID10151
FL_ID92,CC_ID10540
FL_ID92,CC_ID4066
FL_ID92,CC_ID6469
FL_ID92,CC_ID661
FL_ID92,CC_ID7129
FL_ID92,CC_ID7225
FL_ID92,CC_ID7500
FL_ID93,CC_ID432
FL_ID93,CC_ID925
FL_ID94,CC_ID2251
FL_ID94,CC_ID5442
FL_ID94,CC_ID6197
FL_ID94,CC_ID6540
FL_ID94,CC_ID9331
FL_ID95,CC_ID4981
FL_ID95,CC_ID6937
FL_ID96,CC_ID3047
FL_ID96,CC_ID7432
FL_ID96,CC_ID9629
FL_ID97,CC_ID11243
FL_ID97,CC_ID1877
FL_ID97,CC_ID4521
FL_ID98,CC_ID10583
FL_ID98,CC_ID11441
FL_ID98,CC_ID12806
FL_ID98,CC_ID2884
FL_ID98,CC_ID3241
FL_ID98,CC_ID5462
FL_ID98,CC_ID8025
FL_ID98,CC_ID9536
FL_ID99,CC_ID1053
FL_ID99,CC_ID11563
FL_ID99,CC_ID36
FL_ID100,CC_ID10498
FL_ID100,CC_ID1934
FL_ID100,CC_ID2443
FL_ID100,CC_ID9711
FL_ID101,CC_ID10851
FL_ID101,CC_ID11094
FL_ID101,CC_ID12233
FL_ID101,CC_ID3477
FL_ID101,CC_ID6037
FL_ID101,CC_ID7549
FL_ID102,CC_ID5569
FL_ID103,CC_ID10734
FL_ID103,CC_ID12392
FL_ID103,CC_ID3110
FL_ID104,CC_ID10353
FL_ID104,CC_ID11935
FL_ID104,CC_ID12393
FL_ID104,CC_ID2730
FL_ID104,CC_ID3279
FL_ID104,CC_ID6378
FL_ID105,CC_ID10679
FL_ID105,CC_ID11873
FL_ID105,CC_ID11876
FL_ID105,CC_ID1429
FL_ID105,CC_ID1847
FL_ID105,CC_ID6969
FL_ID105,CC_ID952
FL_ID105,CC_ID9928
FL_ID106,CC_ID1701
FL_ID106,CC_ID257
FL_ID106,CC_ID3277
FL_ID106,CC_ID4296
FL_ID106,CC_ID501
FL_ID106,CC_ID8378
FL_ID106,CC_ID9381
FL_ID106,CC_ID9951
FL_ID107,CC_ID2538
FL_ID107,CC_ID287
FL_ID107,CC_ID7478
FL_ID107,CC_ID7814
FL_ID108,CC_ID10176
FL_ID108,CC_ID10564
FL_ID108,CC_ID12611
FL_ID108,CC_ID2058
FL_ID108,CC_ID7186
FL_ID108,CC_ID7762
FL_ID108,CC_ID8312
FL_ID109,CC_ID11990
FL_ID109,CC_ID12242
FL_ID109,CC_ID8006
FL_ID110,CC_ID12024
FL_ID111,CC_ID10555
FL_ID111,CC_ID11231
FL_ID111,CC_ID11692
FL_ID111,CC_ID5113
FL_ID111,CC_ID7180
FL_ID111,CC_ID7723
FL_ID111,CC_ID7993
FL_ID111,CC_ID8182
FL_ID112,CC_ID10500
FL_ID112,CC_ID12103
FL_ID112,CC_ID5570
FL_ID112,CC_ID6522
FL_ID112,CC_ID7895
FL_ID112,CC_ID8310
FL_ID112,CC_ID8654
FL_ID113,CC_ID11059
FL_ID113,CC_ID2800
FL_ID113,CC_ID7512
FL_ID114,CC_ID10045
FL_ID114,CC_ID11117
FL_ID114,CC_ID2833
FL_ID114,CC_ID5159
FL_ID114,CC_ID7424
FL_ID114,CC_ID7683
FL_ID114,CC_ID815
FL_ID114,CC_ID8661
FL_ID115,CC_ID11010
FL_ID115,CC_ID4003
FL_ID115,CC_ID7446
FL_ID115,CC_ID8027
FL_ID116,CC_ID12669
FL_ID116,CC_ID7442
FL_ID116,CC_ID9611
FL_ID117,CC_ID12754
FL_ID118,CC_ID10425
FL_ID118,CC_ID10959
FL_ID118,CC_ID227
FL_ID118,CC_ID377
FL_ID118,CC_ID4971
FL_ID118,CC_ID9138
FL_ID118,CC_ID9444
FL_ID119,CC_ID8620
FL_ID120,CC_ID10312
FL_ID120,CC_ID10689
FL_ID120,CC_ID1874
FL_ID120,CC_ID4696
FL_ID121,CC_ID11578
FL_ID121,CC_ID166
FL_ID121,CC_ID5041
FL_ID121,CC_ID5124
FL_ID121,CC_ID9348
FL_ID121,CC_ID9878
FL_ID122,CC_ID10865
FL_ID122,CC_ID11473
FL_ID122,CC_ID3173
FL_ID122,CC_ID6510
FL_ID122,CC_ID8459
FL_ID122,CC_ID8611
FL_ID123,CC_ID11278
FL_ID123,CC_ID1487
FL_ID123,CC_ID3153
FL_ID123,CC_ID4503
FL_ID123,CC_ID7967
FL_ID124,CC_ID11877
FL_ID124,CC_ID2405
FL_ID125,CC_ID11216
FL_ID125,CC_ID11492
FL_ID125,CC_ID12109
FL_ID125,CC_ID12241
FL_ID125,CC_ID3095
FL_ID125,CC_ID5445
FL_ID125,CC_ID6436
FL_ID126,CC_ID11694
FL_ID126,CC_ID11741
FL_ID126,CC_ID293
FL_ID126,CC_ID5749
FL_ID126,CC_ID8707
FL_ID127,CC_ID10919
FL_ID127,CC_ID2140
FL_ID128,CC_ID4067
FL_ID128,CC_ID5228
FL_ID128,CC_ID5289
FL_ID128,CC_ID9190
FL_ID129,CC_ID2435
FL_ID129,CC_ID980
FL_ID130,CC_ID911
FL_ID131,CC_ID11679
FL_ID131,CC_ID1864
FL_ID131,CC_ID4970
FL_ID131,CC_ID8708
FL_ID131,CC_ID8897
FL_ID131,CC_ID9807
FL_ID132,CC_ID4410
FL_ID132,CC_ID4816
FL_ID132,CC_ID6115
FL_ID132,CC_ID8325
FL_ID132,CC_ID8412
FL_ID132,CC_ID8854
FL_ID132,CC_ID9645
FL_ID133,CC_ID1204
FL_ID133,CC_ID12852
FL_ID133,CC_ID2572
FL_ID133,CC_ID3418
FL_ID133,CC_ID4714
FL_ID133,CC_ID5276
FL_ID133,CC_ID6063
FL_ID134,CC_ID11196
FL_ID134,CC_ID11264
FL_ID134,CC_ID11966
FL_ID134,CC_ID3303
FL_ID134,CC_ID4190
FL_ID134,CC_ID5141
FL_ID135,CC_ID9244
FL_ID136,CC_ID11235
FL_ID136,CC_ID1154
FL_ID136,CC_ID11574
FL_ID136,CC_ID3151
FL_ID136,CC_ID5001
FL_ID136,CC_ID5112
FL_ID136,CC_ID6069
FL_ID136,CC_ID8884
FL_ID137,CC_ID133
FL_ID137,CC_ID5924
FL_ID137,CC_ID6637
FL_ID137,CC_ID7048
FL_ID137,CC_ID7423
FL_ID137,CC_ID9336
FL_ID137,CC_ID9437
FL_ID138,CC_ID3937
FL_ID139,CC_ID4401
FL_ID139,CC_ID593
FL_ID140,CC_ID12796
FL_ID140,CC_ID3492
FL_ID140,CC_ID4205
FL_ID140,CC_ID4709
FL_ID140,CC_ID5621
FL_ID141,CC_ID1238
FL_ID142,CC_ID1268
FL_ID142,CC_ID2688
FL_ID142,CC_ID7773
FL_ID143,CC_ID10282
FL_ID143,CC_ID10585
FL_ID143,CC_ID11826
FL_ID143,CC_ID2181
FL_ID143,CC_ID3339
FL_ID143,CC_ID4227
FL_ID143,CC_ID7569
FL_ID144,CC_ID11692
FL_ID144,CC_ID1459
FL_ID144,CC_ID6226
FL_ID144,CC_ID6890
FL_ID144,CC_ID8257
FL_ID145,CC_ID10730
FL_ID145,CC_ID2807
FL_ID145,CC_ID3283
FL_ID145,CC_ID8599
FL_ID146,CC_ID12714
FL_ID146,CC_ID7772
FL_ID147,CC_ID1017
FL_ID147,CC_ID10259
FL_ID147,CC_ID10922
FL_ID147,CC_ID5994
FL_ID147,CC_ID7476
FL_ID147,CC_ID7818
FL_ID147,CC_ID8713
FL_ID147,CC_ID9064
FL_ID148,CC_ID12797
FL_ID148,CC_ID12838
FL_ID148,CC_ID1395
FL_ID148,CC_ID3165
FL_ID149,CC_ID1175
FL_ID149,CC_ID2166
FL_ID149,CC_ID5193
FL_ID149,CC_ID5887
FL_ID149,CC_ID6961
FL_ID149,CC_ID9750
FL_ID150,CC_ID11465
FL_ID150,CC_ID12425
FL_ID150,CC_ID5572
FL_ID150,CC_ID5793
FL_ID150,CC_ID909
FL_ID150,CC_ID9315
FL_ID150,CC_ID9891
FL_ID151,CC_ID1547
FL_ID151,CC_ID4026
FL_ID151,CC_ID9606
FL_ID152,CC_ID11028
FL_ID152,CC_ID3197
FL_ID152,CC_ID6019
FL_ID152,CC_ID6163
FL_ID152,CC_ID789
FL_ID152,CC_ID9960
FL_ID153,CC_ID10618
FL_ID153,CC_ID11606
FL_ID153,CC_ID754
FL_ID154,CC_ID11177
FL_ID154,CC_ID11634
FL_ID154,CC_ID6543
FL_ID154,CC_ID7001
FL_ID155,CC_ID2168
FL_ID155,CC_ID9839
FL_ID156,CC_ID1885
FL_ID156,CC_ID3195
FL_ID157,CC_ID10554
FL_ID157,CC_ID11592
FL_ID157,CC_ID5495
FL_ID157,CC_ID8661
FL_ID157,CC_ID9568
FL_ID158,CC_ID11284
FL_ID158,CC_ID3164
FL_ID158,CC_ID5025
FL_ID158,CC_ID646
FL_ID158,CC_ID8144
FL_ID158,CC_ID8216
FL_ID159,CC_ID12904
FL_ID159,CC_ID1887
FL_ID159,CC_ID3462
FL_ID159,CC_ID6894
FL_ID159,CC_ID9045
FL_ID159,CC_ID9730
FL_ID160,CC_ID1036
FL_ID160,CC_ID2508
FL_ID160,CC_ID4543
FL_ID160,CC_ID5460
FL_ID160,CC_ID6843
FL_ID160,CC_ID7278
FL_ID160,CC_ID7319
FL_ID160,CC_ID8005
FL_ID161,CC_ID6824
FL_ID162,CC_ID12696
FL_ID162,CC_ID3581
FL_ID162,CC_ID4032
FL_ID162,CC_ID4758
FL_ID162,CC_ID6982
FL_ID162,CC_ID726
FL_ID163,CC_ID11071
FL_ID163,CC_ID6519
FL_ID163,CC_ID7532
FL_ID163,CC_ID8286
FL_ID163,CC_ID9712
FL_ID163,CC_ID9849
FL_ID164,CC_ID10372
FL_ID164,CC_ID12255
FL_ID164,CC_ID12910
FL_ID165,CC_ID10449
FL_ID165,CC_ID12628
FL_ID165,CC_ID12951
FL_ID165,CC_ID1793
FL_ID165,CC_ID2602
FL_ID165,CC_ID5283
FL_ID166,CC_ID11429
FL_ID166,CC_ID11431
FL_ID166,CC_ID12055
FL_ID166,CC_ID5456
FL_ID166,CC_ID5924
FL_ID166,CC_ID7742
FL_ID166,CC_ID8974
FL_ID167,CC_ID12181
FL_ID167,CC_ID12916
FL_ID167,CC_ID2376
FL_ID167,CC_ID285
FL_ID167,CC_ID8945
FL_ID167,CC_ID9276
FL_ID167,CC_ID9433
FL_ID168,CC_ID2063
FL_ID168,CC_ID2894
FL_ID168,CC_ID5074
FL_ID168,CC_ID5315
FL_ID168,CC_ID669
FL_ID168,CC_ID8027
FL_ID169,CC_ID11706
FL_ID169,CC_ID6536
FL_ID169,CC_ID7360
FL_ID170,CC_ID10089
FL_ID170,CC_ID11269
FL_ID170,CC_ID11727
FL_ID170,CC_ID12691
FL_ID170,CC_ID2080
FL_ID170,CC_ID4721
FL_ID170,CC_ID7542
FL_ID170,CC_ID7936
FL_ID171,CC_ID12543
FL_ID171,CC_ID2152
FL_ID171,CC_ID3321
FL_ID171,CC_ID731
FL_ID172,CC_ID12755
FL_ID172,CC_ID12877
FL_ID172,CC_ID1381
FL_ID172,CC_ID4170
FL_ID172,CC_ID4835
FL_ID172,CC_ID7173
FL_ID172,CC_ID9808
FL_ID173,CC_ID11083
FL_ID174,CC_ID10472
FL_ID174,CC_ID1598
FL_ID174,CC_ID4271
FL_ID174,CC_ID8994
FL_ID175,CC_ID10494
FL_ID176,CC_ID11477
FL_ID176,CC_ID3498
FL_ID177,CC_ID10512
FL_ID177,CC_ID12002
FL_ID177,CC_ID12132
FL_ID177,CC_ID1712
FL_ID177,CC_ID2517
FL_ID177,CC_ID2773
FL_ID177,CC_ID7775
FL_ID177,CC_ID8398
FL_ID178,CC_ID10082
FL_ID178,CC_ID11199
FL_ID178,CC_ID12298
FL_ID178,CC_ID2619
FL_ID178,CC_ID5121
FL_ID179,CC_ID10481
FL_ID179,CC_ID10743
FL_ID179,CC_ID1278
FL_ID179,CC_ID4053
FL_ID179,CC_ID4243
FL_ID179,CC_ID4504
FL_ID179,CC_ID7147
FL_ID180,CC_ID12518
FL_ID180,CC_ID4780
FL_ID180,CC_ID5186
FL_ID181,CC_ID3724
FL_ID181,CC_ID393
FL_ID181,CC_ID5922
FL_ID181,CC_ID6432
FL_ID181,CC_ID7413
FL_ID181,CC_ID894
FL_ID182,CC_ID10966
FL_ID182,CC_ID10973
FL_ID183,CC_ID10485
FL_ID183,CC_ID2285
FL_ID183,CC_ID533
FL_ID183,CC_ID535
FL_ID183,CC_ID6878
FL_ID183,CC_ID893
FL_ID183,CC_ID9510
FL_ID184,CC_ID1541
FL_ID184,CC_ID2337
FL_ID184,CC_ID2674
FL_ID184,CC_ID2766
FL_ID184,CC_ID3565
FL_ID184,CC_ID3675
FL_ID184,CC_ID4576
FL_ID184,CC_ID7240
FL_ID185,CC_ID7914
FL_ID186,CC_ID2257
FL_ID186,CC_ID235
FL_ID186,CC_ID6058
FL_ID187,CC_ID11236
FL_ID187,CC_ID12415
FL_ID187,CC_ID2021
FL_ID187,CC_ID2600
FL_ID187,CC_ID407
FL_ID187,CC_ID408
FL_ID187,CC_ID7070
FL_ID187,CC_ID7703
FL_ID188,CC_ID12028
FL_ID188,CC_ID4335
FL_ID188,CC_ID5238
FL_ID189,CC_ID3749
FL_ID189,CC_ID5699
FL_ID189,CC_ID8664
FL_ID190,CC_ID10513
FL_ID190,CC_ID12449
FL_ID190,CC_ID12503
FL_ID190,CC_ID1427
FL_ID190,CC_ID2484
FL_ID190,CC_ID4936
FL_ID190,CC_ID574
FL_ID190,CC_ID6294
FL_ID191,CC_ID3765
FL_ID191,CC_ID4584
FL_ID191,CC_ID4946
FL_ID192,CC_ID3833
FL_ID192,CC_ID5839
FL_ID192,CC_ID7218
FL_ID193,CC_ID1334
FL_ID193,CC_ID4993
FL_ID193,CC_ID7049
FL_ID194,CC_ID1429
FL_ID194,CC_ID1467
FL_ID194,CC_ID221
FL_ID194,CC_ID6961
FL_ID194,CC_ID9414
FL_ID195,CC_ID10848
FL_ID195,CC_ID10894
FL_ID195,CC_ID11041
FL_ID195,CC_ID2796
FL_ID195,CC_ID3695
FL_ID195,CC_ID4161
FL_ID195,CC_ID5183
FL_ID196,CC_ID11821
FL_ID196,CC_ID11882
FL_ID196,CC_ID12795
FL_ID196,CC_ID5518
FL_ID196,CC_ID8991
FL_ID196,CC_ID9157
FL_ID197,CC_ID11441
FL_ID197,CC_ID1880
FL_ID197,CC_ID3162
FL_ID197,CC_ID4086
FL_ID197,CC_ID4149
FL_ID197,CC_ID6891
FL_ID197,CC_ID8340
FL_ID197,CC_ID9183
FL_ID198,CC_ID1270
FL_ID198,CC_ID7161
FL_ID199,CC_ID11057
FL_ID199,CC_ID4342
FL_ID199,CC_ID4573
FL_ID200,CC_ID10776
FL_ID200,CC_ID5000
FL_ID201,CC_ID424
FL_ID201,CC_ID5344
FL_ID202,CC_ID10096
FL_ID202,CC_ID3107
FL_ID202,CC_ID3660
