R_ID,R_NAME,R_DESC,R_OWNER,R_STATUS
R_ID37,R_NAME2860,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized0,Jay,Completed
R_ID38,R_NAME1782,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions0",Caleb,Completed
R_ID39,R_NAME6140,The PCA pump shall detect battery failure and issue a battery failure alarm0,Caleb,Completed
R_ID40,R_NAME4005,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.0",Caleb,Completed
R_ID41,R_NAME2813,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.0,Jay,Completed
R_ID42,R_NAME1125,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.0,Caleb,Completed
R_ID43,R_NAME1450,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.0,Jay,Completed
R_ID44,R_NAME2987,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow0",Caleb,Completed
R_ID45,R_NAME2270,The scanner shall read and authenticate information from the drug’s package label0,Caleb,Open
R_ID46,R_NAME6386,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)0,Caleb,Completed
R_ID47,R_NAME6939,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.0,Priya,Completed
R_ID48,R_NAME1752,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.0",Priya,Deffered
R_ID49,R_NAME6940,The PCA pump shall issue alarms and warnings that require clinician attention.0,Jay,Completed
R_ID50,R_NAME2378,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.0,Priya,Completed
R_ID51,R_NAME2050,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.0,Priya,Completed
R_ID52,R_NAME317,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).0",Caleb,Completed
R_ID53,R_NAME3474,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump0",Caleb,Completed
R_ID54,R_NAME5408,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.0,Caleb,Completed
R_ID55,R_NAME1833,tactile response (button press).0,Caleb,Open
R_ID56,R_NAME6097,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.0,Alex,Completed
R_ID57,R_NAME7658,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.0,Caleb,Completed
R_ID58,R_NAME2591,The Control Panel shall provide means to cancel alarm signal inactivation.0,Caleb,Open
R_ID59,R_NAME5903,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.0",Caleb,Completed
R_ID60,R_NAME7573,The PCA pump shall detect downstream occlusion.0,Caleb,Completed
R_ID61,R_NAME7459,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.0",Caleb,Completed
R_ID62,R_NAME6068,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.0,Priya,Completed
R_ID63,R_NAME5924,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated0",Caleb,Deffered
R_ID64,R_NAME720,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.0",Caleb,Completed
R_ID65,R_NAME5984,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.0,Caleb,Deffered
R_ID66,R_NAME3827,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.0",Caleb,Completed
R_ID67,R_NAME4503,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,Alex,Completed
R_ID68,R_NAME4298,The scanner shall read and authenticate information from the patient’s wristband0,Caleb,Completed
R_ID69,R_NAME5890,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,Caleb,Completed
R_ID70,R_NAME5933,"After the clinician presses the start button, but before commencing infusion, the values of V T BI and Fbasal are checked against the drug library entry of the drug to be infused.0",Priya,Completed
R_ID71,R_NAME3810,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.0,Caleb,Completed
R_ID72,R_NAME3513,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.0,Caleb,Deffered
R_ID73,R_NAME4176,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)0",Jay,Completed
R_ID74,R_NAME4895,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.0",Alex,Completed
R_ID75,R_NAME1263,The PCA pump must not leak current greater than 10 mA0,Caleb,Open
R_ID76,R_NAME12,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication0",Jay,Completed
R_ID77,R_NAME6587,The mechanical pump shall not allow reverse flow from the patient into the pump.0,Priya,Completed
R_ID78,R_NAME1859,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.0,Jay,Completed
R_ID79,R_NAME2210,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.0",Caleb,Completed
R_ID80,R_NAME2498,The PCA pump shall detect air-in-line embolism (bubble).0,Caleb,Completed
R_ID81,R_NAME7116,"–removed, must scan Rx from label of drug container0",Caleb,Completed
R_ID82,R_NAME7050,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.0",Alex,Completed
R_ID83,R_NAME7564,The Control Panel shall provide means to inactivate audible alarms indefinitely0,Caleb,Completed
R_ID84,R_NAME2310,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.0,Alex,Completed
R_ID85,R_NAME59,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.0",Priya,Completed
R_ID86,R_NAME6953,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.0,Caleb,Completed
R_ID87,R_NAME909,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.0,Caleb,Completed
R_ID88,R_NAME5920,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)0,Alex,Completed
R_ID89,R_NAME4317,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.0",Caleb,Deffered
R_ID90,R_NAME1126,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.0",Alex,Deffered
R_ID91,R_NAME1531,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.0",Caleb,Completed
R_ID92,R_NAME7992,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.0",Priya,Completed
R_ID93,R_NAME4539,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.0",Caleb,Deffered
R_ID94,R_NAME4924,All materials that contact fluid shall be biocompatible0,Caleb,Completed
R_ID95,R_NAME4340,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms0,Alex,Completed
R_ID96,R_NAME6029,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist0",Caleb,Completed
R_ID97,R_NAME1138,The drug reservoir shall measure its contents.0,Caleb,Completed
R_ID98,R_NAME5781,Component failure must not harm patient (beyond stopping function).0,Priya,Completed
R_ID99,R_NAME948,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop0",Caleb,Completed
R_ID100,R_NAME1073,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",Jay,Completed
R_ID101,R_NAME4440,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.0",Priya,Deffered
R_ID102,R_NAME5491,The fault log shall record at least 1000 faults before overwriting oldest fault records first.0,Priya,Completed
R_ID103,R_NAME7414,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke0",Caleb,Completed
R_ID104,R_NAME2535,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.0,Caleb,Deffered
R_ID105,R_NAME91,Alarms shall be issued in order of occurrence.0,Priya,Completed
R_ID106,R_NAME4580,The PCA pump shall have a stop button0,Caleb,Completed
R_ID107,R_NAME1917,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops0",Alex,Completed
R_ID108,R_NAME2594,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)0",Caleb,Completed
R_ID109,R_NAME3905,The event log shall record 30 days of typical events before overwriting oldest event records first.0,Alex,Completed
R_ID110,R_NAME14,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.0",Alex,Completed
R_ID111,R_NAME5437,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.0",Caleb,Completed
R_ID112,R_NAME6601,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.0,Alex,Completed
R_ID113,R_NAME3753,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).0",Alex,Completed
R_ID114,R_NAME5128,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.0,Caleb,Completed
R_ID115,R_NAME7351,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.0,Priya,Completed
R_ID116,R_NAME1699,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.0,Caleb,Completed
R_ID117,R_NAME1968,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.0",Priya,Completed
R_ID118,R_NAME6450,sound of audible alarm0,Caleb,Completed
R_ID119,R_NAME449,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.0,Caleb,Deffered
R_ID120,R_NAME5261,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.0",Alex,Open
R_ID121,R_NAME6536,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.0,Caleb,Completed
R_ID122,R_NAME7989,The scanner shall read and authenticate information from the clinician’s badge0,Caleb,Completed
R_ID123,R_NAME6883,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.0,Caleb,Completed
R_ID124,R_NAME5257,Clinician-requested bolus delivery shall be immediately halted when alarms sound.0,Caleb,Completed
R_ID125,R_NAME4903,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",Jay,Completed
R_ID126,R_NAME6227,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown0",Jay,Deffered
R_ID127,R_NAME7446,"display of visual information, and0",Jay,Completed
R_ID128,R_NAME4935,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.0,Alex,Completed
R_ID129,R_NAME319,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.0",Alex,Deffered
R_ID130,R_NAME1281,Patient-requested bolus delivery shall be immediately halted when alarms sound.0,Caleb,Completed
R_ID131,R_NAME3569,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow0",Alex,Deffered
R_ID132,R_NAME1272,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).0,Jay,Completed
R_ID133,R_NAME4982,The control panel must display currently-programmed patient data and physician’s prescription.1,Caleb,Completed
R_ID134,R_NAME562,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.1,Caleb,Completed
R_ID135,R_NAME4941,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Priya,Completed
R_ID136,R_NAME4691,The PCA pump shall have a stop button1,Jay,Open
R_ID137,R_NAME3863,The fault log shall record at least 1000 faults before overwriting oldest fault records first.1,Priya,Deffered
R_ID138,R_NAME5931,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.1,Caleb,Completed
R_ID139,R_NAME1359,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.1",Caleb,Completed
R_ID140,R_NAME3972,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.1",Caleb,Open
R_ID141,R_NAME3379,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops1",Priya,Deffered
R_ID142,R_NAME7583,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.1",Alex,Completed
R_ID143,R_NAME2995,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated1",Caleb,Completed
R_ID144,R_NAME2247,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump1",Alex,Completed
R_ID145,R_NAME744,The drug reservoir shall measure its contents.1,Caleb,Completed
R_ID146,R_NAME2244,The Control Panel shall provide means to cancel alarm signal inactivation.1,Alex,Open
R_ID147,R_NAME6649,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.1,Priya,Completed
R_ID148,R_NAME5857,The scanner shall read and authenticate information from the drug’s package label1,Alex,Completed
R_ID149,R_NAME5222,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.1,Caleb,Deffered
R_ID150,R_NAME1547,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized1,Alex,Open
R_ID151,R_NAME4524,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.1",Priya,Completed
R_ID152,R_NAME4619,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication1",Priya,Completed
R_ID153,R_NAME1153,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).1",Jay,Open
R_ID154,R_NAME2509,"display of visual information, and1",Caleb,Completed
R_ID155,R_NAME3327,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.1,Caleb,Completed
R_ID156,R_NAME3578,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.1",Priya,Completed
R_ID157,R_NAME2971,A real-time clock must produce timestamps accurate to 10 ms.1,Alex,Completed
R_ID158,R_NAME7827,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.1,Priya,Deffered
R_ID159,R_NAME7563,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.1",Priya,Completed
R_ID160,R_NAME150,The scanner shall read and authenticate information from the clinician’s badge1,Alex,Deffered
R_ID161,R_NAME6347,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.1",Caleb,Completed
R_ID162,R_NAME6765,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.1",Alex,Completed
R_ID163,R_NAME6410,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop1",Caleb,Completed
R_ID164,R_NAME6408,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.1",Alex,Completed
R_ID165,R_NAME1189,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.1",Jay,Completed
R_ID166,R_NAME5956,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi1,Caleb,Completed
R_ID167,R_NAME2950,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.1,Caleb,Completed
R_ID168,R_NAME2910,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops1",Caleb,Completed
R_ID169,R_NAME4152,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.1,Caleb,Open
R_ID170,R_NAME5412,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Alex,Deffered
R_ID171,R_NAME6278,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow1",Alex,Completed
R_ID172,R_NAME7909,The alarm melody of audible alarms signals shall conform to Table AAA.1 of standard IEC 60601-1-8 for drug or fluid delivery. “C d g” shall be used for medium priority alarms; “C d g - C d” shall be used for high priority alarms1,Priya,Completed
R_ID173,R_NAME4863,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)1",Caleb,Completed
R_ID174,R_NAME2446,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.1,Caleb,Completed
R_ID175,R_NAME4784,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.1,Alex,Completed
R_ID176,R_NAME545,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.1",Caleb,Completed
R_ID177,R_NAME1557,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist1",Caleb,Open
R_ID178,R_NAME5575,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.1,Caleb,Completed
R_ID179,R_NAME5004,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.1,Alex,Completed
R_ID180,R_NAME413,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).1,Priya,Completed
R_ID181,R_NAME6136,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)1,Caleb,Completed
R_ID182,R_NAME7291,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.1",Priya,Completed
R_ID183,R_NAME3378,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.1,Priya,Completed
R_ID184,R_NAME7842,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.1",Caleb,Deffered
R_ID185,R_NAME1911,The control panel shall allow authorized clinician bolus request 60 and choice of duration.1,Alex,Completed
R_ID186,R_NAME1425,Alarms shall be issued in order of occurrence.1,Alex,Deffered
R_ID187,R_NAME6840,"Patient-requested bolus shall not be delivered more often than a prescribed number of minutes, ?prb.1",Caleb,Completed
R_ID188,R_NAME5373,The Control Panel shall provide means to inactivate audible alarms indefinitely1,Alex,Deffered
R_ID189,R_NAME3325,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.1,Caleb,Completed
R_ID190,R_NAME473,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.1",Caleb,Completed
R_ID191,R_NAME3902,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.1,Alex,Completed
R_ID192,R_NAME7549,The mechanical pump shall not allow reverse flow from the patient into the pump.1,Priya,Completed
R_ID193,R_NAME1436,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.1,Caleb,Completed
R_ID194,R_NAME1036,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.1",Alex,Completed
R_ID195,R_NAME3395,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.1,Caleb,Completed
R_ID196,R_NAME7802,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.1",Caleb,Open
R_ID197,R_NAME5159,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.1",Priya,Completed
R_ID198,R_NAME3162,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.1,Caleb,Completed
R_ID199,R_NAME4169,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.1,Caleb,Completed
R_ID200,R_NAME3353,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.1,Jay,Completed
