R_ID,RA_ID
R_ID20,RA_ID1558
R_ID20,RA_ID1587
R_ID20,RA_ID1603
R_ID20,RA_ID1656
R_ID20,RA_ID1673
R_ID20,RA_ID1844
R_ID20,RA_ID1899
R_ID20,RA_ID1962
R_ID20,RA_ID667
R_ID20,RA_ID668
R_ID21,RA_ID1313
R_ID21,RA_ID522
R_ID21,RA_ID574
R_ID22,RA_ID1151
R_ID22,RA_ID1353
R_ID22,RA_ID1370
R_ID22,RA_ID236
R_ID22,RA_ID257
R_ID22,RA_ID681
R_ID22,RA_ID986
R_ID23,RA_ID112
R_ID23,RA_ID137
R_ID23,RA_ID1475
R_ID23,RA_ID1659
R_ID23,RA_ID1703
R_ID23,RA_ID445
R_ID23,RA_ID489
R_ID23,RA_ID493
R_ID23,RA_ID520
R_ID23,RA_ID539
R_ID23,RA_ID543
R_ID23,RA_ID817
R_ID23,RA_ID843
R_ID23,RA_ID960
R_ID24,RA_ID12
R_ID25,RA_ID1121
R_ID25,RA_ID1165
R_ID25,RA_ID1561
R_ID25,RA_ID1637
R_ID25,RA_ID1935
R_ID25,RA_ID1960
R_ID25,RA_ID310
R_ID25,RA_ID322
R_ID25,RA_ID410
R_ID25,RA_ID506
R_ID25,RA_ID573
R_ID25,RA_ID589
R_ID25,RA_ID619
R_ID25,RA_ID851
R_ID26,RA_ID1129
R_ID26,RA_ID1215
R_ID26,RA_ID1457
R_ID26,RA_ID148
R_ID26,RA_ID1642
R_ID26,RA_ID1653
R_ID26,RA_ID1734
R_ID26,RA_ID1979
R_ID26,RA_ID322
R_ID26,RA_ID636
R_ID26,RA_ID680
R_ID26,RA_ID745
R_ID26,RA_ID95
R_ID26,RA_ID967
R_ID27,RA_ID1496
R_ID27,RA_ID1531
R_ID27,RA_ID1587
R_ID27,RA_ID1600
R_ID27,RA_ID1607
R_ID27,RA_ID1638
R_ID27,RA_ID1931
R_ID27,RA_ID312
R_ID27,RA_ID984
R_ID28,RA_ID1861
R_ID31,RA_ID1294
R_ID31,RA_ID1344
R_ID31,RA_ID1517
R_ID31,RA_ID16
R_ID31,RA_ID1850
R_ID31,RA_ID222
R_ID31,RA_ID557
R_ID31,RA_ID654
R_ID31,RA_ID655
R_ID31,RA_ID691
R_ID32,RA_ID1339
R_ID32,RA_ID1514
R_ID32,RA_ID1607
R_ID32,RA_ID401
R_ID32,RA_ID449
R_ID32,RA_ID754
R_ID33,RA_ID1229
R_ID33,RA_ID1554
R_ID33,RA_ID1625
R_ID33,RA_ID193
R_ID33,RA_ID1966
R_ID33,RA_ID1968
R_ID33,RA_ID507
R_ID34,RA_ID1006
R_ID34,RA_ID880
R_ID35,RA_ID1087
R_ID35,RA_ID1453
R_ID35,RA_ID1475
R_ID35,RA_ID176
R_ID35,RA_ID427
R_ID36,RA_ID1399
R_ID36,RA_ID806
R_ID37,RA_ID1103
R_ID37,RA_ID1160
R_ID37,RA_ID1178
R_ID37,RA_ID1309
R_ID37,RA_ID1371
R_ID37,RA_ID1456
R_ID37,RA_ID156
R_ID37,RA_ID520
R_ID37,RA_ID609
R_ID37,RA_ID736
R_ID37,RA_ID89
R_ID38,RA_ID1010
R_ID38,RA_ID1039
R_ID38,RA_ID1539
R_ID38,RA_ID1636
R_ID38,RA_ID1764
R_ID38,RA_ID558
R_ID39,RA_ID1200
R_ID39,RA_ID1386
R_ID39,RA_ID1677
R_ID39,RA_ID380
R_ID39,RA_ID576
R_ID39,RA_ID875
R_ID40,RA_ID1773
R_ID40,RA_ID1848
R_ID40,RA_ID1970
R_ID40,RA_ID214
R_ID40,RA_ID35
R_ID40,RA_ID522
R_ID41,RA_ID104
R_ID41,RA_ID1110
R_ID41,RA_ID1523
R_ID41,RA_ID1547
R_ID41,RA_ID1677
R_ID41,RA_ID383
R_ID41,RA_ID72
R_ID41,RA_ID768
R_ID41,RA_ID86
R_ID42,RA_ID114
R_ID42,RA_ID1309
R_ID42,RA_ID135
R_ID42,RA_ID1494
R_ID42,RA_ID1886
R_ID42,RA_ID1983
R_ID42,RA_ID219
R_ID42,RA_ID226
R_ID42,RA_ID364
R_ID42,RA_ID526
R_ID42,RA_ID653
R_ID42,RA_ID697
R_ID42,RA_ID734
R_ID43,RA_ID192
R_ID43,RA_ID491
R_ID43,RA_ID545
R_ID44,RA_ID1143
R_ID44,RA_ID1324
R_ID44,RA_ID1389
R_ID44,RA_ID153
R_ID44,RA_ID1639
R_ID44,RA_ID1725
R_ID44,RA_ID1908
R_ID44,RA_ID1918
R_ID44,RA_ID20
R_ID44,RA_ID247
R_ID44,RA_ID570
R_ID44,RA_ID70
R_ID44,RA_ID717
R_ID44,RA_ID889
R_ID44,RA_ID959
R_ID45,RA_ID1040
R_ID45,RA_ID1638
R_ID45,RA_ID1751
R_ID45,RA_ID203
R_ID45,RA_ID23
R_ID45,RA_ID549
R_ID45,RA_ID811
R_ID46,RA_ID1437
R_ID46,RA_ID1817
R_ID46,RA_ID21
R_ID46,RA_ID236
R_ID48,RA_ID1003
R_ID48,RA_ID1182
R_ID48,RA_ID136
R_ID48,RA_ID1712
R_ID48,RA_ID18
R_ID48,RA_ID216
R_ID48,RA_ID259
R_ID50,RA_ID1216
R_ID50,RA_ID1890
R_ID50,RA_ID1900
R_ID50,RA_ID37
R_ID50,RA_ID68
R_ID50,RA_ID971
R_ID51,RA_ID1551
R_ID51,RA_ID887
R_ID52,RA_ID162
R_ID52,RA_ID1623
R_ID52,RA_ID1764
R_ID52,RA_ID1779
R_ID52,RA_ID1880
R_ID52,RA_ID1968
R_ID52,RA_ID995
R_ID53,RA_ID1832
R_ID53,RA_ID284
R_ID54,RA_ID1239
R_ID54,RA_ID1440
R_ID54,RA_ID1982
R_ID55,RA_ID1304
R_ID55,RA_ID1922
R_ID55,RA_ID857
R_ID57,RA_ID1198
R_ID57,RA_ID1580
R_ID57,RA_ID1763
R_ID57,RA_ID1886
R_ID57,RA_ID204
R_ID57,RA_ID302
R_ID57,RA_ID38
R_ID57,RA_ID516
R_ID57,RA_ID646
R_ID59,RA_ID1651
R_ID60,RA_ID1266
R_ID60,RA_ID1531
R_ID60,RA_ID1759
R_ID60,RA_ID437
R_ID60,RA_ID444
R_ID60,RA_ID905
R_ID61,RA_ID1027
R_ID61,RA_ID1071
R_ID61,RA_ID1306
R_ID61,RA_ID1484
R_ID61,RA_ID1510
R_ID61,RA_ID1673
R_ID61,RA_ID1968
R_ID61,RA_ID226
R_ID61,RA_ID61
R_ID61,RA_ID649
R_ID61,RA_ID793
R_ID61,RA_ID87
R_ID61,RA_ID923
R_ID62,RA_ID1358
R_ID62,RA_ID1561
R_ID62,RA_ID1780
R_ID62,RA_ID311
R_ID62,RA_ID540
R_ID62,RA_ID596
R_ID63,RA_ID1003
R_ID63,RA_ID1006
R_ID63,RA_ID1100
R_ID63,RA_ID1343
R_ID63,RA_ID1834
R_ID63,RA_ID273
R_ID63,RA_ID551
R_ID63,RA_ID934
R_ID64,RA_ID1099
R_ID64,RA_ID1347
R_ID64,RA_ID139
R_ID64,RA_ID1579
R_ID64,RA_ID1687
R_ID64,RA_ID1842
R_ID64,RA_ID536
R_ID64,RA_ID96
R_ID65,RA_ID162
R_ID65,RA_ID1670
R_ID65,RA_ID252
R_ID66,RA_ID1663
R_ID66,RA_ID553
R_ID66,RA_ID973
R_ID68,RA_ID1
R_ID68,RA_ID1487
R_ID68,RA_ID149
R_ID68,RA_ID1515
R_ID68,RA_ID1904
R_ID68,RA_ID224
R_ID68,RA_ID917
R_ID69,RA_ID1097
R_ID69,RA_ID1121
R_ID69,RA_ID1437
R_ID69,RA_ID151
R_ID69,RA_ID1629
R_ID69,RA_ID1704
R_ID69,RA_ID1731
R_ID69,RA_ID1763
R_ID69,RA_ID1779
R_ID69,RA_ID329
R_ID69,RA_ID463
R_ID69,RA_ID639
R_ID69,RA_ID76
R_ID69,RA_ID935
R_ID72,RA_ID1048
R_ID72,RA_ID1238
R_ID72,RA_ID1485
R_ID73,RA_ID1294
R_ID73,RA_ID457
R_ID74,RA_ID1594
R_ID74,RA_ID1755
R_ID74,RA_ID78
R_ID75,RA_ID1039
R_ID75,RA_ID1054
R_ID75,RA_ID1099
R_ID75,RA_ID1251
R_ID75,RA_ID1307
R_ID75,RA_ID1392
R_ID75,RA_ID1695
R_ID75,RA_ID1854
R_ID75,RA_ID1860
R_ID75,RA_ID1879
R_ID75,RA_ID1929
R_ID75,RA_ID276
R_ID75,RA_ID38
R_ID75,RA_ID739
R_ID75,RA_ID987
R_ID76,RA_ID1104
R_ID76,RA_ID1227
R_ID76,RA_ID1287
R_ID76,RA_ID142
R_ID76,RA_ID1759
R_ID76,RA_ID1869
R_ID76,RA_ID1942
R_ID76,RA_ID1976
R_ID76,RA_ID500
R_ID76,RA_ID561
R_ID76,RA_ID695
R_ID76,RA_ID782
R_ID76,RA_ID9
R_ID76,RA_ID964
R_ID77,RA_ID447
R_ID77,RA_ID613
R_ID77,RA_ID670
R_ID78,RA_ID1011
R_ID78,RA_ID1361
R_ID78,RA_ID1420
R_ID78,RA_ID453
R_ID78,RA_ID487
R_ID78,RA_ID516
R_ID78,RA_ID727
R_ID78,RA_ID889
R_ID78,RA_ID892
R_ID79,RA_ID1044
R_ID79,RA_ID1542
R_ID79,RA_ID1559
R_ID79,RA_ID1623
R_ID79,RA_ID1708
R_ID79,RA_ID1820
R_ID79,RA_ID1921
R_ID79,RA_ID324
R_ID79,RA_ID601
R_ID79,RA_ID640
R_ID79,RA_ID866
R_ID80,RA_ID1157
R_ID81,RA_ID1199
R_ID81,RA_ID120
R_ID81,RA_ID1431
R_ID81,RA_ID1439
R_ID81,RA_ID153
R_ID81,RA_ID1714
R_ID81,RA_ID1836
R_ID81,RA_ID1851
R_ID81,RA_ID1914
R_ID81,RA_ID1996
R_ID81,RA_ID230
R_ID81,RA_ID644
R_ID81,RA_ID79
R_ID81,RA_ID929
R_ID82,RA_ID1172
R_ID82,RA_ID1503
R_ID82,RA_ID1677
R_ID82,RA_ID1909
R_ID82,RA_ID225
R_ID82,RA_ID230
R_ID82,RA_ID414
R_ID82,RA_ID571
R_ID82,RA_ID602
R_ID82,RA_ID960
R_ID82,RA_ID995
R_ID83,RA_ID819
R_ID84,RA_ID102
R_ID84,RA_ID11
R_ID84,RA_ID1371
R_ID84,RA_ID1490
R_ID84,RA_ID1814
R_ID84,RA_ID1841
R_ID84,RA_ID506
R_ID84,RA_ID638
R_ID84,RA_ID645
R_ID84,RA_ID688
R_ID85,RA_ID1423
R_ID86,RA_ID1221
R_ID86,RA_ID1348
R_ID86,RA_ID1412
R_ID86,RA_ID1446
R_ID86,RA_ID1468
R_ID86,RA_ID1625
R_ID86,RA_ID1750
R_ID86,RA_ID208
R_ID86,RA_ID377
R_ID86,RA_ID601
R_ID86,RA_ID631
R_ID86,RA_ID64
R_ID86,RA_ID81
R_ID86,RA_ID848
R_ID86,RA_ID954
R_ID87,RA_ID1101
R_ID87,RA_ID1168
R_ID87,RA_ID1291
R_ID87,RA_ID1677
R_ID87,RA_ID1751
R_ID87,RA_ID335
R_ID87,RA_ID647
R_ID87,RA_ID753
R_ID88,RA_ID1208
R_ID88,RA_ID1222
R_ID88,RA_ID320
R_ID88,RA_ID460
R_ID88,RA_ID466
R_ID88,RA_ID898
R_ID89,RA_ID1237
R_ID90,RA_ID195
R_ID90,RA_ID335
R_ID90,RA_ID621
R_ID92,RA_ID1641
R_ID92,RA_ID1841
R_ID92,RA_ID1931
R_ID92,RA_ID1932
R_ID92,RA_ID693
R_ID92,RA_ID8
R_ID92,RA_ID84
R_ID92,RA_ID972
R_ID93,RA_ID1196
R_ID93,RA_ID1315
R_ID93,RA_ID567
R_ID93,RA_ID829
R_ID94,RA_ID1022
R_ID94,RA_ID1319
R_ID94,RA_ID1488
R_ID94,RA_ID1555
R_ID94,RA_ID1740
R_ID94,RA_ID1806
R_ID94,RA_ID1829
R_ID94,RA_ID1972
R_ID94,RA_ID1994
R_ID94,RA_ID218
R_ID94,RA_ID490
R_ID94,RA_ID608
R_ID94,RA_ID756
R_ID95,RA_ID1071
R_ID95,RA_ID1162
R_ID95,RA_ID1276
R_ID95,RA_ID1381
R_ID95,RA_ID1694
R_ID95,RA_ID209
R_ID96,RA_ID1046
R_ID96,RA_ID1504
R_ID96,RA_ID1842
R_ID96,RA_ID501
R_ID96,RA_ID86
R_ID97,RA_ID1390
R_ID97,RA_ID680
R_ID97,RA_ID718
R_ID97,RA_ID848
R_ID97,RA_ID907
R_ID98,RA_ID1021
R_ID98,RA_ID1813
R_ID98,RA_ID214
R_ID98,RA_ID3
R_ID98,RA_ID380
R_ID98,RA_ID803
R_ID98,RA_ID830
R_ID99,RA_ID1089
R_ID99,RA_ID1179
R_ID99,RA_ID120
R_ID99,RA_ID1625
R_ID99,RA_ID1630
R_ID99,RA_ID1635
R_ID99,RA_ID1673
R_ID99,RA_ID1890
R_ID99,RA_ID1905
R_ID99,RA_ID377
R_ID99,RA_ID640
R_ID99,RA_ID665
R_ID99,RA_ID716
R_ID99,RA_ID840
R_ID100,RA_ID1278
R_ID100,RA_ID719
R_ID100,RA_ID857
R_ID101,RA_ID127
R_ID101,RA_ID1715
R_ID101,RA_ID264
R_ID101,RA_ID510
R_ID101,RA_ID534
R_ID101,RA_ID660
R_ID102,RA_ID1043
R_ID102,RA_ID1346
R_ID102,RA_ID1437
R_ID102,RA_ID1549
R_ID102,RA_ID350
R_ID102,RA_ID364
R_ID102,RA_ID460
R_ID102,RA_ID494
R_ID102,RA_ID919
R_ID103,RA_ID1326
R_ID103,RA_ID1360
R_ID103,RA_ID1597
R_ID103,RA_ID1685
R_ID103,RA_ID1748
R_ID103,RA_ID263
R_ID103,RA_ID583
R_ID104,RA_ID114
R_ID104,RA_ID1243
R_ID104,RA_ID1282
R_ID104,RA_ID1420
R_ID104,RA_ID1635
R_ID104,RA_ID1700
R_ID104,RA_ID1890
R_ID104,RA_ID313
R_ID104,RA_ID365
R_ID104,RA_ID435
R_ID104,RA_ID721
R_ID104,RA_ID954
R_ID104,RA_ID965
R_ID105,RA_ID1949
R_ID106,RA_ID1061
R_ID106,RA_ID1201
R_ID106,RA_ID1359
R_ID106,RA_ID1380
R_ID106,RA_ID1581
R_ID106,RA_ID1677
R_ID106,RA_ID1700
R_ID106,RA_ID517
R_ID106,RA_ID696
R_ID106,RA_ID735
R_ID106,RA_ID839
R_ID106,RA_ID974
R_ID107,RA_ID1230
R_ID107,RA_ID1235
R_ID107,RA_ID1571
R_ID109,RA_ID11
R_ID109,RA_ID1389
R_ID109,RA_ID1497
R_ID109,RA_ID1831
R_ID109,RA_ID1833
R_ID109,RA_ID250
R_ID109,RA_ID328
R_ID109,RA_ID492
R_ID109,RA_ID544
R_ID109,RA_ID747
R_ID110,RA_ID139
R_ID110,RA_ID1731
R_ID110,RA_ID987
R_ID111,RA_ID429
R_ID111,RA_ID752
R_ID111,RA_ID843
R_ID112,RA_ID1682
R_ID113,RA_ID1050
R_ID113,RA_ID1234
R_ID113,RA_ID1547
R_ID113,RA_ID1617
R_ID113,RA_ID179
R_ID113,RA_ID89
R_ID113,RA_ID927
R_ID113,RA_ID996
R_ID114,RA_ID1433
R_ID114,RA_ID1656
R_ID114,RA_ID1751
R_ID114,RA_ID565
R_ID114,RA_ID833
R_ID115,RA_ID1257
R_ID115,RA_ID126
R_ID115,RA_ID1296
R_ID115,RA_ID1318
R_ID115,RA_ID1931
R_ID115,RA_ID612
R_ID116,RA_ID1127
R_ID116,RA_ID1243
R_ID116,RA_ID1460
R_ID116,RA_ID1461
R_ID116,RA_ID1790
R_ID116,RA_ID728
R_ID117,RA_ID1417
R_ID117,RA_ID1448
R_ID117,RA_ID145
R_ID117,RA_ID1672
R_ID117,RA_ID1990
R_ID117,RA_ID240
R_ID117,RA_ID3
R_ID117,RA_ID329
R_ID117,RA_ID363
R_ID117,RA_ID655
R_ID117,RA_ID663
R_ID118,RA_ID1996
R_ID118,RA_ID289
R_ID118,RA_ID330
R_ID118,RA_ID503
R_ID118,RA_ID890
R_ID119,RA_ID193
R_ID120,RA_ID1522
R_ID120,RA_ID1656
R_ID120,RA_ID1796
R_ID120,RA_ID209
R_ID120,RA_ID242
R_ID120,RA_ID458
R_ID121,RA_ID1629
R_ID121,RA_ID445
R_ID121,RA_ID901
R_ID122,RA_ID1068
R_ID122,RA_ID1185
R_ID122,RA_ID1272
R_ID122,RA_ID1400
R_ID122,RA_ID1841
R_ID122,RA_ID1904
R_ID122,RA_ID1960
R_ID122,RA_ID1999
R_ID122,RA_ID294
R_ID122,RA_ID481
R_ID122,RA_ID636
R_ID122,RA_ID954
R_ID123,RA_ID1020
R_ID123,RA_ID1146
R_ID123,RA_ID1234
R_ID123,RA_ID1414
R_ID123,RA_ID1759
R_ID123,RA_ID207
R_ID123,RA_ID684
R_ID123,RA_ID829
R_ID124,RA_ID1307
R_ID124,RA_ID1440
R_ID124,RA_ID1538
R_ID124,RA_ID1574
R_ID124,RA_ID1599
R_ID124,RA_ID162
R_ID124,RA_ID1721
R_ID124,RA_ID173
R_ID124,RA_ID1750
R_ID124,RA_ID262
R_ID124,RA_ID336
R_ID124,RA_ID372
R_ID125,RA_ID1025
R_ID125,RA_ID1602
R_ID125,RA_ID1853
R_ID125,RA_ID961
R_ID126,RA_ID1061
R_ID126,RA_ID1772
R_ID126,RA_ID448
R_ID126,RA_ID72
R_ID126,RA_ID728
R_ID126,RA_ID755
R_ID126,RA_ID762
R_ID126,RA_ID769
R_ID126,RA_ID816
R_ID126,RA_ID998
R_ID127,RA_ID1486
R_ID127,RA_ID1574
R_ID127,RA_ID1579
R_ID127,RA_ID1683
R_ID127,RA_ID179
R_ID127,RA_ID189
R_ID127,RA_ID1916
R_ID127,RA_ID290
R_ID127,RA_ID322
R_ID127,RA_ID349
R_ID127,RA_ID516
R_ID127,RA_ID679
R_ID127,RA_ID747
R_ID127,RA_ID772
R_ID127,RA_ID953
R_ID128,RA_ID1373
R_ID128,RA_ID1492
R_ID128,RA_ID1513
R_ID128,RA_ID1981
R_ID128,RA_ID769
R_ID129,RA_ID164
R_ID129,RA_ID167
R_ID129,RA_ID1758
R_ID129,RA_ID1877
R_ID129,RA_ID691
R_ID129,RA_ID995
R_ID132,RA_ID1554
R_ID132,RA_ID1944
R_ID132,RA_ID57
R_ID132,RA_ID677
R_ID132,RA_ID797
R_ID133,RA_ID1105
R_ID133,RA_ID1322
R_ID133,RA_ID1484
R_ID133,RA_ID1524
R_ID133,RA_ID161
R_ID133,RA_ID1672
R_ID133,RA_ID1785
R_ID133,RA_ID1840
R_ID133,RA_ID1945
R_ID133,RA_ID197
R_ID133,RA_ID609
R_ID133,RA_ID680
R_ID133,RA_ID776
R_ID134,RA_ID1065
R_ID134,RA_ID1391
R_ID134,RA_ID1608
R_ID134,RA_ID1857
R_ID134,RA_ID239
R_ID134,RA_ID420
R_ID134,RA_ID946
R_ID135,RA_ID1078
R_ID135,RA_ID339
R_ID136,RA_ID1033
R_ID136,RA_ID1048
R_ID136,RA_ID1097
R_ID136,RA_ID1135
R_ID136,RA_ID1572
R_ID136,RA_ID515
R_ID136,RA_ID568
R_ID136,RA_ID790
R_ID137,RA_ID1408
R_ID137,RA_ID1749
R_ID138,RA_ID521
R_ID139,RA_ID1144
R_ID139,RA_ID1540
R_ID139,RA_ID1550
R_ID139,RA_ID1637
R_ID139,RA_ID1946
R_ID139,RA_ID274
R_ID139,RA_ID471
R_ID140,RA_ID1026
R_ID140,RA_ID507
R_ID141,RA_ID1063
R_ID141,RA_ID1303
R_ID141,RA_ID1578
R_ID141,RA_ID1622
R_ID141,RA_ID39
R_ID141,RA_ID789
R_ID142,RA_ID1191
R_ID143,RA_ID1019
R_ID143,RA_ID1149
R_ID143,RA_ID1185
R_ID143,RA_ID1278
R_ID143,RA_ID1460
R_ID143,RA_ID474
R_ID143,RA_ID57
R_ID143,RA_ID705
R_ID145,RA_ID1049
R_ID145,RA_ID1380
R_ID145,RA_ID1591
R_ID145,RA_ID1615
R_ID145,RA_ID257
R_ID145,RA_ID767
R_ID146,RA_ID1173
R_ID146,RA_ID1419
R_ID146,RA_ID1504
R_ID146,RA_ID1531
R_ID146,RA_ID1688
R_ID146,RA_ID1921
R_ID146,RA_ID843
R_ID147,RA_ID1844
R_ID147,RA_ID265
R_ID147,RA_ID328
R_ID147,RA_ID387
R_ID147,RA_ID55
R_ID147,RA_ID601
R_ID148,RA_ID940
R_ID149,RA_ID1187
R_ID149,RA_ID1358
R_ID149,RA_ID1492
R_ID149,RA_ID1499
R_ID149,RA_ID176
R_ID149,RA_ID1884
R_ID149,RA_ID1963
R_ID149,RA_ID249
R_ID149,RA_ID273
R_ID149,RA_ID339
R_ID149,RA_ID494
R_ID149,RA_ID581
R_ID149,RA_ID70
R_ID149,RA_ID792
R_ID149,RA_ID911
R_ID150,RA_ID1550
R_ID151,RA_ID1660
R_ID151,RA_ID1674
R_ID151,RA_ID1865
R_ID151,RA_ID1889
R_ID151,RA_ID1969
R_ID151,RA_ID2000
R_ID151,RA_ID394
R_ID151,RA_ID594
R_ID151,RA_ID653
R_ID151,RA_ID773
R_ID151,RA_ID978
R_ID152,RA_ID1254
R_ID152,RA_ID1256
R_ID152,RA_ID1289
R_ID152,RA_ID1932
R_ID152,RA_ID3
R_ID152,RA_ID374
R_ID152,RA_ID918
R_ID153,RA_ID1957
R_ID153,RA_ID1976
R_ID153,RA_ID574
R_ID154,RA_ID1879
R_ID155,RA_ID119
R_ID155,RA_ID1439
R_ID155,RA_ID1932
R_ID157,RA_ID1051
R_ID157,RA_ID1161
R_ID157,RA_ID1207
R_ID157,RA_ID1600
R_ID157,RA_ID1670
R_ID157,RA_ID391
R_ID157,RA_ID744
R_ID157,RA_ID948
R_ID158,RA_ID1021
R_ID159,RA_ID1042
R_ID159,RA_ID1406
R_ID159,RA_ID1614
R_ID159,RA_ID1634
R_ID159,RA_ID182
R_ID159,RA_ID1839
R_ID159,RA_ID1948
R_ID159,RA_ID1997
R_ID159,RA_ID297
R_ID159,RA_ID742
R_ID159,RA_ID820
R_ID160,RA_ID1117
R_ID160,RA_ID1245
R_ID160,RA_ID1328
R_ID160,RA_ID1360
R_ID160,RA_ID1365
R_ID160,RA_ID1498
R_ID160,RA_ID1545
R_ID160,RA_ID1556
R_ID160,RA_ID1594
R_ID160,RA_ID1818
R_ID160,RA_ID265
R_ID160,RA_ID551
R_ID160,RA_ID941
R_ID161,RA_ID1082
R_ID161,RA_ID1224
R_ID161,RA_ID1267
R_ID161,RA_ID1306
R_ID161,RA_ID1676
R_ID161,RA_ID1765
R_ID161,RA_ID1954
R_ID161,RA_ID1959
R_ID161,RA_ID21
R_ID161,RA_ID246
R_ID161,RA_ID325
R_ID161,RA_ID733
R_ID161,RA_ID829
R_ID161,RA_ID840
R_ID161,RA_ID870
R_ID162,RA_ID1026
R_ID162,RA_ID1392
R_ID162,RA_ID1784
R_ID162,RA_ID573
R_ID162,RA_ID763
R_ID162,RA_ID937
R_ID164,RA_ID1282
R_ID164,RA_ID1674
R_ID164,RA_ID1683
R_ID164,RA_ID1897
R_ID164,RA_ID245
R_ID164,RA_ID372
R_ID165,RA_ID1119
R_ID165,RA_ID1207
R_ID165,RA_ID1305
R_ID165,RA_ID1508
R_ID165,RA_ID1712
R_ID165,RA_ID231
R_ID165,RA_ID292
R_ID165,RA_ID499
R_ID165,RA_ID761
R_ID165,RA_ID786
R_ID165,RA_ID918
R_ID166,RA_ID1603
R_ID167,RA_ID108
R_ID167,RA_ID1908
R_ID167,RA_ID1927
R_ID168,RA_ID1122
R_ID168,RA_ID1698
R_ID168,RA_ID295
R_ID168,RA_ID399
R_ID168,RA_ID490
R_ID168,RA_ID498
R_ID168,RA_ID877
R_ID169,RA_ID1399
R_ID169,RA_ID1439
R_ID169,RA_ID1582
R_ID169,RA_ID1696
R_ID169,RA_ID1860
R_ID169,RA_ID1922
R_ID169,RA_ID299
R_ID169,RA_ID458
R_ID169,RA_ID477
R_ID169,RA_ID650
R_ID169,RA_ID701
R_ID169,RA_ID834
R_ID169,RA_ID898
R_ID169,RA_ID922
R_ID170,RA_ID1097
R_ID170,RA_ID956
R_ID171,RA_ID1030
R_ID171,RA_ID117
R_ID171,RA_ID1195
R_ID171,RA_ID1223
R_ID171,RA_ID1251
R_ID171,RA_ID137
R_ID171,RA_ID1593
R_ID171,RA_ID317
R_ID171,RA_ID467
R_ID171,RA_ID544
R_ID171,RA_ID668
R_ID171,RA_ID970
R_ID171,RA_ID986
R_ID172,RA_ID1182
R_ID172,RA_ID1279
R_ID172,RA_ID1482
R_ID172,RA_ID22
R_ID172,RA_ID551
R_ID172,RA_ID668
R_ID172,RA_ID956
R_ID173,RA_ID126
R_ID173,RA_ID1396
R_ID173,RA_ID1969
R_ID173,RA_ID306
R_ID173,RA_ID325
R_ID173,RA_ID333
R_ID173,RA_ID361
R_ID173,RA_ID549
R_ID173,RA_ID694
R_ID173,RA_ID82
R_ID173,RA_ID863
R_ID173,RA_ID937
