"R_ID","UC_ID"
"R_ID3398","UC_ID6"
"R_ID3398","UC_ID6"
"R_ID3453","UC_ID6"
"R_ID3462","UC_ID6"
"R_ID3497","UC_ID6"
"R_ID9285","UC_ID6"
"R_ID9469","UC_ID6"
"R_ID12737","UC_ID7"
"R_ID12880","UC_ID7"
"R_ID14260","UC_ID7"
"R_ID15219","UC_ID7"
"R_ID15227","UC_ID7"
"R_ID15227","UC_ID7"
"R_ID17088","UC_ID7"
"R_ID2988","UC_ID7"
"R_ID535","UC_ID7"
"R_ID535","UC_ID7"
"R_ID6451","UC_ID7"
"R_ID8133","UC_ID7"
"R_ID8141","UC_ID7"
"R_ID9206","UC_ID7"
"R_ID11075","UC_ID8"
"R_ID1133","UC_ID8"
"R_ID11655","UC_ID8"
"R_ID12098","UC_ID8"
"R_ID13008","UC_ID8"
"R_ID16885","UC_ID8"
"R_ID17793","UC_ID8"
"R_ID18566","UC_ID8"
"R_ID1955","UC_ID8"
"R_ID328","UC_ID8"
"R_ID3638","UC_ID8"
"R_ID9460","UC_ID8"
"R_ID4617","UC_ID9"
"R_ID7487","UC_ID9"
"R_ID11810","UC_ID10"
"R_ID11810","UC_ID10"
"R_ID12556","UC_ID10"
"R_ID17838","UC_ID10"
"R_ID19007","UC_ID10"
"R_ID10998","UC_ID11"
"R_ID12016","UC_ID11"
"R_ID12075","UC_ID11"
"R_ID13387","UC_ID11"
"R_ID13387","UC_ID11"
"R_ID13967","UC_ID11"
"R_ID14213","UC_ID11"
"R_ID15297","UC_ID11"
"R_ID15614","UC_ID11"
"R_ID16667","UC_ID11"
"R_ID16961","UC_ID11"
"R_ID16961","UC_ID11"
"R_ID17534","UC_ID11"
"R_ID18277","UC_ID11"
"R_ID18683","UC_ID11"
"R_ID19108","UC_ID11"
"R_ID6406","UC_ID11"
"R_ID8999","UC_ID11"
"R_ID9413","UC_ID11"
"R_ID955","UC_ID11"
"R_ID11504","UC_ID12"
"R_ID11949","UC_ID12"
"R_ID12978","UC_ID12"
"R_ID13577","UC_ID12"
"R_ID14288","UC_ID12"
"R_ID17104","UC_ID12"
"R_ID18763","UC_ID12"
"R_ID19919","UC_ID12"
"R_ID3635","UC_ID12"
"R_ID5020","UC_ID12"
"R_ID5662","UC_ID12"
"R_ID5891","UC_ID12"
"R_ID6843","UC_ID12"
"R_ID7111","UC_ID12"
"R_ID7277","UC_ID12"
"R_ID10316","UC_ID13"
"R_ID10496","UC_ID13"
"R_ID10524","UC_ID13"
"R_ID11203","UC_ID13"
"R_ID12319","UC_ID13"
"R_ID12968","UC_ID13"
"R_ID13444","UC_ID13"
"R_ID14806","UC_ID13"
"R_ID18003","UC_ID13"
"R_ID18937","UC_ID13"
"R_ID2183","UC_ID13"
"R_ID5149","UC_ID13"
"R_ID5149","UC_ID13"
"R_ID6337","UC_ID13"
"R_ID7199","UC_ID13"
"R_ID9399","UC_ID13"
"R_ID11023","UC_ID14"
"R_ID11037","UC_ID14"
"R_ID13132","UC_ID14"
"R_ID18352","UC_ID14"
"R_ID288","UC_ID14"
"R_ID5060","UC_ID14"
"R_ID5396","UC_ID14"
"R_ID5396","UC_ID14"
"R_ID5396","UC_ID14"
"R_ID11645","UC_ID15"
"R_ID11877","UC_ID15"
"R_ID14466","UC_ID15"
"R_ID1469","UC_ID15"
"R_ID1745","UC_ID15"
"R_ID17842","UC_ID15"
"R_ID18383","UC_ID15"
"R_ID18383","UC_ID15"
"R_ID2040","UC_ID15"
"R_ID2107","UC_ID15"
"R_ID2969","UC_ID15"
"R_ID3174","UC_ID15"
"R_ID3802","UC_ID15"
"R_ID9442","UC_ID15"
"R_ID10585","UC_ID16"
"R_ID12276","UC_ID16"
"R_ID16656","UC_ID16"
"R_ID16656","UC_ID16"
"R_ID18245","UC_ID16"
"R_ID2891","UC_ID16"
"R_ID2891","UC_ID16"
"R_ID6583","UC_ID16"
"R_ID12043","UC_ID17"
"R_ID12043","UC_ID17"
"R_ID1906","UC_ID17"
"R_ID3986","UC_ID17"
"R_ID5731","UC_ID17"
"R_ID10117","UC_ID18"
"R_ID10624","UC_ID18"
"R_ID12927","UC_ID18"
"R_ID13094","UC_ID18"
"R_ID14551","UC_ID18"
"R_ID14845","UC_ID18"
"R_ID17185","UC_ID18"
"R_ID17843","UC_ID18"
"R_ID18894","UC_ID18"
"R_ID19802","UC_ID18"
"R_ID3814","UC_ID18"
"R_ID3982","UC_ID18"
"R_ID6418","UC_ID18"
"R_ID7060","UC_ID18"
"R_ID7732","UC_ID18"
"R_ID9702","UC_ID18"
"R_ID1320","UC_ID19"
"R_ID13322","UC_ID19"
"R_ID14051","UC_ID19"
"R_ID14557","UC_ID19"
"R_ID15086","UC_ID19"
"R_ID1548","UC_ID19"
"R_ID17865","UC_ID19"
"R_ID17865","UC_ID19"
"R_ID18962","UC_ID19"
"R_ID18987","UC_ID19"
"R_ID3550","UC_ID19"
"R_ID3774","UC_ID19"
"R_ID3774","UC_ID19"
"R_ID3774","UC_ID19"
"R_ID4538","UC_ID19"
"R_ID7954","UC_ID19"
"R_ID11428","UC_ID20"
"R_ID13043","UC_ID20"
"R_ID1441","UC_ID20"
"R_ID16106","UC_ID20"
"R_ID16106","UC_ID20"
"R_ID17185","UC_ID20"
"R_ID17210","UC_ID20"
"R_ID17244","UC_ID20"
"R_ID17951","UC_ID20"
"R_ID17951","UC_ID20"
"R_ID19218","UC_ID20"
"R_ID19953","UC_ID20"
"R_ID5154","UC_ID20"
"R_ID877","UC_ID20"
"R_ID12652","UC_ID21"
"R_ID13645","UC_ID21"
"R_ID14900","UC_ID21"
"R_ID14920","UC_ID21"
"R_ID16292","UC_ID21"
"R_ID17061","UC_ID21"
"R_ID17979","UC_ID21"
"R_ID18036","UC_ID21"
"R_ID18512","UC_ID21"
"R_ID19050","UC_ID21"
"R_ID2420","UC_ID21"
"R_ID2420","UC_ID21"
"R_ID2517","UC_ID21"
"R_ID3637","UC_ID21"
"R_ID3637","UC_ID21"
"R_ID3637","UC_ID21"
"R_ID6105","UC_ID21"
"R_ID10025","UC_ID22"
"R_ID10895","UC_ID22"
"R_ID1383","UC_ID22"
"R_ID14881","UC_ID22"
"R_ID15011","UC_ID22"
"R_ID15011","UC_ID22"
"R_ID15351","UC_ID22"
"R_ID17524","UC_ID22"
"R_ID1798","UC_ID22"
"R_ID18498","UC_ID22"
"R_ID19588","UC_ID22"
"R_ID19629","UC_ID22"
"R_ID4893","UC_ID22"
"R_ID6574","UC_ID22"
"R_ID8082","UC_ID22"
"R_ID878","UC_ID22"
"R_ID9033","UC_ID22"
"R_ID9033","UC_ID22"
"R_ID9916","UC_ID22"
"R_ID1111","UC_ID23"
"R_ID11522","UC_ID23"
"R_ID15113","UC_ID23"
"R_ID15188","UC_ID23"
"R_ID16320","UC_ID23"
"R_ID16678","UC_ID23"
"R_ID16758","UC_ID23"
"R_ID18775","UC_ID23"
"R_ID19337","UC_ID23"
"R_ID541","UC_ID23"
"R_ID9357","UC_ID23"
"R_ID11953","UC_ID24"
"R_ID14642","UC_ID24"
"R_ID6102","UC_ID24"
"R_ID6687","UC_ID24"
"R_ID7030","UC_ID24"
"R_ID9691","UC_ID24"
"R_ID11133","UC_ID25"
"R_ID11133","UC_ID25"
"R_ID12720","UC_ID25"
"R_ID13067","UC_ID25"
"R_ID13598","UC_ID25"
"R_ID14617","UC_ID25"
"R_ID14693","UC_ID25"
"R_ID1521","UC_ID25"
"R_ID16477","UC_ID25"
"R_ID19056","UC_ID25"
"R_ID19575","UC_ID25"
"R_ID2181","UC_ID25"
"R_ID226","UC_ID25"
"R_ID2363","UC_ID25"
"R_ID3930","UC_ID25"
"R_ID4748","UC_ID25"
"R_ID5474","UC_ID25"
"R_ID5474","UC_ID25"
"R_ID6739","UC_ID25"
"R_ID6789","UC_ID25"
"R_ID6789","UC_ID25"
"R_ID8291","UC_ID25"
"R_ID8956","UC_ID25"
"R_ID9130","UC_ID25"
"R_ID10284","UC_ID26"
"R_ID10286","UC_ID26"
"R_ID15701","UC_ID26"
"R_ID15769","UC_ID26"
"R_ID16567","UC_ID26"
"R_ID18556","UC_ID26"
"R_ID3630","UC_ID26"
"R_ID3706","UC_ID26"
"R_ID4415","UC_ID26"
"R_ID5086","UC_ID26"
"R_ID5477","UC_ID26"
"R_ID5580","UC_ID26"
"R_ID5793","UC_ID26"
"R_ID6792","UC_ID26"
"R_ID7371","UC_ID26"
"R_ID7371","UC_ID26"
"R_ID10334","UC_ID27"
"R_ID11240","UC_ID27"
"R_ID11240","UC_ID27"
"R_ID1158","UC_ID27"
"R_ID1158","UC_ID27"
"R_ID12398","UC_ID27"
"R_ID12926","UC_ID27"
"R_ID13257","UC_ID27"
"R_ID14953","UC_ID27"
"R_ID16181","UC_ID27"
"R_ID16229","UC_ID27"
"R_ID2198","UC_ID27"
"R_ID2891","UC_ID27"
"R_ID2891","UC_ID27"
"R_ID4354","UC_ID27"
"R_ID6087","UC_ID27"
"R_ID6151","UC_ID27"
"R_ID6649","UC_ID27"
"R_ID17108","UC_ID28"
"R_ID18661","UC_ID28"
"R_ID19563","UC_ID28"
"R_ID4264","UC_ID28"
"R_ID4415","UC_ID28"
"R_ID8298","UC_ID28"
"R_ID11472","UC_ID29"
"R_ID16544","UC_ID29"
"R_ID18521","UC_ID29"
"R_ID19301","UC_ID29"
"R_ID2355","UC_ID29"
"R_ID5471","UC_ID29"
"R_ID6888","UC_ID29"
"R_ID6969","UC_ID29"
"R_ID10629","UC_ID30"
"R_ID11186","UC_ID30"
"R_ID11551","UC_ID30"
"R_ID11565","UC_ID30"
"R_ID12238","UC_ID30"
"R_ID1301","UC_ID30"
"R_ID13470","UC_ID30"
"R_ID17636","UC_ID30"
"R_ID19269","UC_ID30"
"R_ID2405","UC_ID30"
"R_ID4328","UC_ID30"
"R_ID4639","UC_ID30"
"R_ID6506","UC_ID30"
"R_ID6506","UC_ID30"
"R_ID6660","UC_ID30"
"R_ID7406","UC_ID30"
"R_ID9031","UC_ID30"
"R_ID10120","UC_ID31"
"R_ID17944","UC_ID31"
"R_ID18728","UC_ID31"
"R_ID194","UC_ID31"
"R_ID19959","UC_ID31"
"R_ID2564","UC_ID31"
"R_ID4426","UC_ID31"
"R_ID7822","UC_ID31"
"R_ID7822","UC_ID31"
"R_ID9008","UC_ID31"
"R_ID972","UC_ID31"
"R_ID10440","UC_ID32"
"R_ID12633","UC_ID32"
"R_ID14956","UC_ID32"
"R_ID14956","UC_ID32"
"R_ID16777","UC_ID32"
"R_ID16813","UC_ID32"
"R_ID19759","UC_ID32"
"R_ID2164","UC_ID32"
"R_ID4094","UC_ID32"
"R_ID4409","UC_ID32"
"R_ID5178","UC_ID32"
"R_ID5486","UC_ID32"
"R_ID5731","UC_ID32"
"R_ID727","UC_ID32"
"R_ID9178","UC_ID32"
"R_ID9423","UC_ID32"
"R_ID11974","UC_ID33"
"R_ID14601","UC_ID33"
"R_ID10382","UC_ID34"
"R_ID12373","UC_ID34"
"R_ID12641","UC_ID34"
"R_ID1752","UC_ID34"
"R_ID17893","UC_ID34"
"R_ID19559","UC_ID34"
"R_ID19580","UC_ID34"
"R_ID4442","UC_ID34"
"R_ID5026","UC_ID34"
"R_ID5613","UC_ID34"
"R_ID6463","UC_ID34"
"R_ID8948","UC_ID34"
"R_ID9564","UC_ID34"
"R_ID9564","UC_ID34"
"R_ID1294","UC_ID35"
"R_ID2175","UC_ID35"
"R_ID2292","UC_ID35"
"R_ID4648","UC_ID35"
"R_ID10430","UC_ID36"
"R_ID10604","UC_ID36"
"R_ID12444","UC_ID36"
"R_ID12600","UC_ID36"
"R_ID13232","UC_ID36"
"R_ID14229","UC_ID36"
"R_ID14596","UC_ID36"
"R_ID16554","UC_ID36"
"R_ID17509","UC_ID36"
"R_ID19458","UC_ID36"
"R_ID650","UC_ID36"
"R_ID7364","UC_ID36"
"R_ID7689","UC_ID36"
"R_ID8543","UC_ID36"
"R_ID9057","UC_ID36"
"R_ID10793","UC_ID37"
"R_ID11132","UC_ID37"
"R_ID12990","UC_ID37"
"R_ID14120","UC_ID37"
"R_ID14154","UC_ID37"
"R_ID16146","UC_ID37"
"R_ID17044","UC_ID37"
"R_ID17272","UC_ID37"
"R_ID17324","UC_ID37"
"R_ID17499","UC_ID37"
"R_ID19132","UC_ID37"
"R_ID3431","UC_ID37"
"R_ID4714","UC_ID37"
"R_ID4714","UC_ID37"
"R_ID6154","UC_ID37"
"R_ID6154","UC_ID37"
"R_ID6439","UC_ID37"
"R_ID6439","UC_ID37"
"R_ID6854","UC_ID37"
"R_ID7389","UC_ID37"
"R_ID7802","UC_ID37"
"R_ID8036","UC_ID37"
"R_ID9157","UC_ID37"
"R_ID9217","UC_ID37"
"R_ID9346","UC_ID37"
"R_ID11085","UC_ID38"
"R_ID14124","UC_ID38"
"R_ID1749","UC_ID38"
"R_ID486","UC_ID38"
"R_ID8723","UC_ID38"
"R_ID13351","UC_ID39"
"R_ID15543","UC_ID39"
"R_ID16487","UC_ID39"
"R_ID3314","UC_ID39"
"R_ID4209","UC_ID39"
"R_ID6529","UC_ID39"
"R_ID6838","UC_ID39"
"R_ID847","UC_ID39"
"R_ID9972","UC_ID39"
"R_ID10036","UC_ID40"
"R_ID11284","UC_ID40"
"R_ID12429","UC_ID40"
"R_ID13244","UC_ID40"
"R_ID13907","UC_ID40"
"R_ID1468","UC_ID40"
"R_ID16061","UC_ID40"
"R_ID16939","UC_ID40"
"R_ID3117","UC_ID40"
"R_ID5726","UC_ID40"
"R_ID5828","UC_ID40"
"R_ID6015","UC_ID40"
"R_ID7782","UC_ID40"
"R_ID8355","UC_ID40"
"R_ID8362","UC_ID40"
"R_ID9393","UC_ID40"
"R_ID11258","UC_ID41"
"R_ID12841","UC_ID41"
"R_ID13446","UC_ID41"
"R_ID13504","UC_ID41"
"R_ID1536","UC_ID41"
"R_ID16330","UC_ID41"
"R_ID17139","UC_ID41"
"R_ID1839","UC_ID41"
"R_ID18963","UC_ID41"
"R_ID19758","UC_ID41"
"R_ID4649","UC_ID41"
"R_ID5216","UC_ID41"
"R_ID5925","UC_ID41"
"R_ID6459","UC_ID41"
"R_ID6841","UC_ID41"
"R_ID7085","UC_ID41"
"R_ID7722","UC_ID41"
"R_ID11037","UC_ID42"
"R_ID11351","UC_ID42"
"R_ID14658","UC_ID42"
"R_ID15993","UC_ID42"
"R_ID1713","UC_ID42"
"R_ID19389","UC_ID42"
"R_ID839","UC_ID42"
"R_ID9340","UC_ID42"
"R_ID9625","UC_ID42"
"R_ID10790","UC_ID43"
"R_ID10790","UC_ID43"
"R_ID11351","UC_ID43"
"R_ID16093","UC_ID43"
"R_ID1710","UC_ID43"
"R_ID18752","UC_ID43"
"R_ID18752","UC_ID43"
"R_ID19180","UC_ID43"
"R_ID19208","UC_ID43"
"R_ID3727","UC_ID43"
"R_ID4564","UC_ID43"
"R_ID7872","UC_ID43"
"R_ID11354","UC_ID44"
"R_ID11354","UC_ID44"
"R_ID13572","UC_ID44"
"R_ID14194","UC_ID44"
"R_ID15971","UC_ID44"
"R_ID1751","UC_ID44"
"R_ID18592","UC_ID44"
"R_ID18592","UC_ID44"
"R_ID196","UC_ID44"
"R_ID2950","UC_ID44"
"R_ID34","UC_ID44"
"R_ID4600","UC_ID44"
"R_ID4992","UC_ID44"
"R_ID6427","UC_ID44"
"R_ID702","UC_ID44"
"R_ID9387","UC_ID44"
"R_ID12610","UC_ID45"
"R_ID16887","UC_ID45"
"R_ID17858","UC_ID45"
"R_ID19290","UC_ID45"
"R_ID19290","UC_ID45"
"R_ID19290","UC_ID45"
"R_ID2808","UC_ID45"
"R_ID11641","UC_ID46"
"R_ID11977","UC_ID46"
"R_ID1510","UC_ID46"
"R_ID17212","UC_ID46"
"R_ID18236","UC_ID46"
"R_ID1854","UC_ID46"
"R_ID19184","UC_ID46"
"R_ID3236","UC_ID46"
"R_ID4535","UC_ID46"
"R_ID5014","UC_ID46"
"R_ID6639","UC_ID46"
"R_ID86","UC_ID46"
"R_ID8881","UC_ID46"
"R_ID9386","UC_ID46"
"R_ID11812","UC_ID47"
"R_ID12452","UC_ID47"
"R_ID17374","UC_ID47"
"R_ID17374","UC_ID47"
"R_ID17398","UC_ID47"
"R_ID17947","UC_ID47"
"R_ID2270","UC_ID47"
"R_ID3578","UC_ID47"
"R_ID4596","UC_ID47"
"R_ID4657","UC_ID47"
"R_ID4901","UC_ID47"
"R_ID8350","UC_ID47"
"R_ID11434","UC_ID48"
"R_ID11894","UC_ID48"
"R_ID12165","UC_ID48"
"R_ID12883","UC_ID48"
"R_ID13622","UC_ID48"
"R_ID1598","UC_ID48"
"R_ID17","UC_ID48"
"R_ID19358","UC_ID48"
"R_ID19358","UC_ID48"
"R_ID19358","UC_ID48"
"R_ID19747","UC_ID48"
"R_ID2935","UC_ID48"
"R_ID3587","UC_ID48"
"R_ID451","UC_ID48"
"R_ID451","UC_ID48"
"R_ID6527","UC_ID48"
"R_ID10737","UC_ID49"
"R_ID13351","UC_ID49"
"R_ID11844","UC_ID50"
"R_ID12145","UC_ID50"
"R_ID15751","UC_ID50"
"R_ID16275","UC_ID50"
"R_ID19688","UC_ID50"
"R_ID19848","UC_ID50"
"R_ID2101","UC_ID50"
"R_ID260","UC_ID50"
"R_ID3948","UC_ID50"
"R_ID489","UC_ID50"
"R_ID4901","UC_ID50"
"R_ID6120","UC_ID50"
"R_ID7285","UC_ID50"
"R_ID7734","UC_ID50"
"R_ID8342","UC_ID50"
"R_ID1014","UC_ID51"
"R_ID10461","UC_ID51"
"R_ID1341","UC_ID51"
"R_ID14975","UC_ID51"
"R_ID17342","UC_ID51"
"R_ID17342","UC_ID51"
"R_ID17342","UC_ID51"
"R_ID3884","UC_ID51"
"R_ID6743","UC_ID51"
"R_ID9688","UC_ID51"
"R_ID9688","UC_ID51"
"R_ID9794","UC_ID51"
"R_ID10134","UC_ID52"
"R_ID10516","UC_ID52"
"R_ID11213","UC_ID52"
"R_ID13276","UC_ID52"
"R_ID15408","UC_ID52"
"R_ID17666","UC_ID52"
"R_ID1835","UC_ID52"
"R_ID2105","UC_ID52"
"R_ID3138","UC_ID52"
"R_ID4799","UC_ID52"
"R_ID5775","UC_ID52"
"R_ID5846","UC_ID52"
"R_ID5846","UC_ID52"
"R_ID62","UC_ID52"
"R_ID6890","UC_ID52"
"R_ID7185","UC_ID52"
"R_ID7185","UC_ID52"
"R_ID7727","UC_ID52"
"R_ID9095","UC_ID52"
"R_ID10257","UC_ID53"
"R_ID13504","UC_ID53"
"R_ID13612","UC_ID53"
"R_ID1693","UC_ID53"
"R_ID18881","UC_ID53"
"R_ID18986","UC_ID53"
"R_ID4553","UC_ID53"
"R_ID7479","UC_ID53"
"R_ID8144","UC_ID53"
"R_ID993","UC_ID53"
"R_ID10929","UC_ID54"
"R_ID11386","UC_ID54"
"R_ID12661","UC_ID54"
"R_ID12826","UC_ID54"
"R_ID12904","UC_ID54"
"R_ID13573","UC_ID54"
"R_ID1582","UC_ID54"
"R_ID4446","UC_ID54"
"R_ID4497","UC_ID54"
"R_ID5410","UC_ID54"
"R_ID7220","UC_ID54"
"R_ID8808","UC_ID54"
"R_ID8820","UC_ID54"
"R_ID1023","UC_ID55"
"R_ID10839","UC_ID55"
"R_ID12904","UC_ID55"
"R_ID13007","UC_ID55"
"R_ID19120","UC_ID55"
"R_ID19651","UC_ID55"
"R_ID19651","UC_ID55"
"R_ID6207","UC_ID55"
"R_ID16198","UC_ID56"
"R_ID16278","UC_ID56"
"R_ID19089","UC_ID56"
"R_ID327","UC_ID56"
"R_ID3335","UC_ID56"
"R_ID3380","UC_ID56"
"R_ID3673","UC_ID56"
"R_ID3973","UC_ID56"
"R_ID7060","UC_ID56"
"R_ID7338","UC_ID56"
"R_ID8778","UC_ID56"
"R_ID9814","UC_ID56"
"R_ID10198","UC_ID57"
"R_ID12294","UC_ID57"
"R_ID12551","UC_ID57"
"R_ID13046","UC_ID57"
"R_ID13307","UC_ID57"
"R_ID15013","UC_ID57"
"R_ID16144","UC_ID57"
"R_ID16144","UC_ID57"
"R_ID18873","UC_ID57"
"R_ID18992","UC_ID57"
"R_ID19324","UC_ID57"
"R_ID2364","UC_ID57"
"R_ID5098","UC_ID57"
"R_ID6363","UC_ID57"
"R_ID6422","UC_ID57"
"R_ID6650","UC_ID57"
"R_ID7160","UC_ID57"
"R_ID7887","UC_ID57"
"R_ID11031","UC_ID58"
"R_ID11767","UC_ID58"
"R_ID15343","UC_ID58"
"R_ID15365","UC_ID58"
"R_ID16142","UC_ID58"
"R_ID17157","UC_ID58"
"R_ID17157","UC_ID58"
"R_ID17666","UC_ID58"
"R_ID18808","UC_ID58"
"R_ID18808","UC_ID58"
"R_ID19227","UC_ID58"
"R_ID19227","UC_ID58"
"R_ID3594","UC_ID58"
"R_ID5343","UC_ID58"
"R_ID5567","UC_ID58"
"R_ID7742","UC_ID58"
"R_ID963","UC_ID58"
"R_ID19423","UC_ID59"
"R_ID7645","UC_ID59"
"R_ID16032","UC_ID60"
"R_ID16690","UC_ID60"
"R_ID17219","UC_ID60"
"R_ID18114","UC_ID60"
"R_ID7797","UC_ID60"
"R_ID7846","UC_ID60"
"R_ID7899","UC_ID60"
"R_ID8350","UC_ID60"
"R_ID13524","UC_ID61"
"R_ID19651","UC_ID61"
"R_ID19651","UC_ID61"
"R_ID14969","UC_ID62"
"R_ID18396","UC_ID62"
"R_ID18396","UC_ID62"
"R_ID18396","UC_ID62"
"R_ID19311","UC_ID62"
"R_ID5631","UC_ID62"
"R_ID17114","UC_ID63"
"R_ID19434","UC_ID63"
"R_ID19434","UC_ID63"
"R_ID12626","UC_ID64"
"R_ID15676","UC_ID64"
"R_ID166","UC_ID64"
"R_ID171","UC_ID64"
"R_ID19132","UC_ID64"
"R_ID19188","UC_ID64"
"R_ID2518","UC_ID64"
"R_ID2998","UC_ID64"
"R_ID10161","UC_ID65"
"R_ID11559","UC_ID65"
"R_ID12015","UC_ID65"
"R_ID14538","UC_ID65"
"R_ID15514","UC_ID65"
"R_ID15514","UC_ID65"
"R_ID18153","UC_ID65"
"R_ID19102","UC_ID65"
"R_ID19102","UC_ID65"
"R_ID404","UC_ID65"
"R_ID1270","UC_ID66"
"R_ID1270","UC_ID66"
"R_ID1270","UC_ID66"
"R_ID10529","UC_ID67"
"R_ID2754","UC_ID67"
"R_ID3532","UC_ID67"
"R_ID5390","UC_ID67"
"R_ID7457","UC_ID67"
"R_ID1173","UC_ID68"
"R_ID12429","UC_ID68"
"R_ID14954","UC_ID68"
"R_ID15042","UC_ID68"
"R_ID15890","UC_ID68"
"R_ID15890","UC_ID68"
"R_ID16078","UC_ID68"
"R_ID16078","UC_ID68"
"R_ID16479","UC_ID68"
"R_ID16500","UC_ID68"
"R_ID19044","UC_ID68"
"R_ID2685","UC_ID68"
"R_ID2768","UC_ID68"
"R_ID6312","UC_ID68"
"R_ID6754","UC_ID68"
"R_ID9033","UC_ID68"
"R_ID9033","UC_ID68"
"R_ID11312","UC_ID69"
"R_ID14722","UC_ID69"
"R_ID16159","UC_ID69"
"R_ID16339","UC_ID69"
"R_ID17587","UC_ID69"
"R_ID17971","UC_ID69"
"R_ID18102","UC_ID69"
"R_ID18921","UC_ID69"
"R_ID19539","UC_ID69"
"R_ID4135","UC_ID69"
"R_ID4868","UC_ID69"
"R_ID4962","UC_ID69"
"R_ID4962","UC_ID69"
"R_ID4962","UC_ID69"
"R_ID5275","UC_ID69"
"R_ID5434","UC_ID69"
"R_ID6821","UC_ID69"
"R_ID8812","UC_ID69"
"R_ID8812","UC_ID69"
"R_ID374","UC_ID70"
"R_ID374","UC_ID70"
"R_ID374","UC_ID70"
"R_ID5241","UC_ID70"
"R_ID5892","UC_ID70"
"R_ID7220","UC_ID70"
"R_ID11681","UC_ID71"
"R_ID17168","UC_ID71"
"R_ID17858","UC_ID71"
"R_ID18229","UC_ID71"
"R_ID19501","UC_ID71"
"R_ID19947","UC_ID71"
"R_ID2591","UC_ID71"
"R_ID4941","UC_ID71"
"R_ID6528","UC_ID71"
"R_ID6528","UC_ID71"
"R_ID7157","UC_ID71"
"R_ID7418","UC_ID71"
"R_ID8123","UC_ID71"
"R_ID8826","UC_ID71"
"R_ID9322","UC_ID71"
"R_ID10012","UC_ID72"
"R_ID1169","UC_ID72"
"R_ID12052","UC_ID72"
"R_ID12204","UC_ID72"
"R_ID14019","UC_ID72"
"R_ID15841","UC_ID72"
"R_ID17878","UC_ID72"
"R_ID1837","UC_ID72"
"R_ID1837","UC_ID72"
"R_ID1840","UC_ID72"
"R_ID2154","UC_ID72"
"R_ID3402","UC_ID72"
"R_ID3402","UC_ID72"
"R_ID3820","UC_ID72"
"R_ID416","UC_ID72"
"R_ID4312","UC_ID72"
"R_ID4821","UC_ID72"
"R_ID5449","UC_ID72"
"R_ID5572","UC_ID72"
"R_ID5775","UC_ID72"
"R_ID5979","UC_ID72"
"R_ID8528","UC_ID72"
"R_ID8670","UC_ID72"
"R_ID10647","UC_ID73"
"R_ID1212","UC_ID73"
"R_ID13043","UC_ID73"
"R_ID13717","UC_ID73"
"R_ID15249","UC_ID73"
"R_ID1568","UC_ID73"
"R_ID16879","UC_ID73"
"R_ID17660","UC_ID73"
"R_ID17671","UC_ID73"
"R_ID17757","UC_ID73"
"R_ID18839","UC_ID73"
"R_ID19668","UC_ID73"
"R_ID2217","UC_ID73"
"R_ID3275","UC_ID73"
"R_ID3550","UC_ID73"
"R_ID606","UC_ID73"
"R_ID7112","UC_ID73"
"R_ID8445","UC_ID73"
"R_ID11047","UC_ID74"
"R_ID13160","UC_ID74"
"R_ID14375","UC_ID74"
"R_ID16799","UC_ID74"
