R_ID,CC_ID
R_ID30,CC_ID2745
R_ID30,CC_ID3179
R_ID30,CC_ID3662
R_ID30,CC_ID4712
R_ID30,CC_ID6224
R_ID30,CC_ID7846
R_ID30,CC_ID9088
R_ID31,CC_ID1128
R_ID31,CC_ID11498
R_ID31,CC_ID12533
R_ID31,CC_ID12696
R_ID31,CC_ID12873
R_ID31,CC_ID2448
R_ID31,CC_ID3653
R_ID31,CC_ID4368
R_ID31,CC_ID5022
R_ID31,CC_ID5998
R_ID31,CC_ID6147
R_ID31,CC_ID6460
R_ID31,CC_ID6721
R_ID31,CC_ID7681
R_ID31,CC_ID8392
R_ID32,CC_ID10542
R_ID32,CC_ID10871
R_ID32,CC_ID2656
R_ID32,CC_ID3227
R_ID32,CC_ID4944
R_ID32,CC_ID5349
R_ID32,CC_ID7837
R_ID32,CC_ID9386
R_ID32,CC_ID95
R_ID33,CC_ID10423
R_ID33,CC_ID10696
R_ID33,CC_ID10707
R_ID33,CC_ID11680
R_ID33,CC_ID2673
R_ID33,CC_ID2711
R_ID33,CC_ID3158
R_ID33,CC_ID3172
R_ID33,CC_ID3396
R_ID33,CC_ID3899
R_ID33,CC_ID485
R_ID33,CC_ID602
R_ID33,CC_ID6679
R_ID33,CC_ID9230
R_ID33,CC_ID948
R_ID34,CC_ID10551
R_ID34,CC_ID11935
R_ID34,CC_ID12953
R_ID34,CC_ID183
R_ID34,CC_ID516
R_ID34,CC_ID7517
R_ID34,CC_ID8447
R_ID35,CC_ID11790
R_ID35,CC_ID3299
R_ID35,CC_ID4733
R_ID35,CC_ID7785
R_ID35,CC_ID8517
R_ID35,CC_ID8779
R_ID35,CC_ID9986
R_ID36,CC_ID10801
R_ID36,CC_ID11413
R_ID36,CC_ID11634
R_ID36,CC_ID12424
R_ID36,CC_ID2227
R_ID36,CC_ID603
R_ID36,CC_ID6720
R_ID36,CC_ID7105
R_ID36,CC_ID7459
R_ID36,CC_ID9013
R_ID37,CC_ID10735
R_ID37,CC_ID10890
R_ID37,CC_ID11042
R_ID37,CC_ID11449
R_ID37,CC_ID12339
R_ID37,CC_ID2986
R_ID37,CC_ID4365
R_ID37,CC_ID4566
R_ID37,CC_ID5077
R_ID37,CC_ID579
R_ID37,CC_ID6524
R_ID37,CC_ID6813
R_ID37,CC_ID8331
R_ID37,CC_ID8404
R_ID38,CC_ID10229
R_ID38,CC_ID12525
R_ID38,CC_ID3261
R_ID38,CC_ID3369
R_ID38,CC_ID389
R_ID38,CC_ID4980
R_ID38,CC_ID5314
R_ID38,CC_ID6608
R_ID38,CC_ID7056
R_ID38,CC_ID7088
R_ID39,CC_ID1025
R_ID39,CC_ID12177
R_ID39,CC_ID3725
R_ID39,CC_ID3977
R_ID39,CC_ID517
R_ID39,CC_ID5426
R_ID39,CC_ID6509
R_ID39,CC_ID6971
R_ID39,CC_ID7728
R_ID40,CC_ID12345
R_ID40,CC_ID12376
R_ID40,CC_ID12454
R_ID40,CC_ID5115
R_ID40,CC_ID5969
R_ID40,CC_ID6822
R_ID40,CC_ID8058
R_ID40,CC_ID8064
R_ID40,CC_ID911
R_ID41,CC_ID10711
R_ID41,CC_ID10865
R_ID41,CC_ID10868
R_ID41,CC_ID11547
R_ID41,CC_ID12176
R_ID41,CC_ID12249
R_ID41,CC_ID1491
R_ID41,CC_ID2681
R_ID41,CC_ID393
R_ID41,CC_ID3987
R_ID41,CC_ID4274
R_ID41,CC_ID4472
R_ID41,CC_ID5227
R_ID41,CC_ID5254
R_ID41,CC_ID5305
R_ID41,CC_ID6016
R_ID41,CC_ID6667
R_ID41,CC_ID7195
R_ID41,CC_ID8113
R_ID41,CC_ID8472
R_ID42,CC_ID4638
R_ID43,CC_ID10437
R_ID43,CC_ID11357
R_ID43,CC_ID11652
R_ID43,CC_ID12
R_ID43,CC_ID2371
R_ID43,CC_ID3445
R_ID43,CC_ID4026
R_ID43,CC_ID469
R_ID43,CC_ID5097
R_ID43,CC_ID5383
R_ID43,CC_ID6293
R_ID43,CC_ID6953
R_ID43,CC_ID7470
R_ID43,CC_ID858
R_ID43,CC_ID8781
R_ID43,CC_ID9619
R_ID43,CC_ID9799
R_ID44,CC_ID10922
R_ID44,CC_ID5556
R_ID44,CC_ID6665
R_ID45,CC_ID1090
R_ID45,CC_ID1185
R_ID45,CC_ID2190
R_ID45,CC_ID2359
R_ID45,CC_ID2759
R_ID45,CC_ID3785
R_ID45,CC_ID4813
R_ID45,CC_ID5261
R_ID45,CC_ID5271
R_ID45,CC_ID5671
R_ID45,CC_ID7544
R_ID45,CC_ID9145
R_ID46,CC_ID10898
R_ID46,CC_ID12283
R_ID46,CC_ID6916
R_ID47,CC_ID10682
R_ID47,CC_ID10749
R_ID47,CC_ID11407
R_ID47,CC_ID1163
R_ID47,CC_ID11894
R_ID47,CC_ID2800
R_ID47,CC_ID4043
R_ID47,CC_ID408
R_ID47,CC_ID4212
R_ID47,CC_ID4818
R_ID47,CC_ID516
R_ID47,CC_ID5653
R_ID47,CC_ID5670
R_ID47,CC_ID5778
R_ID47,CC_ID6518
R_ID47,CC_ID6529
R_ID47,CC_ID6603
R_ID47,CC_ID6642
R_ID47,CC_ID7291
R_ID47,CC_ID7373
R_ID47,CC_ID7676
R_ID47,CC_ID805
R_ID47,CC_ID8280
R_ID47,CC_ID9112
R_ID47,CC_ID928
R_ID48,CC_ID11979
R_ID48,CC_ID6897
R_ID50,CC_ID10625
R_ID50,CC_ID10859
R_ID50,CC_ID12531
R_ID50,CC_ID1732
R_ID50,CC_ID2004
R_ID50,CC_ID3164
R_ID50,CC_ID4501
R_ID50,CC_ID8236
R_ID50,CC_ID8661
R_ID50,CC_ID9190
R_ID51,CC_ID1066
R_ID51,CC_ID12483
R_ID51,CC_ID165
R_ID51,CC_ID1934
R_ID51,CC_ID3037
R_ID51,CC_ID3142
R_ID51,CC_ID3221
R_ID51,CC_ID3455
R_ID51,CC_ID3690
R_ID51,CC_ID3708
R_ID51,CC_ID3725
R_ID51,CC_ID4521
R_ID51,CC_ID5222
R_ID51,CC_ID6486
R_ID51,CC_ID8366
R_ID51,CC_ID8778
R_ID51,CC_ID9632
R_ID51,CC_ID991
R_ID52,CC_ID11628
R_ID52,CC_ID12232
R_ID52,CC_ID1227
R_ID52,CC_ID12301
R_ID52,CC_ID12382
R_ID52,CC_ID12703
R_ID52,CC_ID1740
R_ID52,CC_ID3568
R_ID52,CC_ID3785
R_ID52,CC_ID3923
R_ID52,CC_ID4011
R_ID52,CC_ID4589
R_ID52,CC_ID5214
R_ID52,CC_ID7609
R_ID52,CC_ID9285
R_ID53,CC_ID10262
R_ID53,CC_ID143
R_ID53,CC_ID1551
R_ID53,CC_ID3688
R_ID53,CC_ID83
R_ID53,CC_ID8561
R_ID54,CC_ID10467
R_ID54,CC_ID10619
R_ID54,CC_ID1363
R_ID54,CC_ID2964
R_ID54,CC_ID3046
R_ID54,CC_ID3449
R_ID54,CC_ID4206
R_ID54,CC_ID4451
R_ID54,CC_ID5717
R_ID54,CC_ID7214
R_ID54,CC_ID8411
R_ID54,CC_ID9107
R_ID55,CC_ID10079
R_ID55,CC_ID1031
R_ID55,CC_ID10846
R_ID55,CC_ID11521
R_ID55,CC_ID11914
R_ID55,CC_ID1228
R_ID55,CC_ID12437
R_ID55,CC_ID1994
R_ID55,CC_ID2418
R_ID55,CC_ID2799
R_ID55,CC_ID2916
R_ID55,CC_ID3905
R_ID55,CC_ID4071
R_ID55,CC_ID4334
R_ID55,CC_ID5659
R_ID55,CC_ID7833
R_ID55,CC_ID8239
R_ID55,CC_ID9389
R_ID55,CC_ID9728
R_ID56,CC_ID11096
R_ID56,CC_ID12666
R_ID56,CC_ID3559
R_ID56,CC_ID4883
R_ID56,CC_ID8413
R_ID56,CC_ID8748
R_ID57,CC_ID10034
R_ID57,CC_ID11314
R_ID57,CC_ID11377
R_ID57,CC_ID11386
R_ID57,CC_ID2084
R_ID57,CC_ID3846
R_ID57,CC_ID3945
R_ID57,CC_ID432
R_ID57,CC_ID6906
R_ID57,CC_ID7699
R_ID57,CC_ID8234
R_ID57,CC_ID8634
R_ID58,CC_ID10747
R_ID58,CC_ID1099
R_ID58,CC_ID2371
R_ID58,CC_ID2535
R_ID58,CC_ID3001
R_ID58,CC_ID3458
R_ID58,CC_ID4068
R_ID58,CC_ID4307
R_ID58,CC_ID5991
R_ID58,CC_ID6424
R_ID58,CC_ID6507
R_ID58,CC_ID7520
R_ID58,CC_ID7531
R_ID58,CC_ID8355
R_ID58,CC_ID9038
R_ID58,CC_ID910
R_ID58,CC_ID9115
R_ID59,CC_ID1060
R_ID59,CC_ID10894
R_ID59,CC_ID11546
R_ID59,CC_ID11670
R_ID59,CC_ID2697
R_ID59,CC_ID4130
R_ID59,CC_ID4796
R_ID59,CC_ID5231
R_ID59,CC_ID5494
R_ID59,CC_ID6454
R_ID59,CC_ID6937
R_ID59,CC_ID703
R_ID59,CC_ID8912
R_ID61,CC_ID10784
R_ID61,CC_ID12166
R_ID61,CC_ID5929
R_ID61,CC_ID690
R_ID62,CC_ID11236
R_ID62,CC_ID12826
R_ID62,CC_ID2240
R_ID62,CC_ID2651
R_ID62,CC_ID4412
R_ID62,CC_ID4927
R_ID62,CC_ID8464
R_ID62,CC_ID9186
R_ID62,CC_ID925
R_ID63,CC_ID10207
R_ID63,CC_ID10557
R_ID63,CC_ID10736
R_ID63,CC_ID11281
R_ID63,CC_ID1200
R_ID63,CC_ID12281
R_ID63,CC_ID12491
R_ID63,CC_ID12758
R_ID63,CC_ID219
R_ID63,CC_ID2207
R_ID63,CC_ID2888
R_ID63,CC_ID4166
R_ID63,CC_ID4280
R_ID63,CC_ID6409
R_ID63,CC_ID7263
R_ID63,CC_ID7596
R_ID63,CC_ID7685
R_ID63,CC_ID9484
R_ID64,CC_ID10144
R_ID64,CC_ID10427
R_ID64,CC_ID10666
R_ID64,CC_ID3260
R_ID64,CC_ID3464
R_ID64,CC_ID3822
R_ID64,CC_ID4513
R_ID64,CC_ID4997
R_ID64,CC_ID5596
R_ID64,CC_ID6788
R_ID64,CC_ID7041
R_ID64,CC_ID7880
R_ID64,CC_ID934
R_ID65,CC_ID10039
R_ID65,CC_ID12557
R_ID65,CC_ID12896
R_ID65,CC_ID2001
R_ID65,CC_ID2875
R_ID65,CC_ID2984
R_ID65,CC_ID3009
R_ID65,CC_ID332
R_ID65,CC_ID4358
R_ID65,CC_ID5297
R_ID65,CC_ID5330
R_ID65,CC_ID5938
R_ID65,CC_ID5941
R_ID65,CC_ID5973
R_ID65,CC_ID7199
R_ID65,CC_ID7337
R_ID65,CC_ID7981
R_ID65,CC_ID799
R_ID65,CC_ID8573
R_ID65,CC_ID892
R_ID65,CC_ID9041
R_ID66,CC_ID10518
R_ID66,CC_ID12370
R_ID66,CC_ID1497
R_ID66,CC_ID7427
R_ID67,CC_ID11684
R_ID67,CC_ID12233
R_ID67,CC_ID12725
R_ID67,CC_ID1333
R_ID67,CC_ID235
R_ID67,CC_ID3611
R_ID67,CC_ID4261
R_ID67,CC_ID5426
R_ID67,CC_ID7442
R_ID67,CC_ID7880
R_ID67,CC_ID9970
R_ID68,CC_ID10100
R_ID68,CC_ID10275
R_ID68,CC_ID10485
R_ID68,CC_ID11640
R_ID68,CC_ID12205
R_ID68,CC_ID1245
R_ID68,CC_ID12563
R_ID68,CC_ID12982
R_ID68,CC_ID1899
R_ID68,CC_ID1912
R_ID68,CC_ID2377
R_ID68,CC_ID240
R_ID68,CC_ID2652
R_ID68,CC_ID4153
R_ID68,CC_ID4304
R_ID68,CC_ID5679
R_ID68,CC_ID6531
R_ID68,CC_ID7466
R_ID68,CC_ID8445
R_ID68,CC_ID8659
R_ID68,CC_ID965
R_ID68,CC_ID9692
R_ID68,CC_ID9904
R_ID69,CC_ID11981
R_ID69,CC_ID6183
R_ID69,CC_ID6602
R_ID70,CC_ID6867
R_ID70,CC_ID7496
R_ID71,CC_ID10188
R_ID71,CC_ID10275
R_ID71,CC_ID10376
R_ID71,CC_ID10833
R_ID71,CC_ID11651
R_ID71,CC_ID11745
R_ID71,CC_ID12148
R_ID71,CC_ID12647
R_ID71,CC_ID12779
R_ID71,CC_ID12863
R_ID71,CC_ID1426
R_ID71,CC_ID3331
R_ID71,CC_ID4136
R_ID71,CC_ID4380
R_ID71,CC_ID477
R_ID71,CC_ID638
R_ID71,CC_ID7236
R_ID71,CC_ID771
R_ID71,CC_ID9044
R_ID71,CC_ID9985
R_ID71,CC_ID9990
R_ID72,CC_ID12400
R_ID72,CC_ID4478
R_ID72,CC_ID4597
R_ID72,CC_ID6197
R_ID73,CC_ID11669
R_ID73,CC_ID12322
R_ID73,CC_ID1582
R_ID73,CC_ID209
R_ID73,CC_ID2419
R_ID73,CC_ID2646
R_ID73,CC_ID3107
R_ID73,CC_ID4492
R_ID73,CC_ID5357
R_ID73,CC_ID5423
R_ID73,CC_ID5553
R_ID73,CC_ID564
R_ID73,CC_ID5711
R_ID73,CC_ID6532
R_ID73,CC_ID6607
R_ID73,CC_ID7423
R_ID73,CC_ID8158
R_ID73,CC_ID8192
R_ID73,CC_ID8858
R_ID73,CC_ID9466
R_ID74,CC_ID10557
R_ID74,CC_ID12378
R_ID74,CC_ID2476
R_ID74,CC_ID4250
R_ID74,CC_ID6729
R_ID74,CC_ID8152
R_ID74,CC_ID8172
R_ID75,CC_ID11556
R_ID75,CC_ID173
R_ID75,CC_ID1867
R_ID75,CC_ID2784
R_ID75,CC_ID3028
R_ID75,CC_ID8856
R_ID75,CC_ID9054
R_ID76,CC_ID10990
R_ID76,CC_ID11781
R_ID76,CC_ID12050
R_ID76,CC_ID2136
R_ID76,CC_ID2199
R_ID76,CC_ID2575
R_ID76,CC_ID3239
R_ID76,CC_ID333
R_ID76,CC_ID5302
R_ID76,CC_ID5888
R_ID76,CC_ID6019
R_ID76,CC_ID6878
R_ID76,CC_ID697
R_ID76,CC_ID7157
R_ID76,CC_ID956
R_ID77,CC_ID11711
R_ID77,CC_ID2189
R_ID77,CC_ID2505
R_ID77,CC_ID3006
R_ID77,CC_ID3048
R_ID77,CC_ID3581
R_ID77,CC_ID3753
R_ID77,CC_ID5522
R_ID77,CC_ID5838
R_ID77,CC_ID6079
R_ID77,CC_ID6097
R_ID77,CC_ID6785
R_ID77,CC_ID711
R_ID77,CC_ID7168
R_ID77,CC_ID7997
R_ID77,CC_ID8467
R_ID77,CC_ID9013
R_ID77,CC_ID9162
R_ID77,CC_ID959
R_ID77,CC_ID9974
R_ID78,CC_ID10309
R_ID78,CC_ID10698
R_ID78,CC_ID11500
R_ID78,CC_ID1179
R_ID78,CC_ID11898
R_ID78,CC_ID12453
R_ID78,CC_ID2236
R_ID78,CC_ID2238
R_ID78,CC_ID2573
R_ID78,CC_ID2902
R_ID78,CC_ID3171
R_ID78,CC_ID4281
R_ID78,CC_ID5773
R_ID78,CC_ID5989
R_ID78,CC_ID6572
R_ID78,CC_ID7183
R_ID78,CC_ID7224
R_ID78,CC_ID7706
R_ID78,CC_ID8231
R_ID78,CC_ID8237
R_ID78,CC_ID9392
R_ID78,CC_ID9664
R_ID78,CC_ID9724
R_ID79,CC_ID10183
R_ID79,CC_ID10877
R_ID79,CC_ID11373
R_ID79,CC_ID11772
R_ID79,CC_ID1388
R_ID79,CC_ID203
R_ID79,CC_ID210
R_ID79,CC_ID3560
R_ID79,CC_ID4630
R_ID79,CC_ID6348
R_ID79,CC_ID8326
R_ID80,CC_ID11956
R_ID80,CC_ID6159
R_ID80,CC_ID7218
R_ID80,CC_ID7410
R_ID80,CC_ID7901
R_ID80,CC_ID8797
R_ID80,CC_ID9862
R_ID81,CC_ID11360
R_ID81,CC_ID3831
R_ID81,CC_ID4243
R_ID81,CC_ID5754
R_ID81,CC_ID6118
R_ID81,CC_ID8560
R_ID81,CC_ID9394
R_ID82,CC_ID10219
R_ID82,CC_ID11645
R_ID82,CC_ID12214
R_ID82,CC_ID2681
R_ID82,CC_ID3018
R_ID82,CC_ID3622
R_ID82,CC_ID402
R_ID82,CC_ID4106
R_ID82,CC_ID4812
R_ID82,CC_ID5178
R_ID82,CC_ID725
R_ID82,CC_ID8102
R_ID82,CC_ID8219
R_ID82,CC_ID8403
R_ID82,CC_ID850
R_ID82,CC_ID854
R_ID82,CC_ID9148
R_ID82,CC_ID938
R_ID82,CC_ID9718
R_ID83,CC_ID12346
R_ID83,CC_ID7551
R_ID83,CC_ID8545
R_ID84,CC_ID11631
R_ID84,CC_ID2126
R_ID84,CC_ID2350
R_ID84,CC_ID3118
R_ID84,CC_ID963
R_ID84,CC_ID9746
R_ID84,CC_ID9843
R_ID85,CC_ID10134
R_ID85,CC_ID10315
R_ID85,CC_ID11755
R_ID85,CC_ID12016
R_ID85,CC_ID12430
R_ID85,CC_ID12596
R_ID85,CC_ID12721
R_ID85,CC_ID12914
R_ID85,CC_ID2306
R_ID85,CC_ID2875
R_ID85,CC_ID2990
R_ID85,CC_ID359
R_ID85,CC_ID3678
R_ID85,CC_ID4315
R_ID85,CC_ID5402
R_ID85,CC_ID5520
R_ID85,CC_ID5820
R_ID85,CC_ID6281
R_ID85,CC_ID6518
R_ID85,CC_ID714
R_ID85,CC_ID717
R_ID85,CC_ID7173
R_ID85,CC_ID8230
R_ID85,CC_ID8704
R_ID86,CC_ID1087
R_ID86,CC_ID1292
R_ID86,CC_ID5312
R_ID87,CC_ID2639
R_ID87,CC_ID2963
R_ID87,CC_ID3707
R_ID87,CC_ID8269
R_ID87,CC_ID9187
R_ID87,CC_ID9900
R_ID88,CC_ID12535
R_ID88,CC_ID12567
R_ID88,CC_ID1673
R_ID88,CC_ID1732
R_ID88,CC_ID1778
R_ID88,CC_ID2577
R_ID88,CC_ID2581
R_ID88,CC_ID3333
R_ID88,CC_ID5610
R_ID88,CC_ID6647
R_ID88,CC_ID6813
R_ID88,CC_ID7846
R_ID88,CC_ID8484
R_ID89,CC_ID10294
R_ID89,CC_ID1070
R_ID89,CC_ID11208
R_ID89,CC_ID11961
R_ID89,CC_ID12831
R_ID89,CC_ID2277
R_ID89,CC_ID2549
R_ID89,CC_ID300
R_ID89,CC_ID354
R_ID89,CC_ID402
R_ID89,CC_ID439
R_ID89,CC_ID5175
R_ID89,CC_ID5222
R_ID89,CC_ID5348
R_ID89,CC_ID6724
R_ID89,CC_ID7218
R_ID89,CC_ID7263
R_ID89,CC_ID7674
R_ID89,CC_ID9491
R_ID89,CC_ID9612
R_ID89,CC_ID9750
R_ID90,CC_ID10383
R_ID90,CC_ID12742
R_ID90,CC_ID4733
R_ID90,CC_ID5228
R_ID90,CC_ID6165
R_ID90,CC_ID6902
R_ID90,CC_ID7622
R_ID90,CC_ID8468
R_ID90,CC_ID9316
R_ID90,CC_ID9753
R_ID91,CC_ID11296
R_ID91,CC_ID1686
R_ID91,CC_ID4090
R_ID91,CC_ID5755
R_ID91,CC_ID9443
R_ID91,CC_ID9818
R_ID92,CC_ID12532
R_ID92,CC_ID2090
R_ID92,CC_ID2280
R_ID92,CC_ID285
R_ID92,CC_ID2910
R_ID92,CC_ID2943
