CC_ID,CC_NAME,CC_DATE,CC_VER,CC_DESC,CC_LOC
CC_ID23,CC_NAME6802,2015-07-15,V2,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\compress\CompressedSequentialWriter.java0
CC_ID24,CC_NAME8152,2015-08-14,V6,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\concurrent\SelfRefCounted.java0
CC_ID25,CC_NAME1909,2015-07-03,V3,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\RackInferringSnitch.java0
CC_ID26,CC_NAME1276,2015-07-21,V6,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Drain.java0
CC_ID27,CC_NAME913,2015-07-15,V0,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\BootstrapMonitor.java0
CC_ID28,CC_NAME10926,2015-07-14,V1,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\DebuggableThreadPoolExecutor.java0
CC_ID29,CC_NAME10142,2015-07-02,V2,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\TokenMetadata.java0
CC_ID30,CC_NAME7152,2015-08-31,V2,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\BatchQueryOptions.java0
CC_ID31,CC_NAME630,2015-08-28,V2,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\ExpiringMap.java0
CC_ID32,CC_NAME3871,2015-07-16,V1,The PCA pump shall detect air-in-line embolism (bubble).0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\concurrent\Blocker.java0
CC_ID33,CC_NAME1615,2015-08-07,V5,"If a drug library’s soft limit is violated by the proposed settings, but not a hard limit, a warning is shown to the clinician by the user interface and a distinctive, irritating sound made and recorded in the Event Log.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\CacheServiceMBean.java0
CC_ID34,CC_NAME10883,2015-07-01,V2,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\LocalByPartionerType.java0
CC_ID35,CC_NAME10619,2015-07-31,V3,The scanner shall read and authenticate information from the patient’s wristband0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\ReadRepairDecision.java0
CC_ID36,CC_NAME10027,2015-07-24,V1,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UpdateParameters.java0
CC_ID37,CC_NAME5295,2015-07-03,V3,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\btree\Builder.java0
CC_ID38,CC_NAME8815,2015-07-27,V6,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractRangeCommand.java0
CC_ID39,CC_NAME535,2015-07-03,V4,The control panel shall allow authorized clinician bolus request 60 and choice of duration.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\DisableBinary.java0
CC_ID40,CC_NAME7770,2015-07-30,V0,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\serializers\BooleanSerializer.java0
CC_ID41,CC_NAME1672,2015-07-22,V6,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\FileUtils.java0
CC_ID42,CC_NAME5344,2015-07-15,V3,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.30,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\ApplicationState.java0
CC_ID43,CC_NAME9890,2015-07-01,V1,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\obs\BitUtil.java0
CC_ID44,CC_NAME6924,2015-08-27,V4,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\SortedBiMultiValMap.java0
CC_ID45,CC_NAME7836,2015-08-07,V4,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantPermissionsStatement.java0
CC_ID46,CC_NAME7687,2015-08-07,V5,The scanner shall read and authenticate information from the drug’s package label0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\InvalidateKeyCache.java0
CC_ID47,CC_NAME596,2015-07-13,V2,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\repair\RepairMessageVerbHandler.java0
CC_ID48,CC_NAME2127,2015-07-28,V2,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\TServerCustomFactory.java0
CC_ID49,CC_NAME1059,2015-08-07,V5,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\SystemKeyspace.java0
CC_ID50,CC_NAME2282,2015-07-02,V1,Alarms shall be issued in order of occurrence.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\GossipDigestAckVerbHandler.java0
CC_ID51,CC_NAME4598,2015-08-04,V6,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\StorageServiceMBean.java0
CC_ID52,CC_NAME470,2015-07-21,V3,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\ReporterWrapper.java0
CC_ID53,CC_NAME6174,2015-07-02,V2,The fault log shall record at least 1000 faults before overwriting oldest fault records first.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\memory\NativePool.java0
CC_ID54,CC_NAME12359,2015-07-06,V3,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cache\IRowCacheEntry.java0
CC_ID55,CC_NAME1675,2015-07-09,V2,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilySerializer.java0
CC_ID56,CC_NAME4151,2015-07-21,V5,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\PendingRangeCalculatorService.java0
CC_ID57,CC_NAME10714,2015-08-17,V3,Each log entry shall have a time stamp81 with its time of occurrence.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\concurrent\SharedCloseableImpl.java0
CC_ID58,CC_NAME2378,2015-08-20,V2,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnSerializer.java0
CC_ID59,CC_NAME12938,2015-07-16,V2,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\Ec2Snitch.java0
CC_ID60,CC_NAME11444,2015-08-17,V2,Clinician-requested bolus delivery shall be immediately halted when alarms sound.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\StandaloneSplitter.java0
CC_ID61,CC_NAME9144,2015-07-15,V2,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\messages\SessionFailedMessage.java0
CC_ID62,CC_NAME2438,2015-08-28,V5,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\composites\CompositesIndexOnCollectionKey.java0
CC_ID63,CC_NAME10208,2015-07-09,V2,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\dht\BootStrapper.java0
CC_ID64,CC_NAME3646,2015-08-18,V2,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\AbstractReplicationStrategy.java0
CC_ID65,CC_NAME10420,2015-08-27,V3,All materials that contact fluid shall be biocompatible0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\net\IMessageSink.java0
CC_ID66,CC_NAME10073,2015-08-31,V1,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\gms\GossipDigestSyn.java0
CC_ID67,CC_NAME12663,2015-07-09,V3,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\JMXEnabledScheduledThreadPoolExecutor.java0
CC_ID68,CC_NAME9646,2015-08-20,V3,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\IColumnIteratorFactory.java0
CC_ID69,CC_NAME9787,2015-07-20,V5,The ICE interface shall transmit encrypted and authenticated alarms and warnings to the ICE system.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\lifecycle\LifecycleTransaction.java0
CC_ID70,CC_NAME12167,2015-07-30,V5,"display of visual information, and0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Relation.java0
CC_ID71,CC_NAME10586,2015-07-24,V2,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\ReplicationFinishedVerbHandler.java0
CC_ID72,CC_NAME7197,2015-08-18,V6,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\metrics\RestorableMeter.java0
CC_ID73,CC_NAME4521,2015-08-18,V4,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\RangeTombstone.java0
CC_ID74,CC_NAME9585,2015-08-12,V4,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\concurrent\JMXEnabledThreadPoolExecutorMBean.java0
CC_ID75,CC_NAME7757,2015-08-17,V3,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\MemoryInputStream.java0
CC_ID76,CC_NAME5029,2015-07-20,V2,"If delivered basal flow rate is less than the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops, the pump shall issue an basal under-infusion warning (EC3.2.8).0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\auth\AuthenticatedUser.java0
CC_ID77,CC_NAME6039,2015-08-07,V5,Patient-requested bolus delivery shall be immediately halted when alarms sound.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\service\AbstractReadExecutor.java0
CC_ID78,CC_NAME1498,2015-08-21,V0,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\net\MessageOut.java0
CC_ID79,CC_NAME4867,2015-07-27,V2,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\FastByteOperations.java0
CC_ID80,CC_NAME6777,2015-08-12,V1,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\composites\CompositesIndexOnPartitionKey.java0
CC_ID81,CC_NAME6572,2015-07-03,V2,tactile response (button press).0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\Component.java0
CC_ID82,CC_NAME6372,2015-07-06,V1,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\NativeFunction.java0
CC_ID83,CC_NAME6285,2015-08-25,V1,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\cql3\CqlInputFormat.java0
CC_ID84,CC_NAME9365,2015-07-22,V1,The PCA pump shall detect battery failure and issue a battery failure alarm0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UseStatement.java0
CC_ID85,CC_NAME1301,2015-08-07,V0,"Prior to, or coincident with, loading the drug reservoir must also enter prescription96 on the drug container’s label using the scanner.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\Event.java0
CC_ID86,CC_NAME4643,2015-08-07,V3,The PCA pump must not leak current greater than 10 mA0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\exceptions\RequestValidationException.java0
CC_ID87,CC_NAME5454,2015-08-07,V1,–removed all Rx entry via scanner0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\UuidFcts.java0
CC_ID88,CC_NAME9217,2015-08-21,V6,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\streaming\DefaultConnectionFactory.java0
CC_ID89,CC_NAME9346,2015-07-23,V5,The PCA pump shall detect downstream occlusion.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\utils\concurrent\RefCounted.java0
CC_ID90,CC_NAME7540,2015-08-07,V6,The event log shall record 30 days of typical events before overwriting oldest event records first.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\triggers\CustomClassLoader.java0
CC_ID91,CC_NAME12337,2015-08-04,V5,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\functions\AggregateFunction.java0
CC_ID92,CC_NAME10839,2015-08-25,V2,Component failure must not harm patient (beyond stopping function).0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\composites\CompositesIndexIncludingCollectionKey.java0
CC_ID93,CC_NAME7978,2015-08-03,V4,The PCA pump shall use a physician’s prescription as device parameters.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\util\NIODataInputStream.java0
CC_ID94,CC_NAME9948,2015-07-02,V4,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\Info.java0
CC_ID95,CC_NAME8005,2015-08-31,V0,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\SingleColumnRestriction.java0
CC_ID96,CC_NAME542,2015-07-31,V5,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\locator\NetworkTopologyStrategy.java0
CC_ID97,CC_NAME11266,2015-07-08,V6,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\config\ParameterizedClass.java0
CC_ID98,CC_NAME3178,2015-08-17,V6,The drug reservoir shall measure its contents.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\composites\SimpleComposite.java0
CC_ID99,CC_NAME4062,2015-07-21,V2,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\BytesType.java0
CC_ID100,CC_NAME6708,2015-07-02,V2,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cache\CacheKey.java0
CC_ID101,CC_NAME3073,2015-08-14,V1,The mechanical pump shall not allow reverse flow from the patient into the pump.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\marshal\CollectionType.java0
CC_ID102,CC_NAME11847,2015-08-14,V5,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\metrics\LatencyMetrics.java0
CC_ID103,CC_NAME4919,2015-07-08,V6,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.0,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\thrift\ThriftConversion.java0
CC_ID104,CC_NAME4040,2015-07-15,V2,"–removed, must scan Rx from label of drug container0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\hadoop\ColumnFamilyInputFormat.java0
CC_ID105,CC_NAME6083,2015-08-27,V2,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.0",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\CQL3Row.java0
CC_ID106,CC_NAME10441,2015-08-24,V0,The control panel shall allow authorized clinician bolus request 60 and choice of duration.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\transport\Message.java0
CC_ID107,CC_NAME5059,2015-07-16,V6,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\DescribeCluster.java0
CC_ID108,CC_NAME8709,2015-07-31,V3,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\format\big\SSTableNamesIterator.java0
CC_ID109,CC_NAME6494,2015-07-14,V0,The scanner shall read and authenticate information from the patient’s wristband1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\index\SecondaryIndexBuilder.java0
CC_ID110,CC_NAME7501,2015-07-14,V5,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.1",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogDescriptor.java0
CC_ID111,CC_NAME877,2015-07-01,V0,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\tools\nodetool\ResumeHandoff.java0
CC_ID112,CC_NAME12089,2015-07-27,V4,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\triggers\TriggerExecutor.java0
CC_ID113,CC_NAME1285,2015-07-01,V6,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cache\CacheProvider.java0
CC_ID114,CC_NAME9316,2015-07-27,V2,Pressing the stop button confirms and silences all alarms and terminates any alarm signal inactivation.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ReadCommand.java0
CC_ID115,CC_NAME2408,2015-07-31,V1,"If a visual indicator is necessary for the clinician to identify the equipment or part of the equipment that requires clinician response or awareness, at least one visual alarm signal 46 shall be provided1",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListRolesStatement.java0
CC_ID116,CC_NAME10409,2015-07-16,V5,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.1,.\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\DeletedCell.java0
CC_ID117,CC_NAME11128,2015-08-27,V2,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)1",.\UDFStuff\src_csdr\src\java\org\apache\cassandra\io\sstable\Downsampling.java0
