CC_ID,TC_ID
CC_ID213,TC_ID10382
CC_ID214,TC_ID3284
CC_ID215,TC_ID24475
CC_ID218,TC_ID566
CC_ID220,TC_ID21075
CC_ID224,TC_ID3569
CC_ID230,TC_ID11622
CC_ID230,TC_ID4796
CC_ID230,TC_ID8949
CC_ID234,TC_ID4829
CC_ID235,TC_ID1360
CC_ID236,TC_ID2955
CC_ID240,TC_ID14172
CC_ID244,TC_ID14593
CC_ID245,TC_ID21925
CC_ID246,TC_ID22458
CC_ID246,TC_ID9697
CC_ID250,TC_ID3682
CC_ID252,TC_ID16022
CC_ID258,TC_ID12941
CC_ID259,TC_ID24849
CC_ID261,TC_ID18430
CC_ID262,TC_ID2700
CC_ID263,TC_ID14818
CC_ID264,TC_ID14879
CC_ID265,TC_ID19063
CC_ID265,TC_ID23071
CC_ID265,TC_ID5190
CC_ID266,TC_ID17719
CC_ID266,TC_ID18462
CC_ID267,TC_ID16646
CC_ID268,TC_ID18045
CC_ID269,TC_ID9133
CC_ID270,TC_ID11301
CC_ID270,TC_ID23409
CC_ID270,TC_ID6315
CC_ID271,TC_ID13227
CC_ID272,TC_ID1138
CC_ID275,TC_ID2852
CC_ID277,TC_ID1098
CC_ID277,TC_ID21644
CC_ID278,TC_ID12112
CC_ID278,TC_ID12219
CC_ID280,TC_ID17661
CC_ID281,TC_ID9755
CC_ID282,TC_ID7925
CC_ID287,TC_ID5741
CC_ID290,TC_ID21926
CC_ID291,TC_ID3787
CC_ID293,TC_ID10723
CC_ID293,TC_ID16078
CC_ID293,TC_ID528
CC_ID294,TC_ID7674
CC_ID295,TC_ID16098
CC_ID297,TC_ID11938
CC_ID298,TC_ID9115
CC_ID301,TC_ID10646
CC_ID303,TC_ID24244
CC_ID308,TC_ID12484
CC_ID308,TC_ID9728
CC_ID311,TC_ID9789
CC_ID313,TC_ID18625
CC_ID314,TC_ID25441
CC_ID314,TC_ID7465
CC_ID315,TC_ID4756
CC_ID317,TC_ID1402
CC_ID317,TC_ID14473
CC_ID317,TC_ID8830
CC_ID319,TC_ID1850
CC_ID319,TC_ID8398
CC_ID321,TC_ID1176
CC_ID322,TC_ID20650
CC_ID324,TC_ID23073
CC_ID324,TC_ID5083
CC_ID326,TC_ID2019
CC_ID329,TC_ID6228
CC_ID330,TC_ID16872
CC_ID330,TC_ID16899
CC_ID331,TC_ID16921
CC_ID332,TC_ID15915
CC_ID332,TC_ID8678
CC_ID332,TC_ID9952
CC_ID333,TC_ID11286
CC_ID336,TC_ID21566
CC_ID340,TC_ID2254
CC_ID343,TC_ID9150
CC_ID344,TC_ID20027
CC_ID345,TC_ID17367
CC_ID346,TC_ID14653
CC_ID347,TC_ID6900
CC_ID348,TC_ID1119
CC_ID349,TC_ID4197
CC_ID350,TC_ID1863
CC_ID351,TC_ID5338
CC_ID352,TC_ID23262
CC_ID353,TC_ID12238
CC_ID354,TC_ID14271
CC_ID354,TC_ID5478
CC_ID356,TC_ID169
CC_ID357,TC_ID10570
CC_ID358,TC_ID16336
CC_ID361,TC_ID13726
CC_ID363,TC_ID22405
CC_ID364,TC_ID24654
CC_ID366,TC_ID7416
CC_ID367,TC_ID24807
CC_ID369,TC_ID9888
CC_ID375,TC_ID4789
CC_ID377,TC_ID3143
CC_ID378,TC_ID15550
CC_ID381,TC_ID61
CC_ID383,TC_ID22050
CC_ID386,TC_ID5180
CC_ID387,TC_ID23236
CC_ID387,TC_ID3553
CC_ID389,TC_ID11473
CC_ID390,TC_ID11540
CC_ID390,TC_ID13175
CC_ID391,TC_ID22135
CC_ID394,TC_ID15710
CC_ID394,TC_ID17715
CC_ID394,TC_ID6947
CC_ID397,TC_ID12440
CC_ID397,TC_ID23498
CC_ID397,TC_ID23899
CC_ID398,TC_ID10580
CC_ID399,TC_ID19188
CC_ID404,TC_ID16758
CC_ID410,TC_ID22276
CC_ID411,TC_ID5626
CC_ID411,TC_ID5800
CC_ID412,TC_ID10749
CC_ID415,TC_ID24285
CC_ID416,TC_ID2326
CC_ID419,TC_ID17403
CC_ID419,TC_ID2478
CC_ID419,TC_ID74
CC_ID420,TC_ID13377
CC_ID420,TC_ID19145
CC_ID421,TC_ID2571
CC_ID423,TC_ID16045
CC_ID424,TC_ID23386
CC_ID425,TC_ID24962
CC_ID425,TC_ID3201
CC_ID428,TC_ID12196
CC_ID428,TC_ID16300
CC_ID428,TC_ID21645
CC_ID430,TC_ID8362
CC_ID431,TC_ID21181
CC_ID432,TC_ID18326
CC_ID433,TC_ID16022
CC_ID434,TC_ID8843
CC_ID436,TC_ID16260
CC_ID437,TC_ID21535
CC_ID439,TC_ID14382
CC_ID441,TC_ID5378
CC_ID442,TC_ID8737
CC_ID443,TC_ID9098
CC_ID444,TC_ID11372
CC_ID447,TC_ID13478
CC_ID449,TC_ID2258
CC_ID450,TC_ID12988
CC_ID450,TC_ID15409
CC_ID451,TC_ID1384
CC_ID451,TC_ID17658
CC_ID451,TC_ID318
CC_ID454,TC_ID14915
CC_ID454,TC_ID17774
CC_ID454,TC_ID9022
CC_ID456,TC_ID14856
CC_ID458,TC_ID17735
CC_ID459,TC_ID1917
CC_ID460,TC_ID24227
CC_ID460,TC_ID4014
CC_ID460,TC_ID7396
CC_ID461,TC_ID23624
CC_ID462,TC_ID4630
CC_ID463,TC_ID24148
CC_ID464,TC_ID10295
CC_ID464,TC_ID1518
CC_ID464,TC_ID2364
CC_ID466,TC_ID6052
CC_ID467,TC_ID21585
CC_ID470,TC_ID6311
CC_ID471,TC_ID6166
CC_ID472,TC_ID18817
CC_ID475,TC_ID3712
CC_ID476,TC_ID7072
CC_ID478,TC_ID3237
CC_ID479,TC_ID25691
CC_ID481,TC_ID4418
CC_ID482,TC_ID6409
CC_ID483,TC_ID9116
CC_ID484,TC_ID10920
CC_ID485,TC_ID22866
CC_ID485,TC_ID8204
CC_ID486,TC_ID198
CC_ID489,TC_ID1205
CC_ID493,TC_ID11193
CC_ID493,TC_ID9536
CC_ID495,TC_ID701
CC_ID497,TC_ID7128
CC_ID498,TC_ID19966
CC_ID499,TC_ID23771
CC_ID499,TC_ID23802
CC_ID500,TC_ID6455
CC_ID501,TC_ID1689
CC_ID502,TC_ID3520
CC_ID502,TC_ID8444
CC_ID504,TC_ID6123
CC_ID508,TC_ID13938
CC_ID509,TC_ID24168
CC_ID511,TC_ID21690
CC_ID513,TC_ID21451
CC_ID515,TC_ID25618
CC_ID515,TC_ID333
CC_ID517,TC_ID16564
CC_ID520,TC_ID24582
CC_ID521,TC_ID4955
CC_ID525,TC_ID22320
CC_ID527,TC_ID13487
CC_ID528,TC_ID18087
CC_ID528,TC_ID6986
CC_ID532,TC_ID15509
CC_ID532,TC_ID23119
CC_ID532,TC_ID9422
CC_ID533,TC_ID14283
CC_ID534,TC_ID5793
CC_ID536,TC_ID15055
CC_ID537,TC_ID10698
CC_ID538,TC_ID21842
CC_ID539,TC_ID22100
CC_ID541,TC_ID16920
CC_ID542,TC_ID23993
CC_ID546,TC_ID9374
CC_ID548,TC_ID20271
CC_ID550,TC_ID6732
CC_ID551,TC_ID173
CC_ID554,TC_ID5491
CC_ID555,TC_ID5786
CC_ID558,TC_ID22699
CC_ID559,TC_ID19099
CC_ID560,TC_ID12021
CC_ID561,TC_ID2544
CC_ID562,TC_ID14259
CC_ID565,TC_ID18664
CC_ID567,TC_ID7039
CC_ID568,TC_ID20295
CC_ID568,TC_ID6098
CC_ID568,TC_ID9780
CC_ID569,TC_ID1983
CC_ID570,TC_ID6086
CC_ID571,TC_ID23838
CC_ID572,TC_ID20243
CC_ID573,TC_ID86
CC_ID575,TC_ID22089
CC_ID577,TC_ID15326
CC_ID580,TC_ID6208
CC_ID584,TC_ID17464
CC_ID585,TC_ID8365
CC_ID586,TC_ID1301
CC_ID588,TC_ID4182
CC_ID589,TC_ID10196
CC_ID590,TC_ID21867
CC_ID592,TC_ID18131
CC_ID594,TC_ID11415
CC_ID595,TC_ID8173
CC_ID596,TC_ID19158
CC_ID596,TC_ID20276
CC_ID596,TC_ID20306
CC_ID597,TC_ID9628
CC_ID598,TC_ID3355
CC_ID599,TC_ID13255
CC_ID599,TC_ID1871
CC_ID599,TC_ID24351
CC_ID602,TC_ID2685
CC_ID606,TC_ID11654
CC_ID606,TC_ID17724
CC_ID606,TC_ID9316
CC_ID607,TC_ID19783
CC_ID608,TC_ID20847
CC_ID608,TC_ID22132
CC_ID608,TC_ID8823
CC_ID610,TC_ID14876
CC_ID611,TC_ID11062
CC_ID613,TC_ID8569
CC_ID617,TC_ID338
CC_ID619,TC_ID1591
CC_ID620,TC_ID15032
CC_ID622,TC_ID11810
CC_ID623,TC_ID17698
CC_ID624,TC_ID5212
CC_ID627,TC_ID20148
CC_ID628,TC_ID24517
CC_ID628,TC_ID5292
CC_ID628,TC_ID8843
CC_ID629,TC_ID20029
CC_ID630,TC_ID6646
CC_ID632,TC_ID1049
CC_ID633,TC_ID24039
CC_ID634,TC_ID10559
CC_ID634,TC_ID5038
CC_ID635,TC_ID11497
CC_ID636,TC_ID8660
CC_ID638,TC_ID2295
CC_ID640,TC_ID11653
CC_ID642,TC_ID5
CC_ID644,TC_ID15031
CC_ID648,TC_ID9302
CC_ID652,TC_ID985
CC_ID661,TC_ID11483
CC_ID662,TC_ID25672
CC_ID663,TC_ID19162
CC_ID665,TC_ID25180
CC_ID665,TC_ID25193
CC_ID665,TC_ID260
CC_ID668,TC_ID1281
CC_ID668,TC_ID13558
CC_ID668,TC_ID4067
CC_ID670,TC_ID7864
CC_ID671,TC_ID5960
CC_ID672,TC_ID20007
CC_ID674,TC_ID24178
CC_ID675,TC_ID10257
CC_ID676,TC_ID1446
CC_ID676,TC_ID14826
CC_ID676,TC_ID23003
CC_ID677,TC_ID15368
CC_ID678,TC_ID21131
CC_ID679,TC_ID21026
CC_ID682,TC_ID22680
CC_ID689,TC_ID8946
CC_ID691,TC_ID1943
CC_ID692,TC_ID15457
CC_ID695,TC_ID20115
CC_ID696,TC_ID2458
CC_ID696,TC_ID7058
CC_ID696,TC_ID8711
CC_ID698,TC_ID11865
CC_ID701,TC_ID11634
CC_ID702,TC_ID1375
CC_ID702,TC_ID24712
CC_ID705,TC_ID6974
CC_ID707,TC_ID22224
CC_ID708,TC_ID25576
CC_ID709,TC_ID25582
CC_ID711,TC_ID20744
CC_ID712,TC_ID14737
CC_ID715,TC_ID4505
CC_ID718,TC_ID20200
CC_ID720,TC_ID4264
CC_ID721,TC_ID8671
CC_ID722,TC_ID23779
CC_ID725,TC_ID9791
CC_ID727,TC_ID20546
CC_ID727,TC_ID25138
CC_ID727,TC_ID3690
CC_ID729,TC_ID2033
CC_ID729,TC_ID21143
CC_ID729,TC_ID4790
CC_ID730,TC_ID25244
CC_ID732,TC_ID11060
CC_ID732,TC_ID18981
CC_ID732,TC_ID24996
CC_ID733,TC_ID8960
CC_ID735,TC_ID16580
CC_ID737,TC_ID3311
CC_ID739,TC_ID15134
CC_ID740,TC_ID10792
CC_ID743,TC_ID6865
CC_ID745,TC_ID16314
CC_ID746,TC_ID13045
CC_ID747,TC_ID15505
CC_ID748,TC_ID6221
CC_ID751,TC_ID20501
CC_ID753,TC_ID867
CC_ID754,TC_ID8621
CC_ID755,TC_ID25227
CC_ID761,TC_ID21818
CC_ID762,TC_ID19540
CC_ID765,TC_ID24709
CC_ID766,TC_ID705
CC_ID767,TC_ID10069
CC_ID769,TC_ID12340
CC_ID772,TC_ID15349
CC_ID773,TC_ID11783
CC_ID777,TC_ID20134
CC_ID778,TC_ID4532
CC_ID779,TC_ID10943
CC_ID781,TC_ID3076
CC_ID784,TC_ID11377
CC_ID786,TC_ID24418
CC_ID787,TC_ID17591
CC_ID788,TC_ID23881
CC_ID791,TC_ID467
CC_ID793,TC_ID14568
CC_ID795,TC_ID3405
CC_ID798,TC_ID15409
CC_ID799,TC_ID8417
CC_ID801,TC_ID12633
CC_ID801,TC_ID24174
CC_ID803,TC_ID14903
CC_ID804,TC_ID16962
CC_ID804,TC_ID17149
CC_ID804,TC_ID17179
CC_ID805,TC_ID21796
CC_ID805,TC_ID3099
CC_ID805,TC_ID7675
CC_ID807,TC_ID3584
CC_ID808,TC_ID21349
CC_ID809,TC_ID120
CC_ID811,TC_ID4343
CC_ID813,TC_ID23635
CC_ID814,TC_ID13098
CC_ID815,TC_ID11834
CC_ID817,TC_ID6984
CC_ID819,TC_ID6833
CC_ID821,TC_ID915
CC_ID825,TC_ID19720
CC_ID825,TC_ID3163
CC_ID825,TC_ID850
CC_ID827,TC_ID4216
CC_ID829,TC_ID22274
CC_ID830,TC_ID16673
CC_ID833,TC_ID20365
CC_ID835,TC_ID281
CC_ID835,TC_ID54
CC_ID838,TC_ID5607
CC_ID839,TC_ID22978
CC_ID839,TC_ID7955
CC_ID843,TC_ID20929
CC_ID844,TC_ID1415
CC_ID845,TC_ID24463
CC_ID849,TC_ID25424
CC_ID850,TC_ID19123
CC_ID851,TC_ID1892
CC_ID852,TC_ID25166
CC_ID853,TC_ID8659
CC_ID854,TC_ID1242
CC_ID855,TC_ID15259
CC_ID855,TC_ID5867
CC_ID856,TC_ID23495
CC_ID858,TC_ID24066
CC_ID862,TC_ID12392
CC_ID863,TC_ID5494
CC_ID864,TC_ID17588
CC_ID865,TC_ID13401
CC_ID868,TC_ID2609
CC_ID869,TC_ID11094
CC_ID871,TC_ID7996
CC_ID872,TC_ID19267
CC_ID874,TC_ID16596
CC_ID877,TC_ID10540
CC_ID878,TC_ID2972
CC_ID879,TC_ID24075
CC_ID882,TC_ID23315
CC_ID882,TC_ID8448
CC_ID882,TC_ID8527
CC_ID883,TC_ID5004
CC_ID884,TC_ID22390
CC_ID885,TC_ID3095
CC_ID887,TC_ID7543
CC_ID888,TC_ID13728
CC_ID891,TC_ID25678
CC_ID894,TC_ID25492
CC_ID895,TC_ID13338
CC_ID896,TC_ID12891
CC_ID901,TC_ID1511
CC_ID901,TC_ID18112
CC_ID901,TC_ID8895
CC_ID902,TC_ID22340
CC_ID902,TC_ID828
CC_ID903,TC_ID20963
CC_ID903,TC_ID5844
CC_ID903,TC_ID6676
CC_ID905,TC_ID2717
CC_ID907,TC_ID1789
CC_ID908,TC_ID24918
CC_ID911,TC_ID22397
CC_ID913,TC_ID745
CC_ID917,TC_ID19313
CC_ID918,TC_ID13711
CC_ID921,TC_ID11673
CC_ID923,TC_ID9455
CC_ID924,TC_ID21325
CC_ID926,TC_ID24507
CC_ID927,TC_ID15181
CC_ID927,TC_ID5395
CC_ID927,TC_ID9716
CC_ID928,TC_ID9335
CC_ID929,TC_ID20500
CC_ID932,TC_ID10273
CC_ID932,TC_ID19334
CC_ID932,TC_ID952
CC_ID933,TC_ID5692
CC_ID935,TC_ID23801
CC_ID935,TC_ID23937
CC_ID936,TC_ID12472
CC_ID937,TC_ID16210
CC_ID939,TC_ID21639
CC_ID941,TC_ID1829
CC_ID942,TC_ID4167
CC_ID943,TC_ID18183
CC_ID943,TC_ID20847
CC_ID943,TC_ID4072
CC_ID944,TC_ID25173
CC_ID944,TC_ID3500
CC_ID944,TC_ID6744
CC_ID945,TC_ID24351
CC_ID950,TC_ID17270
CC_ID951,TC_ID11651
CC_ID951,TC_ID17890
CC_ID952,TC_ID21678
CC_ID954,TC_ID11882
CC_ID954,TC_ID13439
CC_ID954,TC_ID7809
CC_ID955,TC_ID10128
CC_ID955,TC_ID11787
CC_ID958,TC_ID15303
CC_ID959,TC_ID10580
CC_ID959,TC_ID15740
CC_ID959,TC_ID24825
CC_ID961,TC_ID6600
CC_ID964,TC_ID24414
CC_ID966,TC_ID25780
CC_ID967,TC_ID14965
CC_ID970,TC_ID2847
CC_ID971,TC_ID1567
CC_ID975,TC_ID565
CC_ID978,TC_ID8962
CC_ID979,TC_ID1008
CC_ID979,TC_ID19702
CC_ID979,TC_ID7231
CC_ID981,TC_ID1908
CC_ID982,TC_ID8837
CC_ID986,TC_ID25912
CC_ID987,TC_ID16899
CC_ID987,TC_ID19769
CC_ID989,TC_ID2521
CC_ID990,TC_ID25347
CC_ID992,TC_ID10354
CC_ID994,TC_ID8622
CC_ID995,TC_ID9010
CC_ID997,TC_ID11629
CC_ID997,TC_ID18646
CC_ID998,TC_ID4510
CC_ID1001,TC_ID14021
CC_ID1002,TC_ID21515
CC_ID1002,TC_ID25334
CC_ID1002,TC_ID3900
CC_ID1003,TC_ID21352
CC_ID1005,TC_ID10947
CC_ID1008,TC_ID12874
CC_ID1008,TC_ID17001
CC_ID1008,TC_ID5212
CC_ID1010,TC_ID20695
CC_ID1013,TC_ID22565
CC_ID1014,TC_ID19425
CC_ID1016,TC_ID12534
CC_ID1019,TC_ID10081
CC_ID1021,TC_ID23325
CC_ID1023,TC_ID17137
CC_ID1024,TC_ID24397
CC_ID1025,TC_ID13777
CC_ID1025,TC_ID2982
CC_ID1028,TC_ID25374
CC_ID1029,TC_ID11163
CC_ID1030,TC_ID12919
CC_ID1030,TC_ID13351
CC_ID1030,TC_ID8175
CC_ID1031,TC_ID10561
CC_ID1032,TC_ID22072
CC_ID1033,TC_ID10449
CC_ID1033,TC_ID9086
CC_ID1039,TC_ID12530
CC_ID1041,TC_ID22472
CC_ID1044,TC_ID21741
CC_ID1044,TC_ID5093
CC_ID1045,TC_ID8165
CC_ID1047,TC_ID955
CC_ID1049,TC_ID24727
CC_ID1052,TC_ID18779
CC_ID1054,TC_ID5257
CC_ID1057,TC_ID21606
CC_ID1059,TC_ID24785
CC_ID1059,TC_ID25136
CC_ID1062,TC_ID24390
CC_ID1071,TC_ID20787
CC_ID1071,TC_ID21770
CC_ID1072,TC_ID24236
CC_ID1073,TC_ID25842
CC_ID1075,TC_ID9884
CC_ID1076,TC_ID11151
CC_ID1077,TC_ID6709
CC_ID1080,TC_ID3584
CC_ID1081,TC_ID12451
CC_ID1081,TC_ID268
CC_ID1084,TC_ID11508
CC_ID1085,TC_ID2237
CC_ID1088,TC_ID10411
CC_ID1091,TC_ID14217
CC_ID1095,TC_ID12198
CC_ID1095,TC_ID22707
CC_ID1095,TC_ID24083
CC_ID1096,TC_ID7532
CC_ID1097,TC_ID13541
CC_ID1097,TC_ID20784
CC_ID1097,TC_ID3048
CC_ID1098,TC_ID738
CC_ID1099,TC_ID22953
CC_ID1100,TC_ID16788
CC_ID1102,TC_ID14139
CC_ID1104,TC_ID21999
CC_ID1105,TC_ID9990
CC_ID1108,TC_ID11007
CC_ID1110,TC_ID18929
CC_ID1112,TC_ID8488
CC_ID1113,TC_ID8154
CC_ID1117,TC_ID16737
CC_ID1118,TC_ID18865
CC_ID1119,TC_ID22743
CC_ID1120,TC_ID9070
CC_ID1121,TC_ID988
CC_ID1124,TC_ID7383
CC_ID1125,TC_ID1090
CC_ID1126,TC_ID9403
CC_ID1127,TC_ID12003
CC_ID1127,TC_ID16147
CC_ID1129,TC_ID19433
CC_ID1134,TC_ID24163
CC_ID1135,TC_ID10302
CC_ID1137,TC_ID2740
CC_ID1138,TC_ID22507
CC_ID1138,TC_ID970
CC_ID1139,TC_ID8267
CC_ID1140,TC_ID17784
CC_ID1143,TC_ID7021
CC_ID1144,TC_ID10882
CC_ID1145,TC_ID1940
CC_ID1146,TC_ID7380
CC_ID1147,TC_ID12945
CC_ID1151,TC_ID12169
CC_ID1154,TC_ID1650
CC_ID1155,TC_ID10814
CC_ID1155,TC_ID666
CC_ID1155,TC_ID8447
CC_ID1157,TC_ID17812
CC_ID1159,TC_ID7762
CC_ID1160,TC_ID16013
CC_ID1161,TC_ID300
CC_ID1162,TC_ID16346
CC_ID1163,TC_ID10322
CC_ID1163,TC_ID23893
CC_ID1163,TC_ID25722
CC_ID1164,TC_ID1502
CC_ID1165,TC_ID17452
CC_ID1166,TC_ID25961
CC_ID1168,TC_ID19009
CC_ID1168,TC_ID553
CC_ID1169,TC_ID21258
CC_ID1171,TC_ID15357
CC_ID1171,TC_ID3200
CC_ID1172,TC_ID11685
CC_ID1174,TC_ID12764
CC_ID1177,TC_ID9781
CC_ID1178,TC_ID12221
CC_ID1178,TC_ID13453
CC_ID1183,TC_ID21494
CC_ID1190,TC_ID15280
CC_ID1190,TC_ID3241
CC_ID1191,TC_ID752
CC_ID1192,TC_ID22650
CC_ID1193,TC_ID5731
CC_ID1194,TC_ID4687
CC_ID1198,TC_ID15177
CC_ID1199,TC_ID10284
CC_ID1199,TC_ID20044
CC_ID1199,TC_ID3516
CC_ID1201,TC_ID18867
CC_ID1203,TC_ID9007
CC_ID1204,TC_ID17181
CC_ID1205,TC_ID3060
CC_ID1206,TC_ID23503
CC_ID1208,TC_ID3217
CC_ID1209,TC_ID13022
CC_ID1210,TC_ID13091
CC_ID1212,TC_ID13673
CC_ID1214,TC_ID18765
CC_ID1215,TC_ID2752
CC_ID1216,TC_ID22574
CC_ID1217,TC_ID16591
CC_ID1218,TC_ID1083
CC_ID1218,TC_ID19494
CC_ID1218,TC_ID3505
CC_ID1219,TC_ID16011
CC_ID1220,TC_ID25914
CC_ID1221,TC_ID1411
CC_ID1222,TC_ID13463
CC_ID1222,TC_ID17370
CC_ID1222,TC_ID5174
CC_ID1223,TC_ID17818
CC_ID1224,TC_ID20580
CC_ID1224,TC_ID25943
CC_ID1225,TC_ID21394
CC_ID1226,TC_ID444
CC_ID1227,TC_ID16513
CC_ID1227,TC_ID18631
CC_ID1227,TC_ID2144
CC_ID1228,TC_ID10635
CC_ID1230,TC_ID2631
CC_ID1235,TC_ID21309
CC_ID1236,TC_ID8381
CC_ID1237,TC_ID7601
CC_ID1238,TC_ID6093
CC_ID1238,TC_ID9086
CC_ID1238,TC_ID9287
CC_ID1239,TC_ID15898
CC_ID1240,TC_ID8680
CC_ID1241,TC_ID20455
CC_ID1243,TC_ID6491
CC_ID1244,TC_ID18556
CC_ID1245,TC_ID16258
CC_ID1248,TC_ID5143
CC_ID1249,TC_ID554
CC_ID1250,TC_ID9368
CC_ID1251,TC_ID16521
CC_ID1252,TC_ID10888
CC_ID1252,TC_ID20554
CC_ID1252,TC_ID8280
CC_ID1258,TC_ID25136
CC_ID1259,TC_ID15619
CC_ID1260,TC_ID1470
CC_ID1260,TC_ID203
CC_ID1263,TC_ID21577
CC_ID1263,TC_ID4004
CC_ID1263,TC_ID6330
CC_ID1265,TC_ID4009
CC_ID1266,TC_ID14090
CC_ID1268,TC_ID21270
CC_ID1269,TC_ID9685
CC_ID1270,TC_ID16382
CC_ID1270,TC_ID17872
CC_ID1271,TC_ID11021
CC_ID1272,TC_ID12428
CC_ID1273,TC_ID2760
CC_ID1276,TC_ID17477
CC_ID1276,TC_ID18537
CC_ID1277,TC_ID10096
CC_ID1280,TC_ID14328
CC_ID1282,TC_ID14505
CC_ID1283,TC_ID24107
CC_ID1284,TC_ID25698
CC_ID1286,TC_ID5476
CC_ID1287,TC_ID1539
CC_ID1288,TC_ID20382
CC_ID1288,TC_ID2133
CC_ID1288,TC_ID25770
CC_ID1290,TC_ID1280
CC_ID1291,TC_ID14584
CC_ID1292,TC_ID181
CC_ID1292,TC_ID20413
CC_ID1292,TC_ID5936
CC_ID1293,TC_ID12225
CC_ID1296,TC_ID22874
CC_ID1298,TC_ID4245
CC_ID1299,TC_ID16918
CC_ID1300,TC_ID10758
