R_ID,R_NAME,R_DESC,R_OWNER,R_STATUS
R_ID62,R_NAME18600,"The PCA pump shall detect power supply voltage out-of-range, issue a voltage out-of-range warning, and switch to battery backup when out-of-range.0",Jay,Completed
R_ID63,R_NAME12842,The Control Panel shall visually indicate the specific problem causing the alarm condition as described in Section 5.4.2.0,Caleb,Completed
R_ID64,R_NAME19789,The PCA pump shall detect air-in-line embolism (bubble).0,Alex,Completed
R_ID65,R_NAME15370,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump0",Alex,Open
R_ID66,R_NAME3591,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.0",Caleb,Completed
R_ID67,R_NAME9911,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.0",Caleb,Completed
R_ID68,R_NAME19296,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.0,Caleb,Open
R_ID69,R_NAME18096,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",Alex,Completed
R_ID70,R_NAME13926,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.0",Alex,Completed
R_ID71,R_NAME7918,A real-time clock must produce timestamps accurate to 10 ms.0,Caleb,Completed
R_ID72,R_NAME4725,The PCA pump shall use a physician’s prescription as device parameters.0,Caleb,Completed
R_ID73,R_NAME1235,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.0,Caleb,Completed
R_ID74,R_NAME17650,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.0,Caleb,Completed
R_ID75,R_NAME18928,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.0,Alex,Completed
R_ID76,R_NAME15750,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow0",Caleb,Completed
R_ID77,R_NAME5376,The scanner shall read and authenticate information from the clinician’s badge0,Caleb,Completed
R_ID78,R_NAME16326,The PCA pump shall have a start button.0,Caleb,Completed
R_ID79,R_NAME16117,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.0",Caleb,Open
R_ID80,R_NAME12950,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown0",Priya,Completed
R_ID81,R_NAME8274,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.0,Caleb,Completed
R_ID82,R_NAME9386,The Control Panel shall provide means to inactivate audible alarms indefinitely0,Caleb,Open
R_ID83,R_NAME19026,The control panel must display currently-programmed patient data and physician’s prescription.0,Priya,Completed
R_ID84,R_NAME19356,"If delivered patient-requested bolus flow rate is less than the prescribed bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the flow stops0",Caleb,Completed
R_ID85,R_NAME10483,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated0",Alex,Completed
R_ID86,R_NAME2232,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.0,Jay,Open
R_ID87,R_NAME16572,The PCA pump shall detect downstream occlusion.0,Caleb,Completed
R_ID88,R_NAME18170,All materials that contact fluid shall be biocompatible0,Priya,Completed
R_ID89,R_NAME6686,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop0",Priya,Completed
R_ID90,R_NAME613,Each log entry shall have a time stamp81 with its time of occurrence.0,Caleb,Completed
R_ID91,R_NAME18797,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.0,Priya,Deffered
R_ID92,R_NAME10335,The PCA pump shall issue alarms and warnings that require clinician attention.0,Priya,Completed
R_ID93,R_NAME231,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)0",Caleb,Completed
R_ID94,R_NAME16293,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.0",Caleb,Open
R_ID95,R_NAME7183,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",Caleb,Deffered
R_ID96,R_NAME9126,The drug reservoir shall measure its contents.0,Caleb,Deffered
R_ID97,R_NAME18317,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.0,Jay,Completed
R_ID98,R_NAME13356,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.0,Jay,Completed
R_ID99,R_NAME16181,"If the pump gets overheated to more than Tpoh = 55 C, the pump shall issue an pump overheated alarm (EC3.2.9).0",Caleb,Completed
R_ID100,R_NAME19710,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.0",Priya,Completed
R_ID101,R_NAME14966,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.0",Caleb,Completed
R_ID102,R_NAME19325,Alarm’s and warning’s priority shall be determined in accordance with standard IEC 60601-1-8 Medical electrical equipment - Part 1-8: General requirements for safety - Collateral standard.0,Priya,Completed
R_ID103,R_NAME9308,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.0",Caleb,Completed
R_ID104,R_NAME2104,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.0",Priya,Completed
R_ID105,R_NAME12874,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.0",Jay,Completed
R_ID106,R_NAME6187,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.0,Priya,Deffered
R_ID107,R_NAME10517,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.0,Caleb,Completed
R_ID108,R_NAME9365,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.0,Caleb,Completed
R_ID109,R_NAME11756,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.0",Priya,Completed
R_ID110,R_NAME15311,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.0,Caleb,Deffered
R_ID111,R_NAME14026,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.0",Caleb,Completed
R_ID112,R_NAME18258,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized0,Caleb,Completed
R_ID113,R_NAME15545,Patient-requested bolus delivery shall be immediately halted when alarms sound.0,Priya,Completed
R_ID114,R_NAME7828,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.0",Caleb,Open
R_ID115,R_NAME18815,"If the same alert-stop-start sequence occurs 3 or more times in ten minutes, infusion will be stopped, and an audible alarm sounded.0",Jay,Completed
R_ID116,R_NAME2376,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.0,Caleb,Deffered
R_ID117,R_NAME11989,The PCA pump shall implement a safety architecture112 that separates normal operation from fault detection and response.0,Caleb,Open
R_ID118,R_NAME2676,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.0",Caleb,Completed
R_ID119,R_NAME11337,"For each drug that may be infused with a PCA pump, the drug library entry103 for that drug shall have data elements listed in Table 6.0",Caleb,Open
R_ID120,R_NAME6635,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.0",Alex,Completed
R_ID121,R_NAME14546,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.0,Alex,Completed
R_ID122,R_NAME18527,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE0",Caleb,Open
R_ID123,R_NAME15011,sound of audible alarm0,Caleb,Completed
R_ID124,R_NAME17534,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke0",Caleb,Completed
R_ID125,R_NAME19007,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication0",Alex,Open
R_ID126,R_NAME7084,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.0,Caleb,Completed
R_ID127,R_NAME19006,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment0,Alex,Completed
R_ID128,R_NAME17408,The scanner shall read and authenticate information from the patient’s wristband0,Alex,Deffered
R_ID129,R_NAME19596,The PCA pump shall detect battery failure and issue a battery failure alarm0,Alex,Completed
R_ID130,R_NAME717,"display of visual information, and0",Caleb,Deffered
R_ID131,R_NAME16304,The PCA pump shall have a stop button0,Caleb,Completed
R_ID132,R_NAME5392,The PCA pump must not leak current greater than 10 mA0,Jay,Completed
R_ID133,R_NAME13746,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.1",Priya,Completed
R_ID134,R_NAME19050,"When an empty-reservoir alarm occurs, the current pump stroke shall be completed prior to stopping the pump.1",Alex,Deffered
R_ID135,R_NAME9639,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.1,Caleb,Completed
R_ID136,R_NAME6134,The drug reservoir shall measure its contents.1,Priya,Completed
R_ID137,R_NAME15530,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.1,Priya,Completed
R_ID138,R_NAME15628,tactile response (button press).1,Jay,Completed
R_ID139,R_NAME1354,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.1,Jay,Completed
R_ID140,R_NAME18238,The PCA pump shall resume prescribed infusion upon receiving an authenticated command through its ICE interface.1,Alex,Completed
R_ID141,R_NAME6175,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops1",Priya,Completed
R_ID142,R_NAME8712,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump1",Caleb,Completed
R_ID143,R_NAME7034,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.1",Priya,Completed
R_ID144,R_NAME12227,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.1",Caleb,Completed
R_ID145,R_NAME17969,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.1,Caleb,Completed
R_ID146,R_NAME9659,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration1",Jay,Completed
R_ID147,R_NAME6981,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.1",Caleb,Completed
R_ID148,R_NAME19916,Clinician-requested bolus delivery shall be immediately halted when alarms sound.1,Priya,Completed
R_ID149,R_NAME9221,The PCA pump shall detect battery failure and issue a battery failure alarm1,Priya,Completed
R_ID150,R_NAME17070,The PCA pump must not leak current greater than 10 mA1,Caleb,Completed
R_ID151,R_NAME18607,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.1,Caleb,Completed
R_ID152,R_NAME3034,The control panel must display currently-programmed patient data and physician’s prescription.1,Jay,Completed
R_ID153,R_NAME10076,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow1",Jay,Completed
R_ID154,R_NAME8410,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.1",Caleb,Completed
R_ID155,R_NAME12644,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.1,Jay,Completed
R_ID156,R_NAME2881,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.1",Caleb,Completed
R_ID157,R_NAME1685,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.1,Alex,Completed
R_ID158,R_NAME9446,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)1",Caleb,Completed
R_ID159,R_NAME16933,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).1",Priya,Completed
R_ID160,R_NAME13940,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow1",Alex,Completed
R_ID161,R_NAME17610,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.1,Alex,Completed
R_ID162,R_NAME12865,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.1",Caleb,Completed
R_ID163,R_NAME15076,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown1",Jay,Completed
R_ID164,R_NAME6650,–removed all Rx entry via scanner1,Caleb,Completed
R_ID165,R_NAME8473,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.1,Caleb,Completed
R_ID166,R_NAME4941,The PCA pump shall use a physician’s prescription as device parameters.1,Caleb,Completed
R_ID167,R_NAME12714,Hardware faults that prevent operation of the Control Panel shall illuminate a hardware fault indicator (light-emitting diode).1,Alex,Completed
R_ID168,R_NAME15664,The PCA pump shall include electronic tamper detection mechanisms and shall record detected tampering attempts in the Fault Log and Event Log as well as issuing an authenticated ICE message.1,Caleb,Completed
R_ID169,R_NAME13041,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.1",Caleb,Completed
R_ID170,R_NAME10657,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.1",Caleb,Completed
R_ID171,R_NAME1728,The fault log shall record at least 1000 faults before overwriting oldest fault records first.1,Caleb,Deffered
R_ID172,R_NAME19621,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)1,Caleb,Completed
R_ID173,R_NAME9107,Patient-requested bolus shall not be delivered if infusing prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.1,Caleb,Completed
R_ID174,R_NAME10856,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication1",Caleb,Completed
R_ID175,R_NAME14321,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.1",Alex,Completed
R_ID176,R_NAME16911,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.1",Alex,Completed
R_ID177,R_NAME17975,The PCA pump shall detect air-in-line embolism (bubble).1,Caleb,Completed
R_ID178,R_NAME8728,The ICE interface shall allow an authorized clinician to set the duration of clinician-requested boluses through an ICE supervisor user interface.1,Alex,Open
R_ID179,R_NAME11112,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Caleb,Completed
R_ID180,R_NAME10171,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.1",Caleb,Open
R_ID181,R_NAME12988,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)1",Caleb,Completed
R_ID182,R_NAME19774,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment1,Alex,Completed
R_ID183,R_NAME1780,Alarms shall be issued in order of occurrence.1,Alex,Completed
R_ID184,R_NAME10187,The PCA pump shall maintain an electronic event log to record each action taken by the pump and each event sensed of its environment.1,Jay,Completed
R_ID185,R_NAME18078,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke1",Caleb,Completed
R_ID186,R_NAME637,The estimate of remaining battery energy must be accurate to within Xbtty = 25%.1,Priya,Completed
R_ID187,R_NAME9279,The scanner shall read and authenticate information from the patient’s wristband1,Alex,Completed
R_ID188,R_NAME10750,"A patient-requested bolus shall take precedence over a clinician-requested bolus. The clinicianrequested bolus shall be suspended while the patient-requested bolus dose is administered, and resumed afterward.1",Jay,Completed
R_ID189,R_NAME9511,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Jay,Completed
R_ID190,R_NAME18883,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Caleb,Open
R_ID191,R_NAME3144,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.1",Caleb,Completed
R_ID192,R_NAME9020,The control panel shall allow authorized clinician bolus request 60 and choice of duration.1,Caleb,Completed
R_ID193,R_NAME6520,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Jay,Completed
R_ID194,R_NAME7179,"Because the drugs used for analgesia are often narcotic, requiring Drug Enforcement Agency (DEA) tracking if used in the United States, the drug reservoir and means to change prescriptions1",Alex,Deffered
R_ID195,R_NAME6093,"–removed, must scan Rx from label of drug container1",Caleb,Completed
R_ID196,R_NAME12479,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.1,Caleb,Completed
R_ID197,R_NAME15060,"Upon the clinician’s pressing of the stop button, prescribed infusion shall halt.1",Alex,Completed
