CC_ID,FL_ID
CC_ID106,FL_ID967
CC_ID107,FL_ID1017
CC_ID108,FL_ID126
CC_ID109,FL_ID312
CC_ID110,FL_ID830
CC_ID111,FL_ID595
CC_ID112,FL_ID952
CC_ID114,FL_ID1145
CC_ID116,FL_ID19
CC_ID116,FL_ID598
CC_ID117,FL_ID191
CC_ID119,FL_ID854
CC_ID125,FL_ID609
CC_ID125,FL_ID704
CC_ID127,FL_ID473
CC_ID129,FL_ID553
CC_ID130,FL_ID1168
CC_ID130,FL_ID1246
CC_ID132,FL_ID154
CC_ID140,FL_ID1203
CC_ID140,FL_ID746
CC_ID143,FL_ID820
CC_ID148,FL_ID145
CC_ID153,FL_ID569
CC_ID154,FL_ID259
CC_ID155,FL_ID54
CC_ID156,FL_ID1259
CC_ID156,FL_ID157
CC_ID157,FL_ID776
CC_ID159,FL_ID1278
CC_ID159,FL_ID597
CC_ID160,FL_ID652
CC_ID162,FL_ID909
CC_ID164,FL_ID898
CC_ID166,FL_ID230
CC_ID168,FL_ID719
CC_ID168,FL_ID76
CC_ID169,FL_ID146
CC_ID170,FL_ID1010
CC_ID171,FL_ID1223
CC_ID172,FL_ID426
CC_ID173,FL_ID735
CC_ID174,FL_ID1076
CC_ID175,FL_ID349
CC_ID176,FL_ID1169
CC_ID177,FL_ID1200
CC_ID178,FL_ID1285
CC_ID179,FL_ID1217
CC_ID180,FL_ID127
CC_ID181,FL_ID913
CC_ID182,FL_ID586
CC_ID183,FL_ID10
CC_ID184,FL_ID623
CC_ID186,FL_ID449
CC_ID187,FL_ID1210
CC_ID187,FL_ID591
CC_ID189,FL_ID309
CC_ID190,FL_ID742
CC_ID191,FL_ID53
CC_ID191,FL_ID97
CC_ID192,FL_ID472
CC_ID194,FL_ID323
CC_ID194,FL_ID409
CC_ID197,FL_ID407
CC_ID198,FL_ID1165
CC_ID200,FL_ID698
CC_ID201,FL_ID173
CC_ID204,FL_ID336
CC_ID207,FL_ID306
CC_ID209,FL_ID592
CC_ID209,FL_ID745
CC_ID210,FL_ID975
CC_ID211,FL_ID899
CC_ID213,FL_ID949
CC_ID214,FL_ID721
CC_ID216,FL_ID850
CC_ID219,FL_ID490
CC_ID219,FL_ID506
CC_ID221,FL_ID112
CC_ID221,FL_ID767
CC_ID223,FL_ID601
CC_ID224,FL_ID1079
CC_ID224,FL_ID297
CC_ID225,FL_ID874
CC_ID227,FL_ID1283
CC_ID227,FL_ID646
CC_ID228,FL_ID878
CC_ID230,FL_ID727
CC_ID232,FL_ID816
CC_ID233,FL_ID1084
CC_ID234,FL_ID238
CC_ID235,FL_ID1227
CC_ID236,FL_ID936
CC_ID237,FL_ID130
CC_ID238,FL_ID679
CC_ID239,FL_ID227
CC_ID242,FL_ID1268
CC_ID243,FL_ID1247
CC_ID244,FL_ID843
CC_ID246,FL_ID833
CC_ID247,FL_ID451
CC_ID248,FL_ID280
CC_ID252,FL_ID747
CC_ID253,FL_ID196
CC_ID253,FL_ID909
CC_ID254,FL_ID523
CC_ID255,FL_ID1233
CC_ID255,FL_ID334
CC_ID257,FL_ID1266
CC_ID259,FL_ID1107
CC_ID259,FL_ID732
CC_ID260,FL_ID572
CC_ID261,FL_ID696
CC_ID262,FL_ID123
CC_ID270,FL_ID273
CC_ID271,FL_ID305
CC_ID272,FL_ID314
CC_ID273,FL_ID30
CC_ID274,FL_ID774
CC_ID275,FL_ID593
CC_ID275,FL_ID927
CC_ID276,FL_ID176
CC_ID277,FL_ID423
CC_ID277,FL_ID823
CC_ID279,FL_ID606
CC_ID280,FL_ID315
CC_ID280,FL_ID42
CC_ID281,FL_ID50
CC_ID283,FL_ID1024
CC_ID283,FL_ID662
CC_ID285,FL_ID1265
CC_ID287,FL_ID578
CC_ID290,FL_ID754
CC_ID291,FL_ID28
CC_ID293,FL_ID466
CC_ID297,FL_ID894
CC_ID298,FL_ID959
CC_ID300,FL_ID573
CC_ID302,FL_ID120
CC_ID304,FL_ID1157
CC_ID305,FL_ID1231
CC_ID306,FL_ID1250
CC_ID309,FL_ID1031
CC_ID311,FL_ID98
CC_ID314,FL_ID786
CC_ID316,FL_ID443
CC_ID317,FL_ID511
CC_ID320,FL_ID475
CC_ID321,FL_ID911
CC_ID323,FL_ID1168
CC_ID323,FL_ID603
CC_ID324,FL_ID371
CC_ID326,FL_ID1060
CC_ID327,FL_ID720
CC_ID328,FL_ID831
CC_ID328,FL_ID852
CC_ID329,FL_ID1166
CC_ID332,FL_ID381
CC_ID334,FL_ID1232
CC_ID336,FL_ID358
CC_ID337,FL_ID456
CC_ID338,FL_ID745
CC_ID340,FL_ID1241
CC_ID341,FL_ID1272
CC_ID344,FL_ID406
CC_ID346,FL_ID489
CC_ID346,FL_ID559
CC_ID348,FL_ID595
CC_ID349,FL_ID347
CC_ID350,FL_ID680
CC_ID353,FL_ID150
CC_ID353,FL_ID97
CC_ID354,FL_ID689
CC_ID357,FL_ID865
CC_ID358,FL_ID1198
CC_ID358,FL_ID539
CC_ID359,FL_ID665
CC_ID361,FL_ID825
CC_ID363,FL_ID867
CC_ID364,FL_ID97
CC_ID366,FL_ID1232
CC_ID367,FL_ID442
CC_ID367,FL_ID482
CC_ID370,FL_ID1298
CC_ID371,FL_ID38
CC_ID372,FL_ID1113
CC_ID374,FL_ID909
CC_ID376,FL_ID1104
CC_ID377,FL_ID767
CC_ID378,FL_ID425
CC_ID379,FL_ID1268
CC_ID380,FL_ID455
CC_ID381,FL_ID916
CC_ID383,FL_ID1076
CC_ID384,FL_ID421
CC_ID385,FL_ID790
CC_ID386,FL_ID594
CC_ID391,FL_ID1057
CC_ID392,FL_ID1206
CC_ID393,FL_ID827
CC_ID394,FL_ID238
CC_ID395,FL_ID1038
CC_ID395,FL_ID520
CC_ID396,FL_ID1160
CC_ID397,FL_ID228
CC_ID398,FL_ID973
CC_ID401,FL_ID1149
CC_ID405,FL_ID246
CC_ID405,FL_ID644
CC_ID406,FL_ID192
CC_ID408,FL_ID500
CC_ID409,FL_ID1029
CC_ID410,FL_ID789
CC_ID411,FL_ID338
CC_ID413,FL_ID168
CC_ID415,FL_ID5
CC_ID416,FL_ID691
CC_ID417,FL_ID233
CC_ID418,FL_ID278
CC_ID422,FL_ID456
CC_ID423,FL_ID1181
CC_ID425,FL_ID1130
CC_ID425,FL_ID1235
CC_ID426,FL_ID1068
CC_ID430,FL_ID345
CC_ID431,FL_ID1231
CC_ID434,FL_ID221
CC_ID435,FL_ID417
CC_ID435,FL_ID617
CC_ID439,FL_ID632
CC_ID440,FL_ID317
CC_ID444,FL_ID618
CC_ID446,FL_ID1132
CC_ID446,FL_ID640
CC_ID447,FL_ID1158
CC_ID447,FL_ID757
CC_ID448,FL_ID111
CC_ID450,FL_ID564
CC_ID450,FL_ID677
CC_ID451,FL_ID359
CC_ID452,FL_ID745
CC_ID453,FL_ID411
CC_ID454,FL_ID158
CC_ID458,FL_ID910
CC_ID459,FL_ID257
CC_ID460,FL_ID602
CC_ID461,FL_ID1227
CC_ID462,FL_ID487
CC_ID463,FL_ID989
CC_ID465,FL_ID602
CC_ID466,FL_ID222
CC_ID467,FL_ID165
CC_ID467,FL_ID944
CC_ID470,FL_ID1269
CC_ID471,FL_ID1218
CC_ID472,FL_ID616
CC_ID474,FL_ID573
CC_ID474,FL_ID870
CC_ID475,FL_ID856
CC_ID478,FL_ID66
CC_ID479,FL_ID592
CC_ID484,FL_ID447
CC_ID485,FL_ID511
CC_ID488,FL_ID33
CC_ID489,FL_ID843
CC_ID490,FL_ID661
CC_ID491,FL_ID124
CC_ID491,FL_ID53
CC_ID493,FL_ID815
CC_ID494,FL_ID1055
CC_ID494,FL_ID566
CC_ID495,FL_ID115
CC_ID496,FL_ID484
CC_ID499,FL_ID34
CC_ID500,FL_ID1262
CC_ID500,FL_ID978
CC_ID501,FL_ID390
CC_ID501,FL_ID868
CC_ID502,FL_ID782
CC_ID503,FL_ID124
CC_ID503,FL_ID873
CC_ID505,FL_ID1174
CC_ID505,FL_ID798
CC_ID507,FL_ID1107
CC_ID508,FL_ID1005
CC_ID508,FL_ID581
CC_ID509,FL_ID919
CC_ID510,FL_ID208
CC_ID511,FL_ID195
CC_ID512,FL_ID610
CC_ID513,FL_ID1154
CC_ID514,FL_ID967
CC_ID515,FL_ID218
CC_ID516,FL_ID435
CC_ID516,FL_ID816
CC_ID517,FL_ID146
CC_ID517,FL_ID875
CC_ID518,FL_ID616
CC_ID520,FL_ID459
CC_ID522,FL_ID1208
CC_ID523,FL_ID627
CC_ID524,FL_ID590
CC_ID527,FL_ID489
CC_ID528,FL_ID943
CC_ID529,FL_ID690
CC_ID531,FL_ID108
CC_ID533,FL_ID812
CC_ID534,FL_ID875
CC_ID536,FL_ID371
CC_ID537,FL_ID900
CC_ID539,FL_ID578
CC_ID541,FL_ID66
CC_ID543,FL_ID1058
CC_ID547,FL_ID108
CC_ID550,FL_ID610
CC_ID551,FL_ID914
CC_ID552,FL_ID309
CC_ID556,FL_ID438
CC_ID557,FL_ID575
CC_ID557,FL_ID742
CC_ID558,FL_ID141
CC_ID559,FL_ID572
CC_ID560,FL_ID666
CC_ID561,FL_ID1144
CC_ID563,FL_ID174
CC_ID564,FL_ID1014
CC_ID565,FL_ID1142
CC_ID567,FL_ID867
CC_ID568,FL_ID1194
CC_ID569,FL_ID220
CC_ID570,FL_ID718
CC_ID570,FL_ID960
CC_ID573,FL_ID623
CC_ID574,FL_ID43
CC_ID577,FL_ID115
CC_ID578,FL_ID907
CC_ID580,FL_ID718
CC_ID585,FL_ID636
CC_ID586,FL_ID530
CC_ID589,FL_ID605
CC_ID590,FL_ID1005
CC_ID590,FL_ID287
CC_ID591,FL_ID113
CC_ID591,FL_ID73
CC_ID593,FL_ID1020
CC_ID594,FL_ID250
CC_ID594,FL_ID578
CC_ID595,FL_ID394
CC_ID596,FL_ID612
CC_ID599,FL_ID112
CC_ID602,FL_ID961
CC_ID603,FL_ID956
CC_ID605,FL_ID779
CC_ID605,FL_ID784
CC_ID606,FL_ID825
CC_ID607,FL_ID766
CC_ID608,FL_ID298
CC_ID609,FL_ID427
CC_ID613,FL_ID1275
CC_ID613,FL_ID628
CC_ID614,FL_ID1260
CC_ID616,FL_ID43
CC_ID617,FL_ID1222
CC_ID618,FL_ID427
CC_ID619,FL_ID293
CC_ID619,FL_ID421
CC_ID621,FL_ID875
CC_ID623,FL_ID796
CC_ID624,FL_ID140
CC_ID625,FL_ID1054
CC_ID626,FL_ID513
CC_ID627,FL_ID598
CC_ID627,FL_ID927
CC_ID628,FL_ID707
CC_ID631,FL_ID558
CC_ID632,FL_ID1139
CC_ID633,FL_ID1025
CC_ID635,FL_ID174
CC_ID636,FL_ID389
CC_ID637,FL_ID618
CC_ID638,FL_ID803
CC_ID638,FL_ID877
CC_ID640,FL_ID1001
CC_ID640,FL_ID1166
CC_ID643,FL_ID918
CC_ID644,FL_ID116
CC_ID645,FL_ID828
CC_ID646,FL_ID1093
CC_ID647,FL_ID143
CC_ID647,FL_ID852
CC_ID648,FL_ID671
CC_ID649,FL_ID1298
CC_ID651,FL_ID422
CC_ID652,FL_ID82
CC_ID653,FL_ID668
CC_ID655,FL_ID427
CC_ID655,FL_ID603
CC_ID658,FL_ID685
CC_ID659,FL_ID1087
CC_ID660,FL_ID1058
CC_ID662,FL_ID699
CC_ID664,FL_ID929
CC_ID665,FL_ID513
CC_ID667,FL_ID285
CC_ID668,FL_ID1096
CC_ID670,FL_ID596
CC_ID671,FL_ID1083
CC_ID672,FL_ID1183
CC_ID672,FL_ID686
CC_ID673,FL_ID50
CC_ID674,FL_ID238
CC_ID674,FL_ID534
CC_ID675,FL_ID1179
CC_ID676,FL_ID45
CC_ID676,FL_ID48
CC_ID679,FL_ID1250
CC_ID679,FL_ID1291
CC_ID684,FL_ID184
CC_ID686,FL_ID131
CC_ID688,FL_ID171
CC_ID690,FL_ID60
CC_ID691,FL_ID253
CC_ID691,FL_ID545
CC_ID695,FL_ID1067
CC_ID696,FL_ID1141
CC_ID697,FL_ID467
CC_ID698,FL_ID936
CC_ID701,FL_ID1054
CC_ID705,FL_ID420
CC_ID706,FL_ID871
CC_ID707,FL_ID1198
CC_ID708,FL_ID872
CC_ID710,FL_ID1062
CC_ID710,FL_ID769
CC_ID714,FL_ID1229
CC_ID715,FL_ID1265
CC_ID716,FL_ID479
CC_ID717,FL_ID452
CC_ID717,FL_ID542
CC_ID723,FL_ID580
CC_ID725,FL_ID569
CC_ID725,FL_ID950
CC_ID730,FL_ID1224
CC_ID731,FL_ID1247
CC_ID732,FL_ID521
CC_ID733,FL_ID610
CC_ID736,FL_ID188
CC_ID739,FL_ID29
CC_ID742,FL_ID1090
CC_ID742,FL_ID742
CC_ID743,FL_ID187
CC_ID746,FL_ID960
CC_ID747,FL_ID1294
CC_ID749,FL_ID277
CC_ID750,FL_ID491
CC_ID753,FL_ID632
CC_ID756,FL_ID530
CC_ID756,FL_ID653
CC_ID759,FL_ID1249
CC_ID763,FL_ID1178
CC_ID763,FL_ID808
CC_ID764,FL_ID180
CC_ID764,FL_ID933
CC_ID765,FL_ID655
CC_ID765,FL_ID868
CC_ID766,FL_ID463
CC_ID768,FL_ID613
CC_ID769,FL_ID773
CC_ID770,FL_ID614
CC_ID771,FL_ID547
CC_ID772,FL_ID289
CC_ID773,FL_ID36
CC_ID773,FL_ID850
CC_ID774,FL_ID898
CC_ID775,FL_ID502
CC_ID780,FL_ID125
CC_ID780,FL_ID958
CC_ID781,FL_ID1025
CC_ID781,FL_ID1185
CC_ID782,FL_ID976
CC_ID783,FL_ID493
CC_ID785,FL_ID1242
CC_ID786,FL_ID551
CC_ID787,FL_ID18
CC_ID788,FL_ID1045
CC_ID788,FL_ID56
CC_ID789,FL_ID1066
CC_ID791,FL_ID1296
CC_ID792,FL_ID522
CC_ID796,FL_ID1044
CC_ID798,FL_ID1003
CC_ID799,FL_ID896
CC_ID800,FL_ID114
CC_ID801,FL_ID1203
CC_ID802,FL_ID1157
CC_ID803,FL_ID1206
CC_ID804,FL_ID1181
CC_ID806,FL_ID982
CC_ID807,FL_ID1200
CC_ID808,FL_ID617
CC_ID810,FL_ID1044
CC_ID811,FL_ID74
CC_ID812,FL_ID289
CC_ID813,FL_ID630
CC_ID814,FL_ID1051
CC_ID815,FL_ID459
CC_ID816,FL_ID100
CC_ID817,FL_ID1185
CC_ID817,FL_ID1279
CC_ID818,FL_ID626
CC_ID818,FL_ID983
CC_ID820,FL_ID726
CC_ID822,FL_ID1264
CC_ID823,FL_ID330
CC_ID825,FL_ID850
CC_ID826,FL_ID785
CC_ID827,FL_ID662
CC_ID829,FL_ID1246
CC_ID832,FL_ID257
CC_ID833,FL_ID713
CC_ID834,FL_ID1051
CC_ID835,FL_ID1141
CC_ID837,FL_ID1178
CC_ID842,FL_ID1174
CC_ID843,FL_ID1281
CC_ID845,FL_ID729
CC_ID848,FL_ID1106
CC_ID849,FL_ID449
CC_ID850,FL_ID211
CC_ID851,FL_ID1073
CC_ID852,FL_ID810
CC_ID853,FL_ID42
CC_ID856,FL_ID1187
CC_ID857,FL_ID1171
CC_ID860,FL_ID935
CC_ID861,FL_ID1252
CC_ID862,FL_ID43
CC_ID863,FL_ID1065
CC_ID864,FL_ID1296
CC_ID865,FL_ID803
CC_ID866,FL_ID1183
CC_ID868,FL_ID1255
CC_ID868,FL_ID306
CC_ID869,FL_ID525
CC_ID871,FL_ID783
CC_ID873,FL_ID552
CC_ID874,FL_ID385
CC_ID875,FL_ID1241
CC_ID875,FL_ID710
CC_ID877,FL_ID429
CC_ID877,FL_ID757
CC_ID879,FL_ID1232
CC_ID879,FL_ID548
CC_ID881,FL_ID1071
CC_ID882,FL_ID832
CC_ID884,FL_ID1194
CC_ID884,FL_ID192
CC_ID886,FL_ID1116
CC_ID886,FL_ID943
CC_ID887,FL_ID980
CC_ID888,FL_ID14
CC_ID889,FL_ID51
CC_ID890,FL_ID869
CC_ID891,FL_ID915
CC_ID892,FL_ID1030
CC_ID893,FL_ID281
CC_ID895,FL_ID430
CC_ID896,FL_ID1052
CC_ID897,FL_ID964
CC_ID898,FL_ID805
CC_ID900,FL_ID1165
CC_ID901,FL_ID153
CC_ID903,FL_ID617
CC_ID903,FL_ID920
CC_ID904,FL_ID15
CC_ID905,FL_ID521
CC_ID907,FL_ID817
CC_ID909,FL_ID1057
CC_ID911,FL_ID1107
CC_ID912,FL_ID487
CC_ID913,FL_ID1096
CC_ID914,FL_ID293
CC_ID915,FL_ID458
CC_ID916,FL_ID669
CC_ID920,FL_ID1146
CC_ID921,FL_ID320
CC_ID922,FL_ID70
CC_ID923,FL_ID1226
CC_ID924,FL_ID447
CC_ID927,FL_ID332
CC_ID928,FL_ID594
CC_ID929,FL_ID416
CC_ID929,FL_ID60
CC_ID931,FL_ID257
CC_ID934,FL_ID830
CC_ID937,FL_ID105
CC_ID937,FL_ID73
CC_ID938,FL_ID1216
CC_ID938,FL_ID709
CC_ID939,FL_ID56
CC_ID942,FL_ID1245
CC_ID945,FL_ID237
CC_ID946,FL_ID755
CC_ID946,FL_ID814
CC_ID947,FL_ID1015
CC_ID949,FL_ID1202
CC_ID949,FL_ID791
CC_ID951,FL_ID3
CC_ID952,FL_ID905
CC_ID953,FL_ID1290
CC_ID954,FL_ID551
CC_ID955,FL_ID1078
CC_ID956,FL_ID49
CC_ID956,FL_ID498
CC_ID957,FL_ID1079
CC_ID957,FL_ID221
CC_ID958,FL_ID723
CC_ID958,FL_ID757
CC_ID960,FL_ID1108
CC_ID960,FL_ID858
CC_ID961,FL_ID1084
CC_ID963,FL_ID723
CC_ID967,FL_ID733
CC_ID969,FL_ID620
CC_ID969,FL_ID771
CC_ID970,FL_ID603
CC_ID971,FL_ID1276
CC_ID971,FL_ID725
CC_ID973,FL_ID10
CC_ID974,FL_ID834
CC_ID977,FL_ID954
CC_ID978,FL_ID321
CC_ID981,FL_ID1133
CC_ID981,FL_ID25
CC_ID982,FL_ID143
CC_ID982,FL_ID332
CC_ID988,FL_ID677
CC_ID988,FL_ID885
CC_ID989,FL_ID442
CC_ID990,FL_ID330
CC_ID991,FL_ID1211
CC_ID992,FL_ID1035
CC_ID992,FL_ID1102
CC_ID993,FL_ID573
CC_ID994,FL_ID836
CC_ID996,FL_ID1010
CC_ID996,FL_ID88
CC_ID999,FL_ID1175
CC_ID1000,FL_ID402
CC_ID1001,FL_ID673
CC_ID1003,FL_ID1041
CC_ID1003,FL_ID1146
CC_ID1004,FL_ID869
CC_ID1005,FL_ID1204
CC_ID1007,FL_ID371
CC_ID1007,FL_ID377
CC_ID1009,FL_ID251
CC_ID1010,FL_ID639
CC_ID1011,FL_ID676
CC_ID1012,FL_ID146
CC_ID1014,FL_ID836
CC_ID1016,FL_ID621
CC_ID1017,FL_ID329
CC_ID1019,FL_ID1144
CC_ID1019,FL_ID885
CC_ID1021,FL_ID533
CC_ID1022,FL_ID556
CC_ID1023,FL_ID583
CC_ID1024,FL_ID51
CC_ID1026,FL_ID1160
CC_ID1027,FL_ID1275
CC_ID1028,FL_ID101
CC_ID1029,FL_ID1214
CC_ID1030,FL_ID662
CC_ID1031,FL_ID1034
CC_ID1032,FL_ID274
CC_ID1032,FL_ID905
CC_ID1034,FL_ID453
CC_ID1035,FL_ID909
CC_ID1036,FL_ID1222
CC_ID1036,FL_ID129
CC_ID1037,FL_ID935
CC_ID1038,FL_ID450
CC_ID1038,FL_ID93
CC_ID1041,FL_ID610
CC_ID1042,FL_ID1091
CC_ID1043,FL_ID590
CC_ID1044,FL_ID1009
CC_ID1045,FL_ID526
CC_ID1045,FL_ID75
CC_ID1047,FL_ID528
CC_ID1049,FL_ID11
CC_ID1050,FL_ID949
CC_ID1051,FL_ID1009
CC_ID1052,FL_ID495
CC_ID1054,FL_ID890
CC_ID1055,FL_ID966
CC_ID1056,FL_ID359
CC_ID1059,FL_ID383
CC_ID1060,FL_ID755
CC_ID1061,FL_ID538
CC_ID1062,FL_ID1108
CC_ID1063,FL_ID1040
CC_ID1064,FL_ID506
CC_ID1065,FL_ID684
CC_ID1066,FL_ID472
CC_ID1068,FL_ID1113
CC_ID1069,FL_ID1099
CC_ID1070,FL_ID849
CC_ID1071,FL_ID700
CC_ID1072,FL_ID53
CC_ID1074,FL_ID1138
CC_ID1074,FL_ID640
CC_ID1075,FL_ID139
CC_ID1076,FL_ID688
CC_ID1077,FL_ID348
CC_ID1078,FL_ID651
CC_ID1079,FL_ID777
CC_ID1080,FL_ID1176
CC_ID1080,FL_ID549
CC_ID1081,FL_ID92
CC_ID1089,FL_ID1161
CC_ID1090,FL_ID372
CC_ID1090,FL_ID41
CC_ID1092,FL_ID538
CC_ID1092,FL_ID821
CC_ID1094,FL_ID96
CC_ID1095,FL_ID1000
CC_ID1095,FL_ID497
CC_ID1097,FL_ID398
CC_ID1098,FL_ID138
CC_ID1104,FL_ID356
CC_ID1105,FL_ID312
CC_ID1106,FL_ID521
CC_ID1107,FL_ID854
CC_ID1108,FL_ID1074
CC_ID1109,FL_ID1016
CC_ID1110,FL_ID632
CC_ID1112,FL_ID102
CC_ID1112,FL_ID397
CC_ID1113,FL_ID1028
CC_ID1114,FL_ID1177
CC_ID1116,FL_ID1161
CC_ID1118,FL_ID1084
CC_ID1122,FL_ID106
CC_ID1123,FL_ID725
CC_ID1123,FL_ID747
CC_ID1125,FL_ID624
CC_ID1126,FL_ID1288
CC_ID1131,FL_ID559
CC_ID1132,FL_ID539
CC_ID1133,FL_ID712
CC_ID1135,FL_ID378
CC_ID1137,FL_ID36
CC_ID1138,FL_ID290
CC_ID1139,FL_ID325
CC_ID1139,FL_ID490
CC_ID1141,FL_ID590
CC_ID1142,FL_ID104
CC_ID1143,FL_ID1151
CC_ID1144,FL_ID60
CC_ID1145,FL_ID1158
CC_ID1145,FL_ID738
CC_ID1146,FL_ID567
CC_ID1149,FL_ID154
CC_ID1151,FL_ID800
CC_ID1152,FL_ID464
CC_ID1153,FL_ID461
CC_ID1154,FL_ID249
CC_ID1155,FL_ID903
CC_ID1156,FL_ID964
CC_ID1158,FL_ID968
CC_ID1160,FL_ID337
CC_ID1162,FL_ID826
CC_ID1163,FL_ID656
CC_ID1163,FL_ID710
CC_ID1164,FL_ID1145
CC_ID1166,FL_ID247
CC_ID1170,FL_ID187
CC_ID1170,FL_ID424
CC_ID1172,FL_ID743
CC_ID1173,FL_ID531
CC_ID1174,FL_ID147
CC_ID1174,FL_ID935
CC_ID1175,FL_ID374
CC_ID1177,FL_ID165
CC_ID1177,FL_ID748
CC_ID1180,FL_ID323
CC_ID1182,FL_ID1204
CC_ID1183,FL_ID1098
CC_ID1184,FL_ID1072
CC_ID1186,FL_ID1012
CC_ID1186,FL_ID420
CC_ID1190,FL_ID1099
CC_ID1191,FL_ID409
CC_ID1191,FL_ID950
CC_ID1192,FL_ID1293
CC_ID1193,FL_ID319
CC_ID1194,FL_ID1201
CC_ID1195,FL_ID1024
CC_ID1196,FL_ID726
CC_ID1197,FL_ID1239
CC_ID1197,FL_ID75
CC_ID1201,FL_ID1188
CC_ID1201,FL_ID987
CC_ID1202,FL_ID501
CC_ID1203,FL_ID132
CC_ID1204,FL_ID227
CC_ID1205,FL_ID1278
CC_ID1207,FL_ID266
CC_ID1207,FL_ID884
CC_ID1211,FL_ID236
CC_ID1213,FL_ID489
CC_ID1216,FL_ID346
CC_ID1216,FL_ID593
CC_ID1218,FL_ID130
CC_ID1220,FL_ID1220
CC_ID1220,FL_ID905
CC_ID1222,FL_ID47
CC_ID1223,FL_ID1188
CC_ID1227,FL_ID1133
CC_ID1229,FL_ID287
CC_ID1230,FL_ID1239
CC_ID1232,FL_ID1148
CC_ID1232,FL_ID77
CC_ID1233,FL_ID1031
CC_ID1234,FL_ID355
CC_ID1234,FL_ID990
CC_ID1236,FL_ID872
CC_ID1237,FL_ID1134
CC_ID1239,FL_ID181
CC_ID1239,FL_ID263
CC_ID1241,FL_ID869
CC_ID1242,FL_ID1195
CC_ID1246,FL_ID555
CC_ID1250,FL_ID704
CC_ID1251,FL_ID939
CC_ID1252,FL_ID202
CC_ID1252,FL_ID610
CC_ID1254,FL_ID47
CC_ID1257,FL_ID1264
CC_ID1259,FL_ID326
CC_ID1260,FL_ID182
CC_ID1261,FL_ID1022
CC_ID1262,FL_ID154
CC_ID1262,FL_ID361
CC_ID1264,FL_ID303
CC_ID1264,FL_ID898
CC_ID1266,FL_ID534
CC_ID1267,FL_ID592
CC_ID1268,FL_ID947
CC_ID1269,FL_ID1186
CC_ID1270,FL_ID594
CC_ID1273,FL_ID1224
CC_ID1273,FL_ID891
CC_ID1274,FL_ID586
CC_ID1274,FL_ID760
CC_ID1275,FL_ID705
CC_ID1276,FL_ID856
CC_ID1277,FL_ID914
CC_ID1281,FL_ID1047
CC_ID1283,FL_ID1188
CC_ID1284,FL_ID1031
CC_ID1284,FL_ID791
CC_ID1288,FL_ID1185
CC_ID1291,FL_ID1274
CC_ID1292,FL_ID81
CC_ID1294,FL_ID487
CC_ID1298,FL_ID170
CC_ID1299,FL_ID300
CC_ID1304,FL_ID258
CC_ID1308,FL_ID1055
CC_ID1310,FL_ID1182
CC_ID1311,FL_ID886
CC_ID1313,FL_ID392
CC_ID1313,FL_ID541
CC_ID1314,FL_ID783
CC_ID1315,FL_ID40
CC_ID1319,FL_ID1145
CC_ID1320,FL_ID1079
CC_ID1321,FL_ID718
CC_ID1322,FL_ID162
CC_ID1323,FL_ID1102
CC_ID1324,FL_ID69
CC_ID1328,FL_ID1199
CC_ID1329,FL_ID803
CC_ID1333,FL_ID72
CC_ID1334,FL_ID603
CC_ID1336,FL_ID1098
