R_ID,UC_ID
R_ID16,UC_ID1587
R_ID16,UC_ID1684
R_ID16,UC_ID1955
R_ID16,UC_ID2110
R_ID16,UC_ID2142
R_ID16,UC_ID2172
R_ID16,UC_ID2280
R_ID16,UC_ID2446
R_ID16,UC_ID2479
R_ID16,UC_ID2484
R_ID16,UC_ID2593
R_ID16,UC_ID2681
R_ID16,UC_ID2855
R_ID16,UC_ID377
R_ID16,UC_ID565
R_ID17,UC_ID1201
R_ID17,UC_ID1535
R_ID17,UC_ID1586
R_ID17,UC_ID174
R_ID17,UC_ID1875
R_ID17,UC_ID1921
R_ID17,UC_ID2072
R_ID17,UC_ID2090
R_ID17,UC_ID2566
R_ID17,UC_ID280
R_ID17,UC_ID2878
R_ID17,UC_ID350
R_ID17,UC_ID440
R_ID18,UC_ID2684
R_ID18,UC_ID2988
R_ID18,UC_ID889
R_ID19,UC_ID1146
R_ID19,UC_ID1158
R_ID19,UC_ID1524
R_ID19,UC_ID1525
R_ID19,UC_ID1880
R_ID19,UC_ID2593
R_ID19,UC_ID2842
R_ID19,UC_ID2980
R_ID19,UC_ID433
R_ID19,UC_ID435
R_ID19,UC_ID551
R_ID20,UC_ID1285
R_ID20,UC_ID1344
R_ID20,UC_ID146
R_ID20,UC_ID1735
R_ID20,UC_ID182
R_ID20,UC_ID2274
R_ID20,UC_ID438
R_ID20,UC_ID457
R_ID20,UC_ID686
R_ID20,UC_ID927
R_ID21,UC_ID1114
R_ID21,UC_ID277
R_ID21,UC_ID69
R_ID22,UC_ID1259
R_ID22,UC_ID1651
R_ID22,UC_ID1672
R_ID22,UC_ID2109
R_ID22,UC_ID2281
R_ID22,UC_ID2446
R_ID22,UC_ID266
R_ID22,UC_ID2795
R_ID22,UC_ID2864
R_ID22,UC_ID2889
R_ID22,UC_ID583
R_ID22,UC_ID614
R_ID23,UC_ID1060
R_ID23,UC_ID1274
R_ID23,UC_ID1531
R_ID23,UC_ID1616
R_ID23,UC_ID1804
R_ID23,UC_ID1805
R_ID23,UC_ID1808
R_ID23,UC_ID1819
R_ID23,UC_ID1999
R_ID23,UC_ID2570
R_ID23,UC_ID2697
R_ID23,UC_ID2801
R_ID23,UC_ID323
R_ID23,UC_ID563
R_ID23,UC_ID641
R_ID23,UC_ID809
R_ID23,UC_ID84
R_ID24,UC_ID1045
R_ID24,UC_ID1805
R_ID24,UC_ID2115
R_ID24,UC_ID2201
R_ID24,UC_ID2447
R_ID24,UC_ID2897
R_ID24,UC_ID295
R_ID24,UC_ID542
R_ID25,UC_ID2015
R_ID25,UC_ID2690
R_ID25,UC_ID2937
R_ID25,UC_ID39
R_ID25,UC_ID907
R_ID26,UC_ID1172
R_ID26,UC_ID1201
R_ID26,UC_ID1778
R_ID26,UC_ID2227
R_ID26,UC_ID2284
R_ID26,UC_ID2621
R_ID26,UC_ID2682
R_ID26,UC_ID315
R_ID26,UC_ID671
R_ID26,UC_ID910
R_ID27,UC_ID1189
R_ID27,UC_ID1386
R_ID27,UC_ID14
R_ID27,UC_ID1509
R_ID27,UC_ID1926
R_ID27,UC_ID1950
R_ID27,UC_ID1980
R_ID27,UC_ID2400
R_ID27,UC_ID2406
R_ID27,UC_ID2687
R_ID27,UC_ID478
R_ID27,UC_ID747
R_ID27,UC_ID939
R_ID28,UC_ID1087
R_ID28,UC_ID1140
R_ID28,UC_ID1396
R_ID28,UC_ID1524
R_ID28,UC_ID1741
R_ID28,UC_ID2192
R_ID28,UC_ID228
R_ID28,UC_ID2470
R_ID28,UC_ID2757
R_ID28,UC_ID2758
R_ID28,UC_ID2894
R_ID28,UC_ID873
R_ID28,UC_ID95
R_ID29,UC_ID1304
R_ID29,UC_ID1325
R_ID29,UC_ID1351
R_ID29,UC_ID1404
R_ID29,UC_ID1934
R_ID29,UC_ID2432
R_ID29,UC_ID2596
R_ID29,UC_ID2687
R_ID29,UC_ID2740
R_ID29,UC_ID602
R_ID30,UC_ID1253
R_ID30,UC_ID1540
R_ID30,UC_ID1746
R_ID30,UC_ID1933
R_ID30,UC_ID2133
R_ID30,UC_ID2309
R_ID30,UC_ID2385
R_ID30,UC_ID2620
R_ID30,UC_ID2643
R_ID30,UC_ID2760
R_ID30,UC_ID631
R_ID30,UC_ID702
R_ID30,UC_ID782
R_ID30,UC_ID923
R_ID30,UC_ID928
R_ID30,UC_ID960
R_ID31,UC_ID12
R_ID31,UC_ID1276
R_ID31,UC_ID1307
R_ID31,UC_ID138
R_ID31,UC_ID1456
R_ID31,UC_ID1475
R_ID31,UC_ID1660
R_ID31,UC_ID2031
R_ID31,UC_ID2158
R_ID31,UC_ID2273
R_ID31,UC_ID2425
R_ID31,UC_ID244
R_ID31,UC_ID347
R_ID31,UC_ID412
R_ID31,UC_ID563
R_ID32,UC_ID1006
R_ID32,UC_ID1073
R_ID32,UC_ID1206
R_ID32,UC_ID1425
R_ID32,UC_ID1695
R_ID32,UC_ID1978
R_ID32,UC_ID2353
R_ID32,UC_ID2571
R_ID32,UC_ID2589
R_ID32,UC_ID2764
R_ID32,UC_ID2767
R_ID32,UC_ID555
R_ID32,UC_ID625
R_ID32,UC_ID816
R_ID32,UC_ID967
R_ID33,UC_ID1216
R_ID33,UC_ID1859
R_ID33,UC_ID83
R_ID33,UC_ID846
R_ID34,UC_ID108
R_ID34,UC_ID1118
R_ID34,UC_ID1131
R_ID34,UC_ID1337
R_ID34,UC_ID1359
R_ID34,UC_ID1383
R_ID34,UC_ID1385
R_ID34,UC_ID1402
R_ID34,UC_ID15
R_ID34,UC_ID1938
R_ID34,UC_ID2148
R_ID34,UC_ID232
R_ID34,UC_ID251
R_ID34,UC_ID2984
R_ID34,UC_ID975
R_ID35,UC_ID1118
R_ID35,UC_ID1305
R_ID35,UC_ID1508
R_ID35,UC_ID1819
R_ID35,UC_ID1915
R_ID35,UC_ID1938
R_ID35,UC_ID200
R_ID35,UC_ID2474
R_ID35,UC_ID270
R_ID35,UC_ID2874
R_ID35,UC_ID301
R_ID35,UC_ID634
R_ID35,UC_ID758
R_ID36,UC_ID1471
R_ID36,UC_ID2499
R_ID36,UC_ID2612
R_ID36,UC_ID55
R_ID36,UC_ID791
R_ID37,UC_ID1289
R_ID37,UC_ID1350
R_ID37,UC_ID1360
R_ID37,UC_ID1453
R_ID37,UC_ID1736
R_ID37,UC_ID1904
R_ID37,UC_ID1925
R_ID37,UC_ID2016
R_ID37,UC_ID216
R_ID37,UC_ID2274
R_ID37,UC_ID2676
R_ID37,UC_ID2697
R_ID37,UC_ID2771
R_ID37,UC_ID311
R_ID37,UC_ID498
R_ID37,UC_ID594
R_ID37,UC_ID804
R_ID38,UC_ID133
R_ID38,UC_ID1657
R_ID38,UC_ID1726
R_ID38,UC_ID229
R_ID38,UC_ID2292
R_ID38,UC_ID2421
R_ID38,UC_ID293
R_ID38,UC_ID2991
R_ID38,UC_ID584
R_ID38,UC_ID715
R_ID38,UC_ID779
R_ID38,UC_ID793
R_ID38,UC_ID848
R_ID38,UC_ID916
R_ID38,UC_ID918
R_ID40,UC_ID1347
R_ID40,UC_ID1494
R_ID40,UC_ID1572
R_ID40,UC_ID1618
R_ID40,UC_ID1752
R_ID40,UC_ID1763
R_ID40,UC_ID1779
R_ID40,UC_ID1909
R_ID40,UC_ID1927
R_ID40,UC_ID2056
R_ID40,UC_ID2159
R_ID40,UC_ID2376
R_ID40,UC_ID2517
R_ID40,UC_ID2713
R_ID40,UC_ID657
R_ID41,UC_ID1043
R_ID41,UC_ID1286
R_ID41,UC_ID1458
R_ID41,UC_ID2262
R_ID41,UC_ID2354
R_ID41,UC_ID2955
R_ID41,UC_ID481
R_ID41,UC_ID773
R_ID41,UC_ID94
R_ID42,UC_ID1243
R_ID42,UC_ID1310
R_ID42,UC_ID1331
R_ID42,UC_ID139
R_ID42,UC_ID1446
R_ID42,UC_ID1697
R_ID42,UC_ID1735
R_ID42,UC_ID1813
R_ID42,UC_ID1852
R_ID42,UC_ID2105
R_ID42,UC_ID2482
R_ID42,UC_ID2908
R_ID42,UC_ID499
R_ID42,UC_ID588
R_ID42,UC_ID6
R_ID42,UC_ID973
R_ID43,UC_ID1445
R_ID43,UC_ID1496
R_ID43,UC_ID1580
R_ID43,UC_ID1643
R_ID43,UC_ID1696
R_ID43,UC_ID2214
R_ID43,UC_ID2321
R_ID43,UC_ID2541
R_ID43,UC_ID2737
R_ID43,UC_ID2929
R_ID43,UC_ID2966
R_ID43,UC_ID311
R_ID43,UC_ID35
R_ID43,UC_ID398
R_ID43,UC_ID640
R_ID43,UC_ID775
R_ID44,UC_ID1821
R_ID44,UC_ID1984
R_ID44,UC_ID218
R_ID44,UC_ID2279
R_ID44,UC_ID2802
R_ID44,UC_ID2877
R_ID44,UC_ID653
R_ID45,UC_ID1795
R_ID45,UC_ID1866
R_ID45,UC_ID1960
R_ID45,UC_ID2101
R_ID45,UC_ID2153
R_ID45,UC_ID2212
R_ID45,UC_ID2286
R_ID45,UC_ID2328
R_ID45,UC_ID236
R_ID45,UC_ID2398
R_ID45,UC_ID2608
R_ID45,UC_ID425
R_ID45,UC_ID45
R_ID45,UC_ID62
R_ID45,UC_ID84
R_ID46,UC_ID1137
R_ID46,UC_ID1190
R_ID46,UC_ID157
R_ID46,UC_ID1700
R_ID46,UC_ID1735
R_ID46,UC_ID1753
R_ID46,UC_ID20
R_ID46,UC_ID2363
R_ID46,UC_ID2634
R_ID46,UC_ID2819
R_ID46,UC_ID2902
R_ID46,UC_ID2949
R_ID46,UC_ID2963
R_ID46,UC_ID30
R_ID46,UC_ID387
R_ID46,UC_ID393
R_ID46,UC_ID42
R_ID46,UC_ID843
R_ID47,UC_ID1102
R_ID47,UC_ID1111
R_ID47,UC_ID1455
R_ID47,UC_ID16
R_ID47,UC_ID1745
R_ID47,UC_ID1884
R_ID47,UC_ID2379
R_ID47,UC_ID2386
R_ID47,UC_ID2600
R_ID47,UC_ID265
R_ID47,UC_ID267
R_ID47,UC_ID2693
R_ID47,UC_ID2981
R_ID47,UC_ID826
R_ID47,UC_ID840
R_ID48,UC_ID1321
R_ID48,UC_ID1381
R_ID48,UC_ID1430
R_ID48,UC_ID2290
R_ID48,UC_ID2825
R_ID48,UC_ID2867
R_ID48,UC_ID408
R_ID48,UC_ID819
R_ID48,UC_ID853
R_ID49,UC_ID105
R_ID49,UC_ID136
R_ID49,UC_ID1464
R_ID49,UC_ID1794
R_ID49,UC_ID1942
R_ID49,UC_ID2058
R_ID49,UC_ID2064
R_ID49,UC_ID2155
R_ID49,UC_ID2196
R_ID49,UC_ID245
R_ID49,UC_ID2468
R_ID49,UC_ID2481
R_ID49,UC_ID2527
R_ID49,UC_ID2733
R_ID49,UC_ID340
R_ID49,UC_ID515
R_ID49,UC_ID539
R_ID49,UC_ID844
R_ID51,UC_ID1871
R_ID51,UC_ID1920
R_ID51,UC_ID2086
R_ID51,UC_ID226
R_ID51,UC_ID2431
R_ID51,UC_ID2654
R_ID51,UC_ID2948
R_ID51,UC_ID644
R_ID52,UC_ID1072
R_ID52,UC_ID1179
R_ID52,UC_ID1216
R_ID52,UC_ID1229
R_ID52,UC_ID1392
R_ID52,UC_ID140
R_ID52,UC_ID1456
R_ID52,UC_ID161
R_ID52,UC_ID1826
R_ID52,UC_ID211
R_ID52,UC_ID2169
R_ID52,UC_ID2193
R_ID52,UC_ID2330
R_ID52,UC_ID2750
R_ID52,UC_ID364
R_ID52,UC_ID41
R_ID52,UC_ID577
R_ID53,UC_ID100
R_ID53,UC_ID1164
R_ID53,UC_ID2034
R_ID53,UC_ID2154
R_ID53,UC_ID2389
R_ID53,UC_ID2399
R_ID53,UC_ID2531
R_ID53,UC_ID307
R_ID53,UC_ID750
R_ID53,UC_ID761
R_ID54,UC_ID1197
R_ID54,UC_ID1270
R_ID54,UC_ID1360
R_ID54,UC_ID142
R_ID54,UC_ID1709
R_ID54,UC_ID1958
R_ID54,UC_ID2735
R_ID54,UC_ID457
R_ID54,UC_ID569
R_ID54,UC_ID717
R_ID54,UC_ID868
R_ID54,UC_ID893
R_ID54,UC_ID985
R_ID55,UC_ID1112
R_ID55,UC_ID1242
R_ID55,UC_ID1256
R_ID55,UC_ID1314
R_ID55,UC_ID1352
R_ID55,UC_ID1486
R_ID55,UC_ID1786
R_ID55,UC_ID1833
R_ID55,UC_ID2003
R_ID55,UC_ID211
R_ID55,UC_ID215
R_ID55,UC_ID2936
R_ID55,UC_ID601
R_ID55,UC_ID766
R_ID56,UC_ID1256
R_ID56,UC_ID1296
R_ID56,UC_ID1522
R_ID56,UC_ID1549
R_ID56,UC_ID1578
R_ID56,UC_ID1732
R_ID56,UC_ID2321
R_ID56,UC_ID2918
R_ID56,UC_ID335
R_ID56,UC_ID469
R_ID56,UC_ID501
R_ID56,UC_ID552
R_ID56,UC_ID699
R_ID56,UC_ID912
R_ID57,UC_ID1108
R_ID57,UC_ID2070
R_ID57,UC_ID2323
R_ID57,UC_ID2538
R_ID57,UC_ID2564
R_ID57,UC_ID2800
R_ID57,UC_ID393
R_ID57,UC_ID50
R_ID57,UC_ID640
R_ID57,UC_ID816
R_ID58,UC_ID1389
R_ID58,UC_ID154
R_ID58,UC_ID1558
R_ID58,UC_ID1589
R_ID58,UC_ID1814
R_ID58,UC_ID2035
R_ID58,UC_ID2275
R_ID58,UC_ID2855
R_ID58,UC_ID2888
R_ID58,UC_ID856
R_ID58,UC_ID868
R_ID58,UC_ID929
R_ID58,UC_ID957
R_ID59,UC_ID1114
R_ID59,UC_ID1165
R_ID59,UC_ID1325
R_ID59,UC_ID165
R_ID59,UC_ID1783
R_ID59,UC_ID1827
R_ID59,UC_ID1868
R_ID59,UC_ID1949
R_ID59,UC_ID2119
R_ID59,UC_ID2477
R_ID59,UC_ID305
R_ID59,UC_ID410
R_ID59,UC_ID530
R_ID59,UC_ID539
R_ID59,UC_ID610
R_ID59,UC_ID689
R_ID59,UC_ID7
R_ID59,UC_ID818
R_ID60,UC_ID1451
R_ID60,UC_ID2319
R_ID60,UC_ID2390
R_ID61,UC_ID1254
R_ID61,UC_ID1288
R_ID61,UC_ID1328
R_ID61,UC_ID1855
R_ID61,UC_ID2434
R_ID61,UC_ID2513
R_ID61,UC_ID253
R_ID61,UC_ID2976
R_ID61,UC_ID374
R_ID61,UC_ID953
R_ID62,UC_ID1465
R_ID62,UC_ID1657
R_ID62,UC_ID1692
R_ID62,UC_ID180
R_ID62,UC_ID1864
R_ID62,UC_ID2191
R_ID62,UC_ID2207
R_ID62,UC_ID2567
R_ID62,UC_ID2710
R_ID62,UC_ID2786
R_ID62,UC_ID2876
R_ID62,UC_ID2929
R_ID62,UC_ID500
R_ID62,UC_ID588
R_ID62,UC_ID753
R_ID62,UC_ID776
R_ID62,UC_ID923
R_ID63,UC_ID1225
R_ID63,UC_ID1420
R_ID63,UC_ID1642
R_ID63,UC_ID1660
R_ID63,UC_ID1699
R_ID63,UC_ID1864
R_ID63,UC_ID2999
R_ID63,UC_ID577
R_ID63,UC_ID77
R_ID64,UC_ID1320
R_ID64,UC_ID1389
R_ID64,UC_ID143
R_ID64,UC_ID1436
R_ID64,UC_ID1834
R_ID64,UC_ID2034
R_ID64,UC_ID2457
R_ID64,UC_ID2607
R_ID64,UC_ID2720
R_ID64,UC_ID2795
R_ID64,UC_ID2999
R_ID64,UC_ID435
R_ID64,UC_ID479
R_ID64,UC_ID558
R_ID64,UC_ID632
R_ID64,UC_ID723
R_ID65,UC_ID1025
R_ID65,UC_ID1484
R_ID65,UC_ID1739
R_ID65,UC_ID1833
R_ID65,UC_ID1870
R_ID65,UC_ID2309
R_ID65,UC_ID561
R_ID65,UC_ID63
R_ID65,UC_ID799
R_ID65,UC_ID857
R_ID66,UC_ID1383
R_ID66,UC_ID1733
R_ID66,UC_ID1777
R_ID66,UC_ID2005
R_ID66,UC_ID2217
R_ID66,UC_ID2291
R_ID66,UC_ID2567
R_ID66,UC_ID2571
R_ID66,UC_ID685
R_ID66,UC_ID778
R_ID67,UC_ID1272
R_ID67,UC_ID1301
R_ID67,UC_ID16
R_ID67,UC_ID1724
R_ID67,UC_ID1740
R_ID67,UC_ID1788
R_ID67,UC_ID2045
R_ID67,UC_ID2103
R_ID67,UC_ID2165
R_ID67,UC_ID2176
R_ID67,UC_ID2384
R_ID67,UC_ID2620
R_ID67,UC_ID277
R_ID67,UC_ID321
R_ID67,UC_ID64
R_ID67,UC_ID68
R_ID68,UC_ID1198
R_ID68,UC_ID2429
R_ID68,UC_ID2571
R_ID68,UC_ID276
R_ID69,UC_ID1001
R_ID69,UC_ID1259
R_ID69,UC_ID1844
R_ID69,UC_ID2053
R_ID69,UC_ID2219
R_ID69,UC_ID2453
R_ID69,UC_ID2679
R_ID69,UC_ID2728
R_ID69,UC_ID330
R_ID69,UC_ID342
R_ID69,UC_ID424
R_ID69,UC_ID775
R_ID69,UC_ID799
R_ID69,UC_ID860
R_ID70,UC_ID1069
R_ID70,UC_ID1194
R_ID70,UC_ID1453
R_ID70,UC_ID1470
R_ID70,UC_ID1514
R_ID70,UC_ID1726
R_ID70,UC_ID1883
R_ID70,UC_ID213
R_ID70,UC_ID236
R_ID70,UC_ID2377
R_ID70,UC_ID360
R_ID70,UC_ID437
R_ID70,UC_ID634
R_ID70,UC_ID72
R_ID70,UC_ID763
R_ID71,UC_ID1037
R_ID71,UC_ID1413
R_ID71,UC_ID1972
R_ID71,UC_ID1981
R_ID71,UC_ID2218
R_ID71,UC_ID2308
R_ID71,UC_ID2342
R_ID71,UC_ID2350
R_ID71,UC_ID2498
R_ID71,UC_ID2786
R_ID71,UC_ID713
R_ID71,UC_ID832
R_ID72,UC_ID1299
R_ID72,UC_ID653
R_ID73,UC_ID1057
R_ID73,UC_ID112
R_ID73,UC_ID1173
R_ID73,UC_ID1421
R_ID73,UC_ID2169
R_ID73,UC_ID2235
R_ID73,UC_ID2496
R_ID73,UC_ID2516
R_ID73,UC_ID2532
R_ID73,UC_ID431
R_ID73,UC_ID54
R_ID73,UC_ID950
R_ID74,UC_ID1093
R_ID74,UC_ID1231
R_ID74,UC_ID1234
R_ID74,UC_ID1298
R_ID74,UC_ID1360
R_ID74,UC_ID1402
R_ID74,UC_ID1771
R_ID74,UC_ID1774
R_ID74,UC_ID184
R_ID74,UC_ID1924
R_ID74,UC_ID1990
R_ID74,UC_ID2175
R_ID74,UC_ID2721
R_ID74,UC_ID747
R_ID75,UC_ID107
R_ID75,UC_ID1203
R_ID75,UC_ID1259
R_ID75,UC_ID1264
R_ID75,UC_ID1428
R_ID75,UC_ID1710
R_ID75,UC_ID2779
R_ID75,UC_ID372
R_ID75,UC_ID583
R_ID75,UC_ID977
R_ID76,UC_ID1071
R_ID76,UC_ID1126
R_ID76,UC_ID1263
R_ID76,UC_ID1618
R_ID76,UC_ID1629
R_ID76,UC_ID225
R_ID76,UC_ID2283
R_ID76,UC_ID2538
R_ID76,UC_ID2701
R_ID76,UC_ID809
R_ID77,UC_ID1055
R_ID77,UC_ID1178
R_ID77,UC_ID1320
R_ID77,UC_ID1596
R_ID77,UC_ID164
R_ID77,UC_ID2030
R_ID77,UC_ID2225
R_ID77,UC_ID2538
R_ID77,UC_ID2631
R_ID77,UC_ID2659
R_ID77,UC_ID2804
R_ID77,UC_ID333
R_ID77,UC_ID472
R_ID77,UC_ID483
R_ID77,UC_ID753
R_ID78,UC_ID1024
R_ID78,UC_ID1409
R_ID78,UC_ID1486
R_ID78,UC_ID1618
R_ID78,UC_ID1686
R_ID78,UC_ID1736
R_ID78,UC_ID2484
R_ID78,UC_ID2679
R_ID78,UC_ID2810
R_ID78,UC_ID2911
R_ID78,UC_ID2932
R_ID78,UC_ID35
R_ID78,UC_ID612
R_ID78,UC_ID675
R_ID78,UC_ID800
R_ID78,UC_ID853
R_ID78,UC_ID86
R_ID79,UC_ID1644
R_ID79,UC_ID2518
R_ID80,UC_ID152
R_ID80,UC_ID179
R_ID80,UC_ID1982
R_ID80,UC_ID1990
R_ID80,UC_ID2176
R_ID80,UC_ID2195
R_ID80,UC_ID2792
R_ID81,UC_ID1824
R_ID81,UC_ID1913
R_ID81,UC_ID228
R_ID81,UC_ID2480
R_ID81,UC_ID2488
R_ID81,UC_ID428
R_ID81,UC_ID599
R_ID81,UC_ID683
R_ID81,UC_ID754
R_ID82,UC_ID1438
R_ID82,UC_ID1499
R_ID82,UC_ID1572
R_ID82,UC_ID1605
R_ID82,UC_ID170
R_ID82,UC_ID2083
R_ID82,UC_ID2182
R_ID82,UC_ID2305
R_ID82,UC_ID2858
R_ID82,UC_ID531
R_ID82,UC_ID563
R_ID82,UC_ID922
R_ID82,UC_ID96
R_ID83,UC_ID100
R_ID83,UC_ID1298
R_ID83,UC_ID1310
R_ID83,UC_ID1327
R_ID83,UC_ID1911
R_ID83,UC_ID2007
R_ID83,UC_ID2204
R_ID83,UC_ID2401
R_ID83,UC_ID2753
R_ID83,UC_ID2782
R_ID83,UC_ID305
R_ID83,UC_ID450
R_ID83,UC_ID468
R_ID83,UC_ID798
R_ID83,UC_ID808
R_ID83,UC_ID827
R_ID84,UC_ID1031
R_ID84,UC_ID1206
R_ID84,UC_ID21
R_ID84,UC_ID2103
R_ID84,UC_ID2292
R_ID84,UC_ID2848
R_ID84,UC_ID2922
R_ID84,UC_ID564
R_ID84,UC_ID816
R_ID85,UC_ID1716
R_ID85,UC_ID1764
R_ID85,UC_ID1822
R_ID85,UC_ID2167
R_ID85,UC_ID220
R_ID85,UC_ID2308
R_ID85,UC_ID2451
R_ID85,UC_ID2717
R_ID85,UC_ID2732
R_ID85,UC_ID2762
R_ID85,UC_ID2773
R_ID85,UC_ID2993
R_ID85,UC_ID373
R_ID85,UC_ID444
R_ID86,UC_ID1119
R_ID86,UC_ID1502
R_ID86,UC_ID1730
R_ID86,UC_ID1977
R_ID86,UC_ID2
R_ID86,UC_ID2120
R_ID86,UC_ID2128
R_ID86,UC_ID2180
R_ID86,UC_ID2683
R_ID86,UC_ID2842
R_ID86,UC_ID2902
R_ID86,UC_ID34
R_ID86,UC_ID499
R_ID86,UC_ID630
R_ID86,UC_ID930
R_ID87,UC_ID1109
R_ID87,UC_ID1127
R_ID87,UC_ID1550
R_ID87,UC_ID2200
R_ID87,UC_ID2914
R_ID87,UC_ID634
