R_ID,R_NAME,R_DESC,R_OWNER,R_STATUS
R_ID84,R_NAME260,The PCA pump case must be at least difficult to breech as its tamper-resistant door. Breaking the case shall not be easier to access the drug reservoir than breeching the door.0,Caleb,Completed
R_ID85,R_NAME769,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.0,Alex,Completed
R_ID86,R_NAME196,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.0,Caleb,Completed
R_ID87,R_NAME1407,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)0",Priya,Completed
R_ID88,R_NAME710,Clinician-requested bolus delivery shall be immediately halted when alarms sound.0,Priya,Open
R_ID89,R_NAME80,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.0",Jay,Deffered
R_ID90,R_NAME1773,The PCA pump shall detect upstream occlusion.0,Caleb,Completed
R_ID91,R_NAME864,"During normal use and/or single fault condition of the equipment, continuous reverse delivery115 shall not be possible (from IEC 601-2-24)0",Caleb,Completed
R_ID92,R_NAME838,The Control Panel shall audibly indicate the specific problem causing the alarm condition as described in Section 5.4.30,Jay,Completed
R_ID93,R_NAME73,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).0",Alex,Completed
R_ID94,R_NAME898,"A clinician-requested bolus shall be delivered at the rate, Fccb, of V T BI divided by the duration chosen by the clinician, ?ccb, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.0",Priya,Completed
R_ID95,R_NAME789,"If the drug loaded into the drug reservoir is not present in the drug library or the library does not pass authentication and integrity checks, that the drug is unknown0",Caleb,Completed
R_ID96,R_NAME477,The event log shall record 30 days of typical events before overwriting oldest event records first.0,Jay,Completed
R_ID97,R_NAME331,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.0",Caleb,Completed
R_ID98,R_NAME175,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.0",Alex,Completed
R_ID99,R_NAME1774,The Control Panel shall provide means to inactivate audible alarms temporarily for a predefined period of time.0,Caleb,Open
R_ID100,R_NAME879,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.0",Caleb,Completed
R_ID101,R_NAME748,The scanner shall read and authenticate information from the clinician’s badge0,Caleb,Completed
R_ID102,R_NAME931,The measured drug volume shall be within Vrt = 1 ml of the actual drug volume.0,Alex,Completed
R_ID103,R_NAME690,Component failure must not harm patient (beyond stopping function).0,Caleb,Completed
R_ID104,R_NAME1577,"Upon the clinician’s pressing of the start button, prescribed infusion shall commence.0",Caleb,Completed
R_ID105,R_NAME275,The PCA pump shall detect air-in-line embolism (bubble).0,Alex,Completed
R_ID106,R_NAME506,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.0,Caleb,Completed
R_ID107,R_NAME458,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.0,Caleb,Completed
R_ID108,R_NAME1381,"If a drug library’s hard limit is violated by the proposed settings, the limit violated is indicated0",Priya,Completed
R_ID109,R_NAME1450,All materials that contact fluid shall be biocompatible0,Alex,Completed
R_ID110,R_NAME1700,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.0,Jay,Completed
R_ID111,R_NAME1186,The patient’s prescription shall be retained for at least ?data = 96 hours after the PCA pump is turned-off and unplugged.0,Priya,Completed
R_ID112,R_NAME1666,"If the estimated battery life remaining is less than ?lba = 3 minutes, the pump shall issue a low-battery warning.0",Priya,Completed
R_ID113,R_NAME1353,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.0,Priya,Completed
R_ID114,R_NAME778,The drug reservoir holds liquid pain-killer supplied by the hospital pharmacy and loaded into the PCA pump by the clinician.0,Alex,Completed
R_ID115,R_NAME1114,The PCA pump shall have a stop button0,Caleb,Completed
R_ID116,R_NAME727,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist0",Alex,Open
R_ID117,R_NAME665,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.0,Jay,Completed
R_ID118,R_NAME1319,The PCA pump must not leak current greater than 10 mA0,Jay,Open
R_ID119,R_NAME109,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)0,Caleb,Completed
R_ID120,R_NAME1954,"The mechanical pump shall halt pumping when commanded, or caused in response to an alarm condition.0",Priya,Completed
R_ID121,R_NAME1063,"The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.0",Caleb,Completed
R_ID122,R_NAME1753,"When the stop button is pressed, the current pump stroke shall be completed prior to stopping the pump.0",Caleb,Open
R_ID123,R_NAME948,The PCA pump shall issue alarms and warnings that require clinician attention.0,Priya,Completed
R_ID124,R_NAME484,"The PCA pump shall perform a power-on-self-test (POST) to assure system integrity after being turned on, yet before any infusion begins. Failure of POST shall raise a POST alarm, stop pump0",Caleb,Deffered
R_ID125,R_NAME1240,The pump shall be able to deliver basal infusion at flows throughout the basal infusion flow range of Fbasal min = 1 to Fbasal max = 10 ml/hr.0,Alex,Completed
R_ID126,R_NAME432,The drug reservoir shall measure its contents.0,Priya,Completed
R_ID127,R_NAME1241,"–removed, must scan Rx from label of drug container0",Caleb,Completed
R_ID128,R_NAME923,–removed all Rx entry via scanner0,Caleb,Deffered
R_ID129,R_NAME81,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.0",Alex,Completed
R_ID130,R_NAME422,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.0,Caleb,Completed
R_ID131,R_NAME768,"The mechanical pump shall pump drug at prescribed flow rates for basal, bolus, and KVO infusion when commanded.0",Caleb,Completed
R_ID132,R_NAME1609,"Hardware faults detected, but not masked, shall raise a fault alarm, stop pump, record it in the Fault Log, and display the reason for fault on the user interface.0",Caleb,Deffered
R_ID133,R_NAME1925,"Because with either working battery or power supply can operate the pump, if the battery failure alarm and either the voltage out-of-range or the power supply failure alarms, then the pump rate will be off.1",Caleb,Deffered
R_ID134,R_NAME640,Information in event and Fault Logs shall be retained for at least ?log = 1000 hours after the PCA pump is turned-off and unplugged.1,Caleb,Completed
R_ID135,R_NAME749,"The PCA pump shall continue to infuse for 10 minutes during interruption of mains electricity supply using battery backup, either continuously or spread over an hour. (Five minutes to recharge per minute using battery.)1",Caleb,Deffered
R_ID136,R_NAME1135,") All filled prescriptions (liquid, narcotic pain-killer dispensed by the hospital pharmacy) must be labeled at least visibly with a. Patient name b. Drug code c. Name of drug d. Concentration1",Caleb,Deffered
R_ID137,R_NAME683,The mechanical pump shall not allow reverse flow from the patient into the pump.1,Caleb,Completed
R_ID138,R_NAME436,An upstream occlusion alarm118 shall be triggered when the pump senses an upstream (drug reservoir side) occlusion exceeding Puo = 1 psi1,Alex,Completed
R_ID139,R_NAME1613,"Alarms shall cause audible alarms signals that meet the requirements of Tables 203 and 204 of standard IEC 60601-1-8 for alarm pulses, bursts, and harmonics.1",Alex,Completed
R_ID140,R_NAME1285,All materials that contact fluid shall be biocompatible1,Jay,Completed
R_ID141,R_NAME1348,A downstream occlusion alarm119 shall be triggered if the pump senses a downstream (patient side)1,Caleb,Completed
R_ID142,R_NAME933,An authorized clinician must personally confirm the prescription97 is authentic and meant for the patient to be infused. The routine procedures by which clinicians load the drug reservoir must ensure that the prescription filled by an authorized1,Alex,Completed
R_ID143,R_NAME1942,When auditory alarms are inactive the control panel shall display an inactive auditory alarm symbol from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Alex,Completed
R_ID144,R_NAME1697,All alarms not of high priority shall be encrypted and authenticated. High priority alarms may be encrypted and authenticated.1,Priya,Completed
R_ID145,R_NAME1717,The auditory volume of audible alarms signals shall conform to Section 201.3.3.2 Volume of auditory ALARM SIGNALS and INFORMATION SIGNALS of standard IEC 60601-1-8.1,Alex,Completed
R_ID146,R_NAME188,Prescribed V T BI and rate shall not exceed the hard limits set by the drug library from the hospital pharmacy for the drug loaded in the PCA pump.1,Caleb,Completed
R_ID147,R_NAME91,Clinician-commanded bolus shall be halted when continuing to infuse prescribed V T BI will exceed hard limits retrieved from the drug library for the volume of drug infused over a period of time.1,Priya,Completed
R_ID148,R_NAME1877,"The drug library102 can be thought of as a lookup table that, given a drug name and a location, provides typical and safe limits of different infusion parameters. The drug library shall be determined by an authorized and authenticated hospital pharmacist1",Caleb,Deffered
R_ID149,R_NAME1956,"Changing prescription during infusion shall require prescription confirmation61, clinician authentication62, patient authentication63, prescription authentication64 (patient-to-drug match) and drug authentication1",Priya,Completed
R_ID150,R_NAME1461,Each tone in the alarm melody shall be composed of a minimum of 4 harmonic components in the range 300 Hz to 4000 Hz comprising an inverted 9th jazz chord.1,Jay,Completed
R_ID151,R_NAME626,The PCA pump shall detect downstream occlusion.1,Caleb,Completed
R_ID152,R_NAME735,The pump shall deliver basal infusion at the prescribed basal rate within a basal infusion flow tolerance of Fbasal tol = 0.5 ml/hr of the prescribed basal rate.1,Caleb,Completed
R_ID153,R_NAME907,The PCA pump shall detect battery failure and issue a battery failure alarm1,Caleb,Completed
R_ID154,R_NAME1475,"The PCA pump shall maintain an electronic fault log to record each fault condition, and the associated alarm and/or alert issued.1",Priya,Deffered
R_ID155,R_NAME434,"The alarm indicator appearance shall comply with color, flashing frequency, and duty cycle given in Table 5.1",Caleb,Completed
R_ID156,R_NAME1130,The Control Panel shall provide means to inactivate audible alarms indefinitely1,Caleb,Completed
R_ID157,R_NAME821,"Hospital procedures must endow the attending clinician access to the door key135, yet prevent other persons’ access.1",Alex,Completed
R_ID158,R_NAME354,"If delivered patient-requested bolus flow rate exceeds the prescribed patient-requested bolus rate setting by more than its allowed tolerance over a period of more than 1 minutes, or immediately if the pump goes into free flow1",Caleb,Completed
R_ID159,R_NAME1670,The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)1,Jay,Completed
R_ID160,R_NAME922,The drug loaded into the reservoir must also be found in the PCA pump’s drug in library99. The drug code of the prescription must match the drug code of a drug library entry.1,Caleb,Completed
R_ID161,R_NAME1919,"Upon patient’s press of the PCA pump’s patient-button, a prescribed bolus volume-to-be-infused, V T BI, of the drug loaded in the pump is delivered to the patient.1",Alex,Completed
R_ID162,R_NAME1011,Prescriptions that violate the soft limits of the drug in the drug library shall issue a visible and audible warning requiring a soft limit confirmation by the clinician.1,Caleb,Completed
R_ID163,R_NAME814,"If delivered clinician-requested bolus flow rate exceeds the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow1",Alex,Completed
R_ID164,R_NAME1252,Component failure must not harm patient (beyond stopping function).1,Alex,Completed
R_ID165,R_NAME1173,"The user interface must show that the PCA pump is working on battery backup, and an estimate of the number of minutes of battery-powered infusion remain.1",Caleb,Open
R_ID166,R_NAME649,"The PCA pump shall have continuous fault-detection and masking. Hardware monitors of thread heartbeat, memory error correction codes are examples.1",Caleb,Completed
R_ID167,R_NAME1718,Clinician-requested bolus delivery shall be immediately halted when alarms sound.1,Priya,Deffered
R_ID168,R_NAME995,"If alarms are inactivated or paused through the ICE supervisor user interface, they shall be reactivated upon loss of connection to ICE1",Caleb,Completed
R_ID169,R_NAME1555,"If the drug volume in the reservoir measures less than Vers =0.5 ml, and an infusion is in progress, an empty-reservoir alarm101 shall be issued stopping the pump.1",Priya,Completed
R_ID170,R_NAME1391,"If the drug volume in the reservoir measures less than Vlra = 1 ml, and an infusion is in progress, a low-reservoir warning100 shall be issued.1",Alex,Completed
R_ID171,R_NAME1914,"If delivered clinician-requested bolus flow rate is less than the calculated square bolus rate by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the flow stops1",Caleb,Completed
R_ID172,R_NAME1968,Visual alarms shall display alarm symbols from Table D.201 Graphical symbols for ALARM SYSTEMS of standard IEC 60601-1-8.1,Caleb,Completed
R_ID173,R_NAME548,"A patient-requested bolus shall be delivered at its prescribed rate, Fbolus, in addition to the prescribed basal flow rate, Fbasal, but no more than the maximum flow rate for the pump, Fmax.1",Caleb,Completed
R_ID174,R_NAME247,"The PCA pump shall perform periodic self-tests to assure system integrity during long periods of use. Failure of a self-test shall raise a self-test alarm, stop pump, record it in the Fault Log, and display the reason for failure on the user interface.1",Caleb,Completed
R_ID175,R_NAME6,Prescriptions that violate a hard limit of the drug in the drug library shall be rejected with visible and audible indication when confirmation is attempted by the clinician.1,Priya,Completed
R_ID176,R_NAME1096,"If delivered basal flow rate exceeds the prescribed basal rate setting by more than its allowed tolerance over a period of more than 5 minutes, or immediately if the pump goes into free flow, the pump shall issue an basal over-infusion alarm (EC3.2.7).1",Caleb,Completed
R_ID177,R_NAME1145,The maximum clinician-chosen duration for a clinician-requested bolus shall be ?ccb max = 6 hours.1,Alex,Completed
R_ID178,R_NAME1190,sound of audible alarm1,Caleb,Completed
R_ID179,R_NAME1216,"The minimum clinician-chosen duration for a clinician-requested bolus shall be the prescribed minimum number of minutes between consecutive patient-requested bolus deliveries, ?prb.1",Caleb,Open
R_ID180,R_NAME1598,"Occurrence of unavoidable single-event upsets caused by cosmic-ray-induced high- and thermalenergy neutrons must be either masked, or detected to fail-stop1",Caleb,Completed
R_ID181,R_NAME709,The PCA pump shall switch to KVO infusion rate upon receiving an authenticated command through its ICE interface.1,Caleb,Completed
R_ID182,R_NAME1748,The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.1,Priya,Completed
R_ID183,R_NAME1654,A open door alarm shall be triggered when the reservoir door is opened while the pump is not stopped.1,Alex,Open
R_ID184,R_NAME1893,Temporarily paused alarms shall reactivate ?ap = 10 minutes after inactivation.1,Caleb,Completed
R_ID185,R_NAME1263,Each log entry shall have a time stamp81 with its time of occurrence.1,Caleb,Completed
R_ID186,R_NAME480,Alarms shall be issued in order of occurrence.1,Priya,Completed
R_ID187,R_NAME394,The ICE Interface shall transmit encrypted and authenticated current operating status to the ICE system.1,Caleb,Deffered
R_ID188,R_NAME1293,"When an occlusion alarm occurs, the pump shall be stopped immediately without completing the current pump stroke1",Alex,Completed
R_ID189,R_NAME1740,"The pump shall maintain a minimum KVO flow rate of FKV O = 1 ml/hr at all times during infusion, even during alarms, unless the alarm also stops flow. Table 4 defines which alarms also stop drug flow completely.1",Caleb,Completed
R_ID190,R_NAME560,The control panel must display currently-programmed patient data and physician’s prescription.1,Caleb,Deffered
R_ID191,R_NAME1231,The PCA pump shall have a start button.1,Priya,Completed
R_ID192,R_NAME1502,An air-in-line alarm116 shall be triggered by the pump if detectable air bubbles are infused into the patient.1,Caleb,Open
R_ID193,R_NAME722,A real-time clock must produce timestamps accurate to 10 ms.1,Priya,Completed
R_ID194,R_NAME1761,"Successfully masked faults shall be recorded in the Fault Log, but raise an alarm.1",Priya,Completed
R_ID195,R_NAME1361,Priority for alarms and warnings is shown in Table 4; warnings are low-priority alarms. The last column show the alarm pump rate to be used while the alarm is in effect. For “special” flow rates for power malfunctions see Section 6.3.1,Caleb,Completed
R_ID196,R_NAME483,The control panel shall allow authorized clinician bolus request 60 and choice of duration.1,Alex,Completed
R_ID197,R_NAME95,At least one visual alarm signal shall be provided that identifies the specific alarm condition and its priority. This signal shall be perceived correctly (be legible) at a distance of 1 m from the equipment1,Caleb,Completed
R_ID198,R_NAME1671,"A clinician observing the discomfort of the patient may command the PCA pump to deliver a square bolus of the same volume-to-be-infused, V T BI, as patient-requested bolus over a period of time chosen by the clinician.1",Caleb,Completed
